,AI.mean,AI.median,AI.sd,AI_Mod.mean,AI_Mod.median,AI_Mod.sd,DBE.mean,DBE.median,DBE.sd,DBE_O.mean,DBE_O.median,DBE_O.sd,KenMass.mean,KenMass.median,KenMass.sd,KenDef.mean,KenDef.median,KenDef.sd,NOSC.mean,NOSC.median,NOSC.sd,HtoC.mean,HtoC.median,HtoC.sd,OtoC.mean,OtoC.median,OtoC.sd,NtoC.mean,NtoC.median,NtoC.sd,PtoC.mean,PtoC.median,PtoC.sd,NtoP.mean,NtoP.median,NtoP.sd,GFE_0.mean,GFE_0.median,GFE_0.sd,GFE_7.mean,GFE_7.median,GFE_7.sd,GFEperC_0.mean,GFEperC_0.median,GFEperC_0.sd,GFEperC_7.mean,GFEperC_7.median,GFEperC_7.sd,lambdaO2_0.mean,lambdaO2_0.median,lambdaO2_0.sd,lambdaO2_7.mean,lambdaO2_7.median,lambdaO2_7.sd
HJA_KerryCreek2_2016,0.076034769094445,0,0.178481069744498,0.174371464156011,0.0666666666666667,0.224722483289861,6.16981132075472,5,4.81562614519955,-0.707833047455689,-2,5.08608405015547,366.176543564585,362.739468368288,93.1716837229422,0.265995028897359,0.250894051578086,0.108520747044999,-0.583873015305634,-0.6,0.659405288264542,1.49074217298434,1.57894736842105,0.44946356412687,0.420847000295626,0.416666666666667,0.169170236841143,0.0426782639082746,0,0.0789984007276601,0.0173175180016402,0,0.0294410876899293,Inf,2,NA,1335.87804459691,1300.2,543.637842909308,-2530.64429528965,-2471.76896210135,799.914179537482,76.9403809362106,77.4,18.7930507155395,-146.309460470991,-146.128190668649,10.0889907796587,0.058196762773458,0.0529346346828105,0.0249073380046974,0.051812004822947,0.0473684491917231,0.0216690618541305
HJA_WS1-2_2016,0.0814167486362093,0,0.173737605514283,0.216435916779872,0.166666666666667,0.224056924927829,7.05439814814815,6,4.71926938382675,-0.506365740740741,-1,4.52656892965938,371.133665958797,366.196132490609,95.4009477294413,0.284158115276679,0.266223239236155,0.11489677134948,-0.43288230171503,-0.37797619047619,0.688715585233104,1.38542416319394,1.38461538461538,0.450763284418099,0.450795391511322,0.444444444444444,0.174367735762324,0.0344421078924294,0,0.0739769106169014,0.0134727342203279,0,0.0269883609293721,Inf,2,NA,1267.3328125,1212.6,517.022970860047,-2519.2187028924,-2483.49202223269,766.974189776873,72.6371455988783,71.0723214285715,19.6283941791435,-144.427285902745,-143.086219940919,9.95589025036746,0.0602712903797218,0.055408339603021,0.0248037516663118,0.0533751067025409,0.0493865290390499,0.0214852810464046
HJA_WS1-3_2016,0.0794568836443552,0,0.175007956698255,0.179208166729226,0.0930735930735931,0.21664011780299,6.12452830188679,5,4.77626179930214,-0.447798742138365,-1,5.14173971383535,363.309522209978,359.784013346794,93.690227877018,0.253370871783037,0.243055526429401,0.0977559767956134,-0.69907521801029,-0.8,0.655678010130949,1.49256274157771,1.57142857142857,0.429211650953489,0.398236082090348,0.388888888888889,0.167562370830762,0.0229888074005836,0,0.0597823975578087,0.0178465006624789,0,0.0290823654448095,Inf,0,NA,1447.62113207547,1412.55,619.523398612633,-2652.49755508486,-2578.15741384463,901.791223317938,80.2236437132933,83.1,18.686823288732,-148.329126174021,-148.901793656884,9.71168235048774,0.0550841814678284,0.0484090088839837,0.0264058248917904,0.0489296872801229,0.0436948646973359,0.0227640007046862
HJA_WS1-5_2016,0.14221227753288,0,0.2112915323308,0.276305499982908,0.25,0.242310642353489,8.48816412414519,8,5.65745822101434,1.34771173066807,0,5.82377895700163,387.207004053743,377.744898876613,108.358419298312,0.307462016746599,0.287331312925232,0.128633370701023,-0.403325016457833,-0.352941176470588,0.656303297648867,1.28935302381513,1.25,0.457728641116205,0.412194127838883,0.4,0.17787912729033,0.0351354641101035,0,0.0643166228737407,0.0141539191183831,0,0.0246087807189869,Inf,2,NA,1347.466175697,1316.7,581.87944203295,-2698.27555523771,-2604.09974532524,917.113548160827,71.7947629690483,70.3588235294118,18.7046439829927,-144.355484357154,-143.649097679441,9.14398696985098,0.0582822546566597,0.0522648663388374,0.025684449955447,0.0513974463971091,0.0459131416497877,0.0221376740694151
HJA_WS1-6_2016,0.168455495669435,0,0.234325085630155,0.304450260314646,0.292220113851992,0.263147452603358,8.72272215973003,8,5.59183332203107,1.21147356580427,0,5.81299680659873,386.987585050318,376.721396249335,104.038042426331,0.320063993551628,0.310270192320786,0.12193546715066,-0.321925633900857,-0.260869565217392,0.657159378899601,1.24280817949251,1.16666666666667,0.495791408381908,0.442724580308384,0.4375,0.180270611685348,0.0318828037862493,0,0.0596328388404877,0.0171963361048102,0,0.0268478343595429,Inf,2,NA,1275.80551181102,1217.55,560.907274526513,-2627.06477810185,-2533.35358868046,869.516961697721,69.4748805661744,67.7347826086957,18.7290422986386,-143.771519880325,-142.905369782679,9.12760682718492,0.0604817409702427,0.055245851578834,0.0250115387405356,0.0531256923097437,0.0485814992587704,0.0215058687437471
HJA_WS1-7_2016,0.102545974444082,0,0.186968236899684,0.224486456574605,0.161290322580645,0.230452982448368,7.14060963618486,6,4.81654518794249,0.0604719764011799,-1,4.89704941162965,373.682414889072,370.673577283466,95.7759903142855,0.281695238754986,0.264673646887616,0.111275389036212,-0.512595009357347,-0.5,0.66571961460056,1.3820335254691,1.42105263157895,0.445511407206207,0.417191206556509,0.4,0.168139131304395,0.0281000911938732,0,0.0623588090607294,0.0144055962215487,0,0.0255441073181472,Inf,2,NA,1358.09660766962,1324.95,555.717897274332,-2625.71800625173,-2580.18051035808,818.463642262392,74.9089577666844,74.55,18.973009016116,-145.823961344254,-145.196138453723,9.51835109483442,0.0577229623807109,0.0510981375775017,0.0259686518366982,0.0510761453187386,0.0456538777868627,0.0223383406927731
HJA_WS1-8_2016,0.102081956193625,0,0.194454032219425,0.240872360493858,0.2,0.237285702519508,7.3915765509391,7,4.99159859841929,-0.125782583949915,-1,4.7691110598541,373.220403876175,364.765897628865,99.5885755344327,0.288417979260178,0.266280500725998,0.123342546510249,-0.425662559514,-0.347826086956522,0.725396605795694,1.34848035396948,1.33333333333333,0.469837894734586,0.442922300632268,0.428571428571429,0.177977822089517,0.0291738913368091,0,0.0674300557525095,0.0131489937467072,0,0.0258585817957252,Inf,2,NA,1287.20250426864,1215.9,552.664645547294,-2562.57883808144,-2510.44590197002,799.952458585197,72.431382946149,70.2130434782609,20.6738032651773,-144.533364692139,-143.065368873126,10.1156036295328,0.0595561743263163,0.0549931195000814,0.0246093253941548,0.0525984289848948,0.0482983460263744,0.0212184937320852
HJA_WS1_250m_2016,0.0999590424617347,0,0.185971724775733,0.226394334841392,0.172413793103448,0.229114415750055,7.19664138678223,6,4.99949152843282,0.0763813651137595,-1,5.02051240798822,372.36504576897,368.73910078234,99.7890200344388,0.283383266783449,0.260986711711581,0.118421227742421,-0.476704930232805,-0.439613526570048,0.673201809214819,1.37791013590189,1.38888888888889,0.450241344804942,0.422413819209178,0.4,0.17379352532949,0.0318795144410436,0,0.0652327993141293,0.0129448180931481,0,0.0248324768397339,Inf,2,NA,1320.39409534128,1298.55,552.09621604881,-2584.47725377168,-2542.51511874613,818.012833078596,73.8860905116349,72.8289855072464,19.1862515626223,-145.198676358057,-144.393541405497,9.54904863106136,0.058934383268795,0.0528927953311279,0.0257824264407439,0.0521476060482849,0.0466765630873212,0.0222842270615056
HJA_WS3-1_30m_2016,0.117212493729965,0,0.191438836095487,0.226424963090084,0.173163418290855,0.227538296899742,7.63591359135914,6,5.17311540182148,0.831233123312331,0,5.56051042544336,384.035414618293,382.753836622276,99.1914631921089,0.290868009969896,0.278097647915019,0.114028178057527,-0.484106503727991,-0.461538461538462,0.572549076395234,1.37543794185045,1.4,0.42417295539297,0.394761441394738,0.384615384615385,0.165365319227698,0.0418182755855837,0,0.0692713552088785,0.0114749374817745,0,0.0220455232091509,Inf,3,NA,1387.82646264626,1370.4,546.085853769008,-2699.42294294881,-2649.91511874613,865.299447303338,74.0970353562477,73.4538461538462,16.3176486772642,-144.934021638685,-144.827974106225,8.67603463453722,0.0568718393975619,0.0503705453281175,0.0244188453730065,0.0505685546365772,0.0448408402894375,0.0213655482274787
HJA_WS3-2_2016,0.077697967041978,0,0.166771453937731,0.182438990605377,0.117647058823529,0.205260852067217,6.29171461449942,5,4.33559796613107,-0.459148446490219,-1,4.83043505144631,358.235742084188,358.21926738025,85.317027746108,0.256202679908422,0.247137846336074,0.0907239334288402,-0.612907912707476,-0.666666666666667,0.621876261461402,1.4654691420597,1.5,0.405405461626212,0.412296017536874,0.4,0.165581506349424,0.0317824283694369,0,0.0710460707318494,0.0162656775777823,0,0.0291613382769784,Inf,0,NA,1355.133141542,1326.6,515.938714016707,-2547.01023388313,-2531.33049216702,767.91537886778,77.7678755121631,79.3,17.72347345165,-146.797974494666,-146.966399164662,9.67012743574967,0.0572939254138967,0.0509679830680149,0.0242560379761705,0.0509924968514121,0.0457581673759333,0.0211021614100513
HJA_WS3-3_2016,0.116416797762379,0,0.191284114436504,0.215168644209937,0.15,0.225611305662646,7.90716180371353,7,5.06186532105276,0.951724137931034,0,5.75760398608571,422.702533944733,418.557808181426,83.3599696646309,0.315503190545043,0.302547900953641,0.101378612476435,-0.574724830598495,-0.571428571428571,0.597331950122141,1.39885184939335,1.45,0.420242486915106,0.363030232997823,0.333333333333333,0.173353345333642,0.0384300621439202,0,0.0643767819686259,0.0144813380295976,0,0.0230579151416731,Inf,2,NA,1596.06366047745,1591.8,573.293752824845,-3025.84356933498,-2974.66892571924,812.423939750711,76.6796576720571,76.5857142857143,17.023960578481,-146.776154095472,-146.441121427117,9.51128688187215,0.0485435375029206,0.0431605019916575,0.0211569288169345,0.0430860308324852,0.0388034425950114,0.0181440114332475
HJA_WS3-4_2016,0.109341940895697,0,0.18639337364294,0.213906968540142,0.153846153846154,0.220039150496927,7.77759253084361,7,5.21334864318586,0.85028342780927,0,5.86425773355325,400.765520004527,400.603667609708,111.642988440114,0.297834446956874,0.285229395425858,0.112365146488794,-0.47718478920742,-0.470588235294118,0.564676643488332,1.38071851895382,1.42857142857143,0.39370032442677,0.390548107465681,0.375,0.179097379661513,0.0430498814052595,0,0.0644537187826106,0.00888834335791586,0,0.0187474109218977,Inf,Inf,NA,1476.41863954652,1420.8,656.791304251899,-2846.85632373789,-2741.54586558791,1026.74365353576,73.8997664924115,73.7117647058824,16.0932843394175,-144.678776353677,-144.675509210304,8.66000058437113,0.0559706429773399,0.0486999321268281,0.0267227985791144,0.0497244052686253,0.0436236194585791,0.0233306790781628
HJA_WS3-5_2016,0.0588688627247957,0,0.156298389471602,0.15750126003544,0.0714285714285714,0.200942514202454,5.56753926701571,4,4.42173895486684,-0.817801047120419,-2,4.53200792016833,345.181314472572,342.815607130886,83.9658594851044,0.240675056223686,0.224211290664357,0.0976520183813175,-0.650796383861394,-0.666666666666667,0.642932149443923,1.53715954305342,1.61538461538462,0.429436978176048,0.405153975531086,0.391304347826087,0.157804493994604,0.0431664424848215,0,0.0808997858253228,0.0149788040273396,0,0.0290652759186997,Inf,Inf,NA,1300.83361256545,1256.4,487.543096015916,-2421.35847467449,-2393.88437190435,722.319667663005,78.8476969400497,79.3,18.3235662591518,-146.824095899794,-145.832463084569,9.87144757027344,0.0588954128941915,0.0547370058915971,0.0234183484377793,0.0525240006648081,0.0490106312746412,0.020397731488419
HJA_WS3-6_2016,0.130158393546492,0,0.202801098449781,0.240438714648522,0.185185185185185,0.236629244666259,7.83283961066441,7,5.11472826604539,0.875581887431231,0,5.51041739456862,385.022524056851,380.815609531773,102.114638709959,0.294445896597873,0.282722394894279,0.113296184876303,-0.451747687687359,-0.428571428571429,0.569379426923477,1.34661246897645,1.36842105263158,0.431408815900622,0.400751784156927,0.4,0.16619090077228,0.0386510644591387,0,0.0635870463255248,0.0107053574245207,0,0.0206994656367962,Inf,Inf,NA,1376.21565806179,1329.9,542.369101717787,-2700.47973657821,-2630.84586558791,859.609182438538,73.1748090990897,72.5142857142857,16.2273136673191,-144.572628010222,-144.342720116742,8.42209048358367,0.0573486169848489,0.0510981375775017,0.0242796248865378,0.0509102416386853,0.0456538777868628,0.0211699932687254
HJA_71_2025,0.0790189272526053,0,0.192060674557765,0.169629427958686,0.0714285714285714,0.224092209498431,7.47040498442368,5,6.11358142489751,-0.694704049844237,-2,6.9769133435261,430.761019294899,430.183264887109,120.720431986695,0.305958898247422,0.28507393470872,0.130699130446551,-0.581733733779921,-0.666666666666667,0.558364559982037,1.45336075068788,1.55555555555556,0.399745580080337,0.423205819301002,0.428571428571429,0.175454083097747,0.0214014026709759,0,0.0461993009412001,0.0114211178889636,0,0.0226602037873742,Inf,2,NA,1632.31308411215,1606.65,689.29458271701,-3085.6010354508,-3018.46120262669,1077.90309664075,76.8794114127277,79.3,15.9133899594881,-146.551787747867,-147.417954221626,7.41817168927668,0.0492836716858537,0.042187213628857,0.0231222900654042,0.043712004019504,0.0378867979107609,0.0196324368145431
HJA_56_2025,0.109745969220831,0,0.22209540678795,0.22515232550912,0.153846153846154,0.244400495702718,8.27291452111226,6,6.81165447997339,0.633367662203913,-1,7.1740855868873,405.206202753932,387.655221511667,117.540583756744,0.308730304770593,0.270054038592548,0.154450075798869,-0.513417406079153,-0.615384615384615,0.657742489545058,1.36687870494137,1.45454545454545,0.450130618542051,0.414299992173609,0.416666666666667,0.187668250818696,0.0221926534709784,0,0.0516356429856119,0.013322494814569,0,0.0252479410966383,Inf,1,NA,1471.2429454171,1430.7,568.420261723045,-2881.50403638744,-2725.77661242969,929.340754566971,74.9323960732559,77.8384615384615,18.7456609520341,-146.025049272165,-146.758026183981,8.88542702227228,0.0516261603153281,0.0474606153324641,0.0202737920218713,0.0456425803406206,0.0420348748140433,0.0172382514422319
HJA_164_2025,0.162781141896089,0,0.236083143851241,0.26073033581759,0.196153846153846,0.26395325963186,8.67296511627907,7,6.38495971442437,2.12645348837209,1,6.50920281751322,407.925532938634,378.739152932115,120.472493849783,0.307025200900443,0.266261514949377,0.153477995752249,-0.470991977543856,-0.615384615384615,0.697754575262839,1.35561191948209,1.42857142857143,0.491298432872336,0.350189365922642,0.32,0.185950567907964,0.0665136861719022,0,0.084081004714634,0.0128767630776115,0,0.0252626165043364,Inf,Inf,NA,1478.38299418605,1424.1,699.09658278986,-2885.0064363101,-2670.79970894313,1033.12668780396,73.7232713599999,77.8384615384615,19.8860053949909,-144.215906623718,-145.660635091496,10.378140325493,0.0518065636050394,0.0473821189607588,0.0212858573421634,0.046211162067293,0.0424589130631169,0.0182836052026351
HJA_54_2025,0.167879033059749,0,0.268314414746988,0.243572406545254,0.104761904761905,0.291506655490597,9.51456310679612,7,7.86667115937641,1.99029126213592,0,9.01586921904502,463.296176796661,462.676862902969,126.410232604693,0.367900873242032,0.34604211192493,0.169009526824698,-0.427200206889129,-0.571428571428571,0.711731997625635,1.37345987856039,1.52941176470588,0.542848164947747,0.385062472251654,0.32,0.253528592559488,0.0565679347280084,0.0476190476190476,0.0603525857648187,0.0145192895787379,0,0.0246308881657479,Inf,Inf,NA,1603.68233009709,1554.6,736.70774861281,-3191.24435419976,-3142.90735927147,1090.38121401685,72.4752058963402,76.5857142857143,20.2843619323306,-144.841121065413,-146.441121427117,9.74680494273144,0.0484618388946761,0.0427371501430081,0.0208402089746966,0.0427798887841354,0.0377762709077251,0.0178441953565807
HJA_47_2025,0.0942199444409415,0,0.204764751738503,0.185282708403981,0.0833333333333333,0.237437672809131,7.58076563958917,5,6.46346770242963,-0.810457516339869,-2,7.15218565873574,445.298032377831,432.760902417084,112.257953472858,0.321948948032282,0.296255833728765,0.136591000315685,-0.633736012056098,-0.75,0.625262075960479,1.4666634502743,1.55555555555556,0.457477839730075,0.419555619622393,0.421052631578947,0.18312154083909,0.0222887800022835,0,0.0482799271011835,0.0187250813802441,0,0.0267626314584513,Inf,0,NA,1683.54761904762,1645.5,665.611088667005,-3165.52836105064,-3004.71504598191,976.901410931868,78.3614763435988,81.675,17.8199691648737,-147.744715773273,-148.63229146029,8.67078399208092,0.0452706638964697,0.0414905795836146,0.018552724682983,0.040171970314971,0.0372804860882021,0.0155766691073019
HJA_64_2025,0.253342215957138,0.1875,0.253941920447929,0.365620136490838,0.354838709677419,0.251390517742674,12.1989987484355,12,6.36596518846123,5.41677096370463,6,7.49052996685273,459.197791022983,444.747225650041,98.6279098471343,0.35540046637891,0.337678198299784,0.127005678048499,-0.200728329994307,-0.266666666666667,0.576945970434332,1.16971689897596,1.15151515151515,0.435190907495276,0.308997940147474,0.272727272727273,0.187004819306956,0.112356603465611,0.142857142857143,0.0822010164025543,0.00499478373790618,0,0.0148905725991078,Inf,Inf,NA,1538.60200250313,1440.6,631.380718802994,-3201.50397142878,-2979.25355229835,950.603884305562,66.0207574048377,67.9,16.4429601573785,-138.455409370915,-138.196567514421,9.46686376040012,0.0479264959372062,0.0482067860585189,0.0150305552042189,0.0430085764839934,0.0432912334027033,0.0129404908378023
HJA_84_2025,0.0763795518484285,0,0.189022914527255,0.193953204124738,0.125,0.225160202245708,7.92708333333333,6,6.16924912693296,-1.09294871794872,-2,6.5119234263834,454.319467457143,448.686671260127,113.085722976648,0.332776132600465,0.308301795706995,0.138693955948205,-0.53914567128448,-0.625,0.612072292997716,1.42198135342776,1.49468085106383,0.442078062301311,0.434485840925358,0.4375,0.165006017887861,0.018957658960272,0,0.0473123740808536,0.0124378800456259,0,0.0228702869875162,Inf,1,NA,1655.18629807692,1606.65,652.864999962611,-3187.80857965114,-3089.20735927147,943.085170012797,75.6656516316077,78.1125,17.4440603504349,-146.264123546996,-146.799676523454,8.13296439556274,0.0459060694666417,0.0426683776084957,0.0175345790990748,0.0406614618690685,0.0378867979107609,0.0149785257810661
HJA_WS1-2_2025,0.0721896260066933,0,0.179274688584925,0.156138754156117,0.0833333333333333,0.204731716712049,6.63429752066116,5,5.49011358029583,-0.832644628099174,-2,6.09949327815524,407.403229115071,394.740297203698,116.993758232124,0.284787413854658,0.248891149964521,0.133339612512664,-0.628998725844241,-0.7,0.563823439709455,1.5130632578081,1.57518796992481,0.402483870839558,0.40487997982574,0.4,0.171215166155943,0.0347632922953541,0,0.0650709515866711,0.0113927344921344,0,0.0230953995844195,Inf,Inf,NA,1553.0652892562,1538.1,640.292220581173,-2899.22921769405,-2778.46506417297,974.746434219416,78.2264636865609,80.25,16.0689680317195,-146.734054318527,-147.554282673916,8.28181343628855,0.050613476201407,0.0440891945940726,0.0220591298467657,0.0452592552071566,0.0397375181030059,0.0192693314643385
HJA_WS3-1_2025,0.13506495488935,0,0.243628540753223,0.261950222111261,0.2,0.266730447371947,9.22062350119904,8,6.75315144343765,1.22781774580336,-1,6.98545145321082,443.603882543439,428.756312287764,111.690162935084,0.34335966279629,0.307068304645213,0.159886039881408,-0.462008831410832,-0.5,0.725715362371303,1.31046909618383,1.33333333333333,0.496942597658138,0.396333858056758,0.391304347826087,0.199950131984109,0.0309975837695331,0,0.0572287451007484,0.0151645819122943,0,0.025267876656751,Inf,2,NA,1607.22158273381,1561.2,738.125679452816,-3152.65128068128,-3043.39198585058,993.151503093231,73.4672516952087,74.55,20.6828878275822,-145.505850405011,-145.755369782679,9.34764925248775,0.0482937745978587,0.0431441540038051,0.0210021442723122,0.0424434490777074,0.0388926700919085,0.017657084739148
HJA_CC-1_2025,0.291244407669631,0.25,0.271396557128871,0.37600542665698,0.363636363636364,0.273192685043614,10.1482479784367,10,5.70131477515209,5.20215633423181,5,5.99365391306068,383.964623675529,350.681484217,101.557375952387,0.318395192395796,0.295939658595898,0.122390473865414,-0.30027719259476,-0.380952380952381,0.641149476079207,1.15619606705462,1.14285714285714,0.44130297417593,0.267662953982171,0.214285714285714,0.186401793297665,0.084341297113374,0.0227272727272727,0.0973738690316366,0.00809795963029761,0,0.019899163015109,Inf,Inf,NA,1324.95606469003,1249.8,558.777764541103,-2720.61288270158,-2490.09974532524,855.714551739362,68.8578999889507,71.1571428571429,18.2727600682574,-142.344558599749,-145.636670890463,11.5434884606848,0.0565123896501464,0.0553982333765033,0.0196807585779947,0.0502464707432554,0.0492205251912354,0.0169237551905154
HJA_CC-4_2025,0.238627540549194,0,0.295521369989297,0.326244579039891,0.29570747217806,0.305678045345809,12.2422680412371,11,7.62670823461973,3.47938144329897,1,9.35154433087513,486.829023730476,488.038215510804,104.490282653736,0.421835376053078,0.42039355670272,0.136735803176292,-0.184343381462764,-0.184659090909091,0.611330766581716,1.16489223217528,1.0930735930736,0.487955812719775,0.420548995803188,0.369395711500974,0.239567947610281,0.0602223645074432,0.0625,0.0641955938511568,0.0191361258355841,0,0.0262703644854141,Inf,2,NA,1508.39329896907,1465.35,614.092356052612,-3249.20327499481,-3038.54200404163,972.025516688071,65.5537863716888,65.5627840909091,17.4229268475789,-141.791696569442,-141.669887982508,8.93124801617853,0.0499545588288837,0.0448332945591278,0.0193199928131479,0.0436780453728227,0.0398499549707216,0.0163698256048372
HJA_CC-2_2025,0.262512448474674,0.0909090909090909,0.284626765615659,0.356911735347543,0.403508771929825,0.271857985244196,13.0909090909091,12,8.1078079136793,5.24242424242424,4,10.369786281909,494.542071337556,519.564856976451,117.305540964328,0.4276256321406,0.439959153945779,0.152601853868659,-0.27476101553795,-0.363636363636363,0.597509498788662,1.1338614323021,0.95,0.479735625576886,0.376614355900214,0.28125,0.263467238702963,0.0434705171452786,0,0.0565003580885021,0.0189791576881423,0,0.0239692549189626,Inf,1.5,NA,1708.2,1688.4,780.785213873881,-3530.19279546249,-3236.56120262669,1227.71973737328,68.1306889428316,70.6636363636364,17.0290207154769,-143.801547904446,-144.544857335316,8.24822760507684,0.0479547624592878,0.0413201023358734,0.0233613186503467,0.0419992413517207,0.0365444608136577,0.0199902071244845
HJA_410_2025,0.112683635880145,0,0.229922434953572,0.229434635730024,0.126602564102564,0.266666081154017,8.99262536873156,7,7.0638534312473,-0.0737463126843658,-1,7.74466154194995,480.794744701113,468.654289587853,129.117412513641,0.364547334284908,0.340215191589408,0.158987395587097,-0.506625826054412,-0.615384615384615,0.704146489406559,1.36785811959196,1.47826086956522,0.500666013876427,0.426748915730009,0.428571428571429,0.197723496576426,0.0249939538713894,0,0.0501538475717518,0.0194739156729584,0,0.0268452992232276,Inf,1,NA,1743.38938053097,1666.95,845.175697591,-3374.29723626002,-3228.67657604758,1167.8025362124,74.7388360425507,77.8384615384615,20.0681749480869,-146.431289069474,-147.10511234626,9.20320265152045,0.0453976032573558,0.0410092708943766,0.0210668087397564,0.0398771147605926,0.0365137645254673,0.0174638142363418
HJA_156_2025,0.134411467201645,0,0.241999344157215,0.229871985208774,0.103448275862069,0.277094301784929,8.40845070422535,5,6.96701458953888,1.38380281690141,-0.5,7.08384053991221,424.865316999731,408.725676731297,122.510544818084,0.321302718578747,0.301707724864713,0.159476967211646,-0.529978674889421,-0.7,0.701812120665127,1.39426641710226,1.57894736842105,0.506556925841942,0.372193169701134,0.357142857142857,0.200118221778923,0.0454424484958208,0,0.061038266351618,0.0148320855911096,0,0.027825355179946,Inf,Inf,NA,1561.03415492958,1538.1,711.314383285048,-3016.21319508985,-2856.08429914013,1067.1932461803,75.4043922343485,80.25,20.0016454389561,-146.06246397021,-147.520594899342,9.39003005377766,0.0496443483253939,0.0435872598930757,0.0221712335328871,0.0438487844439132,0.0394662583546883,0.0184229270455974
HJA_49_2025,0.190913763200136,0.105263157894737,0.231038647757452,0.28551611631899,0.266666666666667,0.255016573533703,10.348224513173,10,6.55010152487985,3.71019473081329,4,7.03315210393479,448.861667094455,430.704525368856,110.433866701887,0.344518472554812,0.314299249053761,0.139319304649582,-0.357052385638117,-0.444444444444445,0.586370995975788,1.29883333155817,1.3,0.456567770493724,0.31537096660901,0.285714285714286,0.186476141355196,0.0949154659791977,0.1,0.0778565440807811,0.00866108204965273,0,0.0200329507640793,Inf,Inf,NA,1558.22027491409,1484.4,621.252866763856,-3128.00399811913,-2883.57661242969,984.624280985486,70.4759929906863,72.9666666666667,16.71157338531,-141.849042536691,-141.484599687987,9.47267015828828,0.0486886761273404,0.0465255691792375,0.0183887259741512,0.0435748626269617,0.0419644576916224,0.0157945213860116
HJA_KC-4_2025,0.0850072307459318,0,0.196588819415875,0.212066810237158,0.128205128205128,0.238159739380486,8.67334360554699,7,6.39815135873028,-0.382126348228043,-2,6.38033638496013,462.514108832703,454.720755115888,122.719264787195,0.348757114908834,0.319727284713906,0.164334131808681,-0.44853449438698,-0.533333333333333,0.674009460066688,1.37060654152041,1.45454545454545,0.44410487969104,0.431715830871655,0.428571428571429,0.187125654077141,0.0302273017090965,0,0.0628368857155534,0.011330312656826,0,0.0218776527042268,Inf,2,NA,1626.41325115562,1605,700.99790997782,-3202.7074488655,-3089.20735927147,981.503522025172,73.0832330900289,75.5,19.2092696119006,-144.795975723231,-145.832463084569,9.07442337668298,0.0474926542974546,0.0426683776084957,0.0205392597505322,0.0419458571178795,0.0377409573197608,0.0175686591093744
HJA_45_2025,0.176001171502319,0.05,0.22857126785089,0.283497274796612,0.230769230769231,0.259446053740412,9.83515283842795,10,5.86087407258061,2.65174672489083,3,6.73786358490487,447.579591644732,442.715775325796,90.0515153782111,0.340714032124156,0.316460843271671,0.122210655351913,-0.28521564947553,-0.372685185185185,0.648184707269652,1.30640868833605,1.33333333333333,0.471902457222255,0.348598831456588,0.318181818181818,0.192103712410214,0.105205725038161,0.111111111111111,0.080330107186316,0.00875724174919091,0,0.0205803927207216,Inf,Inf,NA,1466.39377729258,1434,579.671355160855,-2991.81832224961,-2883.57661242969,777.689445015287,68.4286460100526,70.9215277777778,18.4732641571851,-140.274514344072,-139.615894207319,10.3902124254914,0.0497213588427318,0.0481602739356773,0.0164977191910535,0.0445081046213464,0.0433761943225588,0.0139563484263785
HJA_CC-3_2025,0.216095874432053,0.05,0.276241887248073,0.350771658562749,0.391304347826087,0.276433461040441,12.8613861386139,13,7.85115240327214,3.65346534653465,2,8.86841095525501,513.224262559458,504.534809755095,126.382520154973,0.439103777175846,0.424301301045659,0.172583626240846,-0.254579341549006,-0.2,0.707173101569088,1.12439503109276,1,0.497041861087817,0.39508482677141,0.375,0.229056673800196,0.0305826449804129,0,0.0446233644585862,0.0142709689318194,0,0.0212141698731003,Inf,2,NA,1704.82871287129,1611.6,825.660674894552,-3582.52841867231,-3329.46885295503,1097.1399322248,67.5555112341466,66,20.154433394719,-143.487286039005,-141.759985447157,9.39520079373078,0.0441427301985999,0.0415090294323636,0.0168517630568492,0.0385835825717853,0.035833309800703,0.014163762982651
HJA_WS3-2_2025,0.0859656712719905,0,0.208209705001007,0.202206697939954,0.130434782608696,0.232858567161231,7.94947368421053,6,5.973709519102,0.12,-1,6.38533393421807,431.11563145439,398.743014995523,119.981988046702,0.31173696666289,0.279662973747236,0.140825051244354,-0.547277070335471,-0.631578947368421,0.652044250590626,1.4075173216259,1.49056603773585,0.438219193171787,0.397225641464317,0.388888888888889,0.177789720202743,0.0325211251528468,0,0.0615916383117537,0.0117029013869749,0,0.0230686505592077,Inf,2.5,NA,1619.56736842105,1544.7,762.387597171622,-3085.31311173551,-2901.89967256102,1062.17809831004,75.8973965045609,78.3,18.5832611418329,-145.907635329299,-147.10511234626,8.955030808004,0.0481779001620537,0.044176717738941,0.0195193673984027,0.0427231302224497,0.0397095807118308,0.0166347575835035
