Calibrated m/z,C,H,O,N,S,P,Molecular Formula,Is Isotopologue,Heteroatom Class,Calculated m/z,m/z Error (ppm),MolForm,AI,AI_Mod,DBE_1,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd
349.057125359,17,18,4,0,2,0,C17H18O4S2,0,S2 O4,349.057374955,-0.715056059,C17H18O4S2,0.272727272727273,0.384615384615385,9,5,3,70.3588235294118,348.667365054493,0.33263494550738,-0.352941176470588,0.235294117647059,1.05882352941176,0,0,NA,Other,Lignin,Other,70.3588235294118,-148.212201884452,0.058271825898869,0.0516866484896335,1196.1,-2519.60743203568
301.10816889,17,18,5,0,0,0,C17H18O5,0,O5,301.108147226,0.071948775,C17H18O5,0.333333333333333,0.448275862068966,9,4,4,73.7117647058824,300.771948818642,0.228051181358012,-0.470588235294118,0.294117647058824,1.05882352941176,0,0,NA,Lignin,Lignin,Other,73.7117647058824,-144.859260707981,0.0555387791180554,0.0503162914391562,1253.1,-2462.60743203568
361.086112949,17,18,5,2,1,0,C17H18O5N2S1,0,N2 S1 O5,361.086366409,-0.701937718,C17H18O5N2S,0.222222222222222,0.391304347826087,10,5,2,60.3,360.682920969488,0.317079030512332,0,0.294117647058824,1.05882352941176,0.117647058823529,0,Inf,Lignin,Lignin,Other,60.3,-137.118990696393,0.0680566391414386,0.0582590362404111,1025.1,-2331.02284183868
393.058123689,17,18,5,2,2,0,C17H18O5N2S2,0,N2 S2 O5,393.058437583,-0.798594906,C17H18O5N2S2,0.125,0.333333333333333,10,5,1,56.9470588235294,392.619231476671,0.380768523329266,0.117647058823529,0.294117647058824,1.05882352941176,0.117647058823529,0,Inf,Lignin,Lignin,Other,56.9470588235294,-138.121705793145,0.0685592375705656,0.0586691789607719,968.1,-2348.06899848346
374.091134867,17,18,5,3,0,1,C17H18O5N3P1,0,N3 P1 O5,374.091131237,0.009702991,C17H18O5N3P,0.25,0.428571428571429,11,6,2,67.0058823529412,373.673421363833,0.326578636167426,-0.235294117647059,0.294117647058824,1.05882352941176,0.176470588235294,0.0588235294117647,3,Lignin,Lignin,Protein,67.0058823529412,-139.814012662328,0.064274038017483,0.0557737507658994,1139.1,-2376.83821525957
357.120258101,17,18,5,4,0,0,C17H18O5N4,0,N4 O5,357.120443243,-0.518431579,C17H18O5N4,0.25,0.428571428571429,11,6,2,53.5941176470588,356.72149443044,0.278505569559798,0.235294117647059,0.294117647058824,1.05882352941176,0.235294117647059,0,Inf,Lignin,Lignin,Protein,53.5941176470588,-127.373290491302,0.0690059368079155,0.0626649183502684,911.1,-2165.34593835213
365.052097904,17,18,5,0,2,0,C17H18O5S2,0,S2 O5,365.052289574,-0.525047985,C17H18O5S2,0.2,0.36,9,4,2,67.0058823529412,364.644477470256,0.355522529743553,-0.235294117647059,0.294117647058824,1.05882352941176,0,0,NA,Lignin,Lignin,Other,67.0058823529412,-146.864690901485,0.0642740380174831,0.0541494079233701,1139.1,-2496.69974532524
317.103205098,17,18,6,0,0,0,C17H18O6,0,O6,317.103061845,0.451753692,C17H18O6,0.272727272727273,0.428571428571429,9,3,3,70.3588235294118,316.749124826319,0.250875173680868,-0.352941176470588,0.352941176470588,1.05882352941176,0,0,NA,Lignin,Lignin,Other,70.3588235294118,-143.511749725014,0.058271825898869,0.0527176881418085,1196.1,-2439.69974532524
394.052109352,17,18,6,1,1,1,C17H18O6N1P1S1,0,N1 S1 P1 O6,394.051969022,0.356118724,C17H18O6NSP,0.125,0.363636363636364,10,4,1,70.3588235294118,393.6121072464,0.387892753600454,-0.352941176470588,0.352941176470588,1.05882352941176,0.0588235294117647,0.0588235294117647,1,Lignin,Lignin,Phytochemical,70.3588235294118,-148.212201884452,0.058271825898869,0.0516866484896336,1196.1,-2519.60743203568
345.109087217,17,18,6,2,0,0,C17H18O6N2,0,N2 O6,345.109209854,-0.355356895,C17H18O6N2,0.222222222222222,0.416666666666667,10,4,2,60.3,344.723735327152,0.276264672847844,0,0.352941176470588,1.05882352941176,0.117647058823529,0,Inf,Lignin,Lignin,Other,60.3,-134.768764616674,0.0680566391414385,0.0594557162394239,1025.1,-2291.06899848346
377.081179197,17,18,6,2,1,0,C17H18O6N2S1,0,N2 S1 O6,377.081281028,-0.270051367,C17H18O6N2S,0.125,0.363636363636364,10,4,1,56.9470588235294,376.660126983622,0.339873016378135,0.117647058823529,0.352941176470588,1.05882352941176,0.117647058823529,0,Inf,Lignin,Lignin,Other,56.9470588235294,-135.771479713426,0.0685592375705655,0.0592980001244483,968.1,-2308.11515512824
390.086100384,17,18,6,3,0,1,C17H18O6N3P1,0,N3 P1 O6,390.086045857,0.139781722,C17H18O6N3P,0.142857142857143,0.4,11,5,1,63.6529411764706,389.650526759444,0.349473240556108,-0.117647058823529,0.352941176470588,1.05882352941176,0.176470588235294,0.0588235294117647,3,Lignin,Lignin,Protein,63.6529411764706,-138.46650167936,0.0675089433629849,0.0579691696835097,1082.1,-2353.93052854913
373.1154015,17,18,6,4,0,0,C17H18O6N4,0,N4 O6,373.115357863,0.116953958,C17H18O6N4,0.142857142857143,0.4,11,5,1,50.2411764705882,372.698777509427,0.301222490573025,0.352941176470588,0.352941176470588,1.05882352941176,0.235294117647059,0,Inf,Lignin,Lignin,Protein,50.2411764705882,-126.025779508334,0.0693837839454874,0.0635876666788253,854.1,-2142.43825164168
349.075221751,17,18,6,0,1,0,C17H18O6S1,0,S1 O6,349.07513302,0.254190837,C17H18O6S,0.2,0.384615384615385,9,3,2,67.0058823529412,348.6854412399,0.31455876010034,-0.235294117647059,0.352941176470588,1.05882352941176,0,0,NA,Lignin,Lignin,Other,67.0058823529412,-144.514464821766,0.064274038017483,0.0546857148005529,1139.1,-2456.74590197002
381.04714645,17,18,6,0,2,0,C17H18O6S2,0,S2 O6,381.047204194,-0.151540723,C17H18O6S2,0.111111111111111,0.333333333333333,9,3,1,63.6529411764706,380.621665802157,0.378334197843117,-0.117647058823529,0.352941176470588,1.05882352941176,0,0,NA,Lignin,Lignin,Other,63.6529411764706,-145.517179918517,0.0675089433629849,0.055547965698837,1082.1,-2473.7920586148
333.097966402,17,18,7,0,0,0,C17H18O7,0,O7,333.097976465,-0.03020901,C17H18O7,0.2,0.407407407407407,9,2,2,67.0058823529412,332.726026236956,0.2739737630435,-0.235294117647059,0.411764705882353,1.05882352941176,0,0,NA,Lignin,Lignin,Other,67.0058823529412,-142.164238742047,0.0642740380174831,0.0552271378941386,1139.1,-2416.7920586148
361.104078923,17,18,7,2,0,0,C17H18O7N2,0,N2 O7,361.104124474,-0.126142745,C17H18O7N2,0.125,0.391304347826087,10,3,1,56.9470588235294,360.700866882521,0.299133117479414,0.117647058823529,0.411764705882353,1.05882352941176,0.117647058823529,0,Inf,Lignin,Lignin,Other,56.9470588235294,-133.421253633707,0.0685592375705656,0.0599333207409574,968.1,-2268.16131177302
389.110521708,17,18,7,4,0,0,C17H18O7N4,0,N4 O7,389.110272483,0.640500615,C17H18O7N4,0,0.368421052631579,11,4,0,46.8882352941176,388.676037423309,0.323962576691031,0.470588235294118,0.411764705882353,1.05882352941176,0.235294117647059,0,Inf,Lignin,Lignin,Protein,46.8882352941176,-124.678268525367,0.0706191031721746,0.0648223713143283,797.1,-2119.53056493124
397.042128995,17,18,7,0,2,0,C17H18O7S2,0,S2 O7,397.042118814,0.025643316,C17H18O7S2,0,0.304347826086957,9,2,0,60.3,396.598788206755,0.401211793245466,0,0.411764705882353,1.05882352941176,0,0,NA,Lignin,Lignin,Other,60.3,-144.16966893555,0.0680566391414386,0.0564784131197915,1025.1,-2450.88437190435
349.092862608,17,18,8,0,0,0,C17H18O8,0,O8,349.092891084,-0.081573686,C17H18O8,0.111111111111111,0.384615384615385,9,1,1,63.6529411764706,348.703062398961,0.296937601038849,-0.117647058823529,0.470588235294118,1.05882352941176,0,0,NA,Lignin,Lignin,Other,63.6529411764706,-140.816727759079,0.0675089433629849,0.0566756308793236,1082.1,-2393.88437190435
377.09937241,17,18,8,2,0,0,C17H18O8N2,0,N2 O8,377.099039093,0.883896497,C17H18O8N2,0,0.363636363636364,10,2,0,53.5941176470588,376.678299881918,0.321700118082276,0.235294117647059,0.470588235294118,1.05882352941176,0.117647058823529,0,Inf,Lignin,Lignin,Other,53.5941176470588,-132.073742650739,0.0690059368079153,0.0610320393214552,911.1,-2245.25362506257
422.075685001,17,18,8,3,0,1,C17H18O8N3P1,0,N3 P1 O8,422.075875096,-0.450380711,C17H18O8N3P,0,0.333333333333333,11,3,-1,56.9470588235294,421.604391520479,0.395608479521115,0.117647058823529,0.470588235294118,1.05882352941176,0.176470588235294,0.0588235294117647,3,Lignin,Lignin,Protein,56.9470588235294,-135.771479713426,0.0685592375705655,0.0592980001244483,968.1,-2308.11515512824
405.104957588,17,18,8,4,0,0,C17H18O8N4,0,N4 O8,405.105187102,-0.566555417,C17H18O8N4,0,0.333333333333333,11,3,-1,43.5352941176471,404.652613773318,0.347386226682318,0.588235294117647,0.470588235294118,1.05882352941176,0.235294117647059,0,Inf,Lignin,Lignin,Protein,43.5352941176471,-123.3307575424,0.0723601983937832,0.0660922068520543,740.1,-2096.62287822079
413.036905515,17,18,8,0,2,0,C17H18O8S2,0,S2 O8,413.037033433,-0.309700704,C17H18O8S2,0,0.272727272727273,9,1,-1,56.9470588235294,412.575704816402,0.42429518359836,0.117647058823529,0.470588235294118,1.05882352941176,0,0,NA,Lignin,Lignin,Other,56.9470588235294,-142.822157952583,0.0685592375705655,0.0574306400879008,968.1,-2427.97668519391
365.087888813,17,18,9,0,0,0,C17H18O9,0,O9,365.087805704,0.227640968,C17H18O9,0,0.36,9,0,0,60.3,364.680228414808,0.319771585192257,0,0.529411764705882,1.05882352941176,0,0,NA,Lignin,Lignin,Other,60.3,-139.469216776112,0.0680566391414385,0.0576595662054603,1025.1,-2370.97668519391
393.094203032,17,18,9,2,0,0,C17H18O9N2,0,N2 O9,393.093953713,0.63424845,C17H18O9N2,0,0.333333333333333,10,1,-1,50.2411764705882,392.655270533154,0.34472946684599,0.352941176470588,0.529411764705882,1.05882352941176,0.117647058823529,0,Inf,Lignin,Lignin,Other,50.2411764705882,-130.726231667772,0.0693837839454875,0.0621606854792918,854.1,-2222.34593835213
397.059746772,17,18,9,0,1,0,C17H18O9S1,0,S1 O9,397.059876878,-0.327674221,C17H18O9S,0,0.304347826086957,9,0,-1,56.9470588235294,396.616386311587,0.383613688412652,0.117647058823529,0.529411764705882,1.05882352941176,0,0,NA,Lignin,Lignin,Other,56.9470588235294,-140.471931872864,0.0685592375705656,0.0580467580215009,968.1,-2388.02284183868
429.032050085,17,18,9,0,2,0,C17H18O9S2,0,S2 O9,429.031948053,0.237820666,C17H18O9S2,0,0.238095238095238,9,0,-2,53.5941176470588,428.552989065081,0.447010934919206,0.235294117647059,0.529411764705882,1.05882352941176,0,0,NA,Lignin,Lignin,Other,53.5941176470588,-141.474646969615,0.0690059368079154,0.0584040686201408,911.1,-2405.06899848346
396.093825126,17,19,10,1,0,0,C17H19O10N1,0,N1 O10,396.09361936,0.519488966,C17H19O10N,0,0.272727272727273,9,-1,-2,53.5941176470588,395.651543222326,0.348456777673562,0.235294117647059,0.588235294117647,1.11764705882353,0.0588235294117647,0,Inf,Lignin,Lignin,Other,53.5941176470588,-134.423968730458,0.0690059368079154,0.0603646612180134,911.1,-2285.20746841779
441.070626449,17,19,10,2,0,1,C17H19O10N2P1,0,N2 P1 O10,441.070455363,0.38788828,C17H19O10N2P,0,0.222222222222222,10,0,-3,56.9470588235294,440.578123047165,0.421876952834907,0.117647058823529,0.588235294117647,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,56.9470588235294,-138.121705793145,0.0685592375705655,0.0586691789607718,968.1,-2348.06899848346
412.088696663,17,19,11,1,0,0,C17H19O11N1,0,N1 O11,412.08853398,0.394777212,C17H19O11N,0,0.238095238095238,9,-2,-3,50.2411764705882,411.628554742877,0.371445257123298,0.352941176470588,0.647058823529412,1.11764705882353,0.0588235294117647,0,Inf,Lignin,Lignin,Other,50.2411764705882,-133.076457747491,0.0693837839454875,0.0614587608499663,854.1,-2262.29978170735
457.065513979,17,19,11,2,0,1,C17H19O11N2P1,0,N2 P1 O11,457.065369983,0.315044556,C17H19O11N2P,0,0.176470588235294,10,-1,-4,53.5941176470588,456.555150542857,0.444849457142595,0.235294117647059,0.647058823529412,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,53.5941176470588,-136.774194810177,0.0690059368079154,0.0597042793143887,911.1,-2325.16131177302
493.002872173,17,19,11,0,2,1,C17H19O11P1S2,0,S2 P1 O11,493.003364323,-0.998268105,C17H19O11S2P,0,0.0588235294117647,9,-2,-5,56.9470588235294,492.452380761649,0.547619238351444,0.117647058823529,0.647058823529412,1.11764705882353,0,0.0588235294117647,0,Lignin,Lignin,Phytochemical,56.9470588235294,-147.522610112021,0.0685592375705656,0.0562169341090278,968.1,-2507.88437190435
428.083681657,17,19,12,1,0,0,C17H19O12N1,0,N1 O12,428.083448599,0.544420992,C17H19O12N,0,0.2,9,-3,-4,46.8882352941176,427.60567959374,0.394320406260192,0.470588235294118,0.705882352941177,1.11764705882353,0.0588235294117647,0,Inf,Tannin,Tannin,Other,46.8882352941176,-131.728946764524,0.0706191031721746,0.0625796881509598,797.1,-2239.3920949969
444.078720026,17,19,13,1,0,0,C17H19O13N1,0,N1 O13,444.078363219,0.803477999,C17H19O13N,0,0.157894736842105,9,-4,-5,43.5352941176471,443.582857760004,0.417142239996053,0.588235294117647,0.764705882352941,1.11764705882353,0.0588235294117647,0,Inf,Tannin,Tannin,Other,43.5352941176471,-130.381435781556,0.0723601983937832,0.0637263751975737,740.1,-2216.48440828646
472.084122401,17,19,13,3,0,0,C17H19O13N3,0,N3 O13,472.084511228,-0.823638188,C17H19O13N3,0,0.0666666666666667,10,-3,-6,33.4764705882353,471.556989052523,0.44301094747658,0.941176470588236,0.764705882352941,1.11764705882353,0.176470588235294,0,Inf,Tannin,Tannin,Other,33.4764705882353,-121.638450673216,0.078085890703048,0.0691572098004562,569.1,-2067.85366144468
540.987837337,17,19,14,0,2,1,C17H19O14P1S2,0,S2 P1 O14,540.988108181,-0.500647551,C17H19O14S2P,0,0,9,-5,-8,46.8882352941176,540.383765484869,0.616234515131396,0.470588235294118,0.823529411764706,1.11764705882353,0,0.0588235294117647,0,Tannin,Tannin,Phytochemical,46.8882352941176,-143.480077163119,0.0706191031721746,0.059003212791474,797.1,-2439.16131177302
312.11740516,17,19,1,3,1,0,C17H19O1N3S1,0,N3 S1 O1,312.117606967,-0.646573555,C17H19ON3S,0.416666666666667,0.44,10,9,5,70.3588235294118,311.768892077071,0.231107922929027,-0.352941176470588,0.0588235294117647,1.11764705882353,0.176470588235294,0,Inf,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,70.3588235294118,-138.811297565576,0.058271825898869,0.0537681478000477,1196.1,-2359.7920586148
332.078399092,17,19,2,1,2,0,C17H19O2N1S2,0,N1 S2 O2,332.078444752,-0.137500026,C17H19O2NS2,0.333333333333333,0.384615384615385,9,7,4,73.7117647058824,331.707597384923,0.292402615076753,-0.470588235294118,0.117647058823529,1.11764705882353,0.0588235294117647,0,Inf,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,73.7117647058824,-147.2094867877,0.0555387791180554,0.0498203888565222,1253.1,-2502.56127539091
296.140694779,17,19,2,3,0,0,C17H19O2N3,0,N3 O2,296.140450412,0.825171036,C17H19O2N3,0.416666666666667,0.461538461538462,10,8,5,70.3588235294118,295.810021433612,0.189978566388277,-0.352941176470588,0.117647058823529,1.11764705882353,0.176470588235294,0,Inf,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,70.3588235294118,-136.461071485857,0.058271825898869,0.0543008324033594,1196.1,-2319.83821525957
328.112367195,17,19,2,3,1,0,C17H19O2N3S1,0,N3 S1 O2,328.112521587,-0.470544231,C17H19O2N3S,0.363636363636364,0.416666666666667,10,8,4,67.0058823529412,327.74599399457,0.254006005429687,-0.235294117647059,0.117647058823529,1.11764705882353,0.176470588235294,0,Inf,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,67.0058823529412,-137.463786582609,0.064274038017483,0.0574861559952176,1139.1,-2336.88437190435
348.07313005,17,19,3,1,2,0,C17H19O3N1S2,0,N1 S2 O3,348.073359372,-0.658833601,C17H19O3NS2,0.272727272727273,0.36,9,6,3,70.3588235294118,347.684468483445,0.315531516554756,-0.352941176470588,0.176470588235294,1.11764705882353,0.0588235294117647,0,Inf,Other,Lignin,Other,70.3588235294118,-145.861975804733,0.058271825898869,0.0521997746294256,1196.1,-2479.65358868046
344.107197164,17,19,3,3,1,0,C17H19O3N3S1,0,N3 S1 O3,344.107436206,-0.694673159,C17H19O3N3S,0.3,0.391304347826087,10,7,3,63.6529411764706,343.722963993536,0.277036006464186,-0.117647058823529,0.176470588235294,1.11764705882353,0.176470588235294,0,Inf,Other,Lignin,Protein,63.6529411764706,-136.116275599642,0.067508943362985,0.0598538739639942,1082.1,-2313.97668519391
364.068169595,17,19,4,1,2,0,C17H19O4N1S2,0,N1 S2 O4,364.068273992,-0.286750188,C17H19O4NS2,0.2,0.333333333333333,9,5,2,67.0058823529412,363.661647824396,0.338352175603745,-0.235294117647059,0.235294117647059,1.11764705882353,0.0588235294117647,0,Inf,Other,Lignin,Other,67.0058823529412,-144.514464821766,0.064274038017483,0.0546857148005529,1139.1,-2456.74590197002
345.100778085,17,19,4,2,0,1,C17H19O4N2P1,0,N2 P1 O4,345.100967646,-0.549289974,C17H19O4N2P,0.3,0.416666666666667,10,6,3,77.0647058823529,344.715435473203,0.284564526796828,-0.588235294117647,0.235294117647059,1.11764705882353,0.117647058823529,0.0588235294117647,2,Other,Lignin,Phytochemical,77.0647058823529,-146.206771690949,0.0529304030259224,0.0480161159724944,1310.1,-2485.51511874613
377.07289119,17,19,4,2,1,1,C17H19O4N2P1S1,0,N2 S1 P1 O4,377.07303882,-0.391516718,C17H19O4N2SP,0.222222222222222,0.363636363636364,10,6,2,73.7117647058824,376.651848231085,0.3481517689155,-0.470588235294118,0.235294117647059,1.11764705882353,0.117647058823529,0.0588235294117647,2,Other,Lignin,Phytochemical,73.7117647058824,-147.2094867877,0.0555387791180554,0.0498203888565222,1253.1,-2502.56127539091
349.067067417,17,19,4,0,1,1,C17H19O4P1S1,0,S1 P1 O4,349.066890811,0.505936596,C17H19O4SP,0.272727272727273,0.384615384615385,9,5,3,83.7705882352941,348.677296011102,0.322703988898184,-0.823529411764706,0.235294117647059,1.11764705882353,0,0.0588235294117647,0,Other,Lignin,Phytochemical,83.7705882352941,-155.95247189604,0.0480550296314234,0.0423929515977473,1424.1,-2651.19202223269
380.06308114,17,19,5,1,2,0,C17H19O5N1S2,0,N1 S2 O5,380.063188611,-0.28277184,C17H19O5NS2,0.111111111111111,0.304347826086957,9,4,1,63.6529411764706,379.638699308273,0.36130069172674,-0.117647058823529,0.294117647058824,1.11764705882353,0.0588235294117647,0,Inf,Lignin,Lignin,Other,63.6529411764706,-143.166953838798,0.067508943362985,0.0561090603486255,1082.1,-2433.83821525957
361.09552646,17,19,5,2,0,1,C17H19O5N2P1,0,N2 P1 O5,361.095882265,-0.985347585,C17H19O5N2P,0.222222222222222,0.391304347826087,10,5,2,73.7117647058824,360.692323969277,0.30767603072286,-0.470588235294118,0.294117647058824,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,73.7117647058824,-144.859260707981,0.0555387791180554,0.0503162914391561,1253.1,-2462.60743203568
393.068019443,17,19,5,2,1,1,C17H19O5N2P1S1,0,N2 S1 P1 O5,393.06795344,0.167918139,C17H19O5N2SP,0.125,0.333333333333333,10,5,1,70.3588235294118,392.629116180983,0.370883819016569,-0.352941176470588,0.294117647058824,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,70.3588235294118,-145.861975804733,0.058271825898869,0.0521997746294256,1196.1,-2479.65358868046
365.061806357,17,19,5,0,1,1,C17H19O5P1S1,0,S1 P1 O5,365.061805431,0.002538081,C17H19O5SP,0.2,0.36,9,4,2,80.4176470588235,364.654175082711,0.345824917288894,-0.705882352941177,0.294117647058824,1.11764705882353,0,0.0588235294117647,0,Lignin,Lignin,Phytochemical,80.4176470588235,-154.604960913073,0.0504383573777805,0.0444550373867481,1367.1,-2628.28433552224
396.058063685,17,19,6,1,2,0,C17H19O6N1S2,0,N1 S2 O6,396.058103231,-0.099847779,C17H19O6NS2,0,0.272727272727273,9,3,0,60.3,395.615821712871,0.384178287129089,0,0.352941176470588,1.11764705882353,0.0588235294117647,0,Inf,Lignin,Lignin,Other,60.3,-141.819442855831,0.0680566391414385,0.0570660546310143,1025.1,-2410.93052854913
377.09047689,17,19,6,2,0,1,C17H19O6N2P1,0,N2 P1 O6,377.090796885,-0.848588426,C17H19O6N2P,0.125,0.363636363636364,10,4,1,70.3588235294118,376.669414294735,0.330585705265207,-0.352941176470588,0.352941176470588,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,70.3588235294118,-143.511749725014,0.058271825898869,0.0527176881418085,1196.1,-2439.69974532524
409.062528509,17,19,6,2,1,1,C17H19O6N2P1S1,0,N2 S1 P1 O6,409.062868059,-0.830067688,C17H19O6N2SP,0,0.3,10,4,0,67.0058823529412,408.605765635272,0.394234364727993,-0.235294117647059,0.352941176470588,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,67.0058823529412,-144.514464821766,0.064274038017483,0.0546857148005529,1139.1,-2456.74590197002
381.056531844,17,19,6,0,1,1,C17H19O6P1S1,0,S1 P1 O6,381.05672005,-0.493907382,C17H19O6SP,0.111111111111111,0.333333333333333,9,3,1,77.0647058823529,380.631040716342,0.368959283657944,-0.588235294117647,0.352941176470588,1.11764705882353,0,0.0588235294117647,0,Lignin,Lignin,Phytochemical,77.0647058823529,-153.257449930106,0.0529304030259224,0.0466028924004362,1310.1,-2605.3766488118
413.028901477,17,19,6,0,2,1,C17H19O6P1S2,0,S2 P1 O6,413.028791225,0.266935159,C17H19O6S2P,0,0.272727272727273,9,3,0,73.7117647058824,412.567709715782,0.432290284218027,-0.470588235294118,0.352941176470588,1.11764705882353,0,0.0588235294117647,0,Lignin,Lignin,Phytochemical,73.7117647058824,-154.260165026857,0.0555387791180554,0.0483593564985068,1253.1,-2622.42280545657
348.109071349,17,19,7,1,0,0,C17H19O7N1,0,N1 O7,348.108875501,0.562604712,C17H19O7N,0.111111111111111,0.36,9,2,1,63.6529411764706,347.72036965007,0.279630349930301,-0.117647058823529,0.411764705882353,1.11764705882353,0.0588235294117647,0,Inf,Lignin,Lignin,Other,63.6529411764706,-138.46650167936,0.067508943362985,0.0579691696835097,1082.1,-2353.93052854913
412.053141231,17,19,7,1,2,0,C17H19O7N1S2,0,N1 S2 O7,412.05301785,0.299428328,C17H19O7NS2,0,0.238095238095238,9,2,-1,56.9470588235294,411.59303901239,0.406960987610319,0.117647058823529,0.411764705882353,1.11764705882353,0.0588235294117647,0,Inf,Lignin,Lignin,Other,56.9470588235294,-140.471931872864,0.0685592375705656,0.0580467580215009,968.1,-2388.02284183868
393.085699996,17,19,7,2,0,1,C17H19O7N2P1,0,N2 P1 O7,393.085711504,-0.029276413,C17H19O7N2P,0,0.333333333333333,10,3,0,67.0058823529412,392.64677699172,0.353223008280054,-0.235294117647059,0.411764705882353,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,67.0058823529412,-142.164238742047,0.064274038017483,0.0552271378941386,1139.1,-2416.7920586148
365.079267032,17,19,7,0,0,1,C17H19O7P1,0,P1 O7,365.079563495,-0.81205031,C17H19O7P,0.111111111111111,0.36,9,2,1,77.0647058823529,364.671616260965,0.328383739034564,-0.588235294117647,0.411764705882353,1.11764705882353,0,0.0588235294117647,0,Lignin,Lignin,Phytochemical,77.0647058823529,-150.907223850387,0.0529304030259224,0.0470697944286632,1310.1,-2565.42280545657
364.103915206,17,19,8,1,0,0,C17H19O8N1,0,N1 O8,364.103790121,0.343543258,C17H19O8N,0,0.333333333333333,9,1,0,60.3,363.697353521528,0.302646478472298,0,0.470588235294118,1.11764705882353,0.0588235294117647,0,Inf,Lignin,Lignin,Other,60.3,-137.118990696393,0.0680566391414385,0.058259036240411,1025.1,-2331.02284183868
409.080315878,17,19,8,2,0,1,C17H19O8N2P1,0,N2 P1 O8,409.080626124,-0.758397526,C17H19O8N2P,0,0.3,10,2,-1,63.6529411764706,408.623533142737,0.376466857263154,-0.117647058823529,0.470588235294118,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,63.6529411764706,-140.816727759079,0.0675089433629849,0.0566756308793236,1082.1,-2393.88437190435
441.052409471,17,19,8,2,1,1,C17H19O8N2P1S1,0,N2 S1 P1 O8,441.052697298,-0.65259095,C17H19O8N2SP,0,0.222222222222222,10,2,-2,60.3,440.559926410405,0.440073589594533,0,0.470588235294118,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,60.3,-141.819442855831,0.0680566391414385,0.0570660546310143,1025.1,-2410.93052854913
380.098719248,17,19,9,1,0,0,C17H19O9N1,0,N1 O9,380.098704741,0.038166178,C17H19O9N,0,0.304347826086957,9,0,-1,56.9470588235294,379.674297622443,0.325702377556524,0.117647058823529,0.529411764705882,1.11764705882353,0.0588235294117647,0,Inf,Lignin,Lignin,Other,56.9470588235294,-135.771479713426,0.0685592375705656,0.0592980001244483,968.1,-2308.11515512824
412.070794884,17,19,9,1,1,0,C17H19O9N1S1,0,N1 S1 O9,412.070775915,0.046033632,C17H19O9NS,0,0.238095238095238,9,0,-2,53.5941176470588,411.610672953163,0.389327046836968,0.235294117647059,0.529411764705882,1.11764705882353,0.0588235294117647,0,Inf,Lignin,Lignin,Other,53.5941176470588,-136.774194810177,0.0690059368079154,0.0597042793143887,911.1,-2325.16131177302
425.075708412,17,19,9,2,0,1,C17H19O9N2P1,0,N2 P1 O9,425.075540743,0.394444445,C17H19O9N2P,0,0.263157894736842,10,1,-2,60.3,424.601065078537,0.398934921462853,0,0.529411764705882,1.11764705882353,0.117647058823529,0.0588235294117647,2,Lignin,Lignin,Phytochemical,60.3,-139.469216776112,0.0680566391414386,0.0576595662054603,1025.1,-2370.97668519391
397.069747992,17,19,9,0,0,1,C17H19O9P1,0,P1 O9,397.069392735,0.894699647,C17H19O9P,0,0.304347826086957,9,0,-1,70.3588235294118,396.626376364136,0.373623635864249,-0.352941176470588,0.529411764705882,1.11764705882353,0,0.0588235294117647,0,Lignin,Lignin,Phytochemical,70.3588235294118,-148.212201884452,0.058271825898869,0.0516866484896336,1196.1,-2519.60743203568
383.09844554,17,20,10,0,0,0,C17H20O10,0,O10,383.098370388,0.196169062,C17H20O10,0,0.25,8,-2,-2,60.3,382.670674393268,0.329325606732482,0,0.588235294117647,1.17647058823529,0,0,NA,Lignin,Lignin,Other,60.3,-139.469216776112,0.0680566391414385,0.0576595662054603,1025.1,-2370.97668519391
415.07060429,17,20,10,0,1,0,C17H20O10S1,0,S1 O10,415.070441562,0.392048299,C17H20O10S,0,0.181818181818182,8,-2,-3,56.9470588235294,414.607132745181,0.392867254818725,0.117647058823529,0.588235294117647,1.17647058823529,0,0,NA,Lignin,Lignin,Other,56.9470588235294,-140.471931872864,0.0685592375705656,0.0580467580215009,968.1,-2388.02284183868
