site_pair_id,sample,year,property,value
PAIR_031,HJA_WS1-5_2025,2025,lambdaO2,0.041912093564609
PAIR_015,HJA_53_2025,2025,NOSC,-0.453156112170512
PAIR_015,HJA_53_2025,2025,O:C ratio,0.303045149779849
PAIR_015,HJA_53_2025,2025,H:C ratio,1.37623643893174
PAIR_015,HJA_53_2025,2025,AI_Mod,0.259522701807826
PAIR_015,HJA_53_2025,2025,DBE,9.10590015128593
PAIR_015,HJA_53_2025,2025,lambdaO2,0.0442296328902468
PAIR_030,HJA_WS1-3_2025,2025,NOSC,-0.411321443525201
PAIR_030,HJA_WS1-3_2025,2025,O:C ratio,0.334683550600438
PAIR_030,HJA_WS1-3_2025,2025,H:C ratio,1.3598197021382
PAIR_030,HJA_WS1-3_2025,2025,AI_Mod,0.254255089852026
PAIR_030,HJA_WS1-3_2025,2025,DBE,9.03539823008849
PAIR_030,HJA_WS1-3_2025,2025,lambdaO2,0.0420122906884715
PAIR_033,HJA_WS3-3_2025,2025,NOSC,-0.477772142429209
PAIR_033,HJA_WS3-3_2025,2025,O:C ratio,0.396307155008208
PAIR_033,HJA_WS3-3_2025,2025,H:C ratio,1.3704692070008
PAIR_033,HJA_WS3-3_2025,2025,AI_Mod,0.236833253127727
PAIR_033,HJA_WS3-3_2025,2025,DBE,7.66666666666667
PAIR_033,HJA_WS3-3_2025,2025,lambdaO2,0.051875526184327
PAIR_034,HJA_WS3-5_2025,2025,NOSC,-0.653326088375492
PAIR_034,HJA_WS3-5_2025,2025,O:C ratio,0.392432829554666
PAIR_034,HJA_WS3-5_2025,2025,H:C ratio,1.49567976694092
PAIR_034,HJA_WS3-5_2025,2025,AI_Mod,0.163823543328921
PAIR_034,HJA_WS3-5_2025,2025,DBE,6.33674775928297
PAIR_034,HJA_WS3-5_2025,2025,lambdaO2,0.0435274309877165
PAIR_022,HJA_65_2025,2025,NOSC,-0.446658217324002
PAIR_022,HJA_65_2025,2025,O:C ratio,0.452652679986494
PAIR_022,HJA_65_2025,2025,H:C ratio,1.37057310607998
PAIR_022,HJA_65_2025,2025,AI_Mod,0.210250911784141
PAIR_022,HJA_65_2025,2025,DBE,8.01044932079415
PAIR_022,HJA_65_2025,2025,lambdaO2,0.0436678263152253
PAIR_007,HJA_170_2025,2025,NOSC,-0.146699844783022
PAIR_007,HJA_170_2025,2025,O:C ratio,0.311560598218338
PAIR_007,HJA_170_2025,2025,H:C ratio,1.13296078300291
PAIR_007,HJA_170_2025,2025,AI_Mod,0.374665252877938
PAIR_007,HJA_170_2025,2025,DBE,11.7977624784854
PAIR_007,HJA_170_2025,2025,lambdaO2,0.0446824739100282
PAIR_005,HJA_165_2025,2025,NOSC,-0.389184196519344
PAIR_005,HJA_165_2025,2025,O:C ratio,0.468430698750224
PAIR_005,HJA_165_2025,2025,H:C ratio,1.32567763452915
PAIR_005,HJA_165_2025,2025,AI_Mod,0.227406292762602
PAIR_005,HJA_165_2025,2025,DBE,8.7765726681128
PAIR_005,HJA_165_2025,2025,lambdaO2,0.0424777199215693
PAIR_039,HJA_KC-1_2025,2025,NOSC,-0.496963246150968
PAIR_039,HJA_KC-1_2025,2025,O:C ratio,0.416608749383937
PAIR_039,HJA_KC-1_2025,2025,H:C ratio,1.4077999301111
PAIR_039,HJA_KC-1_2025,2025,AI_Mod,0.204574857033971
PAIR_039,HJA_KC-1_2025,2025,DBE,8.26245210727969
PAIR_039,HJA_KC-1_2025,2025,lambdaO2,0.0425100106299778
PAIR_040,HJA_KC-2_2025,2025,NOSC,-0.593577136332638
PAIR_040,HJA_KC-2_2025,2025,O:C ratio,0.398813294088267
PAIR_040,HJA_KC-2_2025,2025,H:C ratio,1.460528557087
PAIR_040,HJA_KC-2_2025,2025,AI_Mod,0.172081887598541
PAIR_040,HJA_KC-2_2025,2025,DBE,7.17427385892116
PAIR_040,HJA_KC-2_2025,2025,lambdaO2,0.0417384613415477
PAIR_041,HJA_KC-3_2025,2025,NOSC,-0.502904529592218
PAIR_041,HJA_KC-3_2025,2025,O:C ratio,0.384875503186728
PAIR_041,HJA_KC-3_2025,2025,H:C ratio,1.37999791127273
PAIR_041,HJA_KC-3_2025,2025,AI_Mod,0.228678180038379
PAIR_041,HJA_KC-3_2025,2025,DBE,8.22304832713755
PAIR_041,HJA_KC-3_2025,2025,lambdaO2,0.0451000478710313
PAIR_024,HJA_72_2025,2025,NOSC,-0.382534466718218
PAIR_024,HJA_72_2025,2025,O:C ratio,0.366151891194767
PAIR_024,HJA_72_2025,2025,H:C ratio,1.2533122533573
PAIR_024,HJA_72_2025,2025,AI_Mod,0.283688895317934
PAIR_024,HJA_72_2025,2025,DBE,11.0265095729013
PAIR_024,HJA_72_2025,2025,lambdaO2,0.040192423312279
PAIR_025,HJA_73_2025,2025,NOSC,-0.447485839426593
PAIR_025,HJA_73_2025,2025,O:C ratio,0.430066931215113
PAIR_025,HJA_73_2025,2025,H:C ratio,1.38676713033223
PAIR_025,HJA_73_2025,2025,AI_Mod,0.221519688498288
PAIR_025,HJA_73_2025,2025,DBE,8.44957264957265
PAIR_025,HJA_73_2025,2025,lambdaO2,0.0442277592738857
PAIR_017,HJA_55_2025,2025,NOSC,-0.584488110202158
PAIR_017,HJA_55_2025,2025,O:C ratio,0.423737911963492
PAIR_017,HJA_55_2025,2025,H:C ratio,1.41884411649641
PAIR_017,HJA_55_2025,2025,AI_Mod,0.188169732778777
PAIR_017,HJA_55_2025,2025,DBE,7.73651452282158
PAIR_017,HJA_55_2025,2025,lambdaO2,0.0412738481524173
PAIR_003,HJA_162_2025,2025,NOSC,-0.555035228723319
PAIR_003,HJA_162_2025,2025,O:C ratio,0.423594549035373
PAIR_003,HJA_162_2025,2025,H:C ratio,1.4071191667558
PAIR_003,HJA_162_2025,2025,AI_Mod,0.203676994025252
PAIR_003,HJA_162_2025,2025,DBE,7.8951724137931
PAIR_003,HJA_162_2025,2025,lambdaO2,0.0435262094036796
PAIR_011,HJA_192_2025,2025,NOSC,-0.534403185608998
PAIR_011,HJA_192_2025,2025,O:C ratio,0.439554184542836
PAIR_011,HJA_192_2025,2025,H:C ratio,1.41456637190064
PAIR_011,HJA_192_2025,2025,AI_Mod,0.199668307213327
PAIR_011,HJA_192_2025,2025,DBE,8
PAIR_011,HJA_192_2025,2025,lambdaO2,0.0416360490692424
PAIR_043,HJA_WS1-4_2025,2025,NOSC,-0.490249227206761
PAIR_043,HJA_WS1-4_2025,2025,O:C ratio,0.431824270405387
PAIR_043,HJA_WS1-4_2025,2025,H:C ratio,1.42821973495467
PAIR_043,HJA_WS1-4_2025,2025,AI_Mod,0.176194610781461
PAIR_043,HJA_WS1-4_2025,2025,DBE,7.08387096774194
PAIR_043,HJA_WS1-4_2025,2025,lambdaO2,0.0455631551380279
PAIR_020,HJA_60_2025,2025,NOSC,-0.429607679442069
PAIR_020,HJA_60_2025,2025,O:C ratio,0.409445118190515
PAIR_020,HJA_60_2025,2025,H:C ratio,1.30339514678362
PAIR_020,HJA_60_2025,2025,AI_Mod,0.254803482506264
PAIR_020,HJA_60_2025,2025,DBE,9.59784560143627
PAIR_020,HJA_60_2025,2025,lambdaO2,0.0410287929873034
PAIR_006,HJA_169_2025,2025,NOSC,-0.726511287716886
PAIR_006,HJA_169_2025,2025,O:C ratio,0.278736198013507
PAIR_006,HJA_169_2025,2025,H:C ratio,1.4535182487598
PAIR_006,HJA_169_2025,2025,AI_Mod,0.219038151379759
PAIR_006,HJA_169_2025,2025,DBE,7.21195652173913
PAIR_006,HJA_169_2025,2025,lambdaO2,0.0401248041454092
PAIR_019,HJA_58_2025,2025,NOSC,-0.306071554633764
PAIR_019,HJA_58_2025,2025,O:C ratio,0.314142874486234
PAIR_019,HJA_58_2025,2025,H:C ratio,1.28156193886697
PAIR_019,HJA_58_2025,2025,AI_Mod,0.302544343673037
PAIR_019,HJA_58_2025,2025,DBE,10.4521212121212
PAIR_019,HJA_58_2025,2025,lambdaO2,0.0437889138271559
PAIR_001,HJA_155_2025,2025,NOSC,-0.453375421729998
PAIR_001,HJA_155_2025,2025,O:C ratio,0.406663805262704
PAIR_001,HJA_155_2025,2025,H:C ratio,1.32680585459177
PAIR_001,HJA_155_2025,2025,AI_Mod,0.24569733558448
PAIR_001,HJA_155_2025,2025,DBE,9.05376344086022
PAIR_001,HJA_155_2025,2025,lambdaO2,0.0423428079775991
PAIR_026,HJA_74_2025,2025,NOSC,-0.511416020656237
PAIR_026,HJA_74_2025,2025,O:C ratio,0.360537363285621
PAIR_026,HJA_74_2025,2025,H:C ratio,1.41607935674393
PAIR_026,HJA_74_2025,2025,AI_Mod,0.204532254068131
PAIR_026,HJA_74_2025,2025,DBE,7.36203090507726
PAIR_026,HJA_74_2025,2025,lambdaO2,0.0496888857785898
PAIR_010,HJA_190_2025,2025,NOSC,-0.528673455217969
PAIR_010,HJA_190_2025,2025,O:C ratio,0.309903698441516
PAIR_010,HJA_190_2025,2025,H:C ratio,1.36864326329338
PAIR_010,HJA_190_2025,2025,AI_Mod,0.235060239351584
PAIR_010,HJA_190_2025,2025,DBE,8.41346153846154
PAIR_010,HJA_190_2025,2025,lambdaO2,0.0431313401373528
