Calibrated_Mass,C,H,O,N,S,P,Is_Isotopologue,Heteroatom_Class,Calculated_Mass,Error_ppm,MolForm,AI,AI_Mod,DBE_1,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd
385.041310695,15,14,12,0,0,0,0,O12,385.041249434,0.159101871,C15H14O12,0,0.333333333,9,-3,-3,41.3,384.611370127,0.388629873,0.666666667,0.8,0.933333333,0,0,-9999,Tannin,Tannin,Other,41.3,-131.833321206,0.083374139,0.07219937,619.5,-1977.499818089
401.036131919,15,14,13,0,0,0,0,O13,401.036164053,-0.080129231,C15H14O13,0,0.294117647,9,-4,-4,37.5,400.588331391,0.411668609,0.8,0.866666667,0.933333333,0,0,-9999,Tannin,Tannin,Other,37.5,-130.306142092,0.085793786,0.073665247,562.5,-1954.592131379
285.087893204,15,14,4,2,0,0,0,N2 O4,285.088080486,-0.656928483,C15H14O4N2,0.444444444,0.545454545,10,6,4,60.3,284.769561515,0.230438485,0,0.266666667,0.933333333,0.133333333,0,-9999,Other,Lignin,Protein,60.3,-134.142037662,0.077130858,0.067983925,904.5,-2012.130564931
349.032090099,15,14,4,2,2,0,0,N2 S2 O4,349.032222835,-0.38029709,C15H14O4N2S2,0.285714286,0.444444444,10,6,2,52.7,348.642357749,0.357642251,0.266666667,0.266666667,0.933333333,0.133333333,0,-9999,Other,Lignin,Protein,52.7,-136.414858548,0.078329223,0.067982498,790.5,-2046.222878221
273.076901484,15,14,5,0,0,0,0,O5,273.076847097,0.199164244,C15H14O5,0.4,0.52,9,4,4,67.9,272.771981376,0.228018624,-0.266666667,0.333333333,0.933333333,0,0,-9999,Lignin,Lignin,Other,67.9,-142.523575004,0.070032659,0.061819907,1018.5,-2137.853625063
301.082750741,15,14,5,2,0,0,0,N2 O5,301.082995106,-0.811619363,C15H14O5N2,0.375,0.523809524,10,5,3,56.5,300.746559052,0.253440948,0.133333333,0.333333333,0.933333333,0.133333333,0,-9999,Lignin,Lignin,Protein,56.5,-132.614858548,0.077771924,0.068283025,847.5,-1989.222878221
337.020721106,15,14,5,0,2,0,0,S2 O5,337.020989446,-0.796209868,C15H14O5S2,0.25,0.428571429,9,4,2,60.3,336.644400758,0.355599242,0,0.333333333,0.933333333,0,0,-9999,Lignin,Lignin,Other,60.3,-144.79639589,0.077130858,0.063832381,904.5,-2171.945938352
289.071864564,15,14,6,0,0,0,0,O6,289.071761716,0.355784468,C15H14O6,0.333333333,0.5,9,3,3,64.1,288.749084337,0.250915663,-0.133333333,0.4,0.933333333,0,0,-9999,Lignin,Lignin,Other,64.1,-140.99639589,0.076424082,0.064085897,961.5,-2114.945938352
317.077950239,15,14,6,2,0,0,0,N2 O6,317.077909725,0.127772184,C15H14O6N2,0.285714286,0.5,10,4,2,52.7,316.723898167,0.276101833,0.266666667,0.4,0.933333333,0.133333333,0,-9999,Lignin,Lignin,Protein,52.7,-131.087679434,0.078329223,0.069713226,790.5,-1966.31519151
353.015623095,15,14,6,0,2,0,0,S2 O6,353.015904065,-0.795912139,C15H14O6S2,0.142857143,0.4,9,3,1,56.5,352.621442697,0.378557303,0.133333333,0.4,0.933333333,0,0,-9999,Lignin,Lignin,Other,56.5,-143.269216776,0.077771924,0.06504759,847.5,-2149.038251642
305.066786043,15,14,7,0,0,0,0,O7,305.066676336,0.359616314,C15H14O7,0.25,0.47826087,9,2,2,60.3,304.726145744,0.273854256,0,0.466666667,0.933333333,0,0,-9999,Lignin,Lignin,Other,60.3,-139.469216776,0.077130858,0.065347508,904.5,-2092.038251642
321.061765522,15,14,8,0,0,0,0,O8,321.061590955,0.543716998,C15H14O8,0.142857143,0.454545455,9,1,1,56.5,320.703265086,0.296734914,0.133333333,0.533333333,0.933333333,0,0,-9999,Lignin,Lignin,Other,56.5,-137.942037662,0.077771924,0.066646491,847.5,-2069.130564931
337.056676001,15,14,9,0,0,0,0,O9,337.056505575,0.505631418,C15H14O9,0,0.428571429,9,0,0,52.7,336.680315506,0.319684494,0.266666667,0.6,0.933333333,0,0,-9999,Lignin,Lignin,Other,52.7,-136.414858548,0.078329223,0.067982498,790.5,-2046.222878221
368.0624553,15,15,10,1,0,0,0,N1 O10,368.062319231,0.36968833,C15H15O10N,0,0.333333333,9,-1,-2,45.1,367.651473474,0.348526526,0.533333333,0.666666667,1,0.066666667,0,-9999,Tannin,Tannin,Other,45.1,-130.696910763,0.081076328,0.07172756,676.5,-1960.453661445
384.057312474,15,15,11,1,0,0,0,N1 O11,384.057233851,0.204718383,C15H15O11N,0,0.294117647,9,-2,-3,41.3,383.628470648,0.371529352,0.666666667,0.733333333,1,0.066666667,0,-9999,Tannin,Tannin,Other,41.3,-129.169731649,0.083374139,0.07322647,619.5,-1937.545974734
284.086115029,15,15,1,3,1,0,0,N3 S1 O1,284.086306838,-0.675178392,C15H15ON3S,0.5,0.523809524,10,9,5,64.1,283.768901936,0.231098064,-0.133333333,0.066666667,1,0.2,0,-9999,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,64.1,-135.669216776,0.076424082,0.068453948,961.5,-2035.038251642
300.081016122,15,15,2,3,1,0,0,N3 S1 O2,300.081221458,-0.684266314,C15H15O2N3S,0.444444444,0.5,10,8,4,60.3,299.745942979,0.254057021,0,0.133333333,1,0.2,0,-9999,Unsat Hydrocarbon,Lignin,Protein,60.3,-134.142037662,0.077130858,0.067983925,904.5,-2012.130564931
316.076004216,15,15,3,3,1,0,0,N3 S1 O3,316.076136078,-0.417183832,C15H15O3N3S,0.375,0.473684211,10,7,3,56.5,315.723070926,0.276929074,0.133333333,0.2,1,0.2,0,-9999,Other,Lignin,Protein,56.5,-132.614858548,0.077771924,0.068283025,847.5,-1989.222878221
336.036642274,15,15,4,1,2,0,0,N1 S2 O4,336.036973863,-0.986762279,C15H15O4NS2,0.25,0.4,9,5,2,60.3,335.661420757,0.338579243,0,0.266666667,1,0.066666667,0,-9999,Other,Lignin,Other,60.3,-142.132806333,0.077130858,0.064585681,904.5,-2131.992094997
332.070984309,15,15,4,3,1,0,0,N3 S1 O4,332.071050697,-0.199921825,C15H15O4N3S,0.285714286,0.444444444,10,6,2,52.7,331.700190881,0.299809119,0.266666667,0.266666667,1,0.2,0,-9999,Other,Lignin,Protein,52.7,-131.087679434,0.078329223,0.069713226,790.5,-1966.31519151
304.082794404,15,15,6,1,0,0,0,N1 O6,304.082660753,0.439521979,C15H15O6N,0.25,0.454545455,9,3,2,60.3,303.743252839,0.256747161,0,0.4,1,0.066666667,0,-9999,Lignin,Lignin,Other,60.3,-136.805627219,0.077130858,0.06611801,904.5,-2052.084408286
320.07778085,15,15,7,1,0,0,0,N1 O7,320.077575373,0.641960158,C15H15O7N,0.142857143,0.428571429,9,2,1,56.5,319.72037914,0.27962086,0.133333333,0.466666667,1,0.066666667,0,-9999,Lignin,Lignin,Other,56.5,-135.278448105,0.077771924,0.067459971,847.5,-2029.176721576
348.083407292,15,15,7,3,0,0,0,N3 O7,348.083723381,-0.908085758,C15H15O7N3,0,0.411764706,10,3,0,45.1,347.694734249,0.305265751,0.533333333,0.466666667,1,0.2,0,-9999,Lignin,Lignin,Protein,45.1,-125.369731649,0.081076328,0.07369787,676.5,-1880.545974734
336.072576341,15,15,8,1,0,0,0,N1 O8,336.072489992,0.256935446,C15H15O8N,0,0.4,9,1,0,52.7,335.6973147,0.3026853,0.266666667,0.533333333,1,0.066666667,0,-9999,Lignin,Lignin,Other,52.7,-133.751268991,0.078329223,0.068842656,790.5,-2006.269034866
352.06760582,15,15,9,1,0,0,0,N1 O9,352.067404612,0.571505927,C15H15O9N,0,0.368421053,9,0,-1,48.9,351.674483986,0.325516014,0.4,0.6,1,0.066666667,0,-9999,Lignin,Lignin,Other,48.9,-132.224089877,0.078892754,0.07026558,733.5,-1983.361348155
355.067269785,15,16,10,0,0,0,0,O10,355.067070259,0.561938596,C15H16O10,0,0.3,8,-2,-2,52.7,354.670798499,0.329201501,0.266666667,0.666666667,1.066666667,0,0,-9999,Tannin,Tannin,Other,52.7,-136.414858548,0.078329223,0.067982498,790.5,-2046.222878221
371.062214264,15,16,11,0,0,0,0,O11,371.061984879,0.618186726,C15H16O11,0,0.263157895,8,-3,-3,48.9,370.647882881,0.352117119,0.4,0.733333333,1.066666667,0,0,-9999,Tannin,Tannin,Other,48.9,-134.887679434,0.078892754,0.069354609,733.5,-2023.31519151
387.056982063,15,16,12,0,0,0,0,O12,387.056899498,0.213315449,C15H16O12,0,0.222222222,8,-4,-4,45.1,386.624790779,0.375209221,0.533333333,0.8,1.066666667,0,0,-9999,Tannin,Tannin,Other,45.1,-133.36050032,0.081076328,0.070761136,676.5,-2000.4075048
447.035434151,15,16,12,2,1,0,0,N2 S1 O12,447.035118681,0.705692689,C15H16O12N2S,0,0,9,-3,-6,29.9,446.536270391,0.463729609,1.066666667,0.8,1.066666667,0.133333333,0,-9999,Tannin,Tannin,Other,29.9,-124.588194307,0.091030343,0.077901839,448.5,-1868.822914603
403.052025223,15,16,13,0,0,0,0,O13,403.051814118,0.52376647,C15H16O13,0,0.176470588,8,-5,-5,41.3,402.601973731,0.398026269,0.666666667,0.866666667,1.066666667,0,0,-9999,Tannin,Tannin,Other,41.3,-131.833321206,0.083374139,0.07219937,619.5,-1977.499818089
419.046958836,15,16,14,0,0,0,0,O14,419.046728737,0.549100083,C15H16O14,0,0.125,8,-6,-6,37.5,418.579047258,0.420952742,0.8,0.933333333,1.066666667,0,0,-9999,Tannin,Tannin,Other,37.5,-130.306142092,0.085793786,0.073665247,562.5,-1954.592131379
275.092615119,15,16,5,0,0,0,0,O5,275.092497161,0.428794841,C15H16O5,0.3,0.44,8,3,3,71.7,274.785444248,0.214555752,-0.4,0.333333333,1.066666667,0,0,-9999,Lignin,Lignin,Other,71.7,-144.050754118,0.064784824,0.058643834,1075.5,-2160.761311773
339.036383838,15,16,5,0,2,0,0,S2 O5,339.03663951,-0.754114684,C15H16O5S2,0.125,0.333333333,8,3,1,64.1,338.657812782,0.342187218,-0.133333333,0.333333333,1.066666667,0,0,-9999,Lignin,Lignin,Other,64.1,-146.323575004,0.076424082,0.062648127,961.5,-2194.853625063
291.087538868,15,16,6,0,0,0,0,O6,291.087411781,0.43659416,C15H16O6,0.222222222,0.416666667,8,2,2,67.9,290.762507921,0.237492079,-0.266666667,0.4,1.066666667,0,0,-9999,Lignin,Lignin,Other,67.9,-142.523575004,0.070032659,0.061819907,1018.5,-2137.853625063
355.031218636,15,16,6,0,2,0,0,S2 O6,355.03155413,-0.944969423,C15H16O6S2,0,0.3,8,2,0,60.3,354.634787605,0.365212395,0,0.4,1.066666667,0,0,-9999,Lignin,Lignin,Other,60.3,-144.79639589,0.077130858,0.063832381,904.5,-2171.945938352
307.082468347,15,16,7,0,0,0,0,O7,307.0823264,0.462243378,C15H16O7,0.125,0.391304348,8,1,1,64.1,306.73957732,0.26042268,-0.133333333,0.466666667,1.066666667,0,0,-9999,Lignin,Lignin,Other,64.1,-140.99639589,0.076424082,0.064085897,961.5,-2114.945938352
335.088756378,15,16,7,2,0,0,0,N2 O7,335.088474409,0.841476233,C15H16O7N2,0,0.368421053,9,2,0,52.7,334.714593279,0.285406721,0.266666667,0.466666667,1.066666667,0.133333333,0,-9999,Lignin,Lignin,Protein,52.7,-131.087679434,0.078329223,0.069713226,790.5,-1966.31519151
339.054687994,15,16,7,0,1,0,0,S1 O7,339.054397575,0.856556266,C15H16O7S,0,0.333333333,8,1,0,60.3,338.67609650000003,0.3239035,0,0.466666667,1.066666667,0,0,-9999,Lignin,Lignin,Other,60.3,-142.132806333,0.077130858,0.064585681,904.5,-2131.992094997
323.077394826,15,16,8,0,0,0,0,O8,323.07724102,0.47606721,C15H16O8,0,0.363636364,8,0,0,60.3,322.716643721,0.283356279,0,0.533333333,1.066666667,0,0,-9999,Lignin,Lignin,Other,60.3,-139.469216776,0.077130858,0.065347508,904.5,-2092.038251642
351.083537381,15,16,8,2,0,0,0,N2 O8,351.083389029,0.422554682,C15H16O8N2,0,0.333333333,9,1,-1,48.9,350.691514366,0.308485634,0.4,0.533333333,1.066666667,0.133333333,0,-9999,Lignin,Lignin,Protein,48.9,-129.56050032,0.078892754,0.071187903,733.5,-1943.4075048
387.021436473,15,16,8,0,2,0,0,S2 O8,387.021383369,0.137213798,C15H16O8S2,0,0.222222222,8,0,-2,52.7,386.58928488,0.41071512,0.266666667,0.533333333,1.066666667,0,0,-9999,Lignin,Lignin,Other,52.7,-141.742037662,0.078329223,0.066292678,790.5,-2126.130564931
339.072333306,15,16,9,0,0,0,0,O9,339.072155639,0.523977515,C15H16O9,0,0.333333333,8,-1,-1,56.5,338.693722109,0.306277891,0.133333333,0.6,1.066666667,0,0,-9999,Lignin,Lignin,Other,56.5,-137.942037662,0.077771924,0.066646491,847.5,-2069.130564931
370.077901604,15,17,10,1,0,0,0,N1 O10,370.077969296,-0.182912148,C15H17O10N,0,0.222222222,8,-2,-3,48.9,369.664669313,0.335330687,0.4,0.666666667,1.133333333,0.066666667,0,-9999,Tannin,Tannin,Other,48.9,-132.224089877,0.078892754,0.07026558,733.5,-1983.361348155
386.072992274,15,17,11,1,0,0,0,N1 O11,386.072883915,0.280669371,C15H17O11N,0,0.176470588,8,-3,-4,45.1,385.641899722,0.358100278,0.533333333,0.733333333,1.133333333,0.066666667,0,-9999,Tannin,Tannin,Other,45.1,-130.696910763,0.081076328,0.07172756,676.5,-1960.453661445
286.102131693,15,17,1,3,1,0,0,N3 S1 O1,286.101956903,0.610938244,C15H17ON3S,0.4,0.428571429,9,8,4,67.9,285.782667497,0.217332503,-0.266666667,0.066666667,1.133333333,0.2,0,-9999,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,67.9,-137.19639589,0.070032659,0.06321578,1018.5,-2057.945938352
302.096619663,15,17,2,3,1,0,0,N3 S1 O2,302.096871522,-0.833705346,C15H17O2N3S,0.333333333,0.4,9,7,3,64.1,301.759295878,0.240704122,-0.133333333,0.133333333,1.133333333,0.2,0,-9999,Unsat Hydrocarbon,Lignin,Protein,64.1,-135.669216776,0.076424082,0.068453948,961.5,-2035.038251642
318.091643756,15,17,3,3,1,0,0,N3 S1 O3,318.091786142,-0.447625818,C15H17O3N3S,0.25,0.368421053,9,6,2,60.3,317.736459785,0.263540215,0,0.2,1.133333333,0.2,0,-9999,Other,Lignin,Protein,60.3,-134.142037662,0.077130858,0.067983925,904.5,-2012.130564931
338.052400814,15,17,4,1,2,0,0,N1 S2 O4,338.052623927,-0.659993823,C15H17O4NS2,0.125,0.3,8,4,1,64.1,337.674928484,0.325071516,-0.133333333,0.266666667,1.133333333,0.066666667,0,-9999,Other,Lignin,Other,64.1,-143.659985447,0.076424082,0.06336307,961.5,-2154.899781707
354.047203907,15,17,5,1,2,0,0,N1 S2 O5,354.047538547,-0.945181973,C15H17O5NS2,0,0.263157895,8,3,0,60.3,353.651871637,0.348128363,0,0.333333333,1.133333333,0.066666667,0,-9999,Lignin,Lignin,Other,60.3,-142.132806333,0.077130858,0.064585681,904.5,-2131.992094997
318.109575728,15,17,5,3,0,0,0,N3 O5,318.109544207,0.09908987,C15H17O5N3,0.142857143,0.368421053,9,4,1,56.5,317.754371734,0.245628266,0.133333333,0.333333333,1.133333333,0.2,0,-9999,Lignin,Lignin,Protein,56.5,-129.951268991,0.077771924,0.070040104,847.5,-1949.269034866
306.098546347,15,17,6,1,0,0,0,N1 O6,306.098310817,0.769456463,C15H17O6N,0.125,0.363636364,8,2,1,64.1,305.756753975,0.243246025,-0.133333333,0.4,1.133333333,0.066666667,0,-9999,Lignin,Lignin,Other,64.1,-138.332806333,0.076424082,0.066043321,961.5,-2074.992094997
334.104609057,15,17,6,3,0,0,0,N3 O6,334.104458826,0.44965324,C15H17O6N3,0,0.333333333,9,3,0,52.7,333.731544866,0.268455134,0.266666667,0.4,1.133333333,0.2,0,-9999,Lignin,Lignin,Protein,52.7,-128.424089877,0.078329223,0.070594397,790.5,-1926.361348155
322.093470936,15,17,7,1,0,0,0,N1 O7,322.093225437,0.762198086,C15H17O7N,0,0.333333333,8,1,0,60.3,321.733818489,0.266181511,0,0.466666667,1.133333333,0.066666667,0,-9999,Lignin,Lignin,Other,60.3,-136.805627219,0.077130858,0.06611801,904.5,-2052.084408286
338.088227645,15,17,8,1,0,0,0,N1 O8,338.088140057,0.259070797,C15H17O8N,0,0.3,8,0,-1,56.5,337.71071531,0.28928469,0.133333333,0.533333333,1.133333333,0.066666667,0,-9999,Lignin,Lignin,Other,56.5,-135.278448105,0.077771924,0.067459971,847.5,-2029.176721576
355.05863467,15,17,8,0,0,1,0,P1 O8,355.058828051,-0.544642957,C15H17O8P,0,0.3,8,0,-1,71.7,354.662173027,0.337826973,-0.4,0.533333333,1.133333333,0,0.066666667,0,Lignin,Lignin,Phytochemical,71.7,-149.377933232,0.064784824,0.05734401,1075.5,-2240.668998483
354.083193125,15,17,9,1,0,0,0,N1 O9,354.083054676,0.391005606,C15H17O9N,0,0.263157895,8,-1,-2,52.7,353.687820668,0.312179332,0.266666667,0.6,1.133333333,0.066666667,0,-9999,Lignin,Lignin,Other,52.7,-133.751268991,0.078329223,0.068842656,790.5,-2006.269034866
371.053703409,15,17,9,0,0,1,0,P1 O9,371.05374267,-0.105808878,C15H17O9P,0,0.263157895,8,-1,-2,67.9,370.639381529,0.360618471,-0.266666667,0.6,1.133333333,0,0.066666667,0,Lignin,Lignin,Phytochemical,67.9,-147.850754118,0.070032659,0.060453718,1018.5,-2217.761311773
357.082933089,15,18,10,0,0,0,0,O10,357.082720324,0.595844334,C15H18O10,0,0.2,7,-3,-3,56.5,356.684211096,0.315788904,0.133333333,0.666666667,1.2,0,0,-9999,Tannin,Tannin,Other,56.5,-137.942037662,0.077771924,0.066646491,847.5,-2069.130564931
373.077863569,15,18,11,0,0,0,0,O11,373.077634943,0.612809243,C15H18O11,0,0.157894737,7,-4,-4,52.7,372.661281493,0.338718507,0.266666667,0.733333333,1.2,0,0,-9999,Tannin,Tannin,Other,52.7,-136.414858548,0.078329223,0.067982498,790.5,-2046.222878221
389.072587432,15,18,12,0,0,0,0,O12,389.072549563,0.097333185,C15H18O12,0,0.111111111,7,-5,-5,48.9,388.638145505,0.361854495,0.4,0.8,1.2,0,0,-9999,Tannin,Tannin,Other,48.9,-134.887679434,0.078892754,0.069354609,733.5,-2023.31519151
405.067547328,15,18,13,0,0,0,0,O13,405.067464182,0.20526408,C15H18O13,0,0.058823529,7,-6,-6,45.1,404.615245286,0.384754714,0.533333333,0.866666667,1.2,0,0,-9999,Tannin,Tannin,Other,45.1,-133.36050032,0.081076328,0.070761136,676.5,-2000.4075048
461.080189004,15,18,13,4,0,0,0,N4 O13,461.0797602,0.930000052,C15H18O13N4,0,0,9,-4,-8,22.3,460.565342746,0.434657254,1.333333333,0.866666667,1.2,0.266666667,0,-9999,Tannin,Tannin,Other,22.3,-113.543067408,0.096849662,0.085531676,334.5,-1703.146011116
481.040823147,15,18,14,2,1,0,0,N2 S1 O14,481.040597985,0.468072127,C15H18O14N2S,0,0,8,-6,-9,26.1,480.503688666,0.496311334,1.2,0.933333333,1.2,0.133333333,0,-9999,Tannin,Tannin,Other,26.1,-123.061015193,0.093863316,0.079494517,391.5,-1845.915227892
293.06733868,15,18,2,0,2,0,0,S2 O2,293.067545716,-0.706443353,C15H18O2S2,0.272727273,0.333333333,7,5,3,79.3,292.740097072,0.259902928,-0.666666667,0.133333333,1.2,0,0,-9999,Unsat Hydrocarbon,Lignin,Other,79.3,-152.43229146,0.058090811,0.051559737,1189.5,-2286.484371904
245.118500892,15,18,3,0,0,0,0,O3,245.118317987,0.746191391,C15H18O3,0.333333333,0.407407407,7,4,4,83.1,244.844799384,0.155200616,-0.8,0.2,1.2,0,0,-9999,Other,Lignin,Other,83.1,-148.63229146,0.05499312,0.049992689,1246.5,-2229.484371904
261.113380799,15,18,4,0,0,0,0,O4,261.113232606,0.56754263,C15H18O4,0.272727273,0.384615385,7,3,3,79.3,260.821819265,0.178180735,-0.666666667,0.266666667,1.2,0,0,-9999,Other,Lignin,Other,79.3,-147.105112346,0.058090811,0.052740554,1189.5,-2206.576685194
325.057063024,15,18,4,0,2,0,0,S2 O4,325.057374955,-0.959618979,C15H18O4S2,0.111111111,0.272727273,7,3,1,71.7,324.694101403,0.305898597,-0.4,0.266666667,1.2,0,0,-9999,Other,Lignin,Other,71.7,-149.377933232,0.064784824,0.05734401,1075.5,-2240.668998483
277.108278693,15,18,5,0,0,0,0,O5,277.108147226,0.474425527,C15H18O5,0.2,0.36,7,2,2,75.5,276.798857113,0.201142887,-0.533333333,0.333333333,1.2,0,0,-9999,Lignin,Lignin,Other,75.5,-145.577933232,0.06135037,0.055620992,1132.5,-2183.668998483
341.052039569,15,18,5,0,2,0,0,S2 O5,341.052289574,-0.733041832,C15H18O5S2,0,0.238095238,7,2,0,67.9,340.671217815,0.328782185,-0.266666667,0.333333333,1.2,0,0,-9999,Lignin,Lignin,Other,67.9,-147.850754118,0.070032659,0.060453718,1018.5,-2217.761311773
293.103193172,15,18,6,0,0,0,0,O6,293.103061845,0.448057045,C15H18O6,0.111111111,0.333333333,7,1,1,71.7,292.775911528,0.224088472,-0.4,0.4,1.2,0,0,-9999,Lignin,Lignin,Other,71.7,-144.050754118,0.064784824,0.058643834,1075.5,-2160.761311773
321.109371201,15,18,6,2,0,0,0,N2 O6,321.109209854,0.5024681,C15H18O6N2,0,0.3,8,2,0,60.3,320.750817609,0.249182391,0,0.4,1.2,0.133333333,0,-9999,Lignin,Lignin,Protein,60.3,-134.142037662,0.077130858,0.067983925,904.5,-2012.130564931
325.075388053,15,18,6,0,1,0,0,S1 O6,325.07513302,0.784537772,C15H18O6S,0,0.272727273,7,1,0,67.9,324.712405971,0.287594029,-0.266666667,0.4,1.2,0,0,-9999,Lignin,Lignin,Other,67.9,-145.187164561,0.070032659,0.061133161,1018.5,-2177.807468418
357.046882176,15,18,6,0,2,0,0,S2 O6,357.047204194,-0.901892408,C15H18O6S2,0,0.2,7,1,-1,64.1,356.648200438,0.351799562,-0.133333333,0.4,1.2,0,0,-9999,Lignin,Lignin,Other,64.1,-146.323575004,0.076424082,0.062648127,961.5,-2194.853625063
309.098129651,15,18,7,0,0,0,0,O7,309.097976465,0.495592365,C15H18O7,0,0.304347826,7,0,0,67.9,308.752987918,0.247012082,-0.266666667,0.466666667,1.2,0,0,-9999,Lignin,Lignin,Other,67.9,-142.523575004,0.070032659,0.061819907,1018.5,-2137.853625063
337.104449228,15,18,7,2,0,0,0,N2 O7,337.104124474,0.963364247,C15H18O7N2,0,0.263157895,8,1,-1,56.5,336.728035388,0.271964612,0.133333333,0.466666667,1.2,0.133333333,0,-9999,Lignin,Lignin,Protein,56.5,-132.614858548,0.077771924,0.068283025,847.5,-1989.222878221
373.041974659,15,18,7,0,2,0,0,S2 O7,373.042118814,-0.38642922,C15H18O7S2,0,0.157894737,7,0,-2,60.3,372.625432658,0.374567342,0,0.466666667,1.2,0,0,-9999,Lignin,Lignin,Other,60.3,-144.79639589,0.077130858,0.063832381,904.5,-2171.945938352
325.093052131,15,18,8,0,0,0,0,O8,325.092891084,0.495385509,C15H18O8,0,0.272727273,7,-1,-1,64.1,324.730050324,0.269949676,-0.133333333,0.533333333,1.2,0,0,-9999,Lignin,Lignin,Other,64.1,-140.99639589,0.076424082,0.064085897,961.5,-2114.945938352
353.099378062,15,18,8,2,0,0,0,N2 O8,353.099039093,0.959982214,C15H18O8N2,0,0.222222222,8,0,-2,52.7,352.705104142,0.294895858,0.266666667,0.533333333,1.2,0.133333333,0,-9999,Lignin,Lignin,Protein,52.7,-131.087679434,0.078329223,0.069713226,790.5,-1966.31519151
389.037025363,15,18,8,0,2,0,0,S2 O8,389.037033433,-0.020745158,C15H18O8S2,0,0.111111111,7,-1,-3,56.5,388.602623145,0.397376855,0.133333333,0.533333333,1.2,0,0,-9999,Lignin,Lignin,Other,56.5,-143.269216776,0.077771924,0.06504759,847.5,-2149.038251642
341.08796761,15,18,9,0,0,0,0,O9,341.087805704,0.474675487,C15H18O9,0,0.238095238,7,-2,-2,60.3,340.707105738,0.292894262,0,0.6,1.2,0,0,-9999,Lignin,Lignin,Other,60.3,-139.469216776,0.077130858,0.065347508,904.5,-2092.038251642
369.094274303,15,18,9,2,0,0,0,N2 O9,369.093953713,0.868587565,C15H18O9N2,0,0.176470588,8,-1,-3,48.9,368.682140339,0.317859661,0.4,0.6,1.2,0.133333333,0,-9999,Lignin,Lignin,Protein,48.9,-129.56050032,0.078892754,0.071187903,733.5,-1943.4075048
372.093819908,15,19,10,1,0,0,0,N1 O10,372.09361936,0.538971834,C15H19O10N,0,0.111111111,7,-3,-4,52.7,371.678336625,0.321663375,0.266666667,0.666666667,1.266666667,0.066666667,0,-9999,Tannin,Tannin,Other,52.7,-133.751268991,0.078329223,0.068842656,790.5,-2006.269034866
389.06465201,15,19,10,0,0,1,0,P1 O10,389.064307354,0.885858515,C15H19O10P,0,0.111111111,7,-3,-4,67.9,388.630218944,0.369781056,-0.266666667,0.666666667,1.266666667,0,0.066666667,0,Tannin,Tannin,Phytochemical,67.9,-147.850754118,0.070032659,0.060453718,1018.5,-2217.761311773
388.088768995,15,19,11,1,0,0,0,N1 O11,388.08853398,0.605570446,C15H19O11N,0,0.058823529,7,-4,-5,48.9,387.655425608,0.344574392,0.4,0.733333333,1.266666667,0.066666667,0,-9999,Tannin,Tannin,Other,48.9,-132.224089877,0.078892754,0.07026558,733.5,-1983.361348155
405.059364162,15,19,11,0,0,1,0,P1 O11,405.059221974,0.351030386,C15H19O11P,0,0.058823529,7,-4,-5,64.1,404.607071257,0.392928743,-0.133333333,0.733333333,1.266666667,0,0.066666667,0,Tannin,Tannin,Phytochemical,64.1,-146.323575004,0.076424082,0.062648127,961.5,-2194.853625063
421.054292013,15,19,12,0,0,1,0,P1 O12,421.054136593,0.369119455,C15H19O12P,0,0,7,-5,-6,60.3,420.584139029,0.415860971,0,0.8,1.266666667,0,0.066666667,0,Tannin,Tannin,Phytochemical,60.3,-144.79639589,0.077130858,0.063832381,904.5,-2171.945938352
288.117371436,15,19,1,3,1,0,0,N3 S1 O1,288.117606967,-0.817481872,C15H19ON3S,0.3,0.333333333,8,7,3,71.7,287.795657006,0.204342994,-0.4,0.066666667,1.266666667,0.2,0,-9999,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,71.7,-138.723575004,0.064784824,0.059971194,1075.5,-2080.853625063
324.073110714,15,19,3,1,2,0,0,N1 S2 O3,324.073359372,-0.76728911,C15H19O3NS2,0.111111111,0.238095238,7,4,1,71.7,323.711247783,0.288752217,-0.4,0.2,1.266666667,0.066666667,0,-9999,Other,Lignin,Other,71.7,-146.714343675,0.064784824,0.057990534,1075.5,-2200.715155128
276.124200265,15,19,4,1,0,0,0,N1 O4,276.124131643,0.248518516,C15H19O4N,0.2,0.333333333,7,3,2,75.5,275.815877516,0.184122484,-0.533333333,0.266666667,1.266666667,0.066666667,0,-9999,Other,Lignin,Other,75.5,-142.914343675,0.06135037,0.056249629,1132.5,-2143.715155128
340.068032915,15,19,4,1,2,0,0,N1 S2 O4,340.068273992,-0.708906966,C15H19O4NS2,0,0.2,7,3,0,67.9,339.688309911,0.311690089,-0.266666667,0.266666667,1.266666667,0.066666667,0,-9999,Other,Lignin,Other,67.9,-145.187164561,0.070032659,0.061133161,1018.5,-2177.807468418
