Calibrated_Mass,HJA_155_p1,HJA_156_p1,HJA_160_p1,HJA_161_p1,HJA_162_p1,HJA_163_p1,HJA_164_p1,HJA_165_p1,HJA_169_p1,HJA_170_p1,HJA_177_p1,HJA_178_p1,HJA_190_p1,HJA_192_p1,HJA_260_p1,HJA_360_p1,HJA_45_p1,HJA_47_p1,HJA_49_p1,HJA_50_p1,HJA_53_p1,HJA_54_p1,HJA_55_p1,HJA_56_p1,HJA_57_p1,HJA_58_p1,HJA_60_p1,HJA_64_p1,HJA_65_p1,HJA_66_p1,HJA_68_p1,HJA_71_p1,HJA_72_p1,HJA_73_p1,HJA_74_p1,HJA_76_p1,HJA_82_p1,HJA_83_p1,HJA_84_p1,HJA_CC-1-15m_p1,HJA_CC-2-55m_p1,HJA_CC-3-100m_p1,HJA_CC-4-250m_p1,HJA_KC-1-275m_p1,HJA_KC-2-360m_p1,HJA_KC-3-400m_p1,HJA_KerryCreek2_p1,HJA_WS1-2_p1,HJA_WS1-3_p1,HJA_WS1-5_p1,HJA_WS1-6_p1,HJA_WS1-7_p1,HJA_WS1-8_p1,HJA_WS1_250m_p1,HJA_WS3-1_30m_p1,HJA_WS3-2_p1,HJA_WS3-3_p1,HJA_WS3-4_p1,HJA_WS3-5_p1,HJA_WS3-6_p1
288.072766227,0,0,0,0,0,0,1502352.5,0,0,0,1260598.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139199,0,2691561.8
305.043480522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965351.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179.107707918,0,0,0,0,0,0,0,0,0,0,1542387.8,3930953.8,0,0,0,1229958,0,0,0,0,0,0,0,0,0,0,1364790.4,2944238.8,4165025.3,0,0,0,0,0,0,0,0,0,0,0,0,1441651.8,0,0,0,0,0,0,1177598.6,0,0,1501466.1,0,0,1218468.9,0,0,4655012.5,1372844.3,1260706.5
195.102684032,0,0,1297396.1,0,0,0,0,0,0,0,0,1238605.5,0,0,0,1648842.9,0,0,0,0,0,1458527,0,0,0,0,0,1640208.4,0,0,0,0,0,0,0,0,0,1238613.9,0,0,0,1718161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342460.8,0,1444610.5
211.097693477,2138109,0,2444780.8,1290278.3,2756070.5,1302137.3,3685710.5,0,2719146.3,3064549.8,1698371.9,3374141.8,1985992.3,2850235,3083137.8,4209039.5,2253764.3,2092180,3319731.3,1831945.3,3592807.5,2500986.3,2257569.8,1427550.5,1858909.4,1736352.4,3806992.5,4269139,0,2531768.3,1574157.9,1714283.5,2334422.3,2368919.8,1449767.1,1781191.1,1663517.1,1923669.8,2357743.8,1961988.9,2508437,5212976,1304420.1,2361098.5,2119084,1668494.8,1158476.4,1929997.9,2784952.8,1238871.1,0,3282305,1836176.5,1614074.1,3421927.5,4808455.5,0,9017233,0,4246584.5
227.092552956,3689809,2935808.3,4913401,2501607.5,4886995.5,3142788.3,6493030.5,1181671.3,4835810.5,4941887,5043676.5,5203136.5,4103024.5,7349839.5,5676602,8448886,3656564,3774851,7222411.5,3817864.8,5458391,4835487,4484356.5,3608183,3768157,3197211.5,5693981.5,8556080,2854057.8,3455350.3,3090605,4352462,4184757,4773940.5,3178410.8,3344399,3131636,4737196,3987768,3023983,5515064.5,8474900,3541874,4238345.5,4797870.5,3805859,3270142.3,3737825,4855716.5,3194041,2432543,4411926.5,2957714.3,3558884.5,7398184,7683309,0,16190445,2354238.5,9323701
255.098769697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336900.8,0,0
291.036459724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755798.8,0,0,0,1767309.4,0,0,0,0,0,0,0
243.087504435,2853629.8,2279719,3864334.3,1749011.5,3630492.5,1762425.9,7317688.5,0,4263250,4708687.5,3621168.3,5041371,3083007.8,5543059,4337038.5,10331116,2934279.8,2412324.5,4409331.5,2401888,5422402,3499618.8,2709805.8,2649939,3561730.5,4129858.8,4256111.5,5853064,2645587.8,3692970.3,2049196.4,5601899,3430964.5,4282506,2659777.5,2997597.5,2108342.5,3286069.3,2989495.3,2325472.8,4968784,7715042.5,3860708.8,3254538.5,3593422,5362931.5,3716838.8,2897670.3,3843910.5,3086635.3,2295978,3693146,2729052,3151628.5,6393036,4302747.5,0,14383063,1803476.1,6284371.5
271.0936896,0,0,0,0,0,0,2476394.8,0,0,0,0,1856188.3,1440340.4,0,1234894.8,0,1235226.4,0,0,0,1330183.1,0,0,0,0,0,1637200.3,1255560.4,0,0,0,0,0,0,0,0,0,1305801.3,0,0,0,1766289.9,0,1348195,0,0,0,0,0,0,0,0,0,0,1716755.8,0,0,2031976,0,1577044
259.082469915,2178382.8,2235235.8,3498822,1487539.8,3612246,1496425.8,6568413.5,0,3127807.5,0,3505119,4121998.8,1872187.5,6941950,4678056,11749156,2459058.3,2811660.3,4169455.5,2242832.3,4394655,2408458.8,2299133,1969763.8,3510415.3,4402460.5,3143553.5,5798800,2814491,2452806.8,2990330.5,6880782.5,3064357.8,4528133.5,1714187.3,0,0,2690993.3,2325319.8,2927486,6716359,5583691,3980650.8,2722820,2225468.8,3912311.8,3416603.8,2729285.3,2008126,2592188,1779860,3181727.8,2459466.3,2005164.6,4193465.5,2897438.3,0,7596991,1585606,5329380
287.088717903,0,0,0,0,0,0,2357848.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748577.5,0,0,0,0,0,0,0,0,0,0,0,0,1411369.5,1561078.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169884.5,0,0
275.077431394,0,0,1305209.3,0,1529087.1,0,2618556.3,0,2586329.3,4015654,1682948.4,2818055.5,0,2088954.6,1826494.1,3461895,1514646.5,1347777.5,1972497,1210107.1,2013705,0,0,0,1245436.5,1905840.9,1456044.4,2799065,1466365.3,1427910.5,0,1547580.6,1433968.3,2835549.8,0,0,1591564.6,1665630.6,1601775.6,1954300.5,3821959.8,8042795.5,3405486.3,1241544.6,0,0,1839111.8,1609408,0,1431999.1,1605679,1407559.8,1355934.1,1357771,2078731.8,0,0,7698284.5,0,1995684.1
303.083662919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542511.8,0,0
291.072384136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357734.1,0,0
226.108685308,0,0,0,0,0,0,0,0,0,2097117.8,0,0,0,0,1191762.9,0,0,0,0,0,0,0,0,0,0,0,0,1267419.3,0,0,0,0,1172318.9,1229298.4,0,0,0,0,0,0,0,1606810.9,0,1921201.6,0,0,1339309.9,0,0,0,0,0,0,0,0,0,0,1411202.3,0,0
271.085474525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757280.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.103592108,0,0,0,0,0,0,1315809.3,0,1434624.4,0,0,0,0,0,0,1314795.6,0,0,0,0,0,0,0,0,0,0,0,1254589.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1479407.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234646.1,0,1654377.5
259.074283301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482764.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258.09831444,0,0,1315653.3,0,0,0,5980329,0,3157201.8,3917995.3,3689140.3,2582116.5,1753370.1,1799647.1,1476783.1,1320150.9,1891943.4,0,2901467.8,1187470.8,1967012.9,1996050.3,0,0,0,0,2272836.3,3269229.5,0,0,0,1227380.8,1589257.8,1281255.4,0,1411387.5,0,2752629,0,0,2071737.1,6491655,1439768.5,2213558.8,1308921.3,1240640.9,1259018,1288741.9,1687075.8,0,0,1939868.6,0,1885341.1,3116445.8,2242842.8,0,14000734,0,16317616
286.104504672,0,0,0,0,0,0,0,0,0,2477211.3,0,0,1327257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708291.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226378.1,0,1686465,0,0,0,0,1569741.9,0,1393135.5,0,0,0
275.06924616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485243.8,2070276,0,1847231,1781518.4,1231353,0,0,0,0,0,0,1559721.5,2270678,0,0,0,2113338,0,1849946.9,0,0,0,1301595.6,0,0,1646468.9,2134824.5,0,0,0,0,0,0,0,0,0,1452229.3,0,0,0,1345132.5,0,0,0,0
274.093350432,0,0,0,0,2164682.8,0,4139372,0,1836417,0,1329088.3,3646135,1376923.4,1824974,2519971.8,3230126.3,2350397.5,0,2172629.8,0,3047366,2216010.3,1210001,1488220.6,0,1379680.9,3947353.8,3219589.8,0,1969849.5,1307077.1,0,1471030.6,1594372.5,0,0,0,2091516.4,1532369.3,0,2874415,9113544,1733425.9,2465910.3,2334537.5,0,1505742.8,1440643.3,0,0,0,2591127.5,0,1346955.3,2946256.5,2376906.3,0,22571504,0,3889491.3
319.07022605,0,0,0,0,0,0,0,0,2475919.5,0,0,0,0,0,0,0,0,0,0,0,1317064.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1934145.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651151.3,0,0,0,0,0
302.09965984,0,0,0,0,0,0,1461018.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291.064201084,0,0,0,0,0,0,0,0,0,0,0,0,0,2406381.5,0,0,1722835,0,0,0,0,0,0,0,1435202.1,0,0,0,0,0,0,2049393.4,0,1746236,0,0,0,0,0,0,0,1784154.3,0,0,0,1360273.9,1661706.4,0,0,0,0,1276071.6,0,0,1496789.6,0,0,0,0,0
290.088146689,0,0,0,0,0,0,0,3822056.5,4213618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.065228858,0,0,0,0,0,0,0,0,1628671.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973216.8,0,0
307.059110881,0,0,0,0,1317310.3,0,0,0,0,0,0,1694777.6,0,1477493,0,0,0,0,1461953.3,0,0,0,0,0,0,0,1750680,2355769.8,0,0,0,2439088.8,0,1752461.9,0,0,0,0,0,0,0,0,0,0,1909535.1,0,1572993,0,0,0,0,0,0,0,0,0,0,2287473.3,0,0
323.053969552,0,0,0,0,0,0,0,0,0,0,0,1378695.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434652.5,0,0,0,0
181.12342651,0,0,0,0,2411964.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017656.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2658495,0,0,0,0,0,0,0,0,0,0,0,0,5615484.5,0,0,1463004.8,0,0
245.067432371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419519.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197.118347652,0,0,1221901.9,0,0,0,0,0,1297080.6,0,1531532.1,1392896.1,0,1292453.5,1334185.4,1756665.1,0,0,1568934.9,0,0,0,0,0,0,0,1657842.3,1939371.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2228045,0,1557814,0,0,1145888.4,0,0,1202247.4,0,0,1166517.4,1302081.8,1991648.3,0,0,2258810.5,0,1652581.3
213.113295781,13195344,4366023,7900230.5,3683332.8,5010965,2080413.9,10674548,1272938.4,9763581,20321172,10549630,14642367,8313387,11143740,8266043,8650287,7939316.5,4810752.5,9243577,4199533,14482648,12306906,4035591,3809233,4958669,10538987,16867738,13773504,9214108,7660587,5618968.5,5301667.5,11413826,10659804,8560142,5499892,2743653.8,13045377,7382605.5,3541638.8,17940998,22605782,3531356.3,21790018,7049739,5940068.5,7868599.5,7674520.5,9735205,6301626.5,3264544.5,10761967,4479773.5,7004421.5,11188066,11761021,0,21542904,4521628.5,29352698
241.119550115,3432284.5,1309857,0,0,1940280.6,0,4301074,0,2681781.8,3431907,1550481.5,2859571.3,2319206,1677032.8,2081309.8,3751922,1691186.6,0,3128464.8,1411814.6,2357250,1800978.1,1246672.8,0,0,1288544.3,2298523.8,2201593.3,0,1163216.6,0,0,1664417,1307925.5,1383828.6,1392570.3,0,1895304.5,0,1401686.8,1690099.9,4538115.5,1631016.3,2612519.8,1991156.9,1468215.8,2038890.4,1303652.1,0,0,0,0,1541792.6,0,2627383,1741357.3,0,5701085,1332719.4,2511493.8
229.10820726,3637263.5,3044026.5,3459991.3,2016908.6,3999322.5,1785378.4,10474506,0,6461082,8678675,6323336,6856088,4240946,8399660,4675865.5,10861709,4501558,2971210.5,6784250,2528059.8,6555760,4408122,2890666.3,2531825.5,4690982,3782133,8048403.5,9378545,4538709,3471395.3,2834772.3,7462506.5,3699577,4485839.5,3077762.8,3008693.3,2875291,6345047,3953121.8,2548027.3,5281248,10370591,3393542.5,5187288.5,5058192.5,7046000.5,4667573.5,2988992,6124652,3277667,2473195.5,5641920.5,3927166.8,4669520,9801716,6368676,0,14699745,2369272.5,9683399
257.114355748,1215125,0,1265480.1,0,0,1228604.3,3104632.5,0,1358504.4,0,0,0,0,1503170.8,2007993.3,0,2052640.1,0,1539788.3,0,2372271.5,0,0,0,0,1542282.9,1778442.4,2580303.5,1338781.3,1338084.9,0,0,0,0,0,0,0,1586236.9,0,0,2002352.5,2739398.5,0,2641772.5,1916600.8,1781773.6,1713915.9,1286409.9,0,0,0,1394333.4,0,0,1876101.8,1214746.4,0,2872065.5,0,1936768.1
245.10314874,3184836.3,3425487,4088464,2068623.3,4301093,3518258.3,14907016,1643983.9,8486166,8037082.5,5718775,6424743,4749502.5,15110752,7354651,31942158,4377097,3495647,6203774,3132922,9701538,5145043.5,4333226.5,5703523.5,7516346,4961360,7478122.5,8997179,4637235.5,4033826,3032226.5,18103314,3567084,4535332.5,2933506.5,3987754.5,2813275.8,4880396.5,3610438.8,4028301.3,9465550,11979495,3481296.8,5444889,5613264.5,14791383,7727750,3568843,5459713.5,4465336.5,3378076.3,5493724.5,4266555,4951690,10412676,5922602.5,0,15167999,3258455.3,7470660.5
273.109316073,0,0,0,0,0,0,5765147.5,0,2267689.8,3894706.8,2033020,3827047.5,2081373.6,1807520.6,0,1330004.5,2225635,0,2103195.3,0,2765959.3,0,0,0,0,1463566.9,1900038.8,3999540.8,0,0,0,0,1581053.5,1579181.8,0,0,0,1826458.8,0,1408373,2450650.3,5311078,0,2811681.8,1730039.4,1611698.5,2137239.3,0,0,0,0,1768297,0,1327949,2424213.8,1413286.4,0,8056947.5,0,2570754.8
305.081414213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951148.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277.07536061,0,0,0,0,0,0,4117861.5,0,1959319.3,3421870,0,1319605,0,0,0,0,0,0,0,0,1252644.6,0,0,0,0,0,1810777.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1302608.3,8973309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043759,0,0
261.098089219,1316768.1,1279632.8,2088798.3,0,2026120.8,1242797.6,5227616.5,0,2986101.8,0,1997900.9,2804733.5,1806230.4,3963729.8,3030958.8,6815190.5,1763169,1774674.9,2466096.8,1505574,3179695,2269458.5,0,1812706.3,1932988.5,2349000.5,2823700.3,4763119.5,1338808.6,1551167.9,0,4310106,1614453.5,2558045.5,1759916.4,0,1587312.1,2727493.5,1212261.8,1203400.5,2978303.5,4563436.5,0,1842358.6,2226140.3,2892030,2630743.8,1848987.5,2000264.9,1951198.8,1518111.9,2277566.3,1576620,2028262.1,4627208.5,2406972,0,5808796,1210569.5,3576419.3
289.104183015,0,0,0,0,0,0,3249876.5,0,0,2374840,0,1690576.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476143,0,0,0,0,0,0,0,0,0,0,0,0,1349200.6,1702069,0,0,0,0,0,0,0,0,0,0,0,0,1454455.3,0,0,2165231.5,0,0
321.076333651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344304.1,0,0,3233460.5,0,0
277.093156616,0,0,0,0,0,0,1325547.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823128.8,1631861.8,0,0
324.093869054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654121.3,0,0
341.064471934,0,0,0,0,0,0,0,0,0,0,0,1974093.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518038.5,0,0,0,0,0,0,0,0,0
228.1241466,1351214.5,0,1491783,0,1167125,1338128.9,2458038,0,2324796.8,2881193.5,0,1652523.4,2414543.8,1409212.9,2211242,1923584.5,2100690.8,0,2698432.3,0,3216931,2208747.5,0,0,1178176.3,1901446.3,1417367.6,1580687.5,2114813,1209292,0,0,1811989.9,1913472.5,2856472.3,1150047.8,0,1778175.1,0,1452244.5,2780043.8,3521433,1741625,5967982.5,2468638,2343688.3,3444312.8,2179408,1210119.1,1516044.9,0,1769578.6,1348103.6,1746455.9,2237837,0,1922074.9,2894437,0,4571454
244.119053817,0,0,0,0,1746274.1,0,3317153.8,0,3100213.8,5159447,2268949.3,3114435,2092513,2175868,1613143,2354944.3,1975818.5,0,2796217.8,1630766.9,3006451,1844764.4,0,0,0,1490763.9,3432559.8,4958307.5,0,1361767.9,0,0,1475090.3,1383896.4,1589092.1,0,0,3343138.5,0,0,2203920.3,9055720,1192028.1,4738580,2255313.8,1701607.4,2137528,1512170.9,0,1237619.6,1672869.4,1806877,0,1386444.1,3786665.8,0,0,8264941.5,0,2813775
321.067633263,0,0,0,0,0,0,0,0,0,2068775.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272.125460873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375478.8,0,0
261.089936676,1227933.8,0,0,0,1578118.5,0,0,0,0,0,0,0,0,1502543.4,1582252.8,0,0,0,1877038.4,0,0,1859600.5,1745914.8,0,0,0,0,0,0,1582397.8,0,2331735.5,0,0,1480106.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1852806.5,0,0,0,0,0,0,3119673.8,0,0,0,0
260.114175032,0,0,0,0,0,0,1970212.9,0,2016576.1,1819843.8,0,0,0,1223213.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1305796.9,1202031.8,0,0,0,1184595,0,0,0,0,1471745.3,0,0,0,1592993.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111732.3,0,2425641.5
288.120296614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467792.1,0,0
277.084810701,0,1673579,0,0,0,1372354.5,0,0,0,0,0,0,0,3796060.5,2605313.8,0,2181969.3,1504032.1,2850454,1608468,0,0,2216898.5,1430765.8,2617882,1742935.3,0,5665426,0,2118636,0,5911479.5,1748208.3,0,1513998.6,0,0,2152754,1852984,1250455,0,0,0,1843827.4,1869637.3,0,2396553,1480263,2408594.3,0,0,2657593.5,1513989.8,0,0,3549254.3,0,0,0,0
276.109050831,0,0,0,0,0,0,0,0,0,0,0,0,0,1288500.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1563454.3,0,0,0,1299587,0,0,0,0,0,0,0,0,0,1461151.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314234.8,0,2877957.8
308.081186807,0,0,0,0,0,0,2581748.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13195448,0,2269380.3
293.079800045,0,1836774.9,1882559.1,0,2264822,1926091.3,0,0,0,0,2038790.6,1969164.9,0,6830077.5,3248973.3,0,0,0,2395212,1277752.1,0,1951674.4,1517362.6,3000595,3832549.8,0,0,0,0,1749162.3,0,10158778,1798477.3,1419311.6,1257143.8,0,0,0,1334994.9,0,0,0,0,0,1586881.8,6791663.5,4523400.5,0,2587848.8,0,0,2319921,1748893.1,1838070.8,0,2162891.3,0,0,1277147.4,0
292.104061553,0,0,0,0,0,0,1545332.1,0,0,0,0,0,0,0,0,1347632.1,0,0,1355809,0,0,0,0,0,0,0,1915268.1,1422683.9,0,0,0,0,0,0,0,0,0,1274579.3,0,0,0,2166207.3,0,0,0,1250763.8,0,0,0,0,0,0,0,0,0,0,0,2948110,0,1881630.1
324.075995081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806947.6,0,0
309.07466748,0,0,0,0,0,0,0,0,0,0,1459344.1,0,1639605.8,3679571.8,1779081.9,0,0,0,1335580.5,0,0,1540745.6,0,0,2049689.8,1384469,2238411.8,2725130.5,0,1340809.6,0,5262266.5,0,1938799.4,1719756.1,0,0,1610798.6,0,0,0,0,0,1477424.4,0,2770298.8,2402534.5,1277492.6,1282270.6,1760522.9,0,1469272.3,0,0,0,1597119,0,0,0,0
308.0988875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5528566,0,0,0,0,0,0,0,0,1389675.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.069657238,0,0,0,0,0,0,0,0,0,0,0,2967983.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291770.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.134000606,1532408.5,0,1190529.1,0,0,0,1490655.1,0,1340951.5,1771659.9,1250768.3,1641486,1666908.3,1942441.4,1741551.9,1779462.9,1635894.9,0,2000967,0,2555490.5,1577967.6,0,0,1403933,1548161.6,2579186.8,1538209.9,0,1779912.8,0,1196016.4,1765044,1587402.9,0,0,0,1339603.6,1202183.1,1199967,1635991.9,2037351.6,0,2067684.5,1851549.3,0,1592473.6,0,1710368.3,1177407.5,0,1959581.5,1326657.6,1578728.3,2261221,1751304.5,0,1862741,0,2297254.5
227.14017494,6907733,4229636,4231420.5,2621163.3,5869526.5,1833863.5,11750250,0,7127526.5,9294916,7293920,4597957.5,11107701,5503572.5,10049087,5810044,14848888,1735815.4,11167886,9986957,14753754,10253474,2645768,2633593.8,1166177.4,6819616.5,9362979,8771124,2953389.5,7402362,4388016.5,5175249,8293561.5,7943736,6486959.5,6439442.5,0,11983023,3740987.8,6398067.5,9611580,10602778,8144757,18671630,12792243,12322472,12997634,6853350,1301288.9,4564157,1404195.5,6743578.5,5057943.5,4711911,7404332.5,7312625,0,13519858,5722178.5,10885307
215.128926085,11907234,7645480,12446875,7542878.5,12567103,5256898,26132888,1780286.4,18174798,40272952,17314230,32347454,22614666,22463162,18425326,19276496,20605222,8913002,16517052,9837773,25539904,18573876,8638055,10127928,9555513,14608439,40448544,15653674,10389697,12478616,15789861,13481945,14731690,17711132,15759081,9308192,7378091,19549868,19395238,8592644,18707058,42107004,8613462,30633340,17673836,16329658,21823774,24035104,17281166,17734680,11651688,25281366,13785512,18290958,22477784,20967918,0,27607136,9893653,24806330
243.135200418,0,0,0,0,0,0,0,0,0,1647448.6,0,0,1206026,0,0,0,0,0,0,0,1294921.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692694.5,1267033.9,0,0,0,0,0,0,0,0,0,0,0,0,1642724.1,0,0
247.101158993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871367.8
231.123859565,2299119,2374546.3,2720080.8,1531340.3,5029632.5,1313252.5,8089810.5,0,6096753.5,8293884.5,4493143,5162637,3630866,5512230.5,3599373.5,6049221.5,4101921,2245936.3,4089227.3,2209547.3,5059871,3720686,2159210.3,2397820.8,2973452.8,2268405.5,7596074,14172111,2543910.5,3080936.5,2498598.5,5254951.5,2984026.5,4242313,2720613.5,2579327.8,1725537,5391399.5,3384999.5,2075682.1,4362399.5,10052426,2122949.5,4157904.5,3685783.3,4175968.8,3368840,2749115.3,4905809.5,2420776.3,1922269.1,4845443.5,3073929.5,3429084.5,7359709,5153396,0,9669115,2119626.8,7389939.5
259.130050898,12688733,8791153,11351379,6833343.5,16038499,4425079.5,70368752,1450130.6,43753488,42057660,25533934,34010012,34348872,25796876,20259252,11384628,30535874,5704986,24712958,13393693,26811564,20810262,6512393,7406700.5,5728924.5,13711660,39068560,41770912,3931690.5,12018003,9710858,16071196,16881204,19745300,14497557,0,5175099,28687296,13616212,7999883.5,20790228,48702300,13270907,24411668,24547148,14613127,16946218,15940947,10929484,9493961,6836643.5,26094764,10092888,24074170,36888776,29912106,0,68346832,7965906,29361650
