Calibrated_Mass,HJA_155_p1,HJA_156_p1,HJA_160_p1,HJA_161_p1,HJA_162_p1,HJA_163_p1,HJA_164_p1,HJA_165_p1,HJA_169_p1,HJA_170_p1,HJA_177_p1,HJA_178_p1,HJA_190_p1,HJA_192_p1,HJA_260_p1,HJA_360_p1,HJA_45_p1,HJA_47_p1,HJA_49_p1,HJA_50_p1,HJA_53_p1,HJA_54_p1,HJA_55_p1,HJA_56_p1,HJA_57_p1,HJA_58_p1,HJA_60_p1,HJA_64_p1,HJA_65_p1,HJA_66_p1,HJA_68_p1,HJA_71_p1,HJA_72_p1,HJA_73_p1,HJA_74_p1,HJA_76_p1,HJA_82_p1,HJA_83_p1,HJA_84_p1,HJA_CC-1-15m_p1,HJA_CC-2-55m_p1,HJA_CC-3-100m_p1,HJA_CC-4-250m_p1,HJA_KC-1-275m_p1,HJA_KC-2-360m_p1,HJA_KC-3-400m_p1,HJA_KerryCreek2_p1,HJA_WS1-2_p1,HJA_WS1-3_p1,HJA_WS1-5_p1,HJA_WS1-6_p1,HJA_WS1-7_p1,HJA_WS1-8_p1,HJA_WS1_250m_p1,HJA_WS3-1_30m_p1,HJA_WS3-2_p1,HJA_WS3-3_p1,HJA_WS3-4_p1,HJA_WS3-5_p1,HJA_WS3-6_p1
478.157676902,0,0,0,0,0,0,0,0,0,0,0,4219909,0,0,0,0,0,0,0,0,1629938.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537950.9,0,0,0,0,0,0,0,0,0
431.184218247,0,1664971.9,0,0,3805922.5,1711939.1,0,0,0,0,0,0,2040657.5,3980793.3,2768861,0,3140520.8,2319481.8,3879085.3,2322298.8,7150273,3389628.8,3523112.3,1404987.3,1549823,2084814.9,4096615,0,3920076.5,2133613.8,1538560.4,2156352.3,2205317.5,0,2168263,0,1601287.8,8023975.5,23313492,0,0,0,0,1995210.3,1872110.9,2527207.5,0,1923887.3,3976049,0,1766510,3975233.3,1929093,1516886.4,4584234,5503326.5,0,0,0,0
463.155795665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663090.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495.128097651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779230,1902415.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603878.3,0,0
430.208666923,0,0,0,0,0,0,0,0,0,0,0,2459389.5,0,0,0,1472890.4,0,0,0,0,0,0,0,0,0,0,0,3345841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524821,0,2417042.3,0,0,2024078.9,0,0,0,0,0
458.214545637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587835.4,0,0
447.179133239,1955294.8,2096418.4,0,1556229.4,2982022,1418670.5,0,0,0,0,6154916.5,18054554,0,4954088.5,2671051.5,0,2538312.5,1994702.6,4068819.8,2006824.5,8779817,3365822.8,2560355.3,1349920.9,1897401.5,0,3974758.5,0,7199163.5,2221424.8,1988303.1,3510883.3,2291176.5,4154502.5,3741960.8,0,2017044.9,9116556,19240104,0,0,0,0,1708318.5,2003223.5,3363771.8,2226765.3,1380763,2325261.5,1908112.6,3011087.3,2858578.5,1427373.8,1697112.5,0,0,0,0,0,0
433.20809033,0,0,0,0,0,0,0,0,1594943.4,0,0,0,0,2029390.5,0,4525820.5,2070261.8,0,0,0,2042057.1,0,0,0,0,0,0,0,0,0,0,1936026.1,0,0,0,0,0,0,0,0,1985041,2777701,0,0,0,1606388.8,0,0,0,0,0,0,0,0,1519720.9,0,2048870,8007713.5,0,1832496.5
489.22064418,0,0,0,0,0,0,0,0,1861116.3,0,0,2675923.5,2527687.5,0,0,0,0,0,0,0,1446643.4,0,0,0,0,0,0,2677884.8,0,0,0,0,0,0,0,0,0,1432621.6,0,0,0,2423754.5,0,0,0,0,0,0,0,0,0,0,0,0,1794402.3,0,2248356,2196166.8,0,0
449.20287902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509.199136043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729216.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541.171064167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839326.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621.145292708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510141.9,0,0,0,0,0,0,0
353.197571415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454951.8,0,0,0,0,0,0,1813170.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.192423508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651429.5,0,0,0,0,0,0,2363744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.243801745,0,0,0,0,0,0,0,0,0,0,0,1401767.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636294.3,0,0,0,0,0,0,0,0,0,0,0,0,1701350.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353.215561063,0,0,0,0,0,0,2260355.5,0,0,0,0,0,0,0,1823729.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4366656,0,0,0,0,0,0,0,1768632,0,0,0,0,0,0,0,0,0,0,0,2348888,0,0,0,0,0,0,0,1698345.6,0,0,0
385.187299166,0,0,0,0,0,0,7147270.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102426.3,0,0,0,0,0,0,2139143.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337.238481662,2218128.8,0,1946944.4,0,6339673.5,0,0,0,1593027.4,5293785.5,6251961.5,9882119,1742320.9,2459307.3,3425503.8,4683411.5,2144932.5,1740114.4,3096943.5,1888998.4,6773010,4126287.5,3639965.3,2232188.8,0,1385499.5,6914099.5,4445763,8770994,2978959.5,1732043.8,0,2646420.5,3156370.3,2855224.5,0,0,3629477.3,3448568.3,0,5307816.5,20466070,0,2948999.8,2087458.9,0,1952472.6,1950183.9,3156653.5,2344061,0,2451470.8,1766988.3,2173848,4137724.5,9151627,5775797,14109932,0,3797003.3
429.188751196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544136.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410.221551992,0,0,0,3911121.3,4829149,2576882.8,0,0,0,0,0,0,0,0,0,0,0,5106935.5,0,0,0,0,3737390.3,3232446.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5098973,0,6297488.5,0,0,0,0,0,0,0,0,0,0,0,0,3124719.8,0
401.182406694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597898.3,0,0,0,0,0,0,2609239.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353.233508418,9003610,5148067,12618182,3824773,16635186,4464830,0,0,13277947,23814458,19890086,36126824,10528871,19711338,17644022,14382683,9602764,7609690,12102461,6754739.5,27867286,20607384,12828083,5445819.5,3091915,5980251.5,18244260,18763864,24559942,13478312,6924123.5,6112922.5,11830459,18608890,12996834,0,4760251.5,15703502,11000221,3925828.5,19297784,62684564,0,19994870,11192256,6217825.5,9163148,6978677.5,12019036,8265080.5,3038990.3,11462330,5551266,6916435.5,27653136,22308722,34504752,87868032,6703617,24511140
426.216348756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450043.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.205576709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5832960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417.177176687,0,0,0,0,0,0,4241886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473171.3,0,0,0,0,0,0,1808256.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.228405897,6542866.5,3631447.3,9263524,2525323.3,12830348,3537760.3,0,1393911.9,11556403,0,9582267,17847976,7778502.5,15534503,11483799,12364606,6668389.5,4125269.5,9978194,4496021.5,20374696,14372819,8275254.5,3863005.8,2768233.3,3684814,14378330,16078488,4829256.5,8547115,4242849.5,4759192,8459120,10934409,9006885,0,2221029.5,11078978,9933187,2899388.5,13363204,37483140,0,11161885,7701101.5,4452564.5,7772515,6978096,10134516,6703778,2219341.3,10360927,4395552.5,5469761,24316256,19130876,28218866,53254528,3476882.8,18170214
429.206064914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425.240738253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655631.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.223318376,3016962.5,2529270,5161740,0,6584709.5,1963501.8,0,0,7227215,13218524,5024784.5,9548573,5102772.5,7767362,6765290,8498881,3340948.3,2748806.8,6571347,2651794,11788507,7423493,4674723.5,1876806.5,2253473.5,2386045.3,8605410,12160373,3366108.8,4719651.5,3056843,4079033,4588000.5,5039989.5,4456682,0,1842412.1,6544512,5301115.5,1841353.4,8221385.5,25516294,0,6443038,3572826.8,4515874,3681454.3,3199893.5,6537681,3992047.3,1429468.5,6762716.5,2215219.5,3613347.5,15789321,11631273,19176174,28414290,1636532.9,10937050
445.200963039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2781153.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477.17319913,0,0,0,0,0,0,9826167,0,0,8378840,0,5709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975024,0,0,0,0,0,0,0,0,2872480.3,0,0,0,0,0,0,0,0,0,0,1963505.9,0,0,0,0,0,0
441.2356711,0,0,0,0,1587829.8,0,0,0,5090089,0,0,0,4678890,2335324.3,1980568.4,0,4669747,0,4595284.5,2034690.6,5009399,2816548.3,0,0,0,2575819.8,3628957.5,4279722.5,0,1555416.5,0,0,2001153.9,2245974.3,2092563.9,0,0,3045241.8,0,0,3433746.8,0,0,5063016.5,4068930.8,3020017,3426757.8,2415622.3,0,1803239.6,1555991.4,2072791.5,2101387.8,2950168.3,4089148.3,2171405.3,0,3559850.3,0,2603843.5
401.218373856,2081421.3,2316262,3611410,0,4235028,1674134,0,0,5653829.5,0,3988698.8,6767668,2569681.3,5698098.5,4361997.5,7538307.5,3112049.5,2059309.9,5851397.5,2494113.3,7551119,4628759.5,3519344.5,1551726.4,1703997.1,2293142,5595607,6970702.5,2493764.8,3266463.3,2110742,3524642.3,3483701,5209786.5,2975494.5,0,1834307,4488189,3702914.3,1705074.3,6543627,16650648,0,4148806.8,2550215,2871616.8,3405744.5,1829145.6,4554329,2398580,0,3099664.8,2189913,2543282.8,10036549,7272464,12058387,17680704,0,6273360
493.168251624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685552.5,0,0
457.230696523,0,0,0,0,0,0,0,0,2785728,0,0,0,3223251.8,0,1666019.9,0,2645210,0,2694188.5,0,4075779.8,1614967.8,0,0,0,0,3205836.3,0,0,1637356.3,0,0,0,0,0,0,0,2420087.5,0,1699210,3205183.8,0,0,2942349,2918774.8,0,2188081.5,1412318.9,0,0,0,0,0,1453471.1,1701580.5,1730943.6,2311975.3,2589055,0,1492568.4
417.213126335,1858051.4,0,3081424.3,0,2934158.3,0,0,0,3983468,0,3344549,3405257.8,2028395.6,3554291.8,3547728.8,6763046,2493066.8,1848662.4,3446911.5,1669853.4,4357934.5,2264186.3,2032825.9,0,3126618.3,2077850.5,3019743.3,4898130.5,2169362.3,2049263.9,1426877.1,2627129,1975909.8,2720070.8,1965820.1,0,1422678,2557775,2236006.3,2115546.3,3487137.3,7350820,0,2515108,2249260.5,3431426.8,1865148.4,2078830.5,1851838,0,1505478,2508738.5,0,2212312.5,4811253.5,3303988.3,5691815,6864703,0,3810023.3
473.225489002,1644274,0,0,0,2565924,0,0,0,6724985.5,0,3670417.8,7435535,6725434,2331277.3,2304589.8,2140813.5,4827268.5,0,2913009.3,1599122.3,5380511.5,2169757.3,0,0,0,2051827.8,4098591,6277939,0,2238096.8,0,0,0,2183206.5,2013512.4,0,0,4118831.3,1464445.1,1898709.5,3771563.8,4025115.8,0,2630440.3,3629026.5,0,2403323,2373131.5,2998191.5,2282875.3,1654463.5,3044211.8,1701041.9,3928251.3,5790911,3547504.3,4209468,8138754.5,0,2290978.8
448.219055342,0,0,0,0,0,0,0,0,0,1495274.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601246.3,1602677,0,0,0,0,0,0,0,0,0,0,0,0,0,1884579.1,0,0,0,0,0,0,0,0,0,0,0,0,1511778.5,0,0,2798710.5,0,1669378.5
465.1897416,1743954.9,1804859.1,3043219.8,0,2463287.8,1814788.3,0,0,0,0,0,0,1896698.3,8397334,3165770.5,0,0,1745916.1,3404153.3,1544906.6,10635147,2710857,2287366.8,2073365.6,3817280.5,2708992,3093066.8,0,10235644,1649725.8,1853123.5,10713138,2305066.5,0,4591378.5,0,0,5502335,6729523.5,0,0,0,0,1855822.1,0,9147364,0,1399692.6,2053440.1,0,0,3011967.3,0,1468746.6,0,3373406,0,0,0,0
481.184594458,0,0,1627248.4,0,0,0,0,0,0,0,0,0,0,5222159,1657395.5,0,0,0,0,0,0,0,1825227.6,0,2583760.8,0,0,0,6280087.5,0,0,7531684.5,0,1560133.1,0,0,0,2244776.5,1663262.8,0,0,0,0,0,0,5241815,4202352,0,0,0,1593724,0,0,0,0,1670572.6,0,0,0,0
480.208823279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561502.4,0,0
497.179706683,0,0,0,0,0,0,0,0,0,0,0,0,0,2688698.3,0,0,0,0,0,0,0,0,0,0,1547030.4,0,0,0,0,0,0,3666994.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874084.4,0,0,0,1506143,0,0,0,0,0,0,0,0,0
496.203784192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3115218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.198687911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401678.1,1392355.8,1715326.1,1694399.1,0,0,0,0,0,0,0,0,0,0,0,1442838,0
416.193505949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965566.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.220300458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430676.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.191730654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837558.3,0,0,0,3817869.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.163751834,0,0,0,0,0,0,6085767.5,0,0,5172667.5,0,7017708,2224776,0,0,11154167,2624750.8,0,0,0,0,0,0,0,0,2234627.5,0,14123932,0,0,1696201.8,0,0,4563590,0,0,1528304.8,0,0,0,6692867,12080729,4144193.8,0,0,0,0,0,0,0,2319880.5,0,0,2075848,5497954,0,9478492,18956312,0,6552098
432.187969111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196090.5,0,0,0,0,0,1560202.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4906820.5,0,1545953.3
385.215248429,1434368.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504849.8,0,0,0,0,1494274.9,0,0,0,0,0,0,2972890.8,0,0,0,0,1518963.3,0,0,0,0,18184058,0,0,0,0,0,0,0,0,0,1616847.3,0,0,2172634.5,0,0,0,1918631.3,0,0,0,0
417.186607453,1453055.3,0,0,0,0,0,0,0,1441383.8,0,0,0,0,0,0,1884961.9,1478276.6,0,0,0,0,0,0,0,0,0,2007002.9,0,0,0,0,0,0,0,0,1704661.4,0,0,6533218,0,0,3182618.3,0,0,0,0,0,0,0,0,0,0,0,0,1804272.8,0,2933151.3,0,0,0
449.158711619,0,0,2504457.5,0,0,0,4532656,0,2161726.5,1668516.6,2340708.8,4204234,0,0,0,10599009,0,0,2837257.5,0,0,0,0,0,0,0,1743689.5,0,0,0,0,0,1440133,0,0,2541438,0,0,0,0,3474367.3,5281284.5,1512802.1,0,1410045.3,0,0,1894582.8,0,0,0,0,0,0,2729970,0,4166914.5,6781104.5,0,0
384.239162821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615110.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.210065632,3100811.5,1760740.6,2873103.3,0,8154897.5,1514133.1,0,1483277.1,0,0,0,0,1821135.4,5155376.5,5011211,0,5553263.5,2492971.8,4487428,2862751,0,5134613.5,4806511,0,1437755.1,1923476.1,7271893.5,0,0,4744093.5,0,2350112.8,2999347.3,6044344,2805508.8,0,1772096.4,7566331,32303232,0,0,0,0,2951749,2962373.3,1684031.3,2379694.5,2434839.8,5097047.5,0,0,6141967,2516567.3,2527408.5,0,7940110.5,0,0,0,0
433.181666335,0,0,1467817.1,0,0,0,1880202.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439102.4,3707810.3,0,0,0,0,0,0,0,0,0,0,3300702.3,0,0,3270237.8,1680454,0,0,0,0,0,0,0,0,0,0,0,1480292.8,0,2744160,6093852,0,0
465.153761917,0,0,1681805.8,0,1493814.4,0,2633538.8,0,0,0,1665211.9,3099716.5,0,0,0,7356744,0,0,1752946.9,0,2580360.5,0,0,0,0,0,0,2344188,0,0,0,0,0,0,0,0,0,1509242.4,1431085.5,0,0,0,0,0,0,0,1488561.4,0,0,0,0,0,0,0,0,0,1615465.4,2030324.5,0,0
400.234258108,0,0,0,0,1454768.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2379169.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483660.5,0,0
417.205140338,3077122.3,2153746.8,3515597.5,0,6180235.5,1858006.4,0,0,7534698.5,0,5400739.5,7805384,2468714,7042034,5396047,12642853,5172361,2826068.8,4297854.5,2789595.5,7576364,5520504.5,4884664.5,2080838,0,1719449,7029214,16137551,3460625.3,3759342.3,0,2247223.8,3088484,5939524,2957050.5,0,0,7140173,25588838,1970136.1,5132702,16267809,0,3821218.8,3930155,2535937.5,3097018.8,2937452.8,5802428.5,3417408.8,0,5188033,2366288.3,2058710.6,8190452,10199603,0,0,0,0
481.148748723,0,0,0,0,0,0,0,0,0,0,0,1509077.4,0,0,0,3559320.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416.229022722,0,0,0,0,0,0,0,0,0,0,0,1980168.6,0,0,0,1819271.3,0,0,0,0,0,0,0,0,0,0,0,2251743.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2476214,0,0,0,0,0,0,0,0,0,0,0,1620726.5,0,0,0,3343873.5,0,1883478.9
433.200073817,2608217,1676728,0,1496030.4,4531466.5,2466264.5,0,0,0,0,0,0,3022989.5,6870861,3912533.5,0,3565812.5,2969055.8,5151181.5,2307744,0,5319254.5,3600204.8,2067201.6,0,2458377,6675329,0,0,3474333.5,0,4151448.8,2656829.8,0,3319080,0,1475577.5,8333646.5,15576417,1593261.1,0,0,0,0,2931215.5,4257011.5,0,2924192.3,4371676,0,2269200,4276645,1772784.8,2253006.8,0,7240275.5,0,0,0,0
465.171413942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.143422962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368067.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432.224253169,0,0,0,0,1510914.8,0,0,0,0,0,0,1516368.3,0,0,1506720.9,0,0,0,0,0,1837518.8,0,0,0,0,0,1892601.4,2428512.5,0,0,0,0,0,0,0,0,0,0,4277471,0,0,2166362.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449.194971296,2469523.5,2243095.3,5238546,1643038,0,2871007,0,0,4402244.5,0,9357160,33251024,3059781,8026389,4303037,20179558,3368902.5,2842797.5,6906639,2265925.5,14180694,5162194,3546618.8,3018460.3,4112535.3,3489907.3,4870989.5,8119929,8426257,2967351.8,2273395.3,8522721,3208588.5,6098432,5848549,0,2998264,10108115,15762880,2120332,6588357.5,9626120,0,3281829,0,8750248,4749569.5,2866363.8,3941527.8,3305688.3,4283216.5,5026671,1949205.6,2301008.5,6823415.5,6287799.5,8518920,19441842,0,9052579
576.134322287,0,0,0,0,0,0,0,0,0,0,0,1898516.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671.12801436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942657.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355.213280955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3799261.8,0,0,0,0,0,0,1975115.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371.208050048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821707,0,0,0,0,0,0,2785788.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.202960566,1608234.4,0,0,0,0,0,6957558.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008465.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339.25434379,0,0,0,0,1439099.6,0,0,0,0,0,1746770.9,1953484,0,0,0,0,0,0,0,0,1777750.6,0,1567609.4,0,0,3379023.8,2166902,0,2126369.3,0,0,0,0,0,0,0,0,0,1436581.3,0,0,3067412,0,0,0,0,0,0,0,1321997.4,0,1389430.5,0,0,1478800.6,1647332.9,1655956,0,0,0
448.174775665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676081.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.197847089,0,0,0,0,0,0,5792136,0,0,4131045.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668120.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355.249135722,2481353.3,0,2013626.6,0,2846036.8,0,0,0,3555707,7193589.5,5557901,7998272.5,2808954,4379628.5,2809876.5,2588922.5,3414259.5,1815924.5,2596366.3,1870780.1,5045817.5,6256491.5,1993636,0,0,1981184.3,6898948,4090657.3,17474492,2675676,1679500.6,1579818.6,1908378.4,3023033,2766013.5,0,2068568.4,4367304,2464927,1588961.9,4453453.5,13873192,0,4291568,3456532.8,2363514.8,2652053.3,1333305.5,2416439.5,2519083.3,0,3742978.3,2343118.5,3460991.8,6486726,3439060.5,7480056,9962837,1830784,4327536
411.261231897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566178.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419.19280435,0,0,0,0,0,0,2821471.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371.244203201,1851023,0,2315705.5,0,3010771.8,0,0,0,5452926.5,0,4382100,5867869.5,3016912.5,4612147,3502249,3434964.3,3614380.5,1980033,3109889.5,2435279.5,5394972,4092312.3,1956140,1332463.8,2402861,2950787.8,7018408,6849903,3823243.5,2542939.3,1656328.5,2852874.5,5239108.5,3843654.5,2884323.5,0,0,4409133.5,3415155.5,1929549.6,5163591.5,16078145,0,4177959.5,4267204,3064536.3,3054422.3,2807778.3,4679105,2628405.5,1745965.6,4115075.8,3143765.8,3408984,8412155,6476855.5,9185441,12598393,1538558,8258405
