"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"6","165.019432","165.01938152","165.019332219","1096007.4","-9999","855593.1","18.5","-1","0.298758128","0.983934981","0","0.590360989","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"9","171.066387","171.066342475","171.066282413","1301430.5","-9999","831606.9","22.34","-1","0.351103487","0.977880462","0","0.586728277","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"12","179.035089","179.035052322","179.034982284","911824.1","-9999","1149630","15.06","-1","0.391195774","0.97261414","0","0.583568484","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","199.061256","199.061239041","199.061197032","629351.8","-9999","1176576.2","9.64","-1","0.211036378","0.991951501","0","0.595170901","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"23","209.009274","209.009266837","209.009161458","500008.8","-9999","847903.1","7.14","-1","0.50418293","0.954923226","0","0.572953935","7","0.666666667","0.666666667","O6","de-protonated","0","-9999","C9 H6 O6","9","6","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"27","213.040487","213.040483807","213.040461587","522062.7","-9999","933813.1","7.51","-1","0.104297074","0.99802817","0","0.598816902","5","0.666666667","1.111111111","O6","de-protonated","0","-9999","C9 H10 O6","9","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","219.051122","219.051124726","219.051026271","961545.3","-9999","908433.3","15.36","-1","0.449457761","0.964008793","0","0.578405276","3","0.875","1.5","O7","de-protonated","0","-9999","C8 H12 O7","8","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"30","222.077269","222.077274705","222.077181449","660226.3","-9999","802897.3","9.89","-1","0.419926544","0.968510114","0","0.581106068","6","0.363636364","1.181818182","N1 O4","de-protonated","0","-9999","C11 H13 O4 N1","11","13","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","229.071828","229.071840593","229.071761716","503791.5","-9999","901958.9","7.01","-1","0.344332086","0.978716374","0","0.587229824","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","239.128935","239.128957496","239.128882671","557767.9","-9999","1068201.2","7.87","-1","0.31291003","0.982390759","0","0.589434455","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"36","242.176177","242.176202497","242.176167217","523507.5","-9999","826685.6","7.23","-1","0.145680964","0.99615653","0","0.597693918","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"37","245.048412","245.048440325","245.048538149","801144.9","-9999","1131323.6","12.08","-1","-0.399199652","0.971498331","0","0.582898998","9","0.166666667","0.916666667","N2 P1 O2","de-protonated","0","-9999","C12 H11 O2 N2 P1","12","11","2","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"38","245.048984","245.049012326","245.048918271","1929849","-9999","651798.2","31.95","-1","0.383820311","0.973623439","0","0.584174063","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"39","251.056142","251.056176241","251.056111652","665856.8","-9999","734318.1","9.62","-1","0.257270515","0.988062082","0","0.592837249","7","0.5","1","O6","de-protonated","0","-9999","C12 H12 O6","12","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","253.144497","253.144533298","253.144532735","781929.1","-9999","787575.5","11.64","-1","0.002222422","0.999999104","0","0.599999462","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"44","255.087334","255.087372211","255.087411781","581362.9","-9999","886677.7","8.1","-1","-0.155123453","0.995643267","0","0.59738596","5","0.5","1.333333333","O6","de-protonated","0","-9999","C12 H16 O6","12","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"45","255.123835","255.123873247","255.12379729","692631.8","-9999","627929.1","10.04","-1","0.29772429500000003","0.984045083","0","0.59042705","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"46","257.139367","257.139407231","257.139447355","637248.3","-9999","610673.9","9.04","-1","-0.156036728","0.995591929","0","0.597355158","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
