"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"3","165.019495","165.019252144","165.019332219","924680.1","-9999","1206162.4","15.28","-1","-0.48524648","0.958175178","0","0.574905107","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","171.066428","171.066191388","171.066282413","1206054.6","-9999","1118944.5","20.54","-1","-0.532104952","0.949922766","0","0.569953659","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"14","190.957678","190.957461924","190.95734036","1266905","-9999","838187","21.56","-1","0.636605467","0.929103554","0","0.557462133","4","0.8","1","S1 P1 O4","de-protonated","0","-9999","C5 H5 O4 P1 S1","5","5","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"17","199.061378","199.061170291","199.061197032","864599.9","-9999","944401.3","13.97","-1","-0.134336226","0.996730892","0","0.598038535","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"22","209.154827","209.154629712","209.154703496","1233097.5","-9999","846167.2","20.5","-1","-0.352770653","0.977672268","0","0.586603361","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"33","221.154858","221.154673102","221.154703496","1634911.8","-9999","649471.6","27.5","-1","-0.13743363","0.996578663","0","0.597947198","4","0.142857143","1.571428571","O2","de-protonated","0","-9999","C14 H22 O2","14","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","223.024949","223.024766033","223.024811523","608760.9","-9999","916939.1","8.96","-1","-0.203969953","0.992479477","0","0.595487686","7","0.6","0.8","O6","de-protonated","0","-9999","C10 H8 O6","10","8","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"35","225.077036","225.076855151","225.076847097","525170.2","-9999","859916.5","7.43","-1","0.035785674","0.999767661","0","0.599860597","5","0.454545455","1.272727273","O5","de-protonated","0","-9999","C11 H14 O5","11","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","239.129013","239.128846659","239.128882671","1239437.9","-9999","695334.7","19.95","-1","-0.150593202","0.995893505","0","0.597536103","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","241.144624","241.14445974","241.144532735","757511.1","-9999","702865.9","11.37","-1","-0.302700652","0.983511722","0","0.590107033","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
