"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","34S"
"268","355.102796","355.102765701","355.102424197","736355.1","-9999","486006.9","9.64","-1","0.961703808","0.84550837","0","0.507305022","3","0.8","2.1","N4 P1 O8","de-protonated","0","-9999","C10 H21 O8 N4 P1","10","21","8","4","1","-9999","-9999","-9999"
"269","355.139111","355.139080665","355.138809707","2557928.3","-9999","487698.6","38.34","-1","0.762963638","0.899763136","0","0.539857882","2","0.636363636","2.272727273","N4 P1 O7","de-protonated","0","-9999","C11 H25 O7 N4 P1","11","25","7","4","1","-9999","-9999","-9999"
"270","355.175489","355.175458628","355.175195216","3198445.5","-9999","500990.2","48.43","-1","0.741641263","0.905016104","0","0.543009662","1","0.5","2.416666667","N4 P1 O6","de-protonated","0","-9999","C12 H29 O6 N4 P1","12","29","6","4","1","-9999","-9999","-9999"
"272","356.142489","356.14245767","356.142104183","574331.1","-9999","663416.2","7.01","-1","0.992544748","0.836312209","0","0.501787325","10","0.15","1.2","N1 P1 O3","de-protonated","0","-9999","C20 H24 O3 N1 P1","20","24","3","1","1","-9999","-9999","-9999"
"273","356.178799","356.178767634","356.178489692","890880.4","-9999","605955.1","11.95","-1","0.780343655","0.895394678","0","0.537236807","9","0.095238095","1.333333333","N1 P1 O2","de-protonated","0","-9999","C21 H28 O2 N1 P1","21","28","2","1","1","-9999","-9999","-9999"
"274","357.118355","357.118322702","357.118074262","2280203.5","-9999","462676.5","33.6","-1","0.695681729","0.915929138","0","0.549557483","2","0.8","2.3","N4 P1 O8","de-protonated","0","-9999","C10 H23 O8 N4 P1","10","23","8","4","1","-9999","-9999","-9999"
"275","357.154746","357.154713666","357.154459771","3666705","-9999","425896.8","55.21","-1","0.710883153","0.912382494","0","0.547429497","1","0.636363636","2.454545455","N4 P1 O7","de-protonated","0","-9999","C11 H27 O7 N4 P1","11","27","7","4","1","-9999","-9999","-9999"
"280","359.097548","359.09751374","359.097205875","826934","-9999","510566.9","10.94","-1","0.857330037","0.875143445","0","0.525086067","15","0.05","0.8","N4 S1 O1","de-protonated","0","-9999","C20 H16 O1 N4 S1","20","16","1","4","-9999","1","-9999","-9999"
"281","359.13398","359.133945704","359.133724326","2871867.5","-9999","444807.1","42.82","-1","0.616421139","0.933377111","0","0.560026266","1","0.8","2.5","N4 P1 O8","de-protonated","0","-9999","C10 H25 O8 N4 P1","10","25","8","4","1","-9999","-9999","-9999"
"285","360.17372","360.173684673","360.173404312","688859.3","-9999","604288","8.79","-1","0.778406154","0.895885479","0","0.537531287","8","0.15","1.4","N1 P1 O3","de-protonated","0","-9999","C20 H28 O3 N1 P1","20","28","3","1","1","-9999","-9999","-9999"
"286","361.113242","361.113205741","361.11285594","1005677.3","-9999","517479.9","13.72","-1","0.968677373","0.843445654","0","0.506067393","14","0.05","0.9","N4 S1 O1","de-protonated","0","-9999","C20 H18 O1 N4 S1","20","18","1","4","-9999","1","-9999","-9999"
"293","363.144142","363.144103728","363.143895087","745262.3","-9999","503244.7","9.55","-1","0.574540261","0.941862879","0","0.565117728","4","0.461538462","1.923076923","N4 P1 O6","de-protonated","0","-9999","C13 H25 O6 N4 P1","13","25","6","4","1","-9999","-9999","-9999"
"294","363.968481","363.96844191","363.96863332","1512498.6","-9999","495718","21.38","-1","-0.525895022","0.951055879","0","0.570633527","12","0.5","0.571428571","N1 S1 P1 O7","de-protonated","0","-9999","C14 H8 O7 N1 P1 S1","14","8","7","1","1","1","-9999","-9999"
"296","364.965749","364.965708922","364.965599825","1019092.4","-9999","501081.6","13.77","-1","0.298923247","0.983917362","0","0.590350417","12","0.5","0.5","N4 S2 O6","de-protonated","0","-9999","C12 H6 O6 N4 S2","12","6","6","4","-9999","2","-9999","-9999"
"297","365.100126","365.100085788","365.099908473","887146.3","-9999","488553.2","11.74","-1","0.485662573","0.958104943","0","0.574862966","8","0.176470588","1.294117647","N2 S2 O3","de-protonated","0","-9999","C17 H22 O3 N2 S2","17","22","3","2","-9999","2","-9999","-9999"
"298","365.123406","365.123365765","365.123159642","839790.1","-9999","470315.5","11.01","-1","0.564530855","0.943813397","0","0.566288038","4","0.583333333","1.916666667","N4 P1 O7","de-protonated","0","-9999","C12 H23 O7 N4 P1","12","23","7","4","1","-9999","-9999","-9999"
"299","365.159762","365.159721729","365.159545151","876916.1","-9999","466994.5","11.58","-1","0.48356368","0.958458665","0","0.575075199","3","0.461538462","2.076923077","N4 P1 O6","de-protonated","0","-9999","C13 H27 O6 N4 P1","13","27","6","4","1","-9999","-9999","-9999"
"300","365.196131","365.196090693","365.195930661","806778","-9999","470560.9","10.5","-1","0.438209934","0.965756817","0","0.57945409","2","0.357142857","2.214285714","N4 P1 O5","de-protonated","0","-9999","C14 H31 O5 N4 P1","14","31","5","4","1","-9999","-9999","-9999"
"301","367.102691","367.102648803","367.102424197","976436.7","-9999","598500.2","13.11","-1","0.611834069","0.934331789","0","0.560599073","4","0.727272727","1.909090909","N4 P1 O8","de-protonated","0","-9999","C11 H21 O8 N4 P1","11","21","8","4","1","-9999","-9999","-9999"
"302","367.138976","367.138933767","367.138809707","1495354.8","-9999","459861","21.11","-1","0.33791155","0.979494579","0","0.587696747","3","0.583333333","2.083333333","N4 P1 O7","de-protonated","0","-9999","C12 H25 O7 N4 P1","12","25","7","4","1","-9999","-9999","-9999"
"303","367.175429","367.175386731","367.175195216","1773632.8","-9999","445561.7","25.4","-1","0.521590115","0.951834362","0","0.571100617","2","0.461538462","2.230769231","N4 P1 O6","de-protonated","0","-9999","C13 H29 O6 N4 P1","13","29","6","4","1","-9999","-9999","-9999"
"304","367.211668","367.211625695","367.211580725","986310.9","-9999","426865.7","13.26","-1","0.122462565","0.997282499","0","0.598369499","1","0.357142857","2.357142857","N4 P1 O5","de-protonated","0","-9999","C14 H33 O5 N4 P1","14","33","5","4","1","-9999","-9999","-9999"
"306","369.118305","369.118260805","369.118074262","1609352","-9999","520476","22.86","-1","0.505374551","0.954714804","0","0.572828882","3","0.727272727","2.090909091","N4 P1 O8","de-protonated","0","-9999","C11 H23 O8 N4 P1","11","23","8","4","1","-9999","-9999","-9999"
"307","369.154646","369.154601769","369.154459771","3065486.3","-9999","447004.9","45.31","-1","0.38465606","0.973509983","0","0.58410599","2","0.583333333","2.25","N4 P1 O7","de-protonated","0","-9999","C12 H27 O7 N4 P1","12","27","7","4","1","-9999","-9999","-9999"
"308","369.191028","369.190983732","369.19084528","3143828.5","-9999","452323.2","46.52","-1","0.375014928","0.974804586","0","0.584882751","1","0.461538462","2.384615385","N4 P1 O6","de-protonated","0","-9999","C13 H31 O6 N4 P1","13","31","6","4","1","-9999","-9999","-9999"
"309","369.227431","369.227386696","369.22723079","1156506.6","-9999","509533.2","15.88","-1","0.422251184","0.968166128","0","0.580899677","0","0.357142857","2.5","N4 P1 O5","de-protonated","0","-9999","C14 H35 O5 N4 P1","14","35","5","4","1","-9999","-9999","-9999"
"310","370.194418","370.194372738","370.194139757","587712","-9999","634104.7","7.11","-1","0.629348274","0.930653678","0","0.558392207","9","0.090909091","1.363636364","N1 P1 O2","de-protonated","0","-9999","C22 H30 O2 N1 P1","22","30","2","1","1","-9999","-9999","-9999"
"311","371.097495","371.097448842","371.097205875","875739.9","-9999","494271.9","11.41","-1","0.65472653","0.925166986","0","0.555100191","16","0.047619048","0.761904762","N4 S1 O1","de-protonated","0","-9999","C21 H16 O1 N4 S1","21","16","1","4","-9999","1","-9999","-9999"
"311","371.097495","371.097448842","371.097338817","875739.9","-9999","494271.9","11.41","-1","0.296486782","0.98417639","0","0.590505834","3","0.9","2.1","N4 P1 O9","de-protonated","0","-9999","C10 H21 O9 N4 P1","10","21","9","4","1","-9999","-9999","-9999"
"312","371.133952","371.133905806","371.133724326","2694114.3","-9999","452181.1","39.13","-1","0.488988059","0.957541638","0","0.574524983","2","0.727272727","2.272727273","N4 P1 O8","de-protonated","0","-9999","C11 H25 O8 N4 P1","11","25","8","4","1","-9999","-9999","-9999"
"313","371.170269","371.17022277","371.170109835","4863976.5","-9999","444005","72.21","-1","0.304266425","0.974131428","0.923988043","0.954074074","1","0.583333333","2.416666667","N4 P1 O7","de-protonated","0","-9999","C12 H29 O7 N4 P1","12","29","7","4","1","-9999","-9999","-9999"
"316","372.173677","372.173629775","372.173404312","1147543.4","-9999","488926.2","15.56","-1","0.605802421","0.935577731","0","0.561346639","9","0.142857143","1.333333333","N1 P1 O3","de-protonated","0","-9999","C21 H28 O3 N1 P1","21","28","3","1","1","-9999","-9999","-9999"
"316","372.173677","372.173629775","372.173464671","1147543.4","-9999","488926.2","15.56","-1","0.44362292","0.96492072","0.923988043","0.948547649","1","0.583333333","2.416666667","13C1 N4 P1 O7","de-protonated","1","313","C11 H29 O7 N4 P1 13C1","11","29","7","4","1","-9999","1","-9999"
"317","372.21001","372.209962739","372.209789821","878877.7","-9999","455819.5","11.46","-1","0.464571811","0.96159538","0","0.576957228","8","0.090909091","1.454545455","N1 P1 O2","de-protonated","0","-9999","C22 H32 O2 N1 P1","22","32","2","1","1","-9999","-9999","-9999"
