"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"1","165.019259","165.019327705","165.019332219","733234.1","-9999","1022715.5","11.7","-1","-0.027354397","0.999864238","0","0.599918543","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"3","171.066215","171.066283527","171.066282413","624597.9","-9999","1211428.5","9.68","-1","0.006515019","0.999992298","0","0.599995379","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"5","177.113016","177.113084349","177.113232606","532491.4","-9999","1140469.3","7.96","-1","-0.837074614","0.880610388","0","0.528366233","0","0.5","2.25","O4","de-protonated","0","-9999","C8 H18 O4","8","18","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"7","179.034928","179.034996292","179.034982284","575615.7","-9999","1107065.7","8.76","-1","0.078245594","0.99888972","0","0.599333832","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"12","199.061058","199.061125703","199.061197032","491080","-9999","1231354.6","7.09","-1","-0.358330354","0.976971178","0","0.586182707","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"21","245.04867","245.048736348","245.048918271","652458.8","-9999","850320.2","9.52","-1","-0.742395085","0.90483241700000006","0","0.54289945","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"21","245.04867","245.048736348","245.048538149","652458.8","-9999","850320.2","9.52","-1","0.808816934","0.888073314","0","0.532843988","9","0.166666667","0.916666667","N2 P1 O2","de-protonated","0","-9999","C12 H11 O2 N2 P1","12","11","2","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"23","249.14931","249.149376227","249.149618115","586572.1","-9999","869400.9","8.32","-1","-0.970855185","0.842799462","0","0.505679677","5","0.2","1.466666667","O3","de-protonated","0","-9999","C15 H22 O3","15","22","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"26","253.144246","253.14431211","253.144532735","595387.6","-9999","1223107.6","8.44","-1","-0.871539427","0.871251174","0","0.522750704","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","265.147556","265.147621756","265.147523916","2532283.3","-9999","665730.2","41.91","-1","0.369002868","0.975596092","0","0.585357655","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"43","279.163172","279.163237343","279.16317398","593667.3","-9999","638998.3","8.16","-1","0.226974426","0.990695792","0","0.594417475","5","0.066666667","1.666666667","N2 P1 O1","de-protonated","0","-9999","C15 H25 O1 N2 P1","15","25","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
