"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"4","171.06623","171.06632211","171.066282413","639031.1","-9999","1145731.1","9.95","-1","0.232055116","0.990276645","0","0.594165987","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"10","187.061073","187.06118301","187.061197032","744747","-9999","840855.6","11.91","-1","-0.074960336","0.99898095","0","0.59938857","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"11","189.076725","189.076837266","189.076847097","510983.1","-9999","936958.3","7.53","-1","-0.051993768","0.999509601","0","0.59970576","2","0.625","1.75","O5","de-protonated","0","-9999","C8 H14 O5","8","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","199.061071","199.06119444","199.061197032","585429.9","-9999","1165682.4","8.82","-1","-0.013023124","0.999969226","0","0.599981536","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","201.040136","201.040261655","201.040461587","509334.8","-9999","1000080.7","7.4","-1","-0.994489571","0.835725996","0","0.501435597","4","0.75","1.25","O6","de-protonated","0","-9999","C8 H10 O6","8","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"20","201.040343","201.040468655","201.040461587","582902.8","-9999","801702.1","8.75","-1","0.035155059","0.999775777","0","0.599865466","4","0.75","1.25","O6","de-protonated","0","-9999","C8 H10 O6","8","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"22","201.076703","201.076828696","201.076847097","935610.5","-9999","889450.3","15.25","-1","-0.091512617","0.998481601","0","0.599088961","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"23","203.055985","203.056112911","203.056111652","740906.8","-9999","1031073.3","11.63","-1","0.006199915","0.999993025","0","0.599995815","3","0.75","1.5","O6","de-protonated","0","-9999","C8 H12 O6","8","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"31","213.076724","213.076863125","213.076847097","711919.1","-9999","950798.6","10.96","-1","0.075225108","0.998973742","0","0.599384245","4","0.5","1.4","O5","de-protonated","0","-9999","C10 H14 O5","10","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","213.113099","213.113238166","213.113232606","597172.1","-9999","933735.1","8.88","-1","0.026089829","0.999876499","0","0.5999259","3","0.363636364","1.636363636","O4","de-protonated","0","-9999","C11 H18 O4","11","18","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","215.055944","215.056085341","215.056111652","988327.1","-9999","727748","15.95","-1","-0.122346402","0.997287645","0","0.598372587","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"36","215.092341","215.092482381","215.092497161","1492620.3","-9999","761455.2","25.1","-1","-0.068714428","0.999143626","0","0.599486175","3","0.5","1.6","O5","de-protonated","0","-9999","C10 H16 O5","10","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"37","217.07162","217.071763596","217.071761716","991917","-9999","1087239","15.96","-1","0.008660905","0.999986389","0","0.599991834","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"38","217.107955","217.108098637","217.108147226","642546.4","-9999","1018937.4","9.64","-1","-0.223799284","0.990953111","0","0.594571867","2","0.5","1.8","O5","de-protonated","0","-9999","C10 H18 O5","10","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","223.097395","223.09754534","223.097582542","538503.5","-9999","970093.2","7.7","-1","-0.166750122","0.994967416","0","0.59698045","5","0.333333333","1.333333333","O4","de-protonated","0","-9999","C12 H16 O4","12","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","227.055898","227.05605277","227.056111652","552607.9","-9999","882403.3","7.92","-1","-0.25932629","0.987871701","0","0.592723021","5","0.6","1.2","O6","de-protonated","0","-9999","C10 H12 O6","10","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","227.092285","227.092439811","227.092497161","1198405.8","-9999","913138.8","19.5","-1","-0.252541354","0.988494424","0","0.593096654","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
