"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"2","165.019421","165.01943206","165.019332219","593055.7","-9999","1356889.8","9.09","-1","0.605021229","0.935738318","0","0.561442991","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"5","171.066358","171.066367497","171.066282413","938615.8","-9999","1306474.2","15.55","-1","0.497374019","0.956105571","0","0.573663343","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"24","242.17605","242.176041118","242.176167217","560255.8","-9999","671805.8","7.9","-1","-0.52069111","0.951996207","0","0.571197724","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","243.062146","243.062136889","243.062259661","906124.8","-9999","663064.5","13.97","-1","-0.505105763","0.954761855","0","0.572857113","5","0.666666667","1.333333333","N2 O6","de-protonated","0","-9999","C9 H12 O6 N2","9","12","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"26","245.048433","245.048423375","245.048538149","860612.4","-9999","917690.8","13.16","-1","-0.468370209","0.960977276","0","0.576586365","9","0.166666667","0.916666667","N2 P1 O2","de-protonated","0","-9999","C12 H11 O2 N2 P1","12","11","2","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"27","245.04884","245.048830375","245.048918271","1088260.5","-9999","811646.4","17.18","-1","-0.358687811","0.976925744","0","0.586155446","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"28","249.14949","249.149479315","249.149618115","708786.5","-9999","780395.7","10.44","-1","-0.557095843","0.945242616","0","0.567145569","5","0.2","1.466666667","O3","de-protonated","0","-9999","C15 H22 O3","15","22","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"30","253.1444","253.144388283","253.144532735","946925.6","-9999","915090.9","14.57","-1","-0.570631772","0.942628119","0","0.565576871","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","257.077762","257.077749266","257.077909725","1037558.6","-9999","758613.3","16.09","-1","-0.624165228","0.93175145","0","0.55905087","5","0.6","1.4","N2 O6","de-protonated","0","-9999","C10 H14 O6 N2","10","14","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"35","259.129756","259.129742736","259.129945299","525299.4","-9999","759790.6","7.11","-1","-0.781705339","0.895049172","0","0.537029503","3","0.454545455","1.818181818","N2 O5","de-protonated","0","-9999","C11 H20 O5 N2","11","20","5","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","265.147363","265.14734818","265.147523916","1130763.5","-9999","867794.3","17.51","-1","-0.662783507","0.923386732","0","0.554032039","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"40","265.147754","265.14773918","265.147904038","3446155.5","-9999","735378.6","57.52","-1","-0.62175874","0.932258496","0","0.559355098","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"40","265.147754","265.14773918","265.147523916","3446155.5","-9999","735378.6","57.52","-1","0.811866881","0.890148637","0.986250294","0.928589299","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"41","266.151104","266.151088921","266.150878751","585647.8","-9999","711029.1","8.09","-1","0.789665237","0.893020116","0.986250294","0.930312187","5","0.071428571","1.642857143","13C1 N2 P1 O1","de-protonated","1","40","C13 H23 O1 N2 P1 13C1","13","23","1","2","1","-9999","1","-9999","-9999","-9999","-9999"
