"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"3","165.019297","165.01934136","165.019332219","597046.3","-9999","1384014.4","9.17","-1","0.055393053","0.9994434","0","0.59966604","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"4","171.066274","171.066317152","171.066282413","613081.9","-9999","1140781.3","9.47","-1","0.203076542","0.992544969","0","0.595526981","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"13","199.061093","199.06113056","199.061197032","636670.5","-9999","1318396.3","9.79","-1","-0.333929992","0.979970113","0","0.587982068","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"24","232.97899","232.979020784","232.979138433","644664.3","-9999","916481","9.54","-1","-0.504977366","0.954784323","0","0.572870594","5","0.666666667","1.166666667","N2 S1 P1 O4","de-protonated","0","-9999","C6 H7 O4 N2 P1 S1","6","7","4","2","1","1","-9999","-9999","-9999","-9999","-9999"
"26","241.119126","241.119155158","241.119380615","598078.9","-9999","1039688.3","8.6","-1","-0.93504323","0.853302088","0","0.511981253","4","0.363636364","1.636363636","N2 O4","de-protonated","0","-9999","C11 H18 O4 N2","11","18","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"27","243.062083","243.06211177","243.062259661","661735.5","-9999","750643.5","9.7","-1","-0.608448824","0.935032386","0","0.561019432","5","0.666666667","1.333333333","N2 O6","de-protonated","0","-9999","C9 H12 O6 N2","9","12","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"30","253.144309","253.144335756","253.144532735","1012144.2","-9999","811339.3","15.77","-1","-0.778130008","0.895955354","0","0.537573212","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"33","257.077643","257.07766897","257.077909725","1020744.4","-9999","752698.9","15.86","-1","-0.936507045","0.852878019","0","0.511726812","5","0.6","1.4","N2 O6","de-protonated","0","-9999","C10 H14 O6 N2","10","14","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"37","262.991147","262.991171789","262.99142065","879793.4","-9999","677795.5","13.28","-1","-0.946273246","0.850037212","0","0.510022327","5","0.666666667","1.333333333","N4 S2 O4","de-protonated","0","-9999","C6 H8 O4 N4 S2","6","8","4","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"41","265.147626","265.147650358","265.147904038","2859694.8","-9999","703487.6","47.53","-1","-0.956751149","0.846967306","0","0.508180383","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"41","265.147626","265.147650358","265.147523916","2859694.8","-9999","703487.6","47.53","-1","0.476873991","0.959576701","0","0.57574602","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"42","265.147971","265.147995358","265.147904038","593198.8","-9999","928976","8.26","-1","0.344409169","0.978706946","0","0.587224168","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"48","269.139186","269.13920956","269.139447355","2436460","-9999","765695.1","40.04","-1","-0.883535291","0.867929209","0","0.520757525","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"54","279.1632","279.163221558","279.16317398","690197.7","-9999","616231.8","9.8","-1","0.170429456","0.994743469","0","0.596846082","5","0.066666667","1.666666667","N2 P1 O1","de-protonated","0","-9999","C15 H25 O1 N2 P1","15","25","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"59","293.066294","293.066312781","293.066514145","538169.3","-9999","585986.1","7.08","-1","-0.687093348","0.917904954","0","0.550742973","3","0.111111111","2.111111111","N4 S2 P1 O1","de-protonated","0","-9999","C9 H19 O1 N4 P1 S2","9","19","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"64","293.178848","293.178866758","293.178824045","1866242.3","-9999","607600.1","29.54","-1","0.145690204","0.996156043","0","0.597693626","5","0.0625","1.6875","N2 P1 O1","de-protonated","0","-9999","C16 H27 O1 N2 P1","16","27","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"71","307.194393","307.194408958","307.194474109","804024.6","-9999","496533.3","11.4","-1","-0.212084029","0.991871719","0","0.595123031","5","0.058823529","1.705882353","N2 P1 O1","de-protonated","0","-9999","C17 H29 O1 N2 P1","17","29","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"72","309.0975","309.097515578","309.097814273","866249.2","-9999","538818","12.43","-1","-0.966346214","0.844136287","0","0.506481772","2","0.1","2.3","N4 S2 P1 O1","de-protonated","0","-9999","C10 H23 O1 N4 P1 S2","10","23","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"75","311.076856","311.076871183","311.077078829","562464.2","-9999","641343.1","7.37","-1","-0.667506672","0.922334602","0","0.553400761","2","0.222222222","2.333333333","N4 S2 P1 O2","de-protonated","0","-9999","C9 H21 O2 N4 P1 S2","9","21","2","4","1","2","-9999","-9999","-9999","-9999","-9999"
"76","311.113205","311.113220175","311.11346433800003","688483","-9999","568643.5","9.47","-1","-0.78480254","0.894261561","0","0.536556937","1","0.1","2.5","N4 S2 P1 O1","de-protonated","0","-9999","C10 H25 O1 N4 P1 S2","10","25","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"79","312.171577","312.171591964","312.171750541","1425588.1","-9999","564116.8","21.65","-1","-0.507981667","0.954257246","0","0.572554347","9","0.111111111","1.277777778","N3 O2","de-protonated","0","-9999","C18 H23 O2 N3","18","23","2","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"91","321.061107","321.061120188","321.061428764","742257.2","-9999","610490.6","10.25","-1","-0.961112351","0.845682863","0","0.507409718","4","0.2","1.9","N4 S2 P1 O2","de-protonated","0","-9999","C10 H19 O2 N4 P1 S2","10","19","2","4","1","2","-9999","-9999","-9999","-9999","-9999"
"92","321.097545","321.097558181","321.097814273","910964.2","-9999","555361.8","13.03","-1","-0.797553649","0.890993608","0","0.534596165","3","0.090909091","2.090909091","N4 S2 P1 O1","de-protonated","0","-9999","C11 H23 O1 N4 P1 S2","11","23","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"93","321.209971","321.209984158","321.210124174","566525.3","-9999","627124.6","7.35","-1","-0.435899626","0.966110763","0","0.579666458","5","0.055555556","1.722222222","N2 P1 O1","de-protonated","0","-9999","C18 H31 O1 N2 P1","18","31","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"96","323.076758","323.076770785","323.077078829","958231.1","-9999","676364.4","13.71","-1","-0.953466675","0.84793206","0","0.508759236","3","0.2","2.1","N4 S2 P1 O2","de-protonated","0","-9999","C10 H21 O2 N4 P1 S2","10","21","2","4","1","2","-9999","-9999","-9999","-9999","-9999"
"97","323.113136","323.113148778","323.11346433800003","719322.1","-9999","408324.9","9.79","-1","-0.976622395","0.841083633","0","0.50465018","2","0.090909091","2.272727273","N4 S2 P1 O1","de-protonated","0","-9999","C11 H25 O1 N4 P1 S2","11","25","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"102","325.092401","325.092413383","325.092728893","2122944.3","-9999","482418","32.78","-1","-0.970524167","0.842897742","0","0.505738645","2","0.2","2.3","N4 S2 P1 O2","de-protonated","0","-9999","C10 H23 O2 N4 P1 S2","10","23","2","4","1","2","-9999","-9999","-9999","-9999","-9999"
"105","326.187188","326.187200164","326.187400606","1769757.9","-9999","464715","26.99","-1","-0.6144991","0.933777882","0","0.560266729","9","0.105263158","1.315789474","N3 O2","de-protonated","0","-9999","C19 H25 O2 N3","19","25","2","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"109","328.034895","328.034906795","328.034879663","615870.4","-9999","666103.1","8.09","-1","0.082710328","0.99875948","0","0.599255688","7","0.166666667","1.333333333","N3 S2 P1 O2","de-protonated","0","-9999","C12 H16 O2 N3 P1 S2","12","16","2","3","1","2","-9999","-9999","-9999","-9999","-9999"
"116","333.097533","333.097543784","333.097814273","784521.5","-9999","641599.8","10.74","-1","-0.812043615","0.887230953","0","0.532338572","4","0.083333333","1.916666667","N4 S2 P1 O1","de-protonated","0","-9999","C12 H23 O1 N4 P1 S2","12","23","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"118","335.040444","335.040454395","335.040693319","585793.7","-9999","668001.9","7.51","-1","-0.713118885","0.911855585","0","0.547113351","5","0.3","1.7","N4 S2 P1 O3","de-protonated","0","-9999","C10 H17 O3 N4 P1 S2","10","17","3","4","1","2","-9999","-9999","-9999","-9999","-9999"
"119","335.113167","335.113177381","335.11346433800003","915656.7","-9999","619404.9","12.87","-1","-0.856298251","0.875424253","0","0.525254552","3","0.083333333","2.083333333","N4 S2 P1 O1","de-protonated","0","-9999","C12 H25 O1 N4 P1 S2","12","25","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"123","337.092411","337.092420985","337.092728893","1269257.4","-9999","613228.8","18.42","-1","-0.91342099","0.859512839","0","0.515707703","3","0.181818182","2.090909091","N4 S2 P1 O2","de-protonated","0","-9999","C11 H23 O2 N4 P1 S2","11","23","2","4","1","2","-9999","-9999","-9999","-9999","-9999"
"125","339.071692","339.07170159","339.071993448","786639.1","-9999","446315.8","10.66","-1","-0.860755497","0.874209407","0","0.524525644","3","0.3","2.1","N4 S2 P1 O3","de-protonated","0","-9999","C10 H21 O3 N4 P1 S2","10","21","3","4","1","2","-9999","-9999","-9999","-9999","-9999"
"128","340.202771","340.202780364","340.20305067","1239234.5","-9999","479469.7","17.93","-1","-0.794543716","0.891768683","0","0.53506121","9","0.1","1.35","N3 O2","de-protonated","0","-9999","C20 H27 O2 N3","20","27","2","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
