"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"4","171.066372","171.066359753","171.066282413","602581.8","-9999","1543011.9","9.26","-1","0.452105912","0.963591271","0","0.578154763","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"8","179.03508","179.035072725","179.034982284","1185365.6","-9999","1059944.8","20.14","-1","0.505160277","0.954752314","0","0.572851389","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"21","199.061292","199.061297221","199.061197032","638123.9","-9999","1150385.2","9.79","-1","0.503307285","0.955076097","0","0.573045658","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"33","221.154649","221.154668007","221.154703496","533257.9","-9999","1036821.7","7.63","-1","-0.160469976","0.995338484","0","0.59720309","4","0.142857143","1.571428571","O2","de-protonated","0","-9999","C14 H22 O2","14","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","221.154845","221.154864007","221.154703496","663401.9","-9999","766346.3","9.98","-1","0.72578801","0.908844375","0","0.545306625","4","0.142857143","1.571428571","O2","de-protonated","0","-9999","C14 H22 O2","14","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","242.176226","242.176258124","242.176167217","1425601","-9999","634633.8","23.2","-1","0.375378776","0.974756294","0","0.584853777","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","245.048914","245.048947917","245.048918271","1237689.5","-9999","602409.7","19.8","-1","0.120978828","0.997347863","0","0.598408718","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"42","251.05615","251.056187665","251.056111652","659885.9","-9999","671973.6","9.54","-1","0.302774757","0.983503714","0","0.590102229","7","0.5","1","O6","de-protonated","0","-9999","C12 H12 O6","12","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"44","253.144457","253.144495968","253.144532735","786002.3","-9999","671232.9","11.74","-1","-0.145239685","0.996179735","0","0.597707841","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"50","262.975983","262.976028103","262.975967805","1645092.3","-9999","581206.5","26.48","-1","0.229293135","0.990505632","0","0.594303379","9","0.083333333","0.75","S2 P1 O1","de-protonated","0","-9999","C12 H9 O1 P1 S2","12","9","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999"
"51","262.991236","262.991281113","262.99142065","711845.9","-9999","616211.4","10.31","-1","-0.530578822","0.950202343","0","0.570121406","5","0.666666667","1.333333333","N4 S2 O4","de-protonated","0","-9999","C6 H8 O4 N4 S2","6","8","4","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"52","262.99377","262.993815114","262.993725869","731718.3","-9999","466119","10.66","-1","0.339342479","0.979322358","0","0.587593415","9","0.25","0.75","S1 P1 O3","de-protonated","0","-9999","C12 H9 O3 P1 S1","12","9","3","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"54","265.03534","265.035386388","265.035376207","591559","-9999","739217.5","8.19","-1","0.03841436","0.999732279","0","0.599839367","8","0.583333333","0.833333333","O7","de-protonated","0","-9999","C12 H10 O7","12","10","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"54","265.03534","265.035386388","265.035214016","591559","-9999","739217.5","8.19","-1","0.650375819","0.926120665","0","0.555672399","3","0.142857143","2.142857143","N4 S2 P1 O1","de-protonated","0","-9999","C7 H15 O1 N4 P1 S2","7","15","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"56","265.147883","265.147929458","265.147904038","5247123","-9999","633831.8","88.56","-1","0.095871094","0.499166823","0.885121231","0.653548586","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"63","269.131113","269.131161944","269.131205146","1467052.6","-9999","510152","23.21","-1","-0.1605249","0.9953353","0","0.59720118","4","0.214285714","1.642857143","P1 O3","de-protonated","0","-9999","C14 H23 O3 P1","14","23","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"64","269.13941","269.139458949","269.139447355","2157741.5","-9999","592446.4","35.09","-1","0.043079628","0.999663314","0","0.599797989","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"71","279.050943","279.050998134","279.051026271","593250","-9999","886614","8.11","-1","-0.10083372","0.998156832","0","0.598894099","8","0.538461538","0.923076923","O7","de-protonated","0","-9999","C13 H12 O7","13","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"71","279.050943","279.050998134","279.05086408","593250","-9999","886614","8.11","-1","0.480391191","0.958990657","0","0.575394394","3","0.125","2.125","N4 S2 P1 O1","de-protonated","0","-9999","C8 H17 O1 N4 P1 S2","8","17","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"72","279.163497","279.163552204","279.163554103","1275691.1","-9999","712646.6","19.75","-1","-0.006802073","0.999991605","0","0.599994963","0","0.307692308","2.153846154","S1 O4","de-protonated","0","-9999","C13 H28 O4 S1","13","28","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"73","281.066554","281.066610391","281.066676336","569282.6","-9999","674987.7","7.7","-1","-0.234622263","0.990061402","0","0.594036841","7","0.538461538","1.076923077","O7","de-protonated","0","-9999","C13 H14 O7","13","14","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
