"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"22","212.979759","212.979805673","212.979793338","1194527.4","-9999","946370.4","19.73","-1","0.057919066","0.999391494","0","0.599634896","6","0.285714286","0.857142857","N2 S2 O2","de-protonated","0","-9999","C7 H6 O2 N2 S2","7","6","2","2","-9999","2","-9999","-9999","-9999","-9999"
"26","227.02042","227.020453436","227.020595522","528482.5","-9999","1160888.9","7.47","-1","-0.625874417","0.931390303","0","0.558834182","5","0.2","1.2","S2 O2","de-protonated","0","-9999","C10 H12 O2 S2","10","12","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"29","237.041152","237.041175989","237.041330967","540249.4","-9999","1066587.2","7.55","-1","-0.653804804","0.925369477","0","0.555221686","6","0.083333333","1.166666667","S2 O1","de-protonated","0","-9999","C12 H14 O1 S2","12","14","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"30","239.056787","239.056809088","239.056981032","579018.4","-9999","892621","8.23","-1","-0.719257598","0.910401908","0","0.546241145","5","0.083333333","1.333333333","S2 O1","de-protonated","0","-9999","C12 H16 O1 S2","12","16","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"33","241.036","241.036020222","241.036245587","609202.4","-9999","1035519.2","8.73","-1","-0.934982413","0.853319697","0","0.511991818","5","0.181818182","1.272727273","S2 O2","de-protonated","0","-9999","C11 H14 O2 S2","11","14","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"36","251.020532","251.020542809","251.020595522","520280.2","-9999","610271.5","7.06","-1","-0.209996909","0.992030276","0","0.595218166","7","0.166666667","1","S2 O2","de-protonated","0","-9999","C12 H12 O2 S2","12","12","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"37","251.056877","251.056887775","251.056981032","659357.6","-9999","963122.8","9.48","-1","-0.371458164","0.975274312","0","0.585164587","6","0.076923077","1.230769231","S2 O1","de-protonated","0","-9999","C13 H16 O1 S2","13","16","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"40","253.03613000000001","253.036138909","253.036245587","702270.4","-9999","793284.1","10.23","-1","-0.421592974","0.968263706","0","0.580958224","6","0.166666667","1.166666667","S2 O2","de-protonated","0","-9999","C12 H14 O2 S2","12","14","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"42","255.05177","255.051777008","255.051895651","583194.6","-9999","777652.5","8.11","-1","-0.465172379","0.96149796","0","0.576898776","5","0.166666667","1.333333333","S2 O2","de-protonated","0","-9999","C12 H16 O2 S2","12","16","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"43","255.088222","255.088228974","255.088281161","537823.6","-9999","864999","7.33","-1","-0.204583345","0.992434349","0","0.595460609","4","0.076923077","1.538461538","S2 O1","de-protonated","0","-9999","C13 H20 O1 S2","13","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"50","262.974965","262.974964538","262.975098425","579011.6","-9999","823913.4","7.96","-1","-0.509122005","0.954056442","0","0.572433865","10","0.545454545","0.454545455","P1 O6","de-protonated","0","-9999","C11 H5 O6 P1","11","5","6","-9999","1","-9999","-9999","-9999","-9999","-9999"
"51","262.975993","262.975992537","262.975967805","1083907.6","-9999","925936.2","16.66","-1","0.094049474","0.998396319","0","0.599037791","9","0.083333333","0.75","S2 P1 O1","de-protonated","0","-9999","C12 H9 O1 P1 S2","12","9","1","-9999","1","2","-9999","-9999","-9999","-9999"
"52","262.976812","262.976811537","262.976815958","4804355.5","-9999","602722.2","80.78","-1","-0.016812093","0.499974358","0.902398978","0.660944206","10","0.5","0.4","N2 S1 O5","de-protonated","0","-9999","C10 H4 O5 N2 S1","10","4","5","2","-9999","1","-9999","-9999","-9999","-9999"
"53","263.020514","263.020513495","263.020595522","615496.8","-9999","713974.6","8.59","-1","-0.31186555","0.982507088","0","0.589504253","8","0.153846154","0.923076923","S2 O2","de-protonated","0","-9999","C13 H12 O2 S2","13","12","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"55","265.035995","265.035992595","265.036245587","617961.4","-9999","1018707","8.6","-1","-0.954555125","0.847612593","0","0.508567556","7","0.153846154","1.076923077","S2 O2","de-protonated","0","-9999","C13 H14 O2 S2","13","14","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"56","265.072652","265.072649561","265.072631096","591437.3","-9999","605787.4","8.14","-1","0.069657827","0.99911996","0","0.599471976","6","0.071428571","1.285714286","S2 O1","de-protonated","0","-9999","C14 H18 O1 S2","14","18","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"62","267.051855","267.051850695","267.051895651","790655.2","-9999","775812.8","11.56","-1","-0.168344462","0.994870969","0","0.596922581","6","0.153846154","1.230769231","S2 O2","de-protonated","0","-9999","C13 H16 O2 S2","13","16","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
