"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","33S","34S"
"10","253.144338","253.144577043","253.144532735","1056224.1","-9999","818935.3","16.51","-1","0.175030572","0.994456614","0","0.596673968","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999"
"11","265.147675","265.147915478","265.147904038","1997055.3","-9999","609672.2","32.53","-1","0.043143426","0.999662317","0","0.59979739","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999"
"17","269.130965","269.131205954","269.131205146","2163853","-9999","757452.6","35.28","-1","0.003001228","0.999998366","0","0.599999019","4","0.214285714","1.642857143","P1 O3","de-protonated","0","-9999","C14 H23 O3 P1","14","23","3","-9999","1","-9999","-9999","-9999","-9999"
"19","269.1392","269.139440955","269.139447355","2027917.8","-9999","749612","32.94","-1","-0.023778683","0.99989741","0","0.599938446","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999","-9999"
"23","285.125855","285.126097866","285.126119766","5575341.5","-9999","661791.2","92.97","-1","-0.076808418","0.499465055","0.86849267","0.647076101","4","0.285714286","1.642857143","P1 O4","de-protonated","0","-9999","C14 H23 O4 P1","14","23","4","-9999","1","-9999","-9999","-9999","-9999"
"25","293.175562","293.175805828","293.175832864","1638360.3","-9999","601472.6","25.67","-1","-0.092218481","0.998458105","0","0.599074863","5","0.235294118","1.529411765","O4","de-protonated","0","-9999","C17 H26 O4","17","26","4","-9999","-9999","-9999","-9999","-9999","-9999"
"26","293.178927","293.179170828","293.179204167","1246168.5","-9999","750746.9","19.05","-1","-0.113715936","0.997656381","0","0.598593828","0","0.285714286","2.142857143","S1 O4","de-protonated","0","-9999","C14 H30 O4 S1","14","30","4","-9999","-9999","1","-9999","-9999","-9999"
"28","297.152673","297.152917303","297.152989419","2037216.4","-9999","621031.3","32.27","-1","-0.242688803","0.989369964","0","0.593621978","4","0.1875","1.625","S1 O3","de-protonated","0","-9999","C16 H26 O3 S1","16","26","3","-9999","-9999","1","-9999","-9999","-9999"
"31","307.194098","307.194343503","307.194474109","907908.2","-9999","730828.2","13.14","-1","-0.425157226","0.967733613","0","0.580640168","5","0.058823529","1.705882353","N2 P1 O1","de-protonated","0","-9999","C17 H29 O1 N2 P1","17","29","1","2","1","-9999","-9999","-9999","-9999"
"32","307.194544","307.194789503","307.194854232","1753732.3","-9999","610234.6","27.24","-1","-0.210708012","0.991976428","0","0.595185857","0","0.266666667","2.133333333","S1 O4","de-protonated","0","-9999","C15 H32 O4 S1","15","32","4","-9999","-9999","1","-9999","-9999","-9999"
"33","311.168286","311.168531978","311.168639483","10874271","-9999","547860.1","179.28","-1","-0.345487814","0.975126336","0.99258956","0.982111626","4","0.176470588","1.647058824","S1 O3","de-protonated","0","-9999","C17 H28 O3 S1","17","28","3","-9999","-9999","1","-9999","-9999","-9999"
"34","312.171624","312.171870098","312.171994318","1887465.3","-9999","545129.9","29.32","-1","-0.397922053","0.971677868","0.99258956","0.980042545","4","0.176470588","1.647058824","13C1 S1 O3","de-protonated","1","33","C16 H28 O3 S1 13C1","16","28","3","-9999","-9999","1","1","-9999","-9999"
"34","312.171624","312.171870098","312.171750541","1887465.3","-9999","545129.9","29.32","-1","0.382983979","0.97373674","0","0.584242044","9","0.111111111","1.277777778","N3 O2","de-protonated","0","-9999","C18 H23 O2 N3","18","23","2","3","-9999","-9999","-9999","-9999","-9999"
"36","319.045574","319.04582092","319.045940891","871172.3","-9999","624823.2","12.39","-1","-0.37603119","0.974669592","0","0.584801755","10","0.533333333","0.8","O8","de-protonated","0","-9999","C15 H12 O8","15","12","8","-9999","-9999","-9999","-9999","-9999","-9999"
"36","319.045574","319.04582092","319.0457787","871172.3","-9999","624823.2","12.39","-1","0.132332436","0.996827536","0","0.598096522","5","0.2","1.7","N4 S2 P1 O2","de-protonated","0","-9999","C10 H17 O2 N4 P1 S2","10","17","2","4","1","2","-9999","-9999","-9999"
"38","321.061162","321.061409161","321.061590955","854831.4","-9999","532051.5","12.12","-1","-0.56623022","0.943484378","0","0.566090627","9","0.533333333","0.933333333","O8","de-protonated","0","-9999","C15 H14 O8","15","14","8","-9999","-9999","-9999","-9999","-9999","-9999"
"38","321.061162","321.061409161","321.061428764","854831.4","-9999","532051.5","12.12","-1","-0.061058239","0.999323768","0","0.599594261","4","0.2","1.9","N4 S2 P1 O2","de-protonated","0","-9999","C10 H19 O2 N4 P1 S2","10","19","2","4","1","2","-9999","-9999","-9999"
"39","323.076893","323.077140402","323.07724102","881761.6","-9999","555259.3","12.46","-1","-0.311437316","0.982554674","0","0.589532804","8","0.533333333","1.066666667","O8","de-protonated","0","-9999","C15 H16 O8","15","16","8","-9999","-9999","-9999","-9999","-9999","-9999"
"39","323.076893","323.077140402","323.077078829","881761.6","-9999","555259.3","12.46","-1","0.190583069","0.993431108","0","0.596058665","3","0.2","2.1","N4 S2 P1 O2","de-protonated","0","-9999","C10 H21 O2 N4 P1 S2","10","21","2","4","1","2","-9999","-9999","-9999"
"40","325.092478","325.092725643","325.092891084","1921819.4","-9999","544969.3","29.49","-1","-0.508906421","0.954094436","0","0.572456661","7","0.533333333","1.2","O8","de-protonated","0","-9999","C15 H18 O8","15","18","8","-9999","-9999","-9999","-9999","-9999","-9999"
"40","325.092478","325.092725643","325.092728893","1921819.4","-9999","544969.3","29.49","-1","-0.009998777","0.99998186","0","0.599989116","2","0.2","2.3","N4 S2 P1 O2","de-protonated","0","-9999","C10 H23 O2 N4 P1 S2","10","23","2","4","1","2","-9999","-9999","-9999"
"41","325.180933","325.181180653","325.180918244","1079715.8","-9999","496351.8","15.7","-1","0.806962241","0.888556345","0","0.533133807","9","0.142857143","1.238095238","O3","de-protonated","0","-9999","C21 H26 O3","21","26","3","-9999","-9999","-9999","-9999","-9999","-9999"
"42","325.183853","325.184100653","325.184289548","13179428","-9999","528618.2","213.89","-1","-0.580883685","0.948524147","0.981373379","0.96166384","4","0.166666667","1.666666667","S1 O3","de-protonated","0","-9999","C18 H30 O3 S1","18","30","3","-9999","-9999","1","-9999","-9999","-9999"
"43","326.187235","326.187482773","326.187644383","2924163.8","-9999","547685.2","45.91","-1","-0.49544915","0.956437166","0.981373379","0.966411651","4","0.166666667","1.666666667","13C1 S1 O3","de-protonated","1","42","C17 H30 O3 S1 13C1","17","30","3","-9999","-9999","1","1","-9999","-9999"
"43","326.187235","326.187482773","326.187400606","2924163.8","-9999","547685.2","45.91","-1","0.251902767","0.988552203","0","0.593131322","9","0.105263158","1.315789474","N3 O2","de-protonated","0","-9999","C19 H25 O2 N3","19","25","2","3","-9999","-9999","-9999","-9999","-9999"
"46","331.081903","331.082151358","331.0823264","908662.1","-9999","528657.6","12.76","-1","-0.528696161","0.95054624","0","0.570327744","10","0.411764706","0.941176471","O7","de-protonated","0","-9999","C17 H16 O7","17","16","7","-9999","-9999","-9999","-9999","-9999","-9999"
"46","331.081903","331.082151358","331.082164209","908662.1","-9999","528657.6","12.76","-1","-0.038814005","0.99972668","0","0.599836008","5","0.083333333","1.75","N4 S2 P1 O1","de-protonated","0","-9999","C12 H21 O1 N4 P1 S2","12","21","1","4","1","2","-9999","-9999","-9999"
"47","333.061121","333.061369595","333.061590955","913486.9","-9999","397685.3","12.83","-1","-0.664623326","0.92297764","0","0.553786584","10","0.5","0.875","O8","de-protonated","0","-9999","C16 H14 O8","16","14","8","-9999","-9999","-9999","-9999","-9999","-9999"
"47","333.061121","333.061369595","333.061428764","913486.9","-9999","397685.3","12.83","-1","-0.177652431","0.994289775","0","0.596573865","5","0.181818182","1.727272727","N4 S2 P1 O2","de-protonated","0","-9999","C11 H19 O2 N4 P1 S2","11","19","2","4","1","2","-9999","-9999","-9999"
"48","335.076736","335.076984836","335.07724102","928052.8","-9999","564776.9","13.06","-1","-0.764552224","0.899367056","0","0.539620234","9","0.5","1","O8","de-protonated","0","-9999","C16 H16 O8","16","16","8","-9999","-9999","-9999","-9999","-9999","-9999"
"48","335.076736","335.076984836","335.077078829","928052.8","-9999","564776.9","13.06","-1","-0.280510742","0.985823919","0","0.591494351","4","0.181818182","1.909090909","N4 S2 P1 O2","de-protonated","0","-9999","C11 H21 O2 N4 P1 S2","11","21","2","4","1","2","-9999","-9999","-9999"
"49","335.113263","335.11351184","335.113626529","894393.1","-9999","643906.3","12.52","-1","-0.342239244","0.978971579","0","0.587382948","8","0.411764706","1.176470588","O7","de-protonated","0","-9999","C17 H20 O7","17","20","7","-9999","-9999","-9999","-9999","-9999","-9999"
"49","335.113263","335.11351184","335.11346433800003","894393.1","-9999","643906.3","12.52","-1","0.141749888","0.996360784","0","0.59781647","3","0.083333333","2.083333333","N4 S2 P1 O1","de-protonated","0","-9999","C12 H25 O1 N4 P1 S2","12","25","1","4","1","2","-9999","-9999","-9999"
"50","337.092505","337.092754077","337.092891084","877603.9","-9999","613215.2","12.11","-1","-0.406438648","0.970470824","0","0.582282495","8","0.5","1.125","O8","de-protonated","0","-9999","C16 H18 O8","16","18","8","-9999","-9999","-9999","-9999","-9999","-9999"
"50","337.092505","337.092754077","337.092728893","877603.9","-9999","613215.2","12.11","-1","0.074708675","0.998987777","0","0.599392666","3","0.181818182","2.090909091","N4 S2 P1 O2","de-protonated","0","-9999","C11 H23 O2 N4 P1 S2","11","23","2","4","1","2","-9999","-9999","-9999"
"51","339.071659","339.071908313","339.072155639","972439.4","-9999","400452.6","13.63","-1","-0.729420361","0.907973114","0","0.544783869","8","0.6","1.066666667","O9","de-protonated","0","-9999","C15 H16 O9","15","16","9","-9999","-9999","-9999","-9999","-9999","-9999"
"51","339.071659","339.071908313","339.071993448","972439.4","-9999","400452.6","13.63","-1","-0.251081793","0.988626275","0","0.593175765","3","0.3","2.1","N4 S2 P1 O3","de-protonated","0","-9999","C10 H21 O3 N4 P1 S2","10","21","3","4","1","2","-9999","-9999","-9999"
"52","339.092843","339.093092316","339.093285008","974106.1","-9999","489927.1","13.66","-1","-0.568255612","0.943091094","0","0.565854656","3","0.916666667","1.666666667","O11","de-protonated","0","-9999","C12 H20 O11","12","20","11","-9999","-9999","-9999","-9999","-9999","-9999"
"53","339.108134","339.108383318","339.108541149","953116","-9999","548377.4","13.32","-1","-0.465429517","0.961456213","0","0.576873728","7","0.5","1.25","O8","de-protonated","0","-9999","C16 H20 O8","16","20","8","-9999","-9999","-9999","-9999","-9999","-9999"
"53","339.108134","339.108383318","339.108378958","953116","-9999","548377.4","13.32","-1","0.012857852","0.999970003","0","0.599982002","2","0.181818182","2.272727273","N4 S2 P1 O2","de-protonated","0","-9999","C11 H25 O2 N4 P1 S2","11","25","2","4","1","2","-9999","-9999","-9999"
"54","339.199491","339.199740329","339.199939612","9152551","-9999","519377.4","144.88","-1","-0.587510468","0.94541611","0.996804759","0.96597157","4","0.157894737","1.684210526","S1 O3","de-protonated","0","-9999","C19 H32 O3 S1","19","32","3","-9999","-9999","1","-9999","-9999","-9999"
"55","340.202867","340.203116449","340.203294447","1838502.6","-9999","548192","27.53","-1","-0.523212625","0.95154163","0.996804759","0.969646882","4","0.157894737","1.684210526","13C1 S1 O3","de-protonated","1","54","C18 H32 O3 S1 13C1","18","32","3","-9999","-9999","1","1","-9999","-9999"
"55","340.202867","340.203116449","340.20305067","1838502.6","-9999","548192","27.53","-1","0.193349946","0.99323964","0","0.595943784","9","0.1","1.35","N3 O2","de-protonated","0","-9999","C20 H27 O2 N3","20","27","2","3","-9999","-9999","-9999","-9999","-9999"
"58","345.061104","345.061354029","345.061590955","1019437.8","-9999","566809.1","14.22","-1","-0.686620108","0.918013236","0","0.550807942","11","0.470588235","0.823529412","O8","de-protonated","0","-9999","C17 H14 O8","17","14","8","-9999","-9999","-9999","-9999","-9999","-9999"
"58","345.061104","345.061354029","345.061428764","1019437.8","-9999","566809.1","14.22","-1","-0.216584326","0.991524586","0","0.594914752","6","0.166666667","1.583333333","N4 S2 P1 O2","de-protonated","0","-9999","C12 H19 O2 N4 P1 S2","12","19","2","4","1","2","-9999","-9999","-9999"
"59","345.230936","345.23118605","345.231253542","3168581.3","-9999","421265","48.33","-1","-0.195498488","0.993089084","0","0.59585345","2","0.176470588","2.058823529","N2 P1 O3","de-protonated","0","-9999","C17 H35 O3 N2 P1","17","35","3","2","1","-9999","-9999","-9999","-9999"
"61","347.076751","347.07700127","347.07724102","956745.7","-9999","625023.5","13.22","-1","-0.690767766","0.917062113","0","0.550237268","10","0.470588235","0.941176471","O8","de-protonated","0","-9999","C17 H16 O8","17","16","8","-9999","-9999","-9999","-9999","-9999","-9999"
"61","347.076751","347.07700127","347.077078829","956745.7","-9999","625023.5","13.22","-1","-0.223461718","0.990980259","0","0.594588155","5","0.166666667","1.75","N4 S2 P1 O2","de-protonated","0","-9999","C12 H21 O2 N4 P1 S2","12","21","2","4","1","2","-9999","-9999","-9999"
"62","347.113123","347.113373274","347.113626529","969934.9","-9999","487153.4","13.43","-1","-0.729601934","0.90792947","0","0.544757682","9","0.388888889","1.111111111","O7","de-protonated","0","-9999","C18 H20 O7","18","20","7","-9999","-9999","-9999","-9999","-9999","-9999"
"62","347.113123","347.113373274","347.11346433800003","969934.9","-9999","487153.4","13.43","-1","-0.262344889","0.987589477","0","0.592553686","4","0.076923077","1.923076923","N4 S2 P1 O1","de-protonated","0","-9999","C13 H25 O1 N4 P1 S2","13","25","1","4","1","2","-9999","-9999","-9999"
"63","347.1495","347.149750279","347.150012039","972756.1","-9999","558312.5","13.47","-1","-0.754024964","0.901979657","0","0.54118779400000006","8","0.315789474","1.263157895","O6","de-protonated","0","-9999","C19 H24 O6","19","24","6","-9999","-9999","-9999","-9999","-9999","-9999"
"65","349.092391","349.092641511","349.092891084","1405550.6","-9999","543991.7","20.11","-1","-0.714919499","0.911430243","0","0.546858146","9","0.470588235","1.058823529","O8","de-protonated","0","-9999","C17 H18 O8","17","18","8","-9999","-9999","-9999","-9999","-9999","-9999"
"65","349.092391","349.092641511","349.092728893","1405550.6","-9999","543991.7","20.11","-1","-0.250311672","0.988695544","0","0.593217327","4","0.166666667","1.916666667","N4 S2 P1 O2","de-protonated","0","-9999","C12 H23 O2 N4 P1 S2","12","23","2","4","1","2","-9999","-9999","-9999"
"66","349.10544","349.105690513","349.105778244","3100528.5","-9999","380320.9","46.72","-1","-0.251302988","0.988606341","0","0.593163805","4","0.571428571","1.642857143","P1 O8","de-protonated","0","-9999","C14 H23 O8 P1","14","23","8","-9999","1","-9999","-9999","-9999","-9999"
"67","349.128783","349.129033515","349.129276594","1182580","-9999","583382.3","16.61","-1","-0.696241568","0.91579964","0","0.549479784","8","0.388888889","1.222222222","O7","de-protonated","0","-9999","C18 H22 O7","18","22","7","-9999","-9999","-9999","-9999","-9999","-9999"
"67","349.128783","349.129033515","349.129114402","1182580","-9999","583382.3","16.61","-1","-0.231682153","0.990307724","0","0.594184634","3","0.076923077","2.076923077","N4 S2 P1 O1","de-protonated","0","-9999","C13 H27 O1 N4 P1 S2","13","27","1","4","1","2","-9999","-9999","-9999"
"68","351.071604","351.071854748","351.072155639","1072790.9","-9999","433577","14.89","-1","-0.857065587","0.875215441","0","0.525129265","9","0.5625","1","O9","de-protonated","0","-9999","C16 H16 O9","16","16","9","-9999","-9999","-9999","-9999","-9999","-9999"
