"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"19","236.10706","236.10740422","236.107436206","1362704.6","-9999","612538","22.2","-1","-0.135473394","0.996675404","0","0.598005242","1","0.375","2.375","N3 S1 O3","de-protonated","0","-9999","C8 H19 O3 N3 S1","8","19","3","3","-9999","1","-9999","-9999","-9999","-9999"
"26","245.997623","245.997958194","245.997885755","574542.6","-9999","893799.4","8.09","-1","0.294467488","0.984389511","0","0.590633707","10","0.3","0.5","N3 S1 O3","de-protonated","0","-9999","C10 H5 O3 N3 S1","10","5","3","3","-9999","1","-9999","-9999","-9999","-9999"
"38","263.082443","263.082762601","263.082601182","1096351","-9999","717732","16.88","-1","0.613567021","0.933971844","0","0.560383106","12","0.125","0.75","N2 O2","de-protonated","0","-9999","C16 H12 O2 N2","16","12","2","2","-9999","-9999","-9999","-9999","-9999","-9999"
"39","265.134431","265.134748729","265.134636756","1029391.3","-9999","601427.1","15.64","-1","0.422322275","0.968155581","0","0.580893348","10","0.058823529","1.058823529","N2 O1","de-protonated","0","-9999","C17 H18 O1 N2","17","18","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"41","266.041787","266.0421039","266.041858568","1268598","-9999","594972.7","19.74","-1","0.922155488","0.857016031","0","0.514209619","8","0.6","0.9","N3 O6","de-protonated","0","-9999","C10 H9 O6 N3","10","9","6","3","-9999","-9999","-9999","-9999","-9999","-9999"
"55","271.051246","271.051558329","271.051301054","649801.9","-9999","735544.6","9.07","-1","0.949174733","0.849189384","0","0.509513631","15","0.117647059","0.470588235","N2 O2","de-protonated","0","-9999","C17 H8 O2 N2","17","8","2","2","-9999","-9999","-9999","-9999","-9999","-9999"
"63","280.998359","280.99866225","280.998614031","558873.2","-9999","1251678.8","7.43","-1","0.171599997","0.994671209","0","0.596802726","9","0.555555556","0.666666667","N4 S1 O5","de-protonated","0","-9999","C9 H6 O5 N4 S1","9","6","5","4","-9999","1","-9999","-9999","-9999","-9999"
"67","283.050844","283.051145377","283.051301054","647491","-9999","788934.2","8.87","-1","-0.549993293","0.946592212","0","0.567955327","16","0.111111111","0.444444444","N2 O2","de-protonated","0","-9999","C18 H8 O2 N2","18","8","2","2","-9999","-9999","-9999","-9999","-9999","-9999"
"69","285.128436","285.128735481","285.128488747","8830570","-9999","577861.7","146.26","-1","0.865342189","0.436477234","0.81490939","0.587850097","13","0.047619048","0.857142857","O1","de-protonated","0","-9999","C21 H18 O1","21","18","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"76","289.037807","289.038102913","289.038367388","661274.7","-9999","724978.4","9.04","-1","-0.915015319","0.859058323","0","0.515434994","10","0.307692308","0.846153846","N2 P1 O4","de-protonated","0","-9999","C13 H11 O4 N2 P1","13","11","4","2","1","-9999","-9999","-9999","-9999","-9999"
"80","291.053498","291.053792074","291.054017452","608627.9","-9999","741552.2","8.11","-1","-0.774353176","0.896909085","0","0.538145451","9","0.307692308","1","N2 P1 O4","de-protonated","0","-9999","C13 H13 O4 N2 P1","13","13","4","2","1","-9999","-9999","-9999","-9999","-9999"
"82","293.032825","293.033117267","293.033282007","681672.6","-9999","765981.4","9.32","-1","-0.562189158","0.944265348","0","0.566559209","9","0.416666667","0.916666667","N2 P1 O5","de-protonated","0","-9999","C12 H11 O5 N2 P1","12","11","5","2","1","-9999","-9999","-9999","-9999","-9999"
"84","293.1055","293.105792201","293.106053026","597902","-9999","778372.8","7.93","-1","-0.889866169","0.866162899","0","0.519697739","7","0.214285714","1.357142857","N2 P1 O3","de-protonated","0","-9999","C14 H19 O3 N2 P1","14","19","3","2","1","-9999","-9999","-9999","-9999","-9999"
"85","293.116746","293.117038191","293.116818385","1014414.8","-9999","547814.2","14.85","-1","0.749891928","0.902997518","0","0.541798511","1","0.076923077","2.076923077","S2 P1 O1","de-protonated","0","-9999","C13 H27 O1 P1 S2","13","27","1","-9999","1","2","-9999","-9999","-9999","-9999"
"85","293.116746","293.117038191","293.117286415","1014414.8","-9999","547814.2","14.85","-1","-0.846844337","0.877985607","0","0.526791364","7","0.153846154","1.461538462","N4 P1 O2","de-protonated","0","-9999","C13 H19 O2 N4 P1","13","19","2","4","1","-9999","-9999","-9999","-9999","-9999"
"86","293.178287","293.178579134","293.178824045","33617108","-9999","520128.7","555.99","-1","-0.835361455","0.889476016","0.986040124","0.928101659","5","0.0625","1.6875","N2 P1 O1","de-protonated","0","-9999","C16 H27 O1 N2 P1","16","27","1","2","1","-9999","-9999","-9999","-9999","-9999"
"87","293.18165","293.181942131","293.182195348","2140883.8","-9999","521501.1","33.54","-1","-0.863683683","0.873408804","0","0.524045283","0","0.076923077","2.384615385","N2 S1 P1 O1","de-protonated","0","-9999","C13 H31 O1 N2 P1 S1","13","31","1","2","1","1","-9999","-9999","-9999","-9999"
"88","294.181661","294.181952219","294.18217888","6474014.5","-9999","536852.4","105.46","-1","-0.770478631","0.897883715","0.986040124","0.933146279","5","0.0625","1.6875","13C1 N2 P1 O1","de-protonated","1","86","C15 H27 O1 N2 P1 13C1","15","27","1","2","1","-9999","1","-9999","-9999","-9999"
"89","294.996024","294.996314476","294.996506031","759899","-9999","680042.7","10.62","-1","-0.649347508","0.926345286","0","0.555807171","9","0.3","0.8","N4 S2 O3","de-protonated","0","-9999","C10 H8 O3 N4 S2","10","8","3","4","-9999","2","-9999","-9999","-9999","-9999"
"90","295.048355","295.048645428","295.048932072","721502.9","-9999","585223.6","9.98","-1","-0.971513619","0.842603906","0","0.505562343","8","0.416666667","1.083333333","N2 P1 O5","de-protonated","0","-9999","C12 H13 O5 N2 P1","12","13","5","2","1","-9999","-9999","-9999","-9999","-9999"
"95","297.04806","297.048348603","297.048541605","766707.8","-9999","838071.3","10.66","-1","-0.649731636","0.926261413","0","0.555756848","7","0.181818182","1.272727273","N4 S2 O2","de-protonated","0","-9999","C11 H14 O2 N4 S2","11","14","2","4","-9999","2","-9999","-9999","-9999","-9999"
"96","297.064088","297.064376588","297.064582136","836468.9","-9999","689863.5","11.82","-1","-0.691930896","0.916794538","0","0.550076723","7","0.416666667","1.25","N2 P1 O5","de-protonated","0","-9999","C12 H15 O5 N2 P1","12","15","5","2","1","-9999","-9999","-9999","-9999","-9999"
