"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"5","171.066218","171.06629462","171.066282413","499049.3","-9999","1310355.1","7.32","-1","0.071357855","0.9990765","0","0.5994459","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"9","185.081845","185.081943881","185.081932477","646076.9","-9999","1039078.1","10.06","-1","0.061614381","0.999311398","0","0.599586839","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"10","187.061114","187.061216025","187.061197032","682171.3","-9999","998796.6","10.73","-1","0.101529893","0.998131317","0","0.59887879","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"11","187.097454","187.097556082","187.097582542","617244.6","-9999","1056845.6","9.52","-1","-0.141419931","0.996377676","0","0.597826606","2","0.444444444","1.777777778","O4","de-protonated","0","-9999","C9 H16 O4","9","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"15","199.061085","199.061206084","199.061197032","690921.4","-9999","845057.9","10.76","-1","0.045473706","0.99962486","0","0.599774916","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"16","201.040323","201.040447228","201.040461587","564263.1","-9999","899144.1","8.4","-1","-0.071425444","0.999074751","0","0.59944485","4","0.75","1.25","O6","de-protonated","0","-9999","C8 H10 O6","8","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"17","201.076731","201.076855286","201.076847097","906874.8","-9999","973236.5","14.7","-1","0.040726087","0.999699092","0","0.599819455","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","203.055985","203.05611243","203.056111652","810151.4","-9999","1119334.6","12.89","-1","0.003829701","0.999997339","0","0.599998403","3","0.75","1.5","O6","de-protonated","0","-9999","C8 H12 O6","8","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","203.092411","203.092538487","203.092497161","565355.3","-9999","1161379.3","8.39","-1","0.203484376","0.992515108","0","0.595509065","2","0.555555556","1.777777778","O5","de-protonated","0","-9999","C9 H16 O5","9","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"26","213.07673","213.076873346","213.076847097","905556.9","-9999","944031.4","14.47","-1","0.123189661","0.997250178","0","0.598350107","4","0.5","1.4","O5","de-protonated","0","-9999","C10 H14 O5","10","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"28","215.055966","215.056112489","215.056111652","778183.4","-9999","606271.8","12.12","-1","0.0038939","0.999997249","0","0.599998349","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","215.092331","215.092477547","215.092497161","1154508.5","-9999","840581.2","18.94","-1","-0.091189531","0.998492296","0","0.599095377","3","0.5","1.6","O5","de-protonated","0","-9999","C10 H16 O5","10","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","217.071646","217.071795691","217.071761716","1174631.4","-9999","957738.4","19.24","-1","0.156512683","0.995565057","0","0.597339034","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"33","217.107972","217.108121749","217.108147226","702412.7","-9999","940505.4","10.71","-1","-0.117347826","0.997504478","0","0.598502687","2","0.5","1.8","O5","de-protonated","0","-9999","C10 H18 O5","10","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"35","225.076674","225.076836405","225.076847097","635361.5","-9999","1052357","9.39","-1","-0.047501249","0.999590669","0","0.599754401","5","0.454545455","1.272727273","O5","de-protonated","0","-9999","C11 H14 O5","11","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"38","227.092313","227.092478607","227.092497161","1159454","-9999","866510.9","18.78","-1","-0.081704239","0.998789458","0","0.599273675","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","227.128692","227.128857665","227.128882671","1167267.8","-9999","930293.3","18.92","-1","-0.11009603","0.997803053","0","0.598681832","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","229.071602","229.071770751","229.071761716","1418327.6","-9999","730586.7","23.35","-1","0.039438326","0.999717818","0","0.599830691","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"42","229.108003","229.108171808","229.108147226","757213.4","-9999","774963.1","11.53","-1","0.107297246","0.997913216","0","0.59874793","3","0.454545455","1.636363636","O5","de-protonated","0","-9999","C11 H18 O5","11","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"43","231.050846","231.051017894","231.051026271","615955.1","-9999","931731.4","8.98","-1","-0.036257091","0.9997615","0","0.5998569","4","0.777777778","1.333333333","O7","de-protonated","0","-9999","C9 H12 O7","9","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"44","231.087211","231.087382952","231.087411781","2422681","-9999","886922.3","41.16","-1","-0.124752918","0.997180045","0","0.598308027","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"45","233.102884","233.103059153","233.103061845","532059.2","-9999","1104816.9","7.47","-1","-0.011547524","0.999975805","0","0.599985483","2","0.6","1.8","O6","de-protonated","0","-9999","C10 H18 O6","10","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"47","239.128696","239.128880724","239.128882671","743706.7","-9999","773906.6","11.16","-1","-0.008138661","0.999987981","0","0.599992789","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"48","241.071541","241.07172881","241.071761716","823595.8","-9999","687101","12.52","-1","-0.136499177","0.996624952","0","0.597974971","5","0.545454545","1.272727273","O6","de-protonated","0","-9999","C11 H14 O6","11","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"50","241.107937","241.108124868","241.108147226","1528913.5","-9999","997370.6","24.97","-1","-0.092728674","0.998441011","0","0.599064606","4","0.416666667","1.5","O5","de-protonated","0","-9999","C12 H18 O5","12","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","241.144354","241.144541926","241.144532735","643287.1","-9999","1123770.7","9.34","-1","0.038113462","0.999736456","0","0.599841874","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"52","243.050792","243.050982954","243.051026271","785406.9","-9999","715905.9","11.81","-1","-0.17822402","0.994253077","0","0.596551846","5","0.7","1.2","O7","de-protonated","0","-9999","C10 H12 O7","10","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"54","243.087186","243.087377012","243.087411781","1799428.5","-9999","721929.7","29.64","-1","-0.143031165","0.99629482","0","0.597776892","4","0.545454545","1.454545455","O6","de-protonated","0","-9999","C11 H16 O6","11","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"56","243.123572","243.123763069","243.12379729","1440778.1","-9999","677571.2","23.33","-1","-0.140753943","0.996411652","0","0.597846991","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"57","245.04869","245.048884127","245.048918271","923056.3","-9999","907567.7","14.22","-1","-0.139335271","0.996483495","0","0.597890097","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999"
"59","245.066457","245.066651155","245.066676336","1177011","-9999","828025","18.69","-1","-0.102749497","0.998086197","0","0.598851718","4","0.7","1.4","O7","de-protonated","0","-9999","C10 H14 O7","10","14","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"61","245.102867","245.103061213","245.103061845","1897656.5","-9999","889923.1","31.36","-1","-0.002578496","0.999998794","0","0.599999276","3","0.545454545","1.636363636","O6","de-protonated","0","-9999","C11 H18 O6","11","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"62","245.139235","245.139429271","245.139447355","677886.1","-9999","862273.1","9.91","-1","-0.073768557","0.99901308","0","0.599407848","2","0.416666667","1.833333333","O5","de-protonated","0","-9999","C12 H22 O5","12","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"63","247.082098","247.082295357","247.0823264","987361.4","-9999","970668.3","15.29","-1","-0.125640159","0.997139849","0","0.598283909","3","0.7","1.6","O7","de-protonated","0","-9999","C10 H16 O7","10","16","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"64","247.118522","247.118719415","247.11871191","546278.8","-9999","888662","7.56","-1","0.030370181","0.999832655","0","0.599899593","2","0.545454545","1.818181818","O6","de-protonated","0","-9999","C11 H20 O6","11","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"65","249.125888","249.126088603","249.126119766","652045.1","-9999","894662.1","9.41","-1","-0.125087639","0.997164914","0","0.598298948","1","0.363636364","2.090909091","P1 O4","de-protonated","0","-9999","C11 H23 O4 P1","11","23","4","-9999","1","-9999","-9999","-9999","-9999","-9999"
"66","253.071523","253.07172987","253.071761716","523832.7","-9999","1079060.6","7.13","-1","-0.125839139","0.997130795","0","0.598278477","6","0.5","1.166666667","O6","de-protonated","0","-9999","C12 H14 O6","12","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"67","253.107924","253.108130928","253.108147226","704893.6","-9999","988649.6","10.29","-1","-0.06439092","0.999247962","0","0.599548777","5","0.384615385","1.384615385","O5","de-protonated","0","-9999","C13 H18 O5","13","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"69","253.144286","253.144492986","253.144532735","1266498.6","-9999","751169.3","20.1","-1","-0.157022795","0.995536165","0","0.597321699","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"70","255.087192","255.087402072","255.087411781","1475782.9","-9999","764974.5","23.66","-1","-0.038062534","0.99973716","0","0.599842296","5","0.5","1.333333333","O6","de-protonated","0","-9999","C12 H16 O6","12","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"71","255.123539","255.123749129","255.12379729","1723467.6","-9999","806877.9","27.97","-1","-0.1887746","0.993554782","0","0.596132869","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"73","257.066406","257.066619215","257.066676336","1378757.9","-9999","833599.8","21.97","-1","-0.222202141","0.991081201","0","0.594648721","5","0.636363636","1.272727273","O7","de-protonated","0","-9999","C11 H14 O7","11","14","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"74","257.102808","257.103021273","257.103061845","2207050.5","-9999","637542","36.38","-1","-0.157805581","0.995491649","0","0.597294989","4","0.5","1.5","O6","de-protonated","0","-9999","C12 H18 O6","12","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"76","257.139202","257.139415331","257.139447355","1716559","-9999","818935","27.75","-1","-0.124538818","0.997189702","0","0.598313821","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"78","259.082062","259.082278417","259.0823264","1913406.3","-9999","635982.3","31.16","-1","-0.185206485","0.993795377","0","0.596277226","4","0.636363636","1.454545455","O7","de-protonated","0","-9999","C11 H16 O7","11","16","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"80","259.118456","259.118672474","259.11871191","2288706.8","-9999","746937","37.66","-1","-0.152189981","0.995806142","0","0.597483685","3","0.5","1.666666667","O6","de-protonated","0","-9999","C12 H20 O6","12","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"81","259.154858","259.155074532","259.155097419","651527","-9999","578271.1","9.28","-1","-0.088313153","0.998585844","0","0.599151506","2","0.384615385","1.846153846","O5","de-protonated","0","-9999","C13 H24 O5","13","24","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"82","261.061386","261.06160556","261.061590955","814246.6","-9999","817076.7","12.05","-1","0.055944481","0.999432266","0","0.59965936","4","0.8","1.4","O8","de-protonated","0","-9999","C10 H14 O8","10","14","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"84","261.097716","261.097935618","261.097976465","1295402.8","-9999","759553.3","20.36","-1","-0.156442007","0.995569052","0","0.597341431","3","0.636363636","1.636363636","O7","de-protonated","0","-9999","C11 H18 O7","11","18","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"85","261.134107","261.134326676","261.134361974","564270.9","-9999","1112995.5","7.73","-1","-0.135172716","0.996690121","0","0.598014072","2","0.5","1.833333333","O6","de-protonated","0","-9999","C12 H22 O6","12","22","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
