"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"8","245.048548","245.04844458","245.048538149","700924.6","-9999","613615.6","10.38","-1","-0.381837267","0.973891708","0","0.584335025","9","0.166666667","0.916666667","N2 P1 O2","de-protonated","0","-9999","C12 H11 O2 N2 P1","12","11","2","2","1","-9999","-9999","-9999","-9999","-9999"
"11","265.147653","265.147550584","265.147523916","2082710.5","-9999","746834.4","34.09","-1","0.100580105","0.998166084","0","0.59889965","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999"
"27","293.066323","293.06622198","293.066514145","634645.5","-9999","774721.1","8.75","-1","-0.996923805","0.834991228","0","0.500994737","3","0.111111111","2.111111111","N4 S2 P1 O1","de-protonated","0","-9999","C9 H19 O1 N4 P1 S2","9","19","1","4","1","2","-9999","-9999","-9999","-9999"
"29","293.178852","293.178750985","293.178824045","1127324.6","-9999","639412.1","17.1","-1","-0.249197878","0.988795357","0","0.593277214","5","0.0625","1.6875","N2 P1 O1","de-protonated","0","-9999","C16 H27 O1 N2 P1","16","27","1","2","1","-9999","-9999","-9999","-9999","-9999"
"30","295.045605","295.045504078","295.0457787","620563.4","-9999","734391.7","8.5","-1","-0.930774825","0.85453606","0","0.512721636","3","0.25","2.125","N4 S2 P1 O2","de-protonated","0","-9999","C8 H17 O2 N4 P1 S2","8","17","2","4","1","2","-9999","-9999","-9999","-9999"
"37","303.050676","303.050575479","303.05086408","615570.8","-9999","596163.6","8.34","-1","-0.952320573","0.848268183","0","0.50896091","5","0.1","1.7","N4 S2 P1 O1","de-protonated","0","-9999","C10 H17 O1 N4 P1 S2","10","17","1","4","1","2","-9999","-9999","-9999","-9999"
"41","309.061267","309.061166779","309.061428764","689574.8","-9999","697262.4","9.54","-1","-0.847680133","0.87776001","0","0.526656006","3","0.222222222","2.111111111","N4 S2 P1 O2","de-protonated","0","-9999","C9 H19 O2 N4 P1 S2","9","19","2","4","1","2","-9999","-9999","-9999","-9999"
"43","309.173802","309.173701785","309.173738664","545198.6","-9999","703522.4","7.12","-1","-0.119285","0.997421513","0","0.598452908","5","0.125","1.6875","N2 P1 O2","de-protonated","0","-9999","C16 H27 O2 N2 P1","16","27","2","2","1","-9999","-9999","-9999","-9999","-9999"
"47","312.171644","312.171543934","312.171750541","1844997.1","-9999","528960.3","28.74","-1","-0.661837808","0.923596641","0","0.554157985","9","0.111111111","1.277777778","N3 O2","de-protonated","0","-9999","C18 H23 O2 N3","18","23","2","3","-9999","-9999","-9999","-9999","-9999","-9999"
"48","312.97244","312.972339974","312.972338976","1259840.1","-9999","533324.1","18.99","-1","0.003190829","0.999998153","0","0.599998892","4","0.857142857","1.571428571","N2 S2 P1 O6","de-protonated","0","-9999","C7 H11 O6 N2 P1 S2","7","11","6","2","1","2","-9999","-9999","-9999","-9999"
"50","315.05078","315.050680078","315.05086408","645085.6","-9999","639502.1","8.74","-1","-0.584038668","0.939984063","0","0.563990438","6","0.090909091","1.545454545","N4 S2 P1 O1","de-protonated","0","-9999","C11 H17 O1 N4 P1 S2","11","17","1","4","1","2","-9999","-9999","-9999","-9999"
"54","319.081352","319.08125228","319.081294829","550817.9","-9999","625116.2","7.14","-1","-0.133350079","0.996778635","0","0.598067181","5","0.6","1.7","N4 P1 O6","de-protonated","0","-9999","C10 H17 O6 N4 P1","10","17","6","4","1","-9999","-9999","-9999","-9999","-9999"
"59","323.076551","323.076451479","323.076209449","1026944.4","-9999","428496.8","14.91","-1","0.749143888","0.903181266","0","0.541908759","4","0.777777778","1.888888889","N4 P1 O7","de-protonated","0","-9999","C9 H17 O7 N4 P1","9","17","7","4","1","-9999","-9999","-9999","-9999","-9999"
"61","325.056148","325.056048578","325.056343384","648890.3","-9999","520144","8.69","-1","-0.90693657","0.861355728","0","0.516813437","3","0.333333333","2.111111111","N4 S2 P1 O3","de-protonated","0","-9999","C9 H19 O3 N4 P1 S2","9","19","3","4","1","2","-9999","-9999","-9999","-9999"
"62","325.092007","325.09190758","325.091859513","1065021.8","-9999","647333.4","15.54","-1","0.147856138","0.996041128","0","0.597624677","3","0.777777778","2.111111111","N4 P1 O7","de-protonated","0","-9999","C9 H19 O7 N4 P1","9","19","7","4","1","-9999","-9999","-9999","-9999","-9999"
"65","325.18095","325.180850584","325.180918244","939846.3","-9999","499632.5","13.48","-1","-0.208068538","0.992175403","0","0.595305242","9","0.142857143","1.238095238","O3","de-protonated","0","-9999","C21 H26 O3","21","26","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"67","326.187193","326.187093635","326.187400606","2141608.5","-9999","484046.3","33.26","-1","-0.941088229","0.851547927","0","0.510928756","9","0.105263158","1.315789474","N3 O2","de-protonated","0","-9999","C19 H25 O2 N3","19","25","2","3","-9999","-9999","-9999","-9999","-9999","-9999"
