"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"2","165.019359","165.019406864","165.019332219","719349.6","-9999","1091245.7","11.46","-1","0.45233637","0.963554828","0","0.578132897","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"4","171.06634","171.066389695","171.066282413","705091","-9999","991009.9","11.19","-1","0.627141063","0.931122118","0","0.558673271","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"12","209.154716","209.154777234","209.154703496","596102.3","-9999","1035577.9","8.91","-1","0.352551099","0.97769974","0","0.586619844","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","211.116092","211.116153828","211.116209986","807521.2","-9999","978803","12.73","-1","-0.266007455","0.987242769","0","0.592345662","3","0.083333333","1.666666667","S1 O1","de-protonated","0","-9999","C12 H20 O1 S1","12","20","1","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"25","239.128821","239.128891314","239.128882671","698249.8","-9999","740253","10.4","-1","0.03614435","0.999762981","0","0.599857789","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"26","242.176093","242.176164237","242.176167217","907970.6","-9999","633042.1","14.07","-1","-0.012304","0.999972531","0","0.599983519","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"27","245.048488","245.048560107","245.048538149","574775.3","-9999","1013400.8","8.13","-1","0.089608145","0.998544097","0","0.599126458","9","0.166666667","0.916666667","N2 P1 O2","de-protonated","0","-9999","C12 H11 O2 N2 P1","12","11","2","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"28","245.048843","245.048915107","245.048918271","666551.3","-9999","1103361.2","9.75","-1","-0.012911983","0.999969749","0","0.59998185","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"30","249.149471","249.149544349","249.149618115","624978.1","-9999","862458.3","8.98","-1","-0.296071719","0.984220312","0","0.590532187","5","0.2","1.466666667","O3","de-protonated","0","-9999","C15 H22 O3","15","22","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"33","253.144423","253.144497559","253.144532735","2968831","-9999","807605.8","50.03","-1","-0.138954321","0.996502664","0","0.597901598","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"37","262.975903","262.975980538","262.975967805","1786797.8","-9999","649496.1","28.99","-1","0.048419725","0.99957469","0","0.599744814","9","0.083333333","0.75","S2 P1 O1","de-protonated","0","-9999","C12 H9 O1 P1 S2","12","9","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999"
"39","265.035232","265.035310162","265.035376207","555399.1","-9999","811235.4","7.59","-1","-0.249194542","0.988795655","0","0.593277393","8","0.583333333","0.833333333","O7","de-protonated","0","-9999","C12 H10 O7","12","10","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","265.035232","265.035310162","265.035214016","555399.1","-9999","811235.4","7.59","-1","0.36276674","0.976404244","0","0.585842546","3","0.142857143","2.142857143","N4 S2 P1 O1","de-protonated","0","-9999","C7 H15 O1 N4 P1 S2","7","15","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"40","265.147448","265.147526196","265.147523916","2498450.8","-9999","818056.2","41.19","-1","0.008598136","0.999986586","0","0.599991952","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"41","265.147801","265.147879196","265.147904038","5621138.5","-9999","707178.4","95.19","-1","-0.093693513","0.998024025","0.993924238","0.99638411","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"42","266.15115","266.1512285","266.151258873","686264.4","-9999","592482.6","9.85","-1","-0.11412218","0.997639626","0.993924238","0.99615347","0","0.333333333","2.166666667","13C1 S1 O4","de-protonated","1","41","C11 H26 O4 S1 13C1","11","26","4","-9999","-9999","1","1","-9999","-9999","-9999","-9999"
"42","266.15115","266.1512285","266.151015097","686264.4","-9999","592482.6","9.85","-1","0.801812227","0.889893152","0","0.533935891","5","0.230769231","1.615384615","N3 O3","de-protonated","0","-9999","C13 H21 O3 N3","13","21","3","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"49","269.131075","269.131154402","269.131205146","2754072.8","-9999","694272.7","45.44","-1","-0.188546464","0.993570301","0","0.59614218","4","0.214285714","1.642857143","P1 O3","de-protonated","0","-9999","C14 H23 O3 P1","14","23","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"51","269.139328","269.139407405","269.139447355","2076697.4","-9999","742331.1","33.77","-1","-0.148435049","0.996010128","0","0.597606077","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"52","270.134454","270.134533706","270.134696327","539253.3","-9999","936158.1","7.27","-1","-0.601997721","0.936358155","0","0.561814893","4","0.384615385","1.615384615","N1 O5","de-protonated","0","-9999","C13 H21 O5 N1","13","21","5","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"58","279.163377","279.163459441","279.163554103","765025","-9999","882311.3","11.07","-1","-0.339089146","0.979352899","0","0.587611739","0","0.307692308","2.153846154","S1 O4","de-protonated","0","-9999","C13 H28 O4 S1","13","28","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"59","281.030161","281.030244007","281.030290827","586603.5","-9999","865792.6","8.01","-1","-0.166599701","0.994976469","0","0.596985881","8","0.666666667","0.833333333","O8","de-protonated","0","-9999","C12 H10 O8","12","10","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"59","281.030161","281.030244007","281.030128635","586603.5","-9999","865792.6","8.01","-1","0.410531668","0.969882178","0","0.581929307","3","0.285714286","2.142857143","N4 S2 P1 O2","de-protonated","0","-9999","C7 H15 O2 N4 P1 S2","7","15","2","4","1","2","-9999","-9999","-9999","-9999","-9999"
"61","285.125978","285.126062248","285.126119766","9726477","-9999","656756.8","163.67","-1","-0.201728057","0.990443198","0.989444241","0.990043615","4","0.285714286","1.642857143","P1 O4","de-protonated","0","-9999","C14 H23 O4 P1","14","23","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"62","285.13425","285.13433425","285.134361974","665613.3","-9999","928274.4","9.32","-1","-0.097231081","0.998286076","0","0.598971645","4","0.428571429","1.571428571","O6","de-protonated","0","-9999","C14 H22 O6","14","22","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"64","286.129317","286.129401552","286.129474601","1610576.9","-9999","709773.3","25.42","-1","-0.255300733","0.988243112","0.989444241","0.988723564","4","0.285714286","1.642857143","13C1 P1 O4","de-protonated","1","61","C13 H23 O4 P1 13C1","13","23","4","-9999","1","-9999","1","-9999","-9999","-9999","-9999"
"64","286.129317","286.129401552","286.129610946","1610576.9","-9999","709773.3","25.42","-1","-0.731817598","0.907396187","0","0.544437712","4","0.461538462","1.615384615","N1 O6","de-protonated","0","-9999","C13 H21 O6 N1","13","21","6","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"65","289.120985","289.121070458","289.121034385","822295.5","-9999","756589","11.94","-1","0.124766805","0.997179418","0","0.598307651","3","0.384615385","1.769230769","P1 O5","de-protonated","0","-9999","C13 H23 O5 P1","13","23","5","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"66","289.129105","289.12919046","289.129276594","640344","-9999","772402.3","8.85","-1","-0.297905918","0.984025767","0","0.59041546","3","0.538461538","1.692307692","O7","de-protonated","0","-9999","C13 H22 O7","13","22","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"67","291.087132","291.087218054","291.087411781","557398.8","-9999","650990.2","7.41","-1","-0.665529376","0.922775827","0","0.553665496","8","0.4","1.066666667","O6","de-protonated","0","-9999","C15 H16 O6","15","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"68","292.982432","292.982518628","292.982509737","767887.7","-9999","811358.7","10.97","-1","0.030346978","0.999832911","0","0.599899746","5","0.5","1.375","N2 S2 P1 O4","de-protonated","0","-9999","C8 H11 O4 N2 P1 S2","8","11","4","2","1","2","-9999","-9999","-9999","-9999","-9999"
"69","292.982866","292.982952628","292.983161185","854543.7","-9999","740217.4","12.43","-1","-0.71184096","0.912156927","0","0.547294156","14","0.125","0.4375","S1 P1 O2","de-protonated","0","-9999","C16 H7 O2 P1 S1","16","7","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"71","293.17565","293.175736686","293.175832864","5116444","-9999","567221.9","84.43","-1","-0.328054681","0.98321076","0.968714264","0.977412162","5","0.235294118","1.529411765","O4","de-protonated","0","-9999","C17 H26 O4","17","26","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"73","293.178617","293.178703687","293.178824045","1500444.1","-9999","691943.7","23.34","-1","-0.410526258","0.969882959","0","0.581929776","5","0.0625","1.6875","N2 P1 O1","de-protonated","0","-9999","C16 H27 O1 N2 P1","16","27","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
