"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"30","242.175651","242.176092521","242.176167217","537755.1","-9999","934440.8","7.51","-1","-0.308433243","0.982886718","0","0.589732031","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"31","242.175888","242.176329521","242.176167217","1066075.1","-9999","812024.3","16.87","-1","0.670192263","0.921733568","0","0.553040141","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","245.04841","245.048848782","245.048918271","1085851.4","-9999","781857.9","17.15","-1","-0.283571928","0.98551509","0","0.591309054","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"33","245.048645","245.049083782","245.048918271","1440539.4","-9999","666504.9","23.41","-1","0.675419353","0.920557962","0","0.552334777","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"34","249.031797","249.032231984","249.032219379","581365.2","-9999","793524","8.21","-1","0.050615966","0.999535241","0","0.599721145","8","0.333333333","0.916666667","P1 O4","de-protonated","0","-9999","C12 H11 O4 P1","12","11","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"38","253.144205","253.144636063","253.144532735","568707.2","-9999","1007213.3","7.95","-1","0.408176433","0.970221578","0","0.582132947","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","255.123421","255.123850175","255.12379729","547089.4","-9999","856538.6","7.54","-1","0.207292698","0.992233419","0","0.595340052","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"45","262.991062","262.991483673","262.99142065","904600.7","-9999","542683.2","13.68","-1","0.23963959","0.989634023","0","0.593780414","5","0.666666667","1.333333333","N4 S2 O4","de-protonated","0","-9999","C6 H8 O4 N4 S2","6","8","4","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"49","265.14754","265.147959617","265.147904038","3879299.5","-9999","512670.6","65.09","-1","0.209614673","0.986692229","0.980129408","0.984067101","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"50","266.150926","266.15134466","266.151258873","604140.7","-9999","665909.7","8.43","-1","0.322324504","0.98132531","0.980129408","0.980846949","0","0.333333333","2.166666667","13C1 S1 O4","de-protonated","1","49","C11 H26 O4 S1 13C1","11","26","4","-9999","-9999","1","1","-9999","-9999","-9999","-9999"
