"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","33S","34S"
"1","163.016362","163.016409583","163.016569314","525404.5","-9999","1499376","7.81","-1","-0.979850921","0.840120198","0","0.504072119","2","0.8","1.8","P1 O4","de-protonated","0","-9999","C5 H9 O4 P1","5","9","4","-9999","1","-9999","-9999","-9999","-9999","-9999"
"3","171.066359","171.066408088","171.066282413","523004.7","-9999","1109900.1","7.76","-1","0.73466116","0.90670987","0","0.544025922","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","179.03507","179.035120579","179.034982284","519218.7","-9999","984615.2","7.69","-1","0.772449183","0.897388507","0","0.538433104","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"8","182.082134","182.082185149","182.08226683","489338.3","-9999","758497.2","7.14","-1","-0.448591474","0.964144884","0","0.57848693","4","0.333333333","1.444444444","N1 O3","de-protonated","0","-9999","C9 H13 O3 N1","9","13","3","1","-9999","-9999","-9999","-9999","-9999","-9999"
"19","242.176032","242.176094391","242.176167217","1524089.6","-9999","756354.2","24.98","-1","-0.300711685","0.983725923","0","0.590235554","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999"
"20","245.04884","245.048902929","245.048918271","730534.6","-9999","912558.2","10.88","-1","-0.062609339","0.999288987","0","0.599573392","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999"
"22","253.144378","253.144442443","253.144532735","1644203.1","-9999","897160.9","26.81","-1","-0.356680593","0.977180308","0","0.586308185","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"24","257.139332","257.139397191","257.139447355","521661","-9999","657768","7.07","-1","-0.195084627","0.993118212","0","0.595870927","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"27","262.975871","262.975937283","262.975967805","760707.4","-9999","740760.7","11.18","-1","-0.116063946","0.997558719","0","0.598535231","9","0.083333333","0.75","S2 P1 O1","de-protonated","0","-9999","C12 H9 O1 P1 S2","12","9","1","-9999","1","2","-9999","-9999","-9999","-9999"
"29","265.035208","265.035274668","265.035376207","544172.1","-9999","832286.5","7.39","-1","-0.383115673","0.973718914","0","0.584231349","8","0.583333333","0.833333333","O7","de-protonated","0","-9999","C12 H10 O7","12","10","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
