"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"2","171.066026","171.066126383","171.066282413","521714.6","-9999","1177399.5","7.77","-1","-0.912102519","0.859888295","0","0.515932977","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"3","171.066261","171.066361383","171.066282413","538484.6","-9999","964504.2","8.08","-1","0.461634926","0.962070112","0","0.577242067","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","242.175976","242.176124129","242.176167217","544843.1","-9999","617876.2","7.64","-1","-0.177919844","0.994272621","0","0.596563572","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"26","245.0484","245.048550057","245.048538149","999339.6","-9999","964958.7","15.63","-1","0.048597096","0.999571568","0","0.599742941","9","0.166666667","0.916666667","N2 P1 O2","de-protonated","0","-9999","C12 H11 O2 N2 P1","12","11","2","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"27","245.048726","245.048876057","245.048918271","1225771.6","-9999","958709.7","19.63","-1","-0.172266232","0.994629862","0","0.596777917","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"29","253.144258","253.144413493","253.144532735","594268.4","-9999","743979.2","8.4","-1","-0.471042681","0.960539615","0","0.576323769","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"31","257.077662","257.077820134","257.077909725","689589.1","-9999","735029.5","10.03","-1","-0.348497482","0.978204009","0","0.586922405","5","0.6","1.4","N2 O6","de-protonated","0","-9999","C10 H14 O6 N2","10","14","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","259.129695","259.129854512","259.129945299","567165.6","-9999","731009.9","7.86","-1","-0.350353187","0.977973851","0","0.586784311","3","0.454545455","1.818181818","N2 O5","de-protonated","0","-9999","C11 H20 O5 N2","11","20","5","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","262.975736","262.975898094","262.975967805","782927.1","-9999","799397.8","11.57","-1","-0.265081926","0.987330825","0","0.592398495","9","0.083333333","0.75","S2 P1 O1","de-protonated","0","-9999","C12 H9 O1 P1 S2","12","9","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999"
"35","262.991068","262.991230105","262.99142065","797424.9","-9999","475312.5","11.83","-1","-0.724531853","0.90914486","0","0.545486916","5","0.666666667","1.333333333","N4 S2 O4","de-protonated","0","-9999","C6 H8 O4 N4 S2","6","8","4","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"39","265.147643","265.147806553","265.147904038","3572805.5","-9999","667015.1","59.84","-1","-0.367665271","0.975770537","0","0.585462322","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"42","266.150952","266.151116226","266.151015097","615603.6","-9999","723339.8","8.64","-1","0.379971549","0.974142904","0","0.584485743","5","0.230769231","1.615384615","N3 O3","de-protonated","0","-9999","C13 H21 O3 N3","13","21","3","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"48","269.130916","269.131082227","269.131205146","3655149","-9999","753062.7","61.07","-1","-0.456724878","0.950188579","0.996707838","0.968796283","4","0.214285714","1.642857143","P1 O3","de-protonated","0","-9999","C14 H23 O3 P1","14","23","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"50","269.139152","269.139318233","269.139447355","2110445.8","-9999","743870","34.4","-1","-0.479758274","0.959096406","0","0.575457844","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","270.134232","270.134398901","270.134559981","537570.2","-9999","511952.8","7.25","-1","-0.596296612","0.937519571","0.996707838","0.961194878","4","0.214285714","1.642857143","13C1 P1 O3","de-protonated","1","48","C13 H23 O3 P1 13C1","13","23","3","-9999","1","-9999","1","-9999","-9999","-9999","-9999"
