"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","34S"
"6","171.066031","171.066140666","171.066282413","637529.1","-9999","1501640.4","9.93","-1","-0.828609414","0.882866305","0","0.529719783","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999"
"7","171.066197","171.066306666","171.066282413","484805.1","-9999","1803831.5","7.07","-1","0.141776329","0.996359429","0","0.597815657","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999"
"10","185.081797","185.081930443","185.081932477","573637.1","-9999","1254662.2","8.73","-1","-0.010990083","0.999978085","0","0.599986851","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999"
"12","187.061086","187.061222801","187.061197032","650307.8","-9999","1255326.9","10.16","-1","0.137755222","0.99656266","0","0.597937596","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999"
"15","199.061052","199.061209159","199.061197032","586949.7","-9999","1164629.2","8.86","-1","0.060918","0.99932687","0","0.599596122","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999"
"16","199.097312","199.09746922","199.097582542","525097","-9999","997510.1","7.72","-1","-0.569175296","0.942912103","0","0.565747262","3","0.4","1.6","O4","de-protonated","0","-9999","C10 H16 O4","10","16","4","-9999","-9999","-9999","-9999","-9999"
"17","201.040291","201.040451516","201.040461587","493348.3","-9999","929607.3","7.11","-1","-0.050094156","0.999544772","0","0.599726863","4","0.75","1.25","O6","de-protonated","0","-9999","C8 H10 O6","8","10","6","-9999","-9999","-9999","-9999","-9999"
"19","201.076701","201.076861578","201.076847097","879975.9","-9999","868799.5","14.24","-1","0.072019564","0.999059301","0","0.599435581","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999"
"21","203.055964","203.056127936","203.056111652","561621.8","-9999","1133562.5","8.35","-1","0.080195298","0.998833732","0","0.599300239","3","0.75","1.5","O6","de-protonated","0","-9999","C8 H12 O6","8","12","6","-9999","-9999","-9999","-9999","-9999"
"26","213.076673","213.076853936","213.076847097","670410.4","-9999","1220600.6","10.23","-1","0.032097482","0.99981308","0","0.599887848","4","0.5","1.4","O5","de-protonated","0","-9999","C10 H14 O5","10","14","5","-9999","-9999","-9999","-9999","-9999"
"27","215.055886","215.056070294","215.056111652","1036894.7","-9999","965848.6","16.85","-1","-0.192313419","0.993311687","0","0.595987012","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999"
"29","215.092312","215.092496355","215.092497161","1002723.9","-9999","997894.6","16.23","-1","-0.003745969","0.999997454","0","0.599998472","3","0.5","1.6","O5","de-protonated","0","-9999","C10 H16 O5","10","16","5","-9999","-9999","-9999","-9999","-9999"
"30","217.071569","217.071756713","217.071761716","1121664.8","-9999","1071714","18.34","-1","-0.023047961","0.999903618","0","0.599942171","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999"
"31","217.107993","217.108180775","217.108147226","500102","-9999","1310923","7.07","-1","0.15452843","0.995676553","0","0.597405932","2","0.5","1.8","O5","de-protonated","0","-9999","C10 H18 O5","10","18","5","-9999","-9999","-9999","-9999","-9999"
"32","227.055879","227.056083651","227.056111652","645852.9","-9999","1004258.1","9.61","-1","-0.123319195","0.9972444","0","0.59834664","5","0.6","1.2","O6","de-protonated","0","-9999","C10 H12 O6","10","12","6","-9999","-9999","-9999","-9999","-9999"
"33","227.092292","227.092496713","227.092497161","882178.8","-9999","810952.2","13.85","-1","-0.0019725570000000002","0.999999294","0","0.599999576","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999"
"34","227.128687","227.128891775","227.128882671","681480.6","-9999","973369.2","10.25","-1","0.040084909","0.999708491","0","0.599825094","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999"
"36","229.071589","229.071797071","229.071761716","879615.1","-9999","774206.4","13.76","-1","0.154339334","0.995687105","0","0.597412263","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999"
"37","229.107729","229.107937132","229.108147226","768772.8","-9999","937906.4","11.77","-1","-0.917004735","0.858490401","0","0.515094241","3","0.454545455","1.636363636","O5","de-protonated","0","-9999","C11 H18 O5","11","18","5","-9999","-9999","-9999","-9999","-9999"
"38","229.107924","229.108132133","229.108147226","860996.9","-9999","663154.9","13.43","-1","-0.065876858","0.999212866","0","0.59952772","3","0.454545455","1.636363636","O5","de-protonated","0","-9999","C11 H18 O5","11","18","5","-9999","-9999","-9999","-9999","-9999"
"39","231.087166","231.08737749","231.087411781","1840643.1","-9999","780069","30.88","-1","-0.148386629","0.996012726","0","0.597607635","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999"
"40","231.123568","231.123779552","231.12379729","654345","-9999","980588.4","9.69","-1","-0.076746215","0.998931841","0","0.599359105","2","0.454545455","1.818181818","O5","de-protonated","0","-9999","C11 H20 O5","11","20","5","-9999","-9999","-9999","-9999","-9999"
"42","241.071503","241.071731429","241.071761716","795589.9","-9999","1055682.5","12.07","-1","-0.125637078","0.997139989","0","0.598283993","5","0.545454545","1.272727273","O6","de-protonated","0","-9999","C11 H14 O6","11","14","6","-9999","-9999","-9999","-9999","-9999"
"44","241.107914","241.108142491","241.108147226","1169483.8","-9999","893820.2","18.68","-1","-0.019639034","0.999930019","0","0.599958012","4","0.416666667","1.5","O5","de-protonated","0","-9999","C12 H18 O5","12","18","5","-9999","-9999","-9999","-9999","-9999"
"46","243.050726","243.050957786","243.051026271","695740.7","-9999","771409.9","10.26","-1","-0.281771865","0.985697084","0","0.591418251","5","0.7","1.2","O7","de-protonated","0","-9999","C10 H12 O7","10","12","7","-9999","-9999","-9999","-9999","-9999"
"47","243.087077","243.087308848","243.087411781","1564354.4","-9999","585746.9","25.58","-1","-0.423438719","0.967989719","0","0.580793831","4","0.545454545","1.454545455","O6","de-protonated","0","-9999","C11 H16 O6","11","16","6","-9999","-9999","-9999","-9999","-9999"
