"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"3","171.066286","171.066334458","171.066282413","511317","-9999","1196120.8","7.57","-1","0.30424015","0.983344988","0","0.590006993","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","218.969321","218.969410742","218.969228654","547096.1","-9999","1091043.7","7.89","-1","0.831568838","0.882079591","0","0.529247754","9","0.111111111","0.444444444","N2 S2 O1","de-protonated","0","-9999","C9 H4 O1 N2 S2","9","4","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999"
"26","243.062089","243.062199505","243.062259661","546955.4","-9999","951122.6","7.63","-1","-0.247489007","0.988947652","0","0.593368591","5","0.666666667","1.333333333","N2 O6","de-protonated","0","-9999","C9 H12 O6 N2","9","12","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","253.144321","253.144440195","253.144532735","764861.7","-9999","885148.8","11.36","-1","-0.365563704","0.976043401","0","0.58562604","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"30","257.139269","257.139391637","257.139447355","530645.9","-9999","636554.8","7.21","-1","-0.216680449","0.991517093","0","0.594910256","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","262.991046","262.991173681","262.99142065","1136397.1","-9999","699088.4","17.68","-1","-0.939078671","0.852131922","0","0.511279153","5","0.666666667","1.333333333","N4 S2 O4","de-protonated","0","-9999","C6 H8 O4 N4 S2","6","8","4","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"37","265.147639","265.147768539","265.147904038","2798194.8","-9999","672150.3","46.37","-1","-0.511031969","0.9537192","0","0.57223152","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"37","265.147639","265.147768539","265.147523916","2798194.8","-9999","672150.3","46.37","-1","0.922593811","0.8568903","0","0.51413418","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"44","269.130923","269.131055972","269.131205146","4064504.8","-9999","663866.8","68.06","-1","-0.554279596","0.929467949","0.996440342","0.956256906","4","0.214285714","1.642857143","P1 O3","de-protonated","0","-9999","C14 H23 O3 P1","14","23","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"46","269.139181","269.139313979","269.139447355","1870841.6","-9999","775885.2","30.23","-1","-0.495562096","0.956417741","0","0.573850645","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
