"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","34S"
"8","185.081857","185.08194688","185.081932477","525218.5","-9999","918654.5","7.82","-1","0.077817553","0.998901828","0","0.599341097","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999"
"11","187.061052","187.06114437","187.061197032","568705.3","-9999","1130974","8.62","-1","-0.281522114","0.985722246","0","0.591433348","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999"
"13","199.061075","199.061182471","199.061197032","688155.4","-9999","1132480.9","10.72","-1","-0.073148405","0.999029596","0","0.599417757","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999"
"15","201.07672","201.076830008","201.076847097","890354.3","-9999","1148588.9","14.42","-1","-0.084987294","0.998690284","0","0.59921417","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999"
"17","203.056005","203.056117499","203.056111652","553220.4","-9999","1187951.6","8.19","-1","0.02879327","0.999849581","0","0.599909749","3","0.75","1.5","O6","de-protonated","0","-9999","C8 H12 O6","8","12","6","-9999","-9999","-9999","-9999","-9999"
"22","211.097445","211.097567618","211.097582542","543721.9","-9999","953087.7","7.92","-1","-0.07069605","0.999093543","0","0.599456126","4","0.363636364","1.454545455","O4","de-protonated","0","-9999","C11 H16 O4","11","16","4","-9999","-9999","-9999","-9999","-9999"
"24","213.076734","213.076859109","213.076847097","561543.4","-9999","964444.6","8.24","-1","0.056373399","0.99942353","0","0.599654118","4","0.5","1.4","O5","de-protonated","0","-9999","C10 H14 O5","10","14","5","-9999","-9999","-9999","-9999","-9999"
"25","213.113088","213.113213154","213.113232606","498636.2","-9999","1162344.5","7.09","-1","-0.091274181","0.998489497","0","0.599093698","3","0.363636364","1.636363636","O4","de-protonated","0","-9999","C11 H18 O4","11","18","4","-9999","-9999","-9999","-9999","-9999"
"27","215.055918","215.056045599","215.056111652","850542.3","-9999","880991.8","13.46","-1","-0.307141396","0.98302855200000006","0","0.589817131","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999"
"29","215.092323","215.092450645","215.092497161","960467.2","-9999","1029923.3","15.46","-1","-0.21626125","0.991549745","0","0.594929847","3","0.5","1.6","O5","de-protonated","0","-9999","C10 H16 O5","10","16","5","-9999","-9999","-9999","-9999","-9999"
"30","217.071632","217.071762136","217.071761716","1036834.7","-9999","1037419.1","16.8","-1","0.001932469","0.999999322","0","0.599999593","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999"
"31","217.107995","217.108125182","217.108147226","722535.8","-9999","1119247.7","11.1","-1","-0.101535141","0.998131124","0","0.598878675","2","0.5","1.8","O5","de-protonated","0","-9999","C10 H18 O5","10","18","5","-9999","-9999","-9999","-9999","-9999"
"33","225.0767","225.076840209","225.076847097","538866.9","-9999","890241.5","7.69","-1","-0.030599997","0.999830113","0","0.599898068","5","0.454545455","1.272727273","O5","de-protonated","0","-9999","C11 H14 O5","11","14","5","-9999","-9999","-9999","-9999","-9999"
"35","227.092309","227.092451746","227.092497161","879462.6","-9999","1010889.6","13.81","-1","-0.199986194","0.992769323","0","0.595661594","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999"
"36","227.128763","227.128905792","227.128882671","677868.2","-9999","879919.6","10.18","-1","0.101797531","0.998121462","0","0.598872877","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999"
"38","229.071609","229.071754237","229.071761716","1019544.3","-9999","729739.9","16.27","-1","-0.032652296","0.999806563","0","0.599883938","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999"
"39","229.108","229.108145282","229.108147226","570462","-9999","763512","8.22","-1","-0.008481909","0.999986946","0","0.599992168","3","0.454545455","1.636363636","O5","de-protonated","0","-9999","C11 H18 O5","11","18","5","-9999","-9999","-9999","-9999","-9999"
"40","229.144342","229.144487328","229.144532735","521795.6","-9999","878196.9","7.35","-1","-0.198158302","0.992900428","0","0.595740257","2","0.333333333","1.833333333","O4","de-protonated","0","-9999","C12 H22 O4","12","22","4","-9999","-9999","-9999","-9999","-9999"
"41","231.050867","231.051014727","231.051026271","568972.9","-9999","860589.9","8.17","-1","-0.049963536","0.999547142","0","0.599728285","4","0.777777778","1.333333333","O7","de-protonated","0","-9999","C9 H12 O7","9","12","7","-9999","-9999","-9999","-9999","-9999"
"43","231.087229","231.087376773","231.087411781","1743122.6","-9999","832020.4","29.15","-1","-0.151491239","0.995844484","0","0.597506691","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999"
"46","241.071613","241.071773337","241.071761716","845428.9","-9999","979477.5","12.96","-1","0.048206027","0.999578435","0","0.599747061","5","0.545454545","1.272727273","O6","de-protonated","0","-9999","C11 H14 O6","11","14","6","-9999","-9999","-9999","-9999","-9999"
"47","241.107951","241.108111383","241.108147226","1236154.6","-9999","873338.5","19.88","-1","-0.1486574","0.99599819","0","0.597598914","4","0.416666667","1.5","O5","de-protonated","0","-9999","C12 H18 O5","12","18","5","-9999","-9999","-9999","-9999","-9999"
"48","241.144284","241.144444429","241.144532735","536032.3","-9999","738038.9","7.48","-1","-0.366195898","0.975961474","0","0.585576885","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999"
"49","243.050812","243.050974828","243.051026271","893737.1","-9999","874591.5","13.77","-1","-0.211656666","0.991904311","0","0.595142587","5","0.7","1.2","O7","de-protonated","0","-9999","C10 H12 O7","10","12","7","-9999","-9999","-9999","-9999","-9999"
"51","243.087191","243.087353874","243.087411781","1410798.8","-9999","887787.4","22.89","-1","-0.238214476","0.989756316","0","0.593853789","4","0.545454545","1.454545455","O6","de-protonated","0","-9999","C11 H16 O6","11","16","6","-9999","-9999","-9999","-9999","-9999"
"53","243.123592","243.12375492","243.12379729","1369460.4","-9999","850708.8","22.16","-1","-0.174275344","0.994504217","0","0.59670253","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999"
"54","245.048674","245.048839342","245.048918271","823965.4","-9999","992487","12.53","-1","-0.322094775","0.981351671","0","0.588811002","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999"
"55","245.066466","245.066631365","245.066676336","1313696.1","-9999","777036.5","21.17","-1","-0.183506494","0.993908411","0","0.596345047","4","0.7","1.4","O7","de-protonated","0","-9999","C10 H14 O7","10","14","7","-9999","-9999","-9999","-9999","-9999"
"57","245.102854","245.10301941","245.103061845","1423141.6","-9999","912944.8","23.1","-1","-0.173130786","0.994575972","0","0.596745583","3","0.545454545","1.636363636","O6","de-protonated","0","-9999","C11 H18 O6","11","18","6","-9999","-9999","-9999","-9999","-9999"
"59","247.082112","247.082279901","247.0823264","713107.2","-9999","999962.7","10.53","-1","-0.188193522","0.993594273","0","0.59615656400000006","3","0.7","1.6","O7","de-protonated","0","-9999","C10 H16 O7","10","16","7","-9999","-9999","-9999","-9999","-9999"
"60","247.118476","247.118643947","247.11871191","666584.7","-9999","975069.9","9.71","-1","-0.275021192","0.986369575","0","0.591821745","2","0.545454545","1.818181818","O6","de-protonated","0","-9999","C11 H20 O6","11","20","6","-9999","-9999","-9999","-9999","-9999"
"62","253.107916","253.108091484","253.108147226","641929.9","-9999","1106429.9","9.23","-1","-0.220228899","0.99123821","0","0.594742926","5","0.384615385","1.384615385","O5","de-protonated","0","-9999","C13 H18 O5","13","18","5","-9999","-9999","-9999","-9999","-9999"
"64","253.144281","253.14445653","253.144532735","923087.1","-9999","776887.5","14.16","-1","-0.301034812","0.983691217","0","0.59021473","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999"
"66","255.087187","255.087364975","255.087411781","1010016.1","-9999","893672.2","15.63","-1","-0.183490512","0.993909469","0","0.596345682","5","0.5","1.333333333","O6","de-protonated","0","-9999","C12 H16 O6","12","16","6","-9999","-9999","-9999","-9999","-9999"
"68","255.123542","255.12372002","255.12379729","1389157.1","-9999","828711.3","22.25","-1","-0.302871474","0.983493261","0","0.590095957","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999"
"69","257.066405","257.066585465","257.066676336","972782.6","-9999","894515.1","14.97","-1","-0.353490305","0.977582108","0","0.586549265","5","0.636363636","1.272727273","O7","de-protonated","0","-9999","C11 H14 O7","11","14","7","-9999","-9999","-9999","-9999","-9999"
"70","257.102804","257.102984511","257.103061845","1870835.5","-9999","682766.2","30.66","-1","-0.300790362","0.983717476","0","0.590230485","4","0.5","1.5","O6","de-protonated","0","-9999","C12 H18 O6","12","18","6","-9999","-9999","-9999","-9999","-9999"
