"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"3","171.066353","171.066350484","171.066282413","828506.1","-9999","1035954.2","13.46","-1","0.397923486","0.971677667","0","0.5830066","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"7","185.082001","185.082009806","185.081932477","613140.8","-9999","1120793.5","9.44","-1","0.417807255","0.968822164","0","0.581293298","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"8","187.061282","187.061292405","187.061197032","707282.1","-9999","1363550.3","11.19","-1","0.509845521","0.953928825","0","0.572357295","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"9","187.097512","187.097522434","187.097582542","541379.4","-9999","1361192.5","8.1","-1","-0.321264281","0.981446816","0","0.58886809","2","0.444444444","1.777777778","O4","de-protonated","0","-9999","C9 H16 O4","9","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"10","189.076976","189.076988033","189.076847097","539851.4","-9999","958360.3","8.05","-1","0.745390666","0.904100995","0","0.542460597","2","0.625","1.75","O5","de-protonated","0","-9999","C8 H14 O5","8","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"12","199.06129","199.061310098","199.061197032","678515.7","-9999","1010971.2","10.52","-1","0.567995359","0.943141698","0","0.565885019","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"13","199.09767","199.097690128","199.097582542","674743","-9999","1108972.9","10.45","-1","0.540367553","0.94839662","0","0.569037972","3","0.4","1.6","O4","de-protonated","0","-9999","C10 H16 O4","10","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"14","201.040374","201.040395697","201.040461587","497694.8","-9999","1165556.6","7.17","-1","-0.327747873","0.980697745","0","0.588418647","4","0.75","1.25","O6","de-protonated","0","-9999","C8 H10 O6","8","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"15","201.040571","201.040592697","201.040461587","619134.9","-9999","831684","9.4","-1","0.652155165","0.925731281","0","0.555438768","4","0.75","1.25","O6","de-protonated","0","-9999","C8 H10 O6","8","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"16","201.076914","201.076935726","201.076847097","812690.4","-9999","996998.8","12.96","-1","0.440774681","0.965361852","0","0.579217111","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"17","203.056191","203.056214325","203.056111652","763580.7","-9999","701400.6","12.02","-1","0.505640132","0.954668291","0","0.572800974","3","0.75","1.5","O6","de-protonated","0","-9999","C8 H12 O6","8","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","203.092507","203.092530355","203.092497161","573264.5","-9999","918148.6","8.53","-1","0.163439347","0.995164794","0","0.597098876","2","0.555555556","1.777777778","O5","de-protonated","0","-9999","C9 H16 O5","9","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"24","213.076842","213.07687342","213.076847097","1136512.9","-9999","940154.2","18.65","-1","0.123537782","0.997234636","0","0.598340782","4","0.5","1.4","O5","de-protonated","0","-9999","C10 H14 O5","10","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"26","215.056","215.056033019","215.056111652","769938.6","-9999","1276675.9","11.96","-1","-0.36564094","0.976033399","0","0.585620039","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"27","215.056231","215.056264019","215.056111652","615442.7","-9999","1253673","9.16","-1","0.708498198","0.912943082","0","0.547765849","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"28","215.092391","215.092424048","215.092497161","604759.8","-9999","1001209.7","8.97","-1","-0.339915495","0.979253196","0","0.587551918","3","0.5","1.6","O5","de-protonated","0","-9999","C10 H16 O5","10","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","215.092594","215.092627048","215.092497161","1036887.8","-9999","914348.9","16.79","-1","0.603865282","0.935975612","0","0.561585367","3","0.5","1.6","O5","de-protonated","0","-9999","C10 H16 O5","10","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"30","217.071767","217.071801647","217.071761716","1253362.5","-9999","816726.9","20.65","-1","0.183950889","0.993878962","0","0.596327377","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"31","217.108082","217.108116676","217.108147226","723031.8","-9999","676055.5","11.07","-1","-0.140710848","0.996413845","0","0.597848307","2","0.5","1.8","O5","de-protonated","0","-9999","C10 H18 O5","10","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"33","223.09751","223.097549514","223.097582542","607452.8","-9999","924601.9","8.92","-1","-0.14803936","0.99603133","0","0.597618798","5","0.333333333","1.333333333","O4","de-protonated","0","-9999","C12 H16 O4","12","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","225.076888","225.076929113","225.076847097","576786.5","-9999","782532.3","8.34","-1","0.364393741","0.976194661","0","0.585716797","5","0.454545455","1.272727273","O5","de-protonated","0","-9999","C11 H14 O5","11","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"38","227.056065","227.056107712","227.056111652","526092.8","-9999","613566.9","7.42","-1","-0.017351439","0.999945372","0","0.599967223","5","0.6","1.2","O6","de-protonated","0","-9999","C10 H12 O6","10","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","227.092388","227.092430741","227.092497161","1068338.5","-9999","711804.7","17.13","-1","-0.292478878","0.984598015","0","0.590758809","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","227.128872","227.128914771","227.128882671","855992.4","-9999","883441","13.33","-1","0.141331047","0.99638222","0","0.597829332","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","229.071825","229.07186934","229.071761716","1208880.6","-9999","591568.8","19.59","-1","0.469827035","0.960738981","0","0.576443388","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"42","229.108179","229.10822337","229.108147226","908342.4","-9999","637146.3","14.22","-1","0.332350133","0.980157303","0","0.588094382","3","0.454545455","1.636363636","O5","de-protonated","0","-9999","C11 H18 O5","11","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"44","231.087327","231.087372969","231.087411781","1877687.4","-9999","576866.3","31.42","-1","-0.167954821","0.994894623","0","0.596936774","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"47","239.09223","239.092282435","239.092497161","669396.6","-9999","1007115.1","9.83","-1","-0.898089119","0.863855309","0","0.518313186","5","0.416666667","1.333333333","O5","de-protonated","0","-9999","C12 H16 O5","12","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"48","239.128683","239.128735464","239.128882671","638042.5","-9999","1014692.4","9.28","-1","-0.615593868","0.93354974","0","0.560129844","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"50","241.07174","241.071794034","241.071761716","816662.9","-9999","801910.6","12.39","-1","0.134057817","0.996744406","0","0.598046644","5","0.545454545","1.272727273","O6","de-protonated","0","-9999","C11 H14 O6","11","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","241.108099","241.108153063","241.108147226","1540892.8","-9999","748021.3","25.16","-1","0.024211437","0.999893642","0","0.599936185","4","0.416666667","1.5","O5","de-protonated","0","-9999","C12 H18 O5","12","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"52","241.144478","241.144532093","241.144532735","868450.6","-9999","720110.1","13.3","-1","-0.002663916","0.999998712","0","0.599999227","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"53","242.17602","242.176074926","242.176167217","616201.7","-9999","1034733","8.85","-1","-0.381088971","0.973992597","0","0.584395558","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999"
"54","243.050933","243.050988633","243.051026271","549846.8","-9999","990566.2","7.66","-1","-0.154859571","0.995658044","0","0.597394827","5","0.7","1.2","O7","de-protonated","0","-9999","C10 H12 O7","10","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"56","243.08728","243.087335662","243.087411781","1316444.6","-9999","707543","21.12","-1","-0.313133314","0.982365842","0","0.589419505","4","0.545454545","1.454545455","O6","de-protonated","0","-9999","C11 H16 O6","11","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"58","243.12367","243.123725691","243.12379729","1280994.5","-9999","531602.9","20.5","-1","-0.294494911","0.984386626","0","0.590631976","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"60","245.066661","245.066718261","245.066676336","995609.4","-9999","692060.5","15.48","-1","0.171076109","0.994703611","0","0.596822166","4","0.7","1.4","O7","de-protonated","0","-9999","C10 H14 O7","10","14","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"62","245.102989","245.10304629","245.103061845","1383839.3","-9999","542616.9","22.3","-1","-0.0634629","0.999269475","0","0.599561685","3","0.545454545","1.636363636","O6","de-protonated","0","-9999","C11 H18 O6","11","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"63","245.139471","245.13952832","245.139447355","560101","-9999","685942.8","7.83","-1","0.330282089","0.980401048","0","0.588240629","2","0.416666667","1.833333333","O5","de-protonated","0","-9999","C12 H22 O5","12","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"64","247.08226","247.082318889","247.0823264","854103.9","-9999","671645.6","12.95","-1","-0.030399665","0.99983233","0","0.599899398","3","0.7","1.6","O7","de-protonated","0","-9999","C10 H16 O7","10","16","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"65","247.118665","247.118723919","247.11871191","760285.6","-9999","914849.2","11.3","-1","0.048595421","0.999571598","0","0.599742959","2","0.545454545","1.818181818","O6","de-protonated","0","-9999","C11 H20 O6","11","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"66","253.108023","253.108086757","253.108147226","737006.4","-9999","764916.5","10.84","-1","-0.238905666","0.989697092","0","0.593818255","5","0.384615385","1.384615385","O5","de-protonated","0","-9999","C13 H18 O5","13","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"68","253.144372","253.144435786","253.144532735","1173363.8","-9999","619130","18.45","-1","-0.382978677","0.973737457","0","0.584242474","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"69","255.087317","255.087382356","255.087411781","1204622.3","-9999","732798.1","18.92","-1","-0.11535348","0.997588479","0","0.598553087","5","0.5","1.333333333","O6","de-protonated","0","-9999","C12 H16 O6","12","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"71","255.123692","255.123757385","255.12379729","1595411.5","-9999","828922.6","25.72","-1","-0.156414994","0.995570579","0","0.597342347","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"72","255.159989","255.160054414","255.160182799","610520.7","-9999","819777.4","8.6","-1","-0.503155372","0.955102594","0","0.573061556","3","0.285714286","1.714285714","O4","de-protonated","0","-9999","C14 H24 O4","14","24","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"74","257.06651","257.066576954","257.066676336","937125.9","-9999","866996","14.27","-1","-0.386598348","0.97324541","0","0.583947246","5","0.636363636","1.272727273","O7","de-protonated","0","-9999","C11 H14 O7","11","14","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"76","257.102939","257.103005984","257.103061845","2228651","-9999","659284.3","36.72","-1","-0.217272696","0.991470856","0","0.594882514","4","0.5","1.5","O6","de-protonated","0","-9999","C12 H18 O6","12","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"78","257.139342","257.139409013","257.139447355","1780528","-9999","756576.2","28.81","-1","-0.149107496","0.995973969","0","0.597584382","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"80","259.08223","259.082298583","259.0823264","1422777.3","-9999","575394.4","22.61","-1","-0.107370226","0.99791038","0","0.598746228","4","0.636363636","1.454545455","O7","de-protonated","0","-9999","C11 H16 O7","11","16","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
