"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","33S","34S"
"7","171.06601","171.066238178","171.066282413","528783.4","-9999","1437897","7.88","-1","-0.258582522","0.987940751","0","0.59276445","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999"
"11","185.081841","185.082051503","185.081932477","497921.7","-9999","1163323.7","7.3","-1","0.643096515","0.927704243","0","0.556622546","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999"
"12","187.061042","187.061250007","187.061197032","730166.4","-9999","1152587.9","11.63","-1","0.283193325","0.985553462","0","0.591332077","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999","-9999"
"13","189.076693","189.076898465","189.076847097","503863.2","-9999","1471128.4","7.39","-1","0.271678437","0.986696704","0","0.592018022","2","0.625","1.75","O5","de-protonated","0","-9999","C8 H14 O5","8","14","5","-9999","-9999","-9999","-9999","-9999","-9999"
"14","199.060838","199.061030874","199.061197032","607617.2","-9999","1248072.4","9.23","-1","-0.834709925","0.881242287","0","0.528745372","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999"
"15","199.061068","199.061260874","199.061197032","754657.2","-9999","1103261.5","11.95","-1","0.320712193","0.981509936","0","0.588905961","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999"
"16","201.040186","201.040376378","201.040461587","696778.3","-9999","818394.1","10.85","-1","-0.423843066","0.967929547","0","0.580757728","4","0.75","1.25","O6","de-protonated","0","-9999","C8 H10 O6","8","10","6","-9999","-9999","-9999","-9999","-9999","-9999"
"17","201.076601","201.076791332","201.076847097","731821.8","-9999","650279.7","11.5","-1","-0.277331175","0.986141242","0","0.591684745","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999"
"18","203.055961","203.056148836","203.056111652","667909.7","-9999","1176702.4","10.29","-1","0.183121097","0.993933894","0","0.596360336","3","0.75","1.5","O6","de-protonated","0","-9999","C8 H12 O6","8","12","6","-9999","-9999","-9999","-9999","-9999","-9999"
"23","213.076676","213.076851199","213.076847097","778775.7","-9999","992226.7","12.19","-1","0.019250945","0.999932758","0","0.599959655","4","0.5","1.4","O5","de-protonated","0","-9999","C10 H14 O5","10","14","5","-9999","-9999","-9999","-9999","-9999","-9999"
"25","215.055922","215.056094703","215.056111652","968068.4","-9999","850235.3","15.6","-1","-0.07881287","0.998873572","0","0.599324143","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999","-9999"
"27","215.092296","215.092468657","215.092497161","992073.4","-9999","920290.1","16.03","-1","-0.13252164","0.996818473","0","0.598091084","3","0.5","1.6","O5","de-protonated","0","-9999","C10 H16 O5","10","16","5","-9999","-9999","-9999","-9999","-9999","-9999"
"29","217.071573","217.071743161","217.071761716","999198.6","-9999","1106601.8","16.12","-1","-0.085481269","0.998675024","0","0.599205015","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999","-9999"
"30","227.055854","227.05601157","227.056111652","757043.4","-9999","836644.4","11.61","-1","-0.440781794","0.965360754","0","0.579216452","5","0.6","1.2","O6","de-protonated","0","-9999","C10 H12 O6","10","12","6","-9999","-9999","-9999","-9999","-9999","-9999"
"31","227.092246","227.092403524","227.092497161","731609.1","-9999","705326.7","11.15","-1","-0.412331738","0.969621543","0","0.581772926","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999","-9999"
"32","227.128644","227.128801478","227.128882671","792574.8","-9999","843574.5","12.25","-1","-0.35747411","0.977079834","0","0.5862479","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999","-9999"
"33","229.071489","229.071644028","229.071761716","1363373.6","-9999","721007","22.44","-1","-0.513762846","0.953235024","0","0.571941014","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999","-9999"
"35","229.107888","229.108042982","229.108147226","710355.4","-9999","762100.3","10.73","-1","-0.454998279","0.96313265","0","0.57787959","3","0.454545455","1.636363636","O5","de-protonated","0","-9999","C11 H18 O5","11","18","5","-9999","-9999","-9999","-9999","-9999","-9999"
"36","231.050792","231.050944532","231.051026271","653092.3","-9999","969894.9","9.67","-1","-0.353773595","0.977546569","0","0.586527941","4","0.777777778","1.333333333","O7","de-protonated","0","-9999","C9 H12 O7","9","12","7","-9999","-9999","-9999","-9999","-9999","-9999"
"37","231.087147","231.087299486","231.087411781","1902186","-9999","779560","32","-1","-0.485941438","0.958057841","0","0.574834705","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999","-9999"
"41","241.071502","241.071641895","241.071761716","822153.7","-9999","851689.9","12.55","-1","-0.497037365","0.956163651","0","0.57369819","5","0.545454545","1.272727273","O6","de-protonated","0","-9999","C11 H14 O6","11","14","6","-9999","-9999","-9999","-9999","-9999","-9999"
"43","241.107882","241.108021849","241.108147226","765327.3","-9999","681184.7","11.55","-1","-0.520002759","0.952119958","0","0.571271975","4","0.416666667","1.5","O5","de-protonated","0","-9999","C12 H18 O5","12","18","5","-9999","-9999","-9999","-9999","-9999","-9999"
"44","241.144229","241.144368803","241.144532735","573300.9","-9999","783533","8.14","-1","-0.67980844","0.919564944","0","0.551738966","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999","-9999"
"45","243.050737","243.050874399","243.051026271","614906.3","-9999","1006999.3","8.85","-1","-0.62485965","0.931604823","0","0.558962894","5","0.7","1.2","O7","de-protonated","0","-9999","C10 H12 O7","10","12","7","-9999","-9999","-9999","-9999","-9999","-9999"
"46","243.087111","243.087248353","243.087411781","1442239.9","-9999","536771.8","23.46","-1","-0.672301371","0.921260135","0","0.552756081","4","0.545454545","1.454545455","O6","de-protonated","0","-9999","C11 H16 O6","11","16","6","-9999","-9999","-9999","-9999","-9999","-9999"
"47","243.123466","243.123603307","243.12379729","1220933.5","-9999","754903","19.55","-1","-0.79787828","0.890909879","0","0.534545927","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999","-9999"
"48","245.066418","245.066552857","245.066676336","1086956.4","-9999","723692.2","17.18","-1","-0.503859599","0.954979701","0","0.572987821","4","0.7","1.4","O7","de-protonated","0","-9999","C10 H14 O7","10","14","7","-9999","-9999","-9999","-9999","-9999","-9999"
"49","245.102738","245.102872811","245.103061845","1325489.9","-9999","525580.8","21.39","-1","-0.771244344","0.897691406","0","0.538614844","3","0.545454545","1.636363636","O6","de-protonated","0","-9999","C11 H18 O6","11","18","6","-9999","-9999","-9999","-9999","-9999","-9999"
"50","245.139169","245.139303765","245.139447355","609399.3","-9999","966643.7","8.74","-1","-0.585746784","0.939643326","0","0.563785995","2","0.416666667","1.833333333","O5","de-protonated","0","-9999","C12 H22 O5","12","22","5","-9999","-9999","-9999","-9999","-9999","-9999"
