"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","34S"
"35","217.071913","217.071823814","217.071761716","1258330.1","-9999","777184.3","20.8","-1","0.28607104","0.985260554","0","0.591156333","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999"
"36","217.108266","217.108176857","217.108147226","668223.2","-9999","785505.9","10.11","-1","0.136482286","0.996625786","0","0.597975471","2","0.5","1.8","O5","de-protonated","0","-9999","C10 H18 O5","10","18","5","-9999","-9999","-9999","-9999","-9999"
"39","227.092658","227.092580618","227.092497161","1054804.3","-9999","796067.5","16.94","-1","0.367501848","0.975791809","0","0.585475085","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999"
"40","227.12896","227.128882661","227.128882671","578713.8","-9999","602912","8.39","-1","-4.2601e-5","1","0","0.6","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999"
"43","229.071888","229.07181295","229.071761716","1168835","-9999","697919.1","18.93","-1","0.223655768","0.990964658","0","0.594578795","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999"
"45","229.108282","229.108206992","229.108147226","904392.6","-9999","766760.6","14.19","-1","0.260866938","0.987728056","0","0.592636834","3","0.454545455","1.636363636","O5","de-protonated","0","-9999","C11 H18 O5","11","18","5","-9999","-9999","-9999","-9999","-9999"
"46","231.051101","231.051028281","231.051026271","698964.2","-9999","719035.5","10.48","-1","0.008697253","0.999986275","0","0.599991765","4","0.777777778","1.333333333","O7","de-protonated","0","-9999","C9 H12 O7","9","12","7","-9999","-9999","-9999","-9999","-9999"
"48","231.087546","231.087473324","231.087411781","1508217.8","-9999","542631.8","24.92","-1","0.266319523","0.987213012","0","0.592327807","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999"
"51","239.128997","239.128933796","239.128882671","665817.1","-9999","771925.6","9.8","-1","0.213799658","0.991740228","0","0.595044137","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999"
"53","241.071827","241.071766085","241.071761716","719716","-9999","728834.3","10.72","-1","0.018120972","0.99994042","0","0.599964252","5","0.545454545","1.272727273","O6","de-protonated","0","-9999","C11 H14 O6","11","14","6","-9999","-9999","-9999","-9999","-9999"
"54","241.108201","241.108140128","241.108147226","1100425.6","-9999","728019.4","17.45","-1","-0.029439274","0.999842756","0","0.599905654","4","0.416666667","1.5","O5","de-protonated","0","-9999","C12 H18 O5","12","18","5","-9999","-9999","-9999","-9999","-9999"
"55","241.144608","241.144547171","241.144532735","584399.2","-9999","921714","8.33","-1","0.059862384","0.999349989","0","0.599609993","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999"
"56","243.051148","243.051089416","243.051026271","609106","-9999","701065.8","8.73","-1","0.25980088","0.98782754","0","0.592696524","5","0.7","1.2","O7","de-protonated","0","-9999","C10 H12 O7","10","12","7","-9999","-9999","-9999","-9999","-9999"
"57","243.087584","243.087525459","243.087411781","1363575.5","-9999","698136.4","22.02","-1","0.467644289","0.961095761","0","0.576657457","4","0.545454545","1.454545455","O6","de-protonated","0","-9999","C11 H16 O6","11","16","6","-9999","-9999","-9999","-9999","-9999"
"58","243.123679","243.123620502","243.12379729","617341","-9999","1013113.4","8.87","-1","-0.727153797","0.908517188","0","0.545110313","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999"
"59","243.123983","243.123924502","243.12379729","964093.1","-9999","792414.5","14.98","-1","0.523239466","0.951536781","0","0.570922068","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999"
"60","245.066797","245.066740791","245.066676336","1341602","-9999","775801.3","21.63","-1","0.263008946","0.987526963","0","0.592516178","4","0.7","1.4","O7","de-protonated","0","-9999","C10 H14 O7","10","14","7","-9999","-9999","-9999","-9999","-9999"
"61","245.10317","245.103113833","245.103061845","1787815.4","-9999","677194.7","29.49","-1","0.212107606","0.991869919","0","0.595121951","3","0.545454545","1.636363636","O6","de-protonated","0","-9999","C11 H18 O6","11","18","6","-9999","-9999","-9999","-9999","-9999"
"63","247.082479","247.082425165","247.0823264","920141.4","-9999","909063.7","14.15","-1","0.399723552","0.971424552","0","0.582854731","3","0.7","1.6","O7","de-protonated","0","-9999","C10 H16 O7","10","16","7","-9999","-9999","-9999","-9999","-9999"
"64","247.118832","247.118778208","247.11871191","605010.8","-9999","818393.1","8.62","-1","0.268284406","0.987024867","0","0.59221492","2","0.545454545","1.818181818","O6","de-protonated","0","-9999","C11 H20 O6","11","20","6","-9999","-9999","-9999","-9999","-9999"
"65","253.10828","253.108233263","253.108147226","557097.6","-9999","836333.4","7.73","-1","0.339923274","0.979252256","0","0.587551354","5","0.384615385","1.384615385","O5","de-protonated","0","-9999","C13 H18 O5","13","18","5","-9999","-9999","-9999","-9999","-9999"
"66","253.144532","253.144485306","253.144532735","1753518.5","-9999","743899","28.66","-1","-0.187360544","0.993650673","0","0.596190404","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999"
"67","255.087374","255.087329594","255.087411781","738805.7","-9999","740500.2","10.87","-1","-0.322189563","0.981340796","0","0.588804478","5","0.5","1.333333333","O6","de-protonated","0","-9999","C12 H16 O6","12","16","6","-9999","-9999","-9999","-9999","-9999"
"68","255.087662","255.087617595","255.087411781","723253.7","-9999","679372.1","10.6","-1","0.806836512","0.888589059","0","0.533153435","5","0.5","1.333333333","O6","de-protonated","0","-9999","C12 H16 O6","12","16","6","-9999","-9999","-9999","-9999","-9999"
"69","255.123842","255.123797637","255.12379729","1217082.5","-9999","620137.9","19.2","-1","0.001360537","0.999999664","0","0.599999798","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999"
"70","257.066807","257.066764926","257.066676336","820601.4","-9999","620137.6","12.29","-1","0.344618941","0.978681278","0","0.587208767","5","0.636363636","1.272727273","O7","de-protonated","0","-9999","C11 H14 O7","11","14","7","-9999","-9999","-9999","-9999","-9999"
"72","257.103231","257.103188969","257.103061845","1460542","-9999","515894.7","23.44","-1","0.49444608","0.9566095","0","0.5739657","4","0.5","1.5","O6","de-protonated","0","-9999","C12 H18 O6","12","18","6","-9999","-9999","-9999","-9999","-9999"
"73","257.139596","257.139554012","257.139447355","1212226.8","-9999","625406.7","19.04","-1","0.414783061","0.969264893","0","0.581558936","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999"
"75","259.082482","259.0824423","259.0823264","1470136.1","-9999","587028.5","23.51","-1","0.447347899","0.964339819","0","0.578603891","4","0.636363636","1.454545455","O7","de-protonated","0","-9999","C11 H16 O7","11","16","7","-9999","-9999","-9999","-9999","-9999"
"76","259.118831","259.118791343","259.11871191","1683132.8","-9999","597291.3","27.21","-1","0.306552162","0.983093054","0","0.589855832","3","0.5","1.666666667","O6","de-protonated","0","-9999","C12 H20 O6","12","20","6","-9999","-9999","-9999","-9999","-9999"
"77","259.155253","259.155213386","259.155097419","553697.2","-9999","733297.8","7.6","-1","0.447480893","0.964318996","0","0.578591397","2","0.384615385","1.846153846","O5","de-protonated","0","-9999","C13 H24 O5","13","24","5","-9999","-9999","-9999","-9999","-9999"
"79","261.06164","261.061602632","261.061590955","863848.6","-9999","658683.1","12.93","-1","0.044725683","0.999637098","0","0.599782259","4","0.8","1.4","O8","de-protonated","0","-9999","C10 H14 O8","10","14","8","-9999","-9999","-9999","-9999","-9999"
"80","261.098056","261.098018675","261.097976465","1161452.9","-9999","632912.7","18.08","-1","0.161662317","0.995269118","0","0.597161471","3","0.636363636","1.636363636","O7","de-protonated","0","-9999","C11 H18 O7","11","18","7","-9999","-9999","-9999","-9999","-9999"
"81","261.134361","261.134323717","261.134361974","525425.2","-9999","985516.3","7.08","-1","-0.146502669","0.996113135","0","0.597667881","2","0.5","1.833333333","O6","de-protonated","0","-9999","C12 H22 O6","12","22","6","-9999","-9999","-9999","-9999","-9999"
"84","262.975938","262.975902887","262.975967805","571144.1","-9999","675914.3","7.86","-1","-0.24685902","0.989003538","0","0.593402123","9","0.083333333","0.75","S2 P1 O1","de-protonated","0","-9999","C12 H9 O1 P1 S2","12","9","1","-9999","1","2","-9999","-9999"
"87","265.147962","265.147929445","265.147904038","15223676","-9999","548167.2","260.19","-1","0.095820968","0.999194145","0.995457866","0.997699633","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999"
"88","266.151277","266.151245627","266.151258873","1930216.9","-9999","491098.6","31.23","-1","-0.049770548","0.999599227","0.995457866","0.997942682","0","0.333333333","2.166666667","13C1 S1 O4","de-protonated","1","87","C11 H26 O4 S1 13C1","11","26","4","-9999","-9999","1","1","-9999"
"88","266.151277","266.151245627","266.151015097","1930216.9","-9999","491098.6","31.23","-1","0.866163917","0.872729127","0","0.523637476","5","0.230769231","1.615384615","N3 O3","de-protonated","0","-9999","C13 H21 O3 N3","13","21","3","3","-9999","-9999","-9999","-9999"
"91","267.087517","267.08748673","267.087411781","588332.8","-9999","697722.2","8.12","-1","0.280615893","0.985813365","0","0.591488019","6","0.461538462","1.230769231","O6","de-protonated","0","-9999","C13 H16 O6","13","16","6","-9999","-9999","-9999","-9999","-9999"
"92","267.12375","267.123719772","267.12379729","810384.7","-9999","690945.4","11.95","-1","-0.290193903","0.984835903","0","0.590901542","5","0.357142857","1.428571429","O5","de-protonated","0","-9999","C14 H20 O5","14","20","5","-9999","-9999","-9999","-9999","-9999"
"93","267.143741","267.143710796","267.143699868","631890.8","-9999","660575.2","8.87","-1","0.040906976","0.99964782","0.995457866","0.997971839","0","0.333333333","2.166666667","34S1 O4","de-protonated","1","87","C12 H26 O4 34S1","12","26","4","-9999","-9999","-9999","-9999","1"
"95","269.066654","269.066626061","269.066676336","571866.4","-9999","660986","7.8","-1","-0.18684896","0.993685189","0","0.596211114","6","0.583333333","1.166666667","O7","de-protonated","0","-9999","C12 H14 O7","12","14","7","-9999","-9999","-9999","-9999","-9999"
"96","269.103101","269.103073104","269.103061845","966494.1","-9999","542412","14.57","-1","0.041838074","0.999682438","0","0.599809463","5","0.461538462","1.384615385","O6","de-protonated","0","-9999","C13 H18 O6","13","18","6","-9999","-9999","-9999","-9999","-9999"
"98","269.131197","269.131169137","269.131205146","2665249","-9999","482758.5","43.7","-1","-0.133797234","0.99675703","0","0.598054218","4","0.214285714","1.642857143","P1 O3","de-protonated","0","-9999","C14 H23 O3 P1","14","23","3","-9999","1","-9999","-9999","-9999"
"99","269.139436","269.139408147","269.139447355","2442401.8","-9999","509642.4","39.88","-1","-0.145678369","0.996156667","0","0.597694","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999"
"100","270.134565","270.134538319","270.134696327","635270.2","-9999","829452.8","8.89","-1","-0.584922239","0.939807916","0","0.56388475","4","0.384615385","1.615384615","N1 O5","de-protonated","0","-9999","C13 H21 O5 N1","13","21","5","1","-9999","-9999","-9999","-9999"
"103","271.082383","271.082357435","271.0823264","1568228.1","-9999","724357.3","24.89","-1","0.114485971","0.997624571","0","0.598574743","5","0.583333333","1.333333333","O7","de-protonated","0","-9999","C12 H16 O7","12","16","7","-9999","-9999","-9999","-9999","-9999"
"105","271.118675","271.118649478","271.11871191","1820135.8","-9999","615230.3","29.21","-1","-0.230273581","0.990424654","0","0.594254793","4","0.461538462","1.538461538","O6","de-protonated","0","-9999","C13 H20 O6","13","20","6","-9999","-9999","-9999","-9999","-9999"
"107","271.155137","271.155111521","271.155097419","895083.3","-9999","706850.2","13.34","-1","0.052007591","0.99950934","0","0.599705604","3","0.357142857","1.714285714","O5","de-protonated","0","-9999","C14 H24 O5","14","24","5","-9999","-9999","-9999","-9999","-9999"
"110","273.097987","273.09796381","273.097976465","1884326.9","-9999","518343.4","30.17","-1","-0.046338944","0.999610452","0","0.599766271","4","0.583333333","1.5","O7","de-protonated","0","-9999","C12 H18 O7","12","18","7","-9999","-9999","-9999","-9999","-9999"
"112","273.13437","273.134346853","273.134361974","2161322.3","-9999","638904.7","34.9","-1","-0.055363098","0.999444001","0","0.599666401","3","0.461538462","1.692307692","O6","de-protonated","0","-9999","C13 H22 O6","13","22","6","-9999","-9999","-9999","-9999","-9999"
"113","275.077252","275.077231141","275.07724102","1176031.6","-9999","621595.3","18.07","-1","-0.035912539","0.999766011","0","0.599859607","4","0.727272727","1.454545455","O8","de-protonated","0","-9999","C11 H16 O8","11","16","8","-9999","-9999","-9999","-9999","-9999"
"114","275.113698","275.113677184","275.113626529","1238883","-9999","637905.7","19.15","-1","0.184123411","0.993867511","0","0.596320507","3","0.583333333","1.666666667","O7","de-protonated","0","-9999","C12 H20 O7","12","20","7","-9999","-9999","-9999","-9999","-9999"
"115","279.163042","279.163025954","279.16317398","542539.1","-9999","998132.1","7.22","-1","-0.530249945","0.950262496","0","0.570157498","5","0.066666667","1.666666667","N2 P1 O1","de-protonated","0","-9999","C15 H25 O1 N2 P1","15","25","1","2","1","-9999","-9999","-9999"
"116","279.163637","279.163620955","279.163554103","903051.1","-9999","622096.2","13.35","-1","0.239472245","0.98964842","0","0.593789052","0","0.307692308","2.153846154","S1 O4","de-protonated","0","-9999","C13 H28 O4 S1","13","28","4","-9999","-9999","1","-9999","-9999"
"117","281.139546","281.139532282","281.139447355","776499.3","-9999","716843.1","11.19","-1","0.302083683","0.983578312","0","0.590146987","5","0.333333333","1.466666667","O5","de-protonated","0","-9999","C15 H22 O5","15","22","5","-9999","-9999","-9999","-9999","-9999"
"118","283.082349","283.082337571","283.0823264","665332.4","-9999","521721.9","9.26","-1","0.039459861","0.99971751","0","0.599830506","6","0.538461538","1.230769231","O7","de-protonated","0","-9999","C13 H16 O7","13","16","7","-9999","-9999","-9999","-9999","-9999"
"119","283.118684","283.118672614","283.11871191","1532311.4","-9999","579680.8","23.93","-1","-0.138797468","0.996510541","0","0.597906325","5","0.428571429","1.428571429","O6","de-protonated","0","-9999","C14 H20 O6","14","20","6","-9999","-9999","-9999","-9999","-9999"
"120","283.155058","283.155046656","283.155097419","958362.3","-9999","670656.9","14.22","-1","-0.179275119","0.994185289","0","0.596511173","4","0.333333333","1.6","O5","de-protonated","0","-9999","C15 H24 O5","15","24","5","-9999","-9999","-9999","-9999","-9999"
"121","285.061622","285.061612902","285.061590955","561268.7","-9999","638089.1","7.49","-1","0.076989496","0.998925062","0","0.599355037","6","0.666666667","1.166666667","O8","de-protonated","0","-9999","C12 H14 O8","12","14","8","-9999","-9999","-9999","-9999","-9999"
"122","285.097941","285.097931945","285.097976465","2088887.6","-9999","513822.7","33.35","-1","-0.156156212","0.995585191","0","0.597351115","5","0.538461538","1.384615385","O7","de-protonated","0","-9999","C13 H18 O7","13","18","7","-9999","-9999","-9999","-9999","-9999"
"124","285.126125","285.126115978","285.126119766","8764090","-9999","566474.8","146.31","-1","-0.013283529","0.998594043","0.996539104","0.997772067","4","0.285714286","1.642857143","P1 O4","de-protonated","0","-9999","C14 H23 O4 P1","14","23","4","-9999","1","-9999","-9999","-9999"
"125","285.134403","285.134393988","285.134361974","2516410.5","-9999","523641.2","40.58","-1","0.112276121","0.997715285","0","0.598629171","4","0.428571429","1.571428571","O6","de-protonated","0","-9999","C14 H22 O6","14","22","6","-9999","-9999","-9999","-9999","-9999"
"126","285.170825","285.170816031","285.170747484","673277.4","-9999","430731.8","9.39","-1","0.240372947","0.989570814","0","0.593742488","3","0.333333333","1.733333333","O5","de-protonated","0","-9999","C15 H26 O5","15","26","5","-9999","-9999","-9999","-9999","-9999"
"128","286.129447","286.12943916","286.129474601","1367433.8","-9999","426225.3","21.14","-1","-0.123862443","0.997220103","0.996539104","0.996947703","4","0.285714286","1.642857143","13C1 P1 O4","de-protonated","1","124","C13 H23 O4 P1 13C1","13","23","4","-9999","1","-9999","1","-9999"
"128","286.129447","286.12943916","286.129610946","1367433.8","-9999","426225.3","21.14","-1","-0.600379371","0.936688818","0","0.562013291","4","0.461538462","1.615384615","N1 O6","de-protonated","0","-9999","C13 H21 O6 N1","13","21","6","1","-9999","-9999","-9999","-9999"
"130","287.077209","287.077202276","287.07724102","1346004.5","-9999","696239.4","20.67","-1","-0.134958337","0.996700594","0","0.598020356","5","0.666666667","1.333333333","O8","de-protonated","0","-9999","C12 H16 O8","12","16","8","-9999","-9999","-9999","-9999","-9999"
"131","287.113629","287.113622319","287.113626529","3601751.5","-9999","614132.7","58.67","-1","-0.014662893","0.998134427","0.979371244","0.990629154","4","0.538461538","1.538461538","O7","de-protonated","0","-9999","C13 H20 O7","13","20","7","-9999","-9999","-9999","-9999","-9999"
"133","287.150005","287.149998362","287.150012039","1643866.3","-9999","648386.5","25.69","-1","-0.047628128","0.99958848","0","0.599753088","3","0.428571429","1.714285714","O6","de-protonated","0","-9999","C14 H24 O6","14","24","6","-9999","-9999","-9999","-9999","-9999"
"134","288.117028","288.117022501","288.116981364","605413.8","-9999","701134.6","8.2","-1","0.142778671","0.996307865","0.979371244","0.989533217","4","0.538461538","1.538461538","13C1 O7","de-protonated","1","131","C12 H20 O7 13C1","12","20","7","-9999","-9999","-9999","1","-9999"
"135","289.092878","289.092873651","289.092891084","2190833.5","-9999","617696.9","34.9","-1","-0.060304442","0.999340357","0","0.599604214","4","0.666666667","1.5","O8","de-protonated","0","-9999","C12 H18 O8","12","18","8","-9999","-9999","-9999","-9999","-9999"
"137","289.129252","289.129247694","289.129276594","1648756.3","-9999","486885.4","25.77","-1","-0.099955595","0.998188766","0","0.59891326","3","0.538461538","1.692307692","O7","de-protonated","0","-9999","C13 H22 O7","13","22","7","-9999","-9999","-9999","-9999","-9999"
"138","289.165611","289.165606736","289.165662103","847863.1","-9999","776832.5","12.28","-1","-0.191470211","0.993370014","0","0.596022009","2","0.428571429","1.857142857","O6","de-protonated","0","-9999","C14 H26 O6","14","26","6","-9999","-9999","-9999","-9999","-9999"
"140","291.10040299999997","291.100401016","291.10029894","807051.3","-9999","638831.3","11.54","-1","0.350652999","0.977936557","0","0.586761934","3","0.5","1.75","P1 O6","de-protonated","0","-9999","C12 H21 O6 P1","12","21","6","-9999","1","-9999","-9999","-9999"
"141","291.108576","291.108574025","291.108541149","549515.9","-9999","838296.1","7.22","-1","0.112934956","0.997688424","0","0.598613054","3","0.666666667","1.666666667","O8","de-protonated","0","-9999","C12 H20 O8","12","20","8","-9999","-9999","-9999","-9999","-9999"
"144","293.175834","293.17583446","293.175832864","8260904.5","-9999","557938","136.48","-1","0.005444993","0.998490312","0.994689241","0.996969884","5","0.235294118","1.529411765","O4","de-protonated","0","-9999","C17 H26 O4","17","26","4","-9999","-9999","-9999","-9999","-9999"
"146","293.178667","293.178667464","293.178824045","885544.7","-9999","660934.5","12.85","-1","-0.5340806","0.94955977","0","0.569735862","5","0.0625","1.6875","N2 P1 O1","de-protonated","0","-9999","C16 H27 O1 N2 P1","16","27","1","2","1","-9999","-9999","-9999"
"147","293.179187","293.179187464","293.179204167","2563624.8","-9999","547740.9","40.98","-1","-0.056972083","0.999411224","0","0.599646734","0","0.285714286","2.142857143","S1 O4","de-protonated","0","-9999","C14 H30 O4 S1","14","30","4","-9999","-9999","1","-9999","-9999"
"149","294.179224","294.179225642","294.179187699","1580787.9","-9999","560371.9","24.5","-1","0.128979912","0.996986004","0.994689241","0.996067299","5","0.235294118","1.529411765","13C1 O4","de-protonated","1","144","C16 H26 O4 13C1","16","26","4","-9999","-9999","-9999","1","-9999"
"150","295.118633","295.118635749","295.11871191","553114.2","-9999","389783.8","7.27","-1","-0.258068742","0.987988336","0","0.592793001","6","0.4","1.333333333","O6","de-protonated","0","-9999","C15 H20 O6","15","20","6","-9999","-9999","-9999","-9999","-9999"
"152","297.097927","297.09793208","297.097976465","789069.9","-9999","630296.6","11.17","-1","-0.149393582","0.995958537","0","0.597575122","6","0.5","1.285714286","O7","de-protonated","0","-9999","C14 H18 O7","14","18","7","-9999","-9999","-9999","-9999","-9999"
"154","297.134354","297.134359123","297.134361974","1209936.6","-9999","502812.7","18.19","-1","-0.009594891","0.999983296","0","0.599989977","5","0.4","1.466666667","O6","de-protonated","0","-9999","C15 H22 O6","15","22","6","-9999","-9999","-9999","-9999","-9999"
"156","297.152997","297.153002145","297.152989419","4718674","-9999","607287.7","76.72","-1","0.042827698","0.999541299","0.996334636","0.998258634","4","0.1875","1.625","S1 O3","de-protonated","0","-9999","C16 H26 O3 S1","16","26","3","-9999","-9999","1","-9999","-9999"
"157","297.170746","297.170751166","297.170747484","1040339.3","-9999","783735","15.36","-1","0.01239202","0.999972137","0","0.599983282","4","0.3125","1.625","O5","de-protonated","0","-9999","C16 H26 O5","16","26","5","-9999","-9999","-9999","-9999","-9999"
"158","298.156321","298.156327327","298.156344254","840476.8","-9999","833411.6","12.03","-1","-0.056771671","0.999415358","0.996334636","0.998183069","4","0.1875","1.625","13C1 S1 O3","de-protonated","1","156","C15 H26 O3 S1 13C1","15","26","3","-9999","-9999","1","1","-9999"
"158","298.156321","298.156327327","298.156100477","840476.8","-9999","833411.6","12.03","-1","0.760843282","0.900290789","0","0.540174473","9","0.117647059","1.235294118","N3 O2","de-protonated","0","-9999","C17 H21 O2 N3","17","21","2","3","-9999","-9999","-9999","-9999"
"159","299.077335","299.077342412","299.07724102","945761.3","-9999","626510.7","13.78","-1","0.339016058","0.979361706","0","0.587617024","6","0.615384615","1.230769231","O8","de-protonated","0","-9999","C13 H16 O8","13","16","8","-9999","-9999","-9999","-9999","-9999"
"161","299.113627","299.113634455","299.113626529","2019812","-9999","655030","31.7","-1","0.026496242","0.999872622","0","0.599923573","5","0.5","1.428571429","O7","de-protonated","0","-9999","C14 H20 O7","14","20","7","-9999","-9999","-9999","-9999","-9999"
"163","299.150036","299.150043498","299.150012039","2265574.8","-9999","633300.4","35.8","-1","0.105161035","0.997995399","0","0.59879724","4","0.4","1.6","O6","de-protonated","0","-9999","C15 H24 O6","15","24","6","-9999","-9999","-9999","-9999","-9999"
"164","299.186453","299.18646054","299.186397548","543465.4","-9999","654493.5","7.07","-1","0.210545909","0.991988719","0","0.595193231","3","0.3125","1.75","O5","de-protonated","0","-9999","C16 H28 O5","16","28","5","-9999","-9999","-9999","-9999","-9999"
"167","301.092924","301.092933786","301.092891084","2043767.6","-9999","638993.7","31.93","-1","0.141822593","0.996357057","0","0.597814234","5","0.615384615","1.384615385","O8","de-protonated","0","-9999","C13 H18 O8","13","18","8","-9999","-9999","-9999","-9999","-9999"
"169","301.121035","301.121044819","301.121034385","1082873.6","-9999","607463.7","15.98","-1","0.03465061","0.999782165","0","0.599869299","4","0.357142857","1.642857143","P1 O5","de-protonated","0","-9999","C14 H23 O5 P1","14","23","5","-9999","1","-9999","-9999","-9999"
"171","301.129283","301.129292829","301.129276594","3267706.3","-9999","549906.6","52.24","-1","0.053914563","0.499736354","0.86849267","0.64723888","4","0.5","1.571428571","O7","de-protonated","0","-9999","C14 H22 O7","14","22","7","-9999","-9999","-9999","-9999","-9999"
"173","301.165654","301.165663872","301.165662103","1572733","-9999","645443.9","24.11","-1","0.005873001","0.999993741","0","0.599996245","3","0.4","1.733333333","O6","de-protonated","0","-9999","C15 H26 O6","15","26","6","-9999","-9999","-9999","-9999","-9999"
"175","303.100305","303.100317151","303.10029894","704525.9","-9999","770702.7","9.7","-1","0.060080387","0.999345248","0","0.599607149","4","0.461538462","1.615384615","P1 O6","de-protonated","0","-9999","C13 H21 O6 P1","13","21","6","-9999","1","-9999","-9999","-9999"
"176","303.108533","303.10854516","303.108541149","2383118.5","-9999","600670.3","37.56","-1","0.013234814","0.999968218","0","0.599980931","4","0.615384615","1.538461538","O8","de-protonated","0","-9999","C13 H20 O8","13","20","8","-9999","-9999","-9999","-9999","-9999"
