"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"4","165.019256","165.019308134","165.019332219","772861.8","-9999","818634","12.49","-1","-0.145952409","0.996142221","0","0.597685333","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","171.06623","171.066281978","171.066282413","758886.4","-9999","1455304.9","12.23","-1","-0.002540461","0.999998829","0","0.599999297","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"10","179.034872","179.034923772","179.034982284","577513.3","-9999","1279912.3","8.83","-1","-0.326816332","0.980806254","0","0.588483752","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"12","190.957424","190.957475464","190.95734036","544049","-9999","1170115.9","8.16","-1","0.707510199","0.913174861","0","0.547904917","4","0.8","1","S1 P1 O4","de-protonated","0","-9999","C5 H5 O4 P1 S1","5","5","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"23","237.040221","237.040271274","237.040461587","517554.7","-9999","989913.7","7.21","-1","-0.802875014","0.889617817","0","0.53377069","7","0.545454545","0.909090909","O6","de-protonated","0","-9999","C11 H10 O6","11","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"24","245.048483","245.048533067","245.048538149","641304.3","-9999","706034.1","9.34","-1","-0.020738776","0.999921963","0","0.599953178","9","0.166666667","0.916666667","N2 P1 O2","de-protonated","0","-9999","C12 H11 O2 N2 P1","12","11","2","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"28","262.975693","262.975742603","262.975967805","857257.9","-9999","507354.6","12.9","-1","-0.856356233","0.875408479","0","0.525245088","9","0.083333333","0.75","S2 P1 O1","de-protonated","0","-9999","C12 H9 O1 P1 S2","12","9","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999"
"31","265.147564","265.147613547","265.147523916","2701552.8","-9999","665303.5","44.88","-1","0.33804387","0.979478683","0","0.58768721","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"40","279.163182","279.163231185","279.16317398","586177.7","-9999","818543.6","8.04","-1","0.204915667","0.992409843","0","0.595445906","5","0.066666667","1.666666667","N2 P1 O1","de-protonated","0","-9999","C15 H25 O1 N2 P1","15","25","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"45","293.178782","293.178830823","293.178824045","1321061.6","-9999","631348.1","20.41","-1","0.023120092","0.999903013","0","0.599941808","5","0.0625","1.6875","N2 P1 O1","de-protonated","0","-9999","C16 H27 O1 N2 P1","16","27","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"46","297.061118","297.061166723","297.061428764","585101.6","-9999","628069.1","7.88","-1","-0.882111755","0.868325131","0","0.520995078","2","0.25","2.375","N4 S2 P1 O2","de-protonated","0","-9999","C8 H19 O2 N4 P1 S2","8","19","2","4","1","2","-9999","-9999","-9999","-9999","-9999"
"48","298.155872","298.155920694","298.156100477","793102.3","-9999","659592.3","11.4","-1","-0.602981034","0.936156865","0","0.561694119","9","0.117647059","1.235294118","N3 O2","de-protonated","0","-9999","C17 H21 O2 N3","17","21","2","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"49","299.040349","299.040397672","299.040693319","539714.4","-9999","766685.7","7.11","-1","-0.988653494","0.837482903","0","0.502489742","2","0.428571429","2.428571429","N4 S2 P1 O3","de-protonated","0","-9999","C7 H17 O3 N4 P1 S2","7","17","3","4","1","2","-9999","-9999","-9999","-9999","-9999"
"52","301.071424","301.071472619","301.071761716","535449.9","-9999","419479.3","7.01","-1","-0.960226833","0.845943977","0","0.507566386","10","0.375","0.875","O6","de-protonated","0","-9999","C16 H14 O6","16","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"58","309.173572","309.17362041","309.173738664","610847.7","-9999","647747.9","8.23","-1","-0.382485631","0.973804141","0","0.584282485","5","0.125","1.6875","N2 P1 O2","de-protonated","0","-9999","C16 H27 O2 N2 P1","16","27","2","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"62","312.17144","312.171488332","312.171750541","3163868.5","-9999","557895.4","50.8","-1","-0.839951274","0.439919941","0.837042051","0.598768785","9","0.111111111","1.277777778","N3 O2","de-protonated","0","-9999","C18 H23 O2 N3","18","23","2","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"70","321.097459","321.097507102","321.097814273","626245.5","-9999","639772","8.4","-1","-0.956629884","0.847002965","0","0.508201779","3","0.090909091","2.090909091","N4 S2 P1 O1","de-protonated","0","-9999","C11 H23 O1 N4 P1 S2","11","23","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"74","325.055981","325.056028999","325.056343384","590075.4","-9999","623113.9","7.74","-1","-0.967168521","0.843892794","0","0.506335677","3","0.333333333","2.111111111","N4 S2 P1 O3","de-protonated","0","-9999","C9 H19 O3 N4 P1 S2","9","19","3","4","1","2","-9999","-9999","-9999","-9999","-9999"
"77","325.180833","325.180880996","325.180918244","1620613.6","-9999","514696.8","24.74","-1","-0.114545954","0.997622084","0","0.598573251","9","0.142857143","1.238095238","O3","de-protonated","0","-9999","C21 H26 O3","21","26","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"79","326.18707","326.18711797","326.187400606","3978969","-9999","448691","63.64","-1","-0.866482417","0.436320871","0.829532115","0.593605369","9","0.105263158","1.315789474","N3 O2","de-protonated","0","-9999","C19 H25 O2 N3","19","25","2","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"81","326.987854","326.98790195","326.98798904","2971420.8","-9999","451561.7","47.02","-1","-0.266342038","0.987210863","0","0.592326518","4","0.75","1.625","N2 S2 P1 O6","de-protonated","0","-9999","C8 H13 O6 N2 P1 S2","8","13","6","2","1","2","-9999","-9999","-9999","-9999","-9999"
"91","335.076496","335.076543741","335.076209449","697298.1","-9999","478760.5","9.41","-1","0.997659051","0.834769069","0","0.500861441","5","0.7","1.7","N4 P1 O7","de-protonated","0","-9999","C10 H17 O7 N4 P1","10","17","7","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"101","341.086861","341.086908585","341.086774133","667800.6","-9999","728447.4","8.84","-1","0.39418852","0.972199421","0","0.583319653","3","0.888888889","2.111111111","N4 P1 O8","de-protonated","0","-9999","C9 H19 O8 N4 P1","9","19","8","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"104","343.081644","343.081691534","343.081674952","643774.3","-9999","535165.6","8.37","-1","0.048332604","0.999576218","0","0.599745731","2","0.9","2","N2 S1 O9","de-protonated","0","-9999","C10 H20 O9 N2 S1","10","20","9","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"110","347.076491","347.07653843","347.076209449","783328.1","-9999","648389.9","10.6","-1","0.947866075","0.849571997","0","0.509743198","6","0.636363636","1.545454545","N4 P1 O7","de-protonated","0","-9999","C11 H17 O7 N4 P1","11","17","7","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"111","347.112922","347.11296943","347.112975081","812004.7","-9999","659210.6","11.06","-1","-0.016280138","0.999951909","0","0.599971146","0","0.9","2.4","N2 S1 O9","de-protonated","0","-9999","C10 H24 O9 N2 S1","10","24","9","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"114","349.092158","349.092205378","349.091859513","778846.1","-9999","605287.1","10.43","-1","0.990757061","0.836850407","0","0.502110244","5","0.636363636","1.727272727","N4 P1 O7","de-protonated","0","-9999","C11 H19 O7 N4 P1","11","19","7","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"115","349.128509","349.128556377","349.128245023","789218.8","-9999","507776.2","10.59","-1","0.891806779","0.865619669","0","0.519371802","4","0.5","1.916666667","N4 P1 O6","de-protonated","0","-9999","C12 H23 O6 N4 P1","12","23","6","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"124","356.978306","356.978353175","356.978075805","1693826.5","-9999","451653.8","24.72","-1","0.776994011","0.896242599","0","0.537745559","18","0.15","0.35","S1 P1 O3","de-protonated","0","-9999","C20 H7 O3 P1 S1","20","7","3","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"124","356.978306","356.978353175","356.978272509","1693826.5","-9999","451653.8","24.72","-1","0.225967078","0.990777814","0","0.594466689","10","0.9","0.6","N4 S1 O9","de-protonated","0","-9999","C10 H6 O9 N4 S1","10","6","9","4","-9999","1","-9999","-9999","-9999","-9999","-9999"
"125","357.060684","357.060731173","357.060559384","693134.2","-9999","519493.3","8.96","-1","0.48111799","0.958869064","0","0.575321438","8","0.583333333","1.25","N4 P1 O7","de-protonated","0","-9999","C12 H15 O7 N4 P1","12","15","7","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"127","357.097295","357.097342172","357.097325016","770963.3","-9999","551679.6","10.18","-1","0.048041364","0.999581309","0","0.599748785","2","0.818181818","2","N2 S1 O9","de-protonated","0","-9999","C11 H22 O9 N2 S1","11","22","9","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"128","357.118314","357.118361171","357.118074262","657558.3","-9999","561941.8","8.4","-1","0.80340195700000006","0.889481199","0","0.53368872","2","0.8","2.3","N4 P1 O8","de-protonated","0","-9999","C10 H23 O8 N4 P1","10","23","8","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"129","359.040095","359.040142121","359.039823939","877352.7","-9999","539079.7","11.85","-1","0.886202545","0.867186146","0","0.520311687","8","0.727272727","1.181818182","N4 P1 O8","de-protonated","0","-9999","C11 H13 O8 N4 P1","11","13","8","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"130","359.076463","359.07651012","359.076209449","985645.9","-9999","503614.2","13.56","-1","0.837347918","0.880537269","0","0.528322361","7","0.583333333","1.416666667","N4 P1 O7","de-protonated","0","-9999","C12 H17 O7 N4 P1","12","17","7","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"131","359.112863","359.112910119","359.112975081","843955.2","-9999","585570.6","11.33","-1","-0.180893198","0.994080164","0","0.596448099","1","0.818181818","2.181818182","N2 S1 O9","de-protonated","0","-9999","C11 H24 O9 N2 S1","11","24","9","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"131","359.112863","359.112910119","359.112594958","843955.2","-9999","585570.6","11.33","-1","0.87761173","0.869573685","0","0.521744211","6","0.461538462","1.615384615","N4 P1 O6","de-protonated","0","-9999","C13 H21 O6 N4 P1","13","21","6","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"132","361.055687","361.055734069","361.055474004","1073742.8","-9999","483877.6","14.94","-1","0.720292273","0.910155895","0","0.546093537","7","0.727272727","1.363636364","N4 P1 O8","de-protonated","0","-9999","C11 H15 O8 N4 P1","11","15","8","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"134","361.128473","361.128520067","361.128625145","788377.5","-9999","437458.1","10.45","-1","-0.290970101","0.984755296","0","0.590853178","0","0.818181818","2.363636364","N2 S1 O9","de-protonated","0","-9999","C11 H26 O9 N2 S1","11","26","9","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"134","361.128473","361.128520067","361.128245023","788377.5","-9999","437458.1","10.45","-1","0.761626628","0.900095987","0","0.540057592","5","0.461538462","1.769230769","N4 P1 O6","de-protonated","0","-9999","C13 H23 O6 N4 P1","13","23","6","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"135","362.965609","362.96565602","362.965990292","668651.3","-9999","621248.5","8.47","-1","-0.920946585","0.857362586","0","0.514417551","13","0.692307692","0.384615385","N2 P1 O9","de-protonated","0","-9999","C13 H5 O9 N2 P1","13","5","9","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"137","363.035003","363.035050018","363.034738559","846197.7","-9999","586093.4","11.24","-1","0.857932271","0.874979429","0","0.524987657","7","0.9","1.3","N4 P1 O9","de-protonated","0","-9999","C10 H13 O9 N4 P1","10","13","9","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"138","363.071306","363.071353017","363.071124068","1131643.1","-9999","448302.5","15.69","-1","0.630589751","0.930389579","0","0.558233747","6","0.727272727","1.545454545","N4 P1 O8","de-protonated","0","-9999","C11 H17 O8 N4 P1","11","17","8","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"139","363.107812","363.107859016","363.107509578","1266432.6","-9999","481261.8","17.79","-1","0.962355852","0.84531592","0","0.507189552","5","0.583333333","1.75","N4 P1 O7","de-protonated","0","-9999","C12 H21 O7 N4 P1","12","21","7","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"140","363.144155","363.144202015","363.143895087","966534.1","-9999","442153.4","13.12","-1","0.845197597","0.878429611","0","0.527057767","4","0.461538462","1.923076923","N4 P1 O6","de-protonated","0","-9999","C13 H25 O6 N4 P1","13","25","6","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"141","363.968466","363.968512994","363.96863332","1677698.9","-9999","438552.1","24.2","-1","-0.330593654","0.98036442","0","0.588218652","12","0.5","0.571428571","N1 S1 P1 O7","de-protonated","0","-9999","C14 H8 O7 N1 P1 S1","14","8","7","1","1","1","-9999","-9999","-9999","-9999","-9999"
"142","364.965601","364.965647968","364.965599825","1094171.1","-9999","476448.1","15.1","-1","0.131911819","0.99684764","0","0.598108584","12","0.5","0.5","N4 S2 O6","de-protonated","0","-9999","C12 H6 O6 N4 S2","12","6","6","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"143","365.050557","365.050603966","365.050255682","1219112.1","-9999","531177.5","17.05","-1","0.954072503","0.847754276","0","0.508652565","19","0.047619048","0.476190476","N4 S1 O1","de-protonated","0","-9999","C21 H10 O1 N4 S1","21","10","1","4","-9999","1","-9999","-9999","-9999","-9999","-9999"
"143","365.050557","365.050603966","365.050388623","1219112.1","-9999","531177.5","17.05","-1","0.589898512","0.938811505","0","0.563286903","6","0.9","1.5","N4 P1 O9","de-protonated","0","-9999","C10 H15 O9 N4 P1","10","15","9","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"144","365.059624","365.059670966","365.059771538","772905.6","-9999","546453.8","10.09","-1","-0.275494812","0.986322911","0","0.591793747","19","0.047619048","0.523809524","N4 P1 O1","de-protonated","0","-9999","C21 H11 O1 N4 P1","21","11","1","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"144","365.059624","365.059670966","365.059500212","772905.6","-9999","546453.8","10.09","-1","0.467743167","0.961079632","0","0.576647779","5","0.545454545","1.636363636","N4 S2 O6","de-protonated","0","-9999","C11 H18 O6 N4 S2","11","18","6","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"145","365.086998","365.087044965","365.086774133","1459245.8","-9999","511527.8","20.79","-1","0.741830186","0.904970082","0","0.542982049","5","0.727272727","1.727272727","N4 P1 O8","de-protonated","0","-9999","C11 H19 O8 N4 P1","11","19","8","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"146","365.123422","365.123468964","365.123159642","1310771.4","-9999","451984.4","18.48","-1","0.847171948","0.877897198","0","0.526738319","4","0.583333333","1.916666667","N4 P1 O7","de-protonated","0","-9999","C12 H23 O7 N4 P1","12","23","7","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"147","365.159672","365.159718963","365.159545151","600568.9","-9999","451647.4","7.4","-1","0.475988685","0.95972359","0","0.575834154","3","0.461538462","2.076923077","N4 P1 O6","de-protonated","0","-9999","C13 H27 O6 N4 P1","13","27","6","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"149","367.066289","367.066335914","367.066038688","1229152.8","-9999","511873","17.2","-1","0.809734785","0.887833959","0","0.532700375","5","0.9","1.7","N4 P1 O9","de-protonated","0","-9999","C10 H17 O9 N4 P1","10","17","9","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"150","367.102626","367.102672913","367.102424197","1653094.4","-9999","431884.5","23.81","-1","0.677510783","0.92008545","0","0.55205127","4","0.727272727","1.909090909","N4 P1 O8","de-protonated","0","-9999","C11 H21 O8 N4 P1","11","21","8","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"151","367.138924","367.138970912","367.138809707","1122924.1","-9999","504221.9","15.54","-1","0.439086141","0.965622124","0","0.579373275","3","0.583333333","2.083333333","N4 P1 O7","de-protonated","0","-9999","C12 H25 O7 N4 P1","12","25","7","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"153","369.060702","369.060748862","369.060939507","708251.8","-9999","611192.3","9.07","-1","-0.516565939","0.952735618","0","0.571641371","4","0.909090909","1.636363636","N2 S1 O10","de-protonated","0","-9999","C11 H18 O10 N2 S1","11","18","10","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"153","369.060702","369.060748862","369.060559384","708251.8","-9999","611192.3","9.07","-1","0.513406823","0.953298278","0","0.571978967","9","0.538461538","1.153846154","N4 P1 O7","de-protonated","0","-9999","C13 H15 O7 N4 P1","13","15","7","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
