"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","18O","34S"
"4","171.066295","171.066321433","171.066282413","496091.1","-9999","882525.9","7.27","-1","0.228100274","0.990603697","0","0.594362218","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"9","185.081876","185.081918838","185.081932477","484624.9","-9999","830996.1","7.06","-1","-0.073691814","0.999015131","0","0.599409079","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"11","187.061116","187.061161155","187.061197032","820374.9","-9999","1175822.6","13.32","-1","-0.191795215","0.993347563","0","0.596008538","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"12","187.097473","187.097518197","187.097582542","525112.1","-9999","1048625.5","7.81","-1","-0.343907366","0.978768286","0","0.587260971","2","0.444444444","1.777777778","O4","de-protonated","0","-9999","C9 H16 O4","9","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"15","199.06111","199.061169201","199.061197032","716030.7","-9999","809416.3","11.24","-1","-0.139813822","0.996459341","0","0.597875605","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"16","199.097532","199.097591243","199.097582542","632705.8","-9999","1253362.5","9.7","-1","0.04370608","0.999653453","0","0.599792072","3","0.4","1.6","O4","de-protonated","0","-9999","C10 H16 O4","10","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","201.040389","201.040450518","201.040461587","621647.6","-9999","1296995.3","9.47","-1","-0.055062947","0.999450012","0","0.599670007","4","0.75","1.25","O6","de-protonated","0","-9999","C8 H10 O6","8","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","201.076612","201.07667356","201.076847097","568626.9","-9999","756000.4","8.49","-1","-0.86303736","0.873585688","0","0.524151413","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"20","201.07678","201.07684156","201.076847097","717634.9","-9999","822590.8","11.24","-1","-0.027534919","0.99986244","0","0.599917464","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"21","203.056034","203.056097877","203.056111652","761169.9","-9999","984665.5","12.01","-1","-0.067838575","0.999165309","0","0.599499185","3","0.75","1.5","O6","de-protonated","0","-9999","C8 H12 O6","8","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"22","203.092385","203.092448919","203.092497161","601525.6","-9999","940972.9","9.07","-1","-0.237536292","0.989814261","0","0.593888557","2","0.555555556","1.777777778","O5","de-protonated","0","-9999","C9 H16 O5","9","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"28","211.097398","211.097471289","211.097582542","608728","-9999","767230.5","9.1","-1","-0.527019011","0.950851673","0","0.570511004","4","0.363636364","1.454545455","O4","de-protonated","0","-9999","C11 H16 O4","11","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"30","213.076778","213.076853606","213.076847097","761488.9","-9999","916787.4","11.88","-1","0.030549099","0.999830678","0","0.599898407","4","0.5","1.4","O5","de-protonated","0","-9999","C10 H14 O5","10","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"31","213.113168","213.113243649","213.113232606","512821.5","-9999","1023796.7","7.35","-1","0.051815412","0.999512959","0","0.599707775","3","0.363636364","1.636363636","O4","de-protonated","0","-9999","C11 H18 O4","11","18","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","215.055974","215.056051923","215.056111652","1051858.6","-9999","706744.9","17.12","-1","-0.277737584","0.986100878","0","0.591660527","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"33","215.092387","215.092464965","215.092497161","1000471.5","-9999","901932.1","16.19","-1","-0.149683946","0.995942843","0","0.597565706","3","0.5","1.6","O5","de-protonated","0","-9999","C10 H16 O5","10","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"35","217.071649","217.071729282","217.071761716","1179425.6","-9999","941763.4","19.38","-1","-0.149417348","0.995957253","0","0.597574352","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"36","217.108043","217.108123325","217.108147226","599782.6","-9999","1165645.7","8.88","-1","-0.110088167","0.997803366","0","0.59868202","2","0.5","1.8","O5","de-protonated","0","-9999","C10 H18 O5","10","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"37","219.087273","219.087355641","219.087411781","541272.1","-9999","962402.9","7.79","-1","-0.256242329","0.988156745","0","0.592894047","2","0.666666667","1.777777778","O6","de-protonated","0","-9999","C9 H16 O6","9","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","225.11309","225.113179695","225.113232606","510173.4","-9999","1003889.9","7.17","-1","-0.235044373","0.990025787","0","0.594015472","4","0.333333333","1.5","O4","de-protonated","0","-9999","C12 H18 O4","12","18","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","227.092354","227.092446011","227.092497161","1045188.1","-9999","878584.8","16.79","-1","-0.225238572","0.990836909","0","0.594502146","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"42","227.128745","227.128837054","227.128882671","902985.6","-9999","944518.2","14.23","-1","-0.20084079","0.99270762","0","0.595624572","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"44","229.071645","229.071739328","229.071761716","1467374.1","-9999","883124.8","24.3","-1","-0.097735089","0.998268277","0","0.598960966","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"46","229.107988","229.108082371","229.108147226","795891.6","-9999","1065292.5","12.26","-1","-0.283076619","0.98556528","0","0.591339168","3","0.454545455","1.636363636","O5","de-protonated","0","-9999","C11 H18 O5","11","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"47","231.050911","231.051007645","231.051026271","623290.4","-9999","776822.4","9.14","-1","-0.08061742","0.998821429","0","0.599292858","4","0.777777778","1.333333333","O7","de-protonated","0","-9999","C9 H12 O7","9","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"48","231.087257","231.087353687","231.087411781","2272928","-9999","911503.6","38.62","-1","-0.251392079","0.988598308","0","0.593158985","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"50","239.128768","239.1288741","239.128882671","634283.6","-9999","1043695.7","9.26","-1","-0.035841653","0.999766934","0","0.59986016","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","241.07159","241.071698374","241.071761716","803025.9","-9999","899974.2","12.21","-1","-0.26275359","0.98755102","0","0.592530612","5","0.545454545","1.272727273","O6","de-protonated","0","-9999","C11 H14 O6","11","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"52","241.107979","241.108087416","241.108147226","1561879.4","-9999","803580","25.65","-1","-0.248059754","0.988896901","0","0.593338141","4","0.416666667","1.5","O5","de-protonated","0","-9999","C12 H18 O5","12","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"53","241.14435","241.144458459","241.144532735","746652.9","-9999","861502.7","11.21","-1","-0.30801447","0.982932758","0","0.589759655","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"55","243.050794","243.05090469","243.051026271","626811.2","-9999","971360.1","9.06","-1","-0.500228013","0.955611763","0","0.573367058","5","0.7","1.2","O7","de-protonated","0","-9999","C10 H12 O7","10","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"57","243.087223","243.087333733","243.087411781","1436608.6","-9999","721513.1","23.35","-1","-0.321068217","0.981469244","0","0.588881546","4","0.545454545","1.454545455","O6","de-protonated","0","-9999","C11 H16 O6","11","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"58","243.123577","243.123687776","243.12379729","1285958","-9999","729149.7","20.69","-1","-0.450447225","0.963853055","0","0.578311833","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"59","245.066481","245.06659405","245.066676336","1286374.5","-9999","764226.7","20.69","-1","-0.335770008","0.979751024","0","0.587850614","4","0.7","1.4","O7","de-protonated","0","-9999","C10 H14 O7","10","14","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"61","245.10289","245.103003092","245.103061845","1731947.9","-9999","926410.3","28.56","-1","-0.239706403","0.989628272","0","0.593776963","3","0.545454545","1.636363636","O6","de-protonated","0","-9999","C11 H18 O6","11","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"62","245.139293","245.139406135","245.139447355","526865.2","-9999","694658.5","7.29","-1","-0.168147209","0.99488295","0","0.59692977","2","0.416666667","1.833333333","O5","de-protonated","0","-9999","C12 H22 O5","12","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"64","247.082171","247.082286409","247.0823264","1127949.4","-9999","883867.8","17.83","-1","-0.161853521","0.995257947","0","0.597154768","3","0.7","1.6","O7","de-protonated","0","-9999","C10 H16 O7","10","16","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"65","249.054138","249.054255717","249.054218127","1310120.9","-9999","836033.8","21.03","-1","0.150933174","0.995874981","0","0.597524989","2","0.1","1.9","S2 P1 O1","de-protonated","0","-9999","C10 H19 O1 P1 S2","10","19","1","-9999","1","2","-9999","-9999","-9999","-9999"
"66","251.128677","251.128797146","251.128882671","598412.8","-9999","800371.5","8.48","-1","-0.340561936","0.979175038","0","0.587505023","5","0.285714286","1.428571429","O4","de-protonated","0","-9999","C14 H20 O4","14","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"67","253.071587","253.07170942","253.071761716","514967.5","-9999","982112.8","7.01","-1","-0.206647045","0.992281538","0","0.595368923","6","0.5","1.166666667","O6","de-protonated","0","-9999","C12 H14 O6","12","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"69","253.107994","253.108116462","253.108147226","728668.4","-9999","1042189.1","10.76","-1","-0.121541988","0.997323147","0","0.598393888","5","0.384615385","1.384615385","O5","de-protonated","0","-9999","C13 H18 O5","13","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"71","253.144334","253.144456505","253.144532735","1288289.4","-9999","752205.8","20.57","-1","-0.301132641","0.983680702","0","0.590208421","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"74","255.08723","255.087354779","255.087411781","1159524.6","-9999","853813.7","18.24","-1","-0.223459443","0.990980441","0","0.594588265","5","0.5","1.333333333","O6","de-protonated","0","-9999","C12 H16 O6","12","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"75","255.123585","255.123709822","255.12379729","1591657.4","-9999","736001.6","25.79","-1","-0.342847232","0.978897593","0","0.587338556","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"76","257.066411","257.066538096","257.066676336","802404.4","-9999","619016.3","12","-1","-0.537760013","0.94888052","0","0.569328312","5","0.636363636","1.272727273","O7","de-protonated","0","-9999","C11 H14 O7","11","14","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"78","257.10285","257.10297713800003","257.103061845","1724777","-9999","791458.7","28.11","-1","-0.329466623","0.980496759","0","0.588298056","4","0.5","1.5","O6","de-protonated","0","-9999","C12 H18 O6","12","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"80","257.139246","257.139373181","257.139447355","1300973.6","-9999","719810.3","20.63","-1","-0.288456816","0.98501554","0","0.591009324","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"81","258.01787","258.017998209","258.01816697","926172.2","-9999","798045.7","14.1","-1","-0.654065304","0.925312273","0","0.555187364","5","0.1","1.4","N1 S2 P1 O1","de-protonated","0","-9999","C10 H14 O1 N1 P1 S2","10","14","1","1","1","2","-9999","-9999","-9999","-9999"
"83","259.082118","259.082247455","259.0823264","1880543.5","-9999","846877.6","30.71","-1","-0.304711112","0.983293818","0","0.589976291","4","0.636363636","1.454545455","O7","de-protonated","0","-9999","C11 H16 O7","11","16","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"85","259.118517","259.118646498","259.11871191","2014436","-9999","873785.8","33.04","-1","-0.252440314","0.988503575","0","0.593102145","3","0.5","1.666666667","O6","de-protonated","0","-9999","C12 H20 O6","12","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"86","259.154831","259.15496054","259.155097419","535976.4","-9999","720045.7","7.31","-1","-0.528173495","0.950641519","0","0.570384911","2","0.384615385","1.846153846","O5","de-protonated","0","-9999","C13 H24 O5","13","24","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"88","261.06139","261.061521772","261.061590955","909516.5","-9999","850198.3","13.75","-1","-0.265008901","0.987337759","0","0.592402656","4","0.8","1.4","O8","de-protonated","0","-9999","C10 H14 O8","10","14","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"90","261.09774","261.097871814","261.097976465","1162064.8","-9999","884893","18.13","-1","-0.400809111","0.971271386","0","0.582762832","3","0.636363636","1.636363636","O7","de-protonated","0","-9999","C11 H18 O7","11","18","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"91","261.134145","261.134276857","261.134361974","756885","-9999","708276","11.11","-1","-0.325951687","0.980906705","0","0.588544023","2","0.5","1.833333333","O6","de-protonated","0","-9999","C12 H22 O6","12","22","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"95","265.147666","265.147802555","265.147904038","13914009","-9999","676534.3","238.16","-1","-0.382743206","0.65261751","0.961906856","0.776333248","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999"
"96","266.151042","266.151179729","266.151258873","1737476.8","-9999","687468.3","27.98","-1","-0.297365424","0.656055477","0.961906856","0.778396028","0","0.333333333","2.166666667","13C1 S1 O4","de-protonated","1","95","C11 H26 O4 S1 13C1","11","26","4","-9999","-9999","1","1","-9999","-9999","-9999"
"96","266.151042","266.151179729","266.151015097","1737476.8","-9999","687468.3","27.98","-1","0.618568815","0.932928015","0","0.559756809","5","0.230769231","1.615384615","N3 O3","de-protonated","0","-9999","C13 H21 O3 N3","13","21","3","3","-9999","-9999","-9999","-9999","-9999","-9999"
"99","267.087198","267.087336825","267.087411781","587367.3","-9999","921838.8","8.12","-1","-0.280641403","0.985810804","0","0.591486482","6","0.461538462","1.230769231","O6","de-protonated","0","-9999","C13 H16 O6","13","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"100","267.123586","267.123724868","267.12379729","928875.1","-9999","777097.1","14.02","-1","-0.271119775","0.986750996","0","0.592050598","5","0.357142857","1.428571429","O5","de-protonated","0","-9999","C14 H20 O5","14","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"104","269.066466","269.066607142","269.066676336","656946.1","-9999","897345","9.28","-1","-0.257163663","0.988071937","0","0.592843162","6","0.583333333","1.166666667","O7","de-protonated","0","-9999","C12 H14 O7","12","14","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"105","269.102826","269.102967184","269.103061845","1514293.8","-9999","817814","24.02","-1","-0.351764719","0.977798001","0","0.586678801","5","0.461538462","1.384615385","O6","de-protonated","0","-9999","C13 H18 O6","13","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"107","269.130964","269.131105217","269.131205146","2817336.5","-9999","754229.1","46.41","-1","-0.37130175","0.975294872","0","0.585176923","4","0.214285714","1.642857143","P1 O3","de-protonated","0","-9999","C14 H23 O3 P1","14","23","3","-9999","1","-9999","-9999","-9999","-9999","-9999"
"108","269.139223","269.139364227","269.139447355","2664761.5","-9999","704382.6","43.79","-1","-0.308864833","0.982839205","0","0.589703523","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"112","271.082087","271.082230501","271.0823264","1673721.3","-9999","767799.1","26.75","-1","-0.353764698","0.977547685","0","0.586528611","5","0.583333333","1.333333333","O7","de-protonated","0","-9999","C12 H16 O7","12","16","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"114","271.118447","271.11859054400003","271.11871191","2594812.8","-9999","768497.5","42.59","-1","-0.447649472","0.964292592","0","0.578575555","4","0.461538462","1.538461538","O6","de-protonated","0","-9999","C13 H20 O6","13","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"115","271.15485","271.154993586","271.155097419","1038592.3","-9999","654718","15.84","-1","-0.382928035","0.97374431","0","0.584246586","3","0.357142857","1.714285714","O5","de-protonated","0","-9999","C14 H24 O5","14","24","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"118","273.061418","273.061563818","273.061590955","667190","-9999","855302.9","9.41","-1","-0.099382963","0.998209441","0","0.598925665","5","0.727272727","1.272727273","O8","de-protonated","0","-9999","C11 H14 O8","11","14","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"119","273.097737","273.09788286","273.097976465","2755513.5","-9999","627896.5","45.15","-1","-0.342750649","0.978909355","0","0.587345613","4","0.583333333","1.5","O7","de-protonated","0","-9999","C12 H18 O7","12","18","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"121","273.134119","273.134264903","273.134361974","2629308.8","-9999","611348.8","42.99","-1","-0.355397516","0.977342319","0","0.586405391","3","0.461538462","1.692307692","O6","de-protonated","0","-9999","C13 H22 O6","13","22","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"122","275.077012","275.077160177","275.07724102","1006191.8","-9999","631822.8","15.21","-1","-0.293891586","0.984450035","0","0.590670021","4","0.727272727","1.454545455","O8","de-protonated","0","-9999","C11 H16 O8","11","16","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"123","275.113368","275.11351622","275.113626529","1100275.1","-9999","679963.5","16.82","-1","-0.400960446","0.971250003","0","0.582750002","3","0.583333333","1.666666667","O7","de-protonated","0","-9999","C12 H20 O7","12","20","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"126","279.16329","279.16344296","279.163554103","982102.9","-9999","722675.9","14.72","-1","-0.398127894","0.971648979","0","0.582989387","0","0.307692308","2.153846154","S1 O4","de-protonated","0","-9999","C13 H28 O4 S1","13","28","4","-9999","-9999","1","-9999","-9999","-9999","-9999"
"126","279.16329","279.16344296","279.16317398","982102.9","-9999","722675.9","14.72","-1","0.963521507","0.844971663","0","0.506982998","5","0.066666667","1.666666667","N2 P1 O1","de-protonated","0","-9999","C15 H25 O1 N2 P1","15","25","1","2","1","-9999","-9999","-9999","-9999","-9999"
"127","281.139157","281.139312273","281.139447355","783229.1","-9999","860585.4","11.33","-1","-0.480479869","0.95897583","0","0.575385498","5","0.333333333","1.466666667","O5","de-protonated","0","-9999","C15 H22 O5","15","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"128","283.082046","283.082203547","283.0823264","885532.4","-9999","796123.9","13.01","-1","-0.433984927","0.96640278","0","0.579841668","6","0.538461538","1.230769231","O7","de-protonated","0","-9999","C13 H16 O7","13","16","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"129","283.118411","283.118568589","283.11871191","1784351.4","-9999","713426.2","28.26","-1","-0.506219623","0.954566724","0","0.572740035","5","0.428571429","1.428571429","O6","de-protonated","0","-9999","C14 H20 O6","14","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"130","283.154802","283.154959632","283.155097419","1167138.3","-9999","731572.7","17.79","-1","-0.486613179","0.957944278","0","0.574766567","4","0.333333333","1.6","O5","de-protonated","0","-9999","C15 H24 O5","15","24","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"131","285.061299","285.061458864","285.061590955","588859","-9999","755496","7.98","-1","-0.463380093","0.96178835","0","0.57707301","6","0.666666667","1.166666667","O8","de-protonated","0","-9999","C12 H14 O8","12","14","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"133","285.097697","285.097856906","285.097976465","2434238","-9999","634449.2","39.27","-1","-0.419359739","0.968593717","0","0.58115623","5","0.538461538","1.384615385","O7","de-protonated","0","-9999","C13 H18 O7","13","18","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"134","285.12583","285.125989939","285.126119766","7173824","-9999","578551.9","119.65","-1","-0.455330236","0.968430945","0.993366315","0.978405093","4","0.285714286","1.642857143","P1 O4","de-protonated","0","-9999","C14 H23 O4 P1","14","23","4","-9999","1","-9999","-9999","-9999","-9999","-9999"
"135","285.134101","285.134260949","285.134361974","2809024.8","-9999","574980.4","45.63","-1","-0.354307883","0.977479467","0","0.58648768","4","0.428571429","1.571428571","O6","de-protonated","0","-9999","C14 H22 O6","14","22","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"136","285.170465","285.170624991","285.170747484","880835.6","-9999","594175.2","12.93","-1","-0.429539633","0.967076127","0","0.580245676","3","0.333333333","1.733333333","O5","de-protonated","0","-9999","C15 H26 O5","15","26","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"138","286.129204","286.129365114","286.129474601","1149839.3","-9999","647600.7","17.49","-1","-0.38264904","0.973782049","0.993366315","0.981615756","4","0.285714286","1.642857143","13C1 P1 O4","de-protonated","1","134","C13 H23 O4 P1 13C1","13","23","4","-9999","1","-9999","1","-9999","-9999","-9999"
"138","286.129204","286.129365114","286.129610946","1149839.3","-9999","647600.7","17.49","-1","-0.859165845","0.874643205","0","0.524785923","4","0.461538462","1.615384615","N1 O6","de-protonated","0","-9999","C13 H21 O6 N1","13","21","6","1","-9999","-9999","-9999","-9999","-9999","-9999"
"141","287.076984","287.077146223","287.07724102","1323353.1","-9999","579982.4","20.34","-1","-0.330214184","0.980409027","0","0.588245416","5","0.666666667","1.333333333","O8","de-protonated","0","-9999","C12 H16 O8","12","16","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"142","287.113337","287.113499265","287.113626529","4146012","-9999","632283.9","67.98","-1","-0.443252302","0.482489135","0.876728111","0.640184725","4","0.538461538","1.538461538","O7","de-protonated","0","-9999","C13 H20 O7","13","20","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"144","287.149714","287.149876308","287.150012039","2209886.8","-9999","664606.9","35.3","-1","-0.472681668","0.960270071","0","0.576162043","3","0.428571429","1.714285714","O6","de-protonated","0","-9999","C14 H24 O6","14","24","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"145","287.186071","287.186233351","287.186397548","590369.6","-9999","844019.9","7.96","-1","-0.57174484","0.942410661","0","0.565446397","2","0.333333333","1.866666667","O5","de-protonated","0","-9999","C15 H28 O5","15","28","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"146","289.092612","289.092776582","289.092891084","1960948.5","-9999","661544.4","31.09","-1","-0.396073918","0.971936622","0","0.583161973","4","0.666666667","1.5","O8","de-protonated","0","-9999","C12 H18 O8","12","18","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"147","289.128985","289.129149625","289.129276594","2123511.3","-9999","646938.7","33.84","-1","-0.439142417","0.965613465","0","0.579368079","3","0.538461538","1.692307692","O7","de-protonated","0","-9999","C13 H22 O7","13","22","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"148","289.165384","289.165548667","289.165662103","564410.1","-9999","795328.8","7.52","-1","-0.392286117","0.972463392","0","0.583478035","2","0.428571429","1.857142857","O6","de-protonated","0","-9999","C14 H26 O6","14","26","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"149","290.087846","290.088011747","290.088140057","563264.3","-9999","592171.8","7.5","-1","-0.442311903","0.965124097","0","0.579074458","4","0.727272727","1.545454545","N1 O8","de-protonated","0","-9999","C11 H17 O8 N1","11","17","8","1","-9999","-9999","-9999","-9999","-9999","-9999"
"151","291.099974","291.100140932","291.10029894","639372.9","-9999","721150","8.74","-1","-0.542797506","0.947943793","0","0.568766276","3","0.5","1.75","P1 O6","de-protonated","0","-9999","C12 H21 O6 P1","12","21","6","-9999","1","-9999","-9999","-9999","-9999","-9999"
"152","291.108202","291.108368941","291.108541149","665165.5","-9999","649669.1","9.18","-1","-0.591557275","0.938477728","0","0.563086637","3","0.666666667","1.666666667","O8","de-protonated","0","-9999","C12 H20 O8","12","20","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"153","292.067065","292.067233064","292.067404612","677013.6","-9999","696098.7","9.37","-1","-0.587357159","0.939321289","0","0.563592773","4","0.9","1.5","N1 O9","de-protonated","0","-9999","C10 H15 O9 N1","10","15","9","1","-9999","-9999","-9999","-9999","-9999","-9999"
"154","293.175519","293.175688361","293.175832864","7823656.5","-9999","594433.5","129.42","-1","-0.492887457","0.958821734","0.966081167","0.961725507","5","0.235294118","1.529411765","O4","de-protonated","0","-9999","C17 H26 O4","17","26","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"155","293.178514","293.178683365","293.178824045","843976.8","-9999","779870.8","12.18","-1","-0.47984361","0.959082155","0","0.575449293","5","0.0625","1.6875","N2 P1 O1","de-protonated","0","-9999","C16 H27 O1 N2 P1","16","27","1","2","1","-9999","-9999","-9999","-9999","-9999"
"156","293.1789","293.179069365","293.179204167","1995048.8","-9999","662157.2","31.51","-1","-0.459794049","0.962366263","0","0.577419758","0","0.285714286","2.142857143","S1 O4","de-protonated","0","-9999","C14 H30 O4 S1","14","30","4","-9999","-9999","1","-9999","-9999","-9999","-9999"
"156","293.1789","293.179069365","293.178824045","1995048.8","-9999","662157.2","31.51","-1","0.836760525","0.880694397","0","0.528416638","5","0.0625","1.6875","N2 P1 O1","de-protonated","0","-9999","C16 H27 O1 N2 P1","16","27","1","2","1","-9999","-9999","-9999","-9999","-9999"
"157","294.178879","294.179049536","294.179187699","1080947.3","-9999","539550.8","16.16","-1","-0.469657061","0.960766819","0.966081167","0.962892558","5","0.235294118","1.529411765","13C1 O4","de-protonated","1","154","C16 H26 O4 13C1","16","26","4","-9999","-9999","-9999","1","-9999","-9999","-9999"
"158","295.118321","295.118492635","295.11871191","804984.9","-9999","478106.1","11.52","-1","-0.743004091","0.904683908","0","0.542810345","6","0.4","1.333333333","O6","de-protonated","0","-9999","C15 H20 O6","15","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
