"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","34S"
"373","356.178975","356.178884725","356.178550051","691055.5","-9999","423432.4","8.73","-1","0.939623467","0.851973683","0.962859985","0.896328204","1","0.5","2.416666667","13C1 N4 P1 O6","de-protonated","1","370","C11 H29 O6 N4 P1 13C1","11","29","6","4","1","-9999","1","-9999","-9999"
"376","357.154858","357.154766759","357.154459771","5740300","-9999","436569.6","86.69","-1","0.859538649","0.886490138","0.937061136","0.906718537","1","0.636363636","2.454545455","N4 P1 O7","de-protonated","0","-9999","C11 H27 O7 N4 P1","11","27","7","4","1","-9999","-9999","-9999","-9999"
"377","357.155587","357.155495758","357.155491342","834059.9","-9999","772103.1","10.94","-1","0.012364756","0.999972259","0","0.599983356","5","0.470588235","1.529411765","O8","de-protonated","0","-9999","C17 H26 O8","17","26","8","-9999","-9999","-9999","-9999","-9999","-9999"
"382","358.158182","358.158089766","358.157754247","1169582.3","-9999","459981.8","16.11","-1","0.936791353","0.852795602","0","0.511677361","9","0.15","1.3","N1 P1 O3","de-protonated","0","-9999","C20 H26 O3 N1 P1","20","26","3","1","1","-9999","-9999","-9999","-9999"
"382","358.158182","358.158089766","358.157814606","1169582.3","-9999","459981.8","16.11","-1","0.76826529","0.898438754","0.937061136","0.913887706","1","0.636363636","2.454545455","13C1 N4 P1 O7","de-protonated","1","376","C10 H27 O7 N4 P1 13C1","10","27","7","4","1","-9999","1","-9999","-9999"
"386","359.134119","359.134025801","359.133724326","4274254","-9999","456991.9","64.05","-1","0.839449155","0.879974515","0","0.527984709","1","0.8","2.5","N4 P1 O8","de-protonated","0","-9999","C10 H25 O8 N4 P1","10","25","8","4","1","-9999","-9999","-9999","-9999"
"389","359.207507","359.207413728","359.207526916","579866.1","-9999","580915.1","7.01","-1","-0.315104797","0.982145094","0","0.589287057","3","0.388888889","1.777777778","O7","de-protonated","0","-9999","C18 H32 O7","18","32","7","-9999","-9999","-9999","-9999","-9999","-9999"
"402","363.107924","363.107826869","363.107509578","760680.9","-9999","445632.3","9.68","-1","0.873821003","0.87062187","0","0.522373122","5","0.583333333","1.75","N4 P1 O7","de-protonated","0","-9999","C12 H21 O7 N4 P1","12","21","7","4","1","-9999","-9999","-9999","-9999"
"404","363.144168","363.144070833","363.143895087","713711.1","-9999","487422.8","8.96","-1","0.483956243","0.958392614","0","0.575035568","4","0.461538462","1.923076923","N4 P1 O6","de-protonated","0","-9999","C13 H25 O6 N4 P1","13","25","6","4","1","-9999","-9999","-9999","-9999"
"405","363.18069","363.180592797","363.180280596","719605.4","-9999","537014.3","9.05","-1","0.859628906","0.874516901","0","0.524710141","3","0.357142857","2.071428571","N4 P1 O5","de-protonated","0","-9999","C14 H29 O5 N4 P1","14","29","5","4","1","-9999","-9999","-9999","-9999"
"406","363.968676","363.968578017","363.96863332","1249148.9","-9999","490366.9","17.14","-1","-0.15194401","0.995819659","0","0.597491796","12","0.5","0.571428571","N1 S1 P1 O7","de-protonated","0","-9999","C14 H8 O7 N1 P1 S1","14","8","7","1","1","1","-9999","-9999","-9999"
"408","364.965935","364.96583603","364.965599825","866857.6","-9999","597021.4","11.3","-1","0.647198347","0.926813768","0","0.556088261","12","0.5","0.5","N4 S2 O6","de-protonated","0","-9999","C12 H6 O6 N4 S2","12","6","6","4","-9999","2","-9999","-9999","-9999"
"409","365.087179","365.08707991","365.086774133","991294.8","-9999","552465.9","13.2","-1","0.837547223","0.880483936","0","0.528290362","5","0.727272727","1.727272727","N4 P1 O8","de-protonated","0","-9999","C11 H19 O8 N4 P1","11","19","8","4","1","-9999","-9999","-9999","-9999"
"410","365.100186","365.100086897","365.099908473","1309505","-9999","447723.3","18.05","-1","0.488699612","0.957590638","0","0.574554383","8","0.176470588","1.294117647","N2 S2 O3","de-protonated","0","-9999","C17 H22 O3 N2 S2","17","22","3","2","-9999","2","-9999","-9999","-9999"
"411","365.123506","365.123406874","365.123159642","1341765.1","-9999","494460.6","18.55","-1","0.677119794","0.920173878","0","0.552104327","4","0.583333333","1.916666667","N4 P1 O7","de-protonated","0","-9999","C12 H23 O7 N4 P1","12","23","7","4","1","-9999","-9999","-9999","-9999"
"412","365.159967","365.159867838","365.159545151","1280587.5","-9999","430125.8","17.61","-1","0.883686858","0.867887027","0","0.520732216","3","0.461538462","2.076923077","N4 P1 O6","de-protonated","0","-9999","C13 H27 O6 N4 P1","13","27","6","4","1","-9999","-9999","-9999","-9999"
"414","367.066394","367.066292952","367.066038688","976922.8","-9999","449662.4","12.97","-1","0.692692519","0.916619127","0","0.549971476","5","0.9","1.7","N4 P1 O9","de-protonated","0","-9999","C10 H17 O9 N4 P1","10","17","9","4","1","-9999","-9999","-9999","-9999"
"415","367.102775","367.102673916","367.102424197","1568929.1","-9999","551946.4","22.01","-1","0.680242172","0.919466522","0","0.551679913","4","0.727272727","1.909090909","N4 P1 O8","de-protonated","0","-9999","C11 H21 O8 N4 P1","11","21","8","4","1","-9999","-9999","-9999","-9999"
"416","367.139103","367.13900188","367.138809707","2291111.5","-9999","399061.4","33.04","-1","0.523434868","0.951501469","0","0.570900882","3","0.583333333","2.083333333","N4 P1 O7","de-protonated","0","-9999","C12 H25 O7 N4 P1","12","25","7","4","1","-9999","-9999","-9999","-9999"
"417","367.175573","367.175471844","367.175195216","2526126","-9999","476154.9","36.62","-1","0.753394623","0.902135181","0","0.541281109","2","0.461538462","2.230769231","N4 P1 O6","de-protonated","0","-9999","C13 H29 O6 N4 P1","13","29","6","4","1","-9999","-9999","-9999","-9999"
"418","367.211944","367.211842808","367.211580725","1323700.5","-9999","445430.8","18.27","-1","0.713709733","0.911716111","0","0.547029667","1","0.357142857","2.357142857","N4 P1 O5","de-protonated","0","-9999","C14 H33 O5 N4 P1","14","33","5","4","1","-9999","-9999","-9999","-9999"
"420","369.082025","369.081921957","369.081555811","1052419.3","-9999","398829.2","14.12","-1","0.992048302","0.836461731","0","0.501877038","17","0.047619048","0.666666667","N4 S1 O1","de-protonated","0","-9999","C21 H14 O1 N4 S1","21","14","1","4","-9999","1","-9999","-9999","-9999"
"420","369.082025","369.081921957","369.081688752","1052419.3","-9999","398829.2","14.12","-1","0.631851993","0.930120605","0","0.558072363","4","0.9","1.9","N4 P1 O9","de-protonated","0","-9999","C10 H19 O9 N4 P1","10","19","9","4","1","-9999","-9999","-9999","-9999"
"421","369.11839","369.118286921","369.118074262","2276617.8","-9999","514790.4","32.81","-1","0.576129111","0.941550485","0","0.564930291","3","0.727272727","2.090909091","N4 P1 O8","de-protonated","0","-9999","C11 H23 O8 N4 P1","11","23","8","4","1","-9999","-9999","-9999","-9999"
"422","369.154845","369.154741885","369.154459771","4484880.5","-9999","461664.5","66.53","-1","0.764217359","0.905551087","0.961380558","0.927882875","2","0.583333333","2.25","N4 P1 O7","de-protonated","0","-9999","C12 H27 O7 N4 P1","12","27","7","4","1","-9999","-9999","-9999","-9999"
"423","369.155571","369.155467885","369.155491342","597136.5","-9999","621354.2","7.17","-1","-0.06354415","0.999267604","0","0.599560562","6","0.444444444","1.444444444","O8","de-protonated","0","-9999","C18 H26 O8","18","26","8","-9999","-9999","-9999","-9999","-9999","-9999"
"423","369.155571","369.155467885","369.155329151","597136.5","-9999","621354.2","7.17","-1","0.375813775","0.974698501","0","0.584819101","1","0.153846154","2.384615385","N4 S2 P1 O2","de-protonated","0","-9999","C13 H31 O2 N4 P1 S2","13","31","2","4","1","2","-9999","-9999","-9999"
"424","369.191198","369.191094849","369.19084528","3869463","-9999","465753.2","57.13","-1","0.675988933","0.944809514","0.962305043","0.951807726","1","0.461538462","2.384615385","N4 P1 O6","de-protonated","0","-9999","C13 H31 O6 N4 P1","13","31","6","4","1","-9999","-9999","-9999","-9999"
"425","369.227661","369.227557813","369.22723079","1157405.5","-9999","593752.7","15.72","-1","0.885697123","0.867327073","0","0.520396244","0","0.357142857","2.5","N4 P1 O5","de-protonated","0","-9999","C14 H35 O5 N4 P1","14","35","5","4","1","-9999","-9999","-9999","-9999"
"427","370.158183","370.158078892","370.157754247","813254.2","-9999","627207.7","10.46","-1","0.877045676","0.869730414","0","0.521838249","10","0.142857143","1.238095238","N1 P1 O3","de-protonated","0","-9999","C21 H26 O3 N1 P1","21","26","3","1","1","-9999","-9999","-9999","-9999"
"427","370.158183","370.158078892","370.157814606","813254.2","-9999","627207.7","10.46","-1","0.713983002","0.911651572","0.961380558","0.931543166","2","0.583333333","2.25","13C1 N4 P1 O7","de-protonated","1","422","C11 H27 O7 N4 P1 13C1","11","27","7","4","1","-9999","1","-9999","-9999"
"428","370.194458","370.194353857","370.194139757","742348.8","-9999","397642.6","9.38","-1","0.578345228","0.941113493","0","0.564668096","9","0.090909091","1.363636364","N1 P1 O2","de-protonated","0","-9999","C22 H30 O2 N1 P1","22","30","2","1","1","-9999","-9999","-9999","-9999"
"428","370.194458","370.194353857","370.194200115","742348.8","-9999","397642.6","9.38","-1","0.41529863","0.969189629","0.962305043","0.966435795","1","0.461538462","2.384615385","13C1 N4 P1 O6","de-protonated","1","424","C12 H31 O6 N4 P1 13C1","12","31","6","4","1","-9999","1","-9999","-9999"
"429","371.097679","371.097573963","371.097205875","1440625.8","-9999","486390.3","19.81","-1","0.991890545","0.836509234","0","0.501905541","16","0.047619048","0.761904762","N4 S1 O1","de-protonated","0","-9999","C21 H16 O1 N4 S1","21","16","1","4","-9999","1","-9999","-9999","-9999"
"429","371.097679","371.097573963","371.097338817","1440625.8","-9999","486390.3","19.81","-1","0.633650677","0.929736525","0","0.557841915","3","0.9","2.1","N4 P1 O9","de-protonated","0","-9999","C10 H21 O9 N4 P1","10","21","9","4","1","-9999","-9999","-9999","-9999"
"430","371.134118","371.134012927","371.133724326","4291704.5","-9999","468359.1","62.84","-1","0.777619104","0.921566415","0.963987497","0.938534847","2","0.727272727","2.272727273","N4 P1 O8","de-protonated","0","-9999","C11 H25 O8 N4 P1","11","25","8","4","1","-9999","-9999","-9999","-9999"
"431","371.170448","371.170342891","371.170109835","5779583","-9999","415485.5","85.3","-1","0.627893707","0.943738069","0.976931981","0.957015633","1","0.583333333","2.416666667","N4 P1 O7","de-protonated","0","-9999","C12 H29 O7 N4 P1","12","29","7","4","1","-9999","-9999","-9999","-9999"
"435","372.137389","372.137282934","372.137018802","712241.1","-9999","543770.4","8.81","-1","0.709770161","0.912644297","0","0.547586578","10","0.2","1.2","N1 P1 O4","de-protonated","0","-9999","C20 H24 O4 N1 P1","20","24","4","1","1","-9999","-9999","-9999","-9999"
"435","372.137389","372.137282934","372.137079161","712241.1","-9999","543770.4","8.81","-1","0.547574787","0.947048249","0.963987497","0.953823948","2","0.727272727","2.272727273","13C1 N4 P1 O8","de-protonated","1","430","C10 H25 O8 N4 P1 13C1","10","25","8","4","1","-9999","1","-9999","-9999"
"437","372.17375500000003","372.173648898","372.173404312","924855.8","-9999","419806.5","12.02","-1","0.657184031","0.924625926","0","0.554775556","9","0.142857143","1.333333333","N1 P1 O3","de-protonated","0","-9999","C21 H28 O3 N1 P1","21","28","3","1","1","-9999","-9999","-9999","-9999"
"437","372.17375500000003","372.173648898","372.173464671","924855.8","-9999","419806.5","12.02","-1","0.495004522","0.956513595","0.976931981","0.964680949","1","0.583333333","2.416666667","13C1 N4 P1 O7","de-protonated","1","431","C11 H29 O7 N4 P1 13C1","11","29","7","4","1","-9999","1","-9999","-9999"
"438","372.210138","372.210031862","372.209789821","718654.6","-9999","340840.6","8.91","-1","0.650281304","0.926141323","0","0.555684794","8","0.090909091","1.454545455","N1 P1 O2","de-protonated","0","-9999","C22 H32 O2 N1 P1","22","32","2","1","1","-9999","-9999","-9999","-9999"
"439","373.113378","373.113270968","373.112988881","2118118","-9999","531388.9","30.03","-1","0.756036705","0.90148261","0","0.540889566","2","0.9","2.3","N4 P1 O9","de-protonated","0","-9999","C10 H23 O9 N4 P1","10","23","9","4","1","-9999","-9999","-9999","-9999"
"440","373.149739","373.149631932","373.149374391","5057005","-9999","425745.8","74.39","-1","0.690184156","0.936738423","0.958517308","0.945449977","1","0.727272727","2.454545455","N4 P1 O8","de-protonated","0","-9999","C11 H27 O8 N4 P1","11","27","8","4","1","-9999","-9999","-9999","-9999"
"445","374.153023","374.15291494","374.152668867","877096.3","-9999","398873.3","11.3","-1","0.65768033","0.92451645","0","0.55470987","9","0.2","1.3","N1 P1 O4","de-protonated","0","-9999","C20 H26 O4 N1 P1","20","26","4","1","1","-9999","-9999","-9999","-9999"
"445","374.153023","374.15291494","374.152729226","877096.3","-9999","398873.3","11.3","-1","0.496358749","0.956280616","0.958517308","0.957175293","1","0.727272727","2.454545455","13C1 N4 P1 O8","de-protonated","1","440","C10 H27 O8 N4 P1 13C1","10","27","8","4","1","-9999","1","-9999","-9999"
"447","374.189498","374.189389904","374.189054376","977583.2","-9999","548968.4","12.81","-1","0.896678846","0.864252141","0","0.518551285","8","0.142857143","1.428571429","N1 P1 O3","de-protonated","0","-9999","C21 H30 O3 N1 P1","21","30","3","1","1","-9999","-9999","-9999","-9999"
"448","375.107862","375.107752995","375.1078897","665308","-9999","582408.9","8.1","-1","-0.364442665","0.976188345","0","0.585713007","1","0.909090909","2.181818182","N2 S1 O10","de-protonated","0","-9999","C11 H24 O10 N2 S1","11","24","10","2","-9999","1","-9999","-9999","-9999"
"448","375.107862","375.107752995","375.107509578","665308","-9999","582408.9","8.1","-1","0.648926494","0.926437163","0","0.555862298","6","0.538461538","1.615384615","N4 P1 O7","de-protonated","0","-9999","C13 H21 O7 N4 P1","13","21","7","4","1","-9999","-9999","-9999","-9999"
"449","375.128986","375.128876974","375.128506004","2039648","-9999","450870.7","28.84","-1","0.988914368","0.837404512","0","0.502442707","14","0.047619048","0.952380952","N4 S1 O1","de-protonated","0","-9999","C21 H20 O1 N4 S1","21","20","1","4","-9999","1","-9999","-9999","-9999"
"449","375.128986","375.128876974","375.128638946","2039648","-9999","450870.7","28.84","-1","0.634524306","0.929549639","0","0.557729784","1","0.9","2.5","N4 P1 O9","de-protonated","0","-9999","C10 H25 O9 N4 P1","10","25","9","4","1","-9999","-9999","-9999","-9999"
"454","376.168568","376.168457945","376.168318931","666661.1","-9999","593107","8.11","-1","0.369552753","0.975524203","0","0.585314522","8","0.2","1.4","N1 P1 O4","de-protonated","0","-9999","C20 H28 O4 N1 P1","20","28","4","1","1","-9999","-9999","-9999","-9999"
"456","377.123484","377.123373","377.123539765","901211.3","-9999","417691.2","11.65","-1","-0.442200474","0.965141357","0","0.579084814","0","0.909090909","2.363636364","N2 S1 O10","de-protonated","0","-9999","C11 H26 O10 N2 S1","11","26","10","2","-9999","1","-9999","-9999","-9999"
"456","377.123484","377.123373","377.123159642","901211.3","-9999","417691.2","11.65","-1","0.565752345","0.943576989","0","0.566146193","5","0.538461538","1.769230769","N4 P1 O7","de-protonated","0","-9999","C13 H23 O7 N4 P1","13","23","7","4","1","-9999","-9999","-9999","-9999"
"457","377.14456","377.14444898","377.144156068","1076063.4","-9999","433745","14.29","-1","0.776655618","0.8963281","0","0.53779686","13","0.047619048","1.047619048","N4 S1 O1","de-protonated","0","-9999","C21 H22 O1 N4 S1","21","22","1","4","-9999","1","-9999","-9999","-9999"
"458","377.159817","377.159705964","377.159545151","687970.3","-9999","501962","8.43","-1","0.426379269","0.967550905","0","0.580530543","4","0.428571429","1.928571429","N4 P1 O6","de-protonated","0","-9999","C14 H27 O6 N4 P1","14","27","6","4","1","-9999","-9999","-9999","-9999"
"464","379.066149","379.066036078","379.065905746","750161.7","-9999","348481.2","9.26","-1","0.343824229","0.97877844","0","0.587267064","19","0.045454545","0.545454545","N4 S1 O1","de-protonated","0","-9999","C22 H12 O1 N4 S1","22","12","1","4","-9999","1","-9999","-9999","-9999"
