"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","33S","34S"
"34","326.187185","326.187392677","326.187644383","1482306.3","-9999","534633.3","22.28","-1","-0.771660533","0.897586817","0.997966807","0.937738813","4","0.166666667","1.666666667","13C1 S1 O3","de-protonated","1","33","C17 H30 O3 S1 13C1","17","30","3","-9999","-9999","1","1","-9999","-9999","-9999"
"34","326.187185","326.187392677","326.187400606","1482306.3","-9999","534633.3","22.28","-1","-0.024308822","0.999892784","0","0.599935671","9","0.105263158","1.315789474","N3 O2","de-protonated","0","-9999","C19 H25 O2 N3","19","25","2","3","-9999","-9999","-9999","-9999","-9999","-9999"
"38","335.113153","335.113360844","335.113626529","940741.8","-9999","544659.2","13.28","-1","-0.79282194","0.892211034","0","0.535326621","8","0.411764706","1.176470588","O7","de-protonated","0","-9999","C17 H20 O7","17","20","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"38","335.113153","335.113360844","335.11346433800003","940741.8","-9999","544659.2","13.28","-1","-0.308833026","0.982842708","0","0.589705625","3","0.083333333","2.083333333","N4 S2 P1 O1","de-protonated","0","-9999","C12 H25 O1 N4 P1 S2","12","25","1","4","1","2","-9999","-9999","-9999","-9999"
"39","337.092456","337.092663881","337.092891084","1195936.6","-9999","665445.2","17.27","-1","-0.674008482","0.920876028","0","0.552525617","8","0.5","1.125","O8","de-protonated","0","-9999","C16 H18 O8","16","18","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","337.092456","337.092663881","337.092728893","1195936.6","-9999","665445.2","17.27","-1","-0.192861288","0.993273653","0","0.595964192","3","0.181818182","2.090909091","N4 S2 P1 O2","de-protonated","0","-9999","C11 H23 O2 N4 P1 S2","11","23","2","4","1","2","-9999","-9999","-9999","-9999"
"40","337.128829","337.129036882","337.129276594","987300.7","-9999","523192.2","13.91","-1","-0.711039216","0.912345758","0","0.547407455","7","0.411764706","1.294117647","O7","de-protonated","0","-9999","C17 H22 O7","17","22","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","337.128829","337.129036882","337.129114402","987300.7","-9999","523192.2","13.91","-1","-0.229943969","0.990451916","0","0.59427115","2","0.083333333","2.25","N4 S2 P1 O1","de-protonated","0","-9999","C12 H27 O1 N4 P1 S2","12","27","1","4","1","2","-9999","-9999","-9999","-9999"
"41","339.071642","339.071849918","339.072155639","1113090.1","-9999","514147.6","15.93","-1","-0.901641429","0.862853786","0","0.517712271","8","0.6","1.066666667","O9","de-protonated","0","-9999","C15 H16 O9","15","16","9","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","339.071642","339.071849918","339.071993448","1113090.1","-9999","514147.6","15.93","-1","-0.423302943","0.968009912","0","0.580805947","3","0.3","2.1","N4 S2 P1 O3","de-protonated","0","-9999","C10 H21 O3 N4 P1 S2","10","21","3","4","1","2","-9999","-9999","-9999","-9999"
"42","339.108104","339.108311919","339.108541149","1169030.4","-9999","484491.9","16.83","-1","-0.675978756","0.920431697","0","0.552259018","7","0.5","1.25","O8","de-protonated","0","-9999","C16 H20 O8","16","20","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"42","339.108104","339.108311919","339.108378958","1169030.4","-9999","484491.9","16.83","-1","-0.197691487","0.992933721","0","0.595760232","2","0.181818182","2.272727273","N4 S2 P1 O2","de-protonated","0","-9999","C11 H25 O2 N4 P1 S2","11","25","2","4","1","2","-9999","-9999","-9999","-9999"
"43","339.199455","339.19966292","339.199939612","5084305","-9999","508516","79.85","-1","-0.815718802","0.881168825","0.996143201","0.927158575","4","0.157894737","1.684210526","S1 O3","de-protonated","0","-9999","C19 H32 O3 S1","19","32","3","-9999","-9999","1","-9999","-9999","-9999","-9999"
"44","340.202796","340.203003939","340.203294447","1016454.1","-9999","519168.3","14.38","-1","-0.853924839","0.876069251","0.996143201","0.924098831","4","0.157894737","1.684210526","13C1 S1 O3","de-protonated","1","43","C18 H32 O3 S1 13C1","18","32","3","-9999","-9999","1","1","-9999","-9999","-9999"
"44","340.202796","340.203003939","340.20305067","1016454.1","-9999","519168.3","14.38","-1","-0.137362505","0.996582197","0","0.597949318","9","0.1","1.35","N3 O2","de-protonated","0","-9999","C20 H27 O2 N3","20","27","2","3","-9999","-9999","-9999","-9999","-9999","-9999"
"45","341.050941","341.051148955","341.051420195","977770.4","-9999","680679.6","13.75","-1","-0.795303932","0.891573136","0","0.534943882","8","0.714285714","1","O10","de-protonated","0","-9999","C14 H14 O10","14","14","10","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"45","341.050941","341.051148955","341.051258003","977770.4","-9999","680679.6","13.75","-1","-0.319741396","0.981620672","0","0.588972403","3","0.444444444","2.111111111","N4 S2 P1 O4","de-protonated","0","-9999","C9 H19 O4 N4 P1 S2","9","19","4","4","1","2","-9999","-9999","-9999","-9999"
"46","341.087276","341.087483956","341.087805704","1069166.6","-9999","633507.6","15.22","-1","-0.943300228","0.850904123","0","0.510542474","7","0.6","1.2","O9","de-protonated","0","-9999","C15 H18 O9","15","18","9","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"46","341.087276","341.087483956","341.087643513","1069166.6","-9999","633507.6","15.22","-1","-0.467788493","0.961072237","0","0.576643342","2","0.3","2.3","N4 S2 P1 O3","de-protonated","0","-9999","C10 H23 O3 N4 P1 S2","10","23","3","4","1","2","-9999","-9999","-9999","-9999"
"50","347.076802","347.077010068","347.07724102","883412.6","-9999","524697.6","12.11","-1","-0.665419533","0.922800305","0","0.553680183","10","0.470588235","0.941176471","O8","de-protonated","0","-9999","C17 H16 O8","17","16","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"50","347.076802","347.077010068","347.077078829","883412.6","-9999","524697.6","12.11","-1","-0.198113474","0.992903629","0","0.595742177","5","0.166666667","1.75","N4 S2 P1 O2","de-protonated","0","-9999","C12 H21 O2 N4 P1 S2","12","21","2","4","1","2","-9999","-9999","-9999","-9999"
"51","347.113099","347.113307069","347.113626529","1130329.3","-9999","616288","16.05","-1","-0.92033450000000006","0.857537931","0","0.514522759","9","0.388888889","1.111111111","O7","de-protonated","0","-9999","C18 H20 O7","18","20","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","347.113099","347.113307069","347.112975081","1130329.3","-9999","616288","16.05","-1","0.95642646","0.847062776","0","0.508237666","0","0.9","2.4","N2 S1 O9","de-protonated","0","-9999","C10 H24 O9 N2 S1","10","24","9","2","-9999","1","-9999","-9999","-9999","-9999"
"51","347.113099","347.113307069","347.11346433800003","1130329.3","-9999","616288","16.05","-1","-0.453077544","0.963437508","0","0.578062505","4","0.076923077","1.923076923","N4 S2 P1 O1","de-protonated","0","-9999","C13 H25 O1 N4 P1 S2","13","25","1","4","1","2","-9999","-9999","-9999","-9999"
"53","349.09232","349.092528106","349.092728893","1328218.9","-9999","538051.2","19.02","-1","-0.575169098","0.94173933","0","0.565043598","4","0.166666667","1.916666667","N4 S2 P1 O2","de-protonated","0","-9999","C12 H23 O2 N4 P1 S2","12","23","2","4","1","2","-9999","-9999","-9999","-9999"
"54","349.128745","349.128953106","349.129276594","1139295.6","-9999","475029.5","16.04","-1","-0.92655463","0.855752287","0","0.513451372","8","0.388888889","1.222222222","O7","de-protonated","0","-9999","C18 H22 O7","18","22","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"54","349.128745","349.128953106","349.129114402","1139295.6","-9999","475029.5","16.04","-1","-0.461995322","0.962012005","0","0.577207203","3","0.076923077","2.076923077","N4 S2 P1 O1","de-protonated","0","-9999","C13 H27 O1 N4 P1 S2","13","27","1","4","1","2","-9999","-9999","-9999","-9999"
"55","351.07159","351.071798143","351.071993448","1051106.5","-9999","383278.9","14.64","-1","-0.556311488","0.945392411","0","0.567235447","4","0.272727273","1.909090909","N4 S2 P1 O3","de-protonated","0","-9999","C11 H21 O3 N4 P1 S2","11","21","3","4","1","2","-9999","-9999","-9999","-9999"
"56","351.108048","351.108256143","351.108541149","1549159.4","-9999","471407","22.51","-1","-0.811730126","0.887312905","0","0.532387743","8","0.470588235","1.176470588","O8","de-protonated","0","-9999","C17 H20 O8","17","20","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"56","351.108048","351.108256143","351.108378958","1549159.4","-9999","471407","22.51","-1","-0.349789574","0.978043878","0","0.586826327","3","0.166666667","2.083333333","N4 S2 P1 O2","de-protonated","0","-9999","C12 H25 O2 N4 P1 S2","12","25","2","4","1","2","-9999","-9999","-9999","-9999"
"57","351.144327","351.144535144","351.144764467","1144428.3","-9999","609894.3","16.12","-1","-0.653071735","0.925530351","0","0.555318211","2","0.076923077","2.230769231","N4 S2 P1 O1","de-protonated","0","-9999","C13 H29 O1 N4 P1 S2","13","29","1","4","1","2","-9999","-9999","-9999","-9999"
"58","353.050893","353.05110118","353.051420195","901743.9","-9999","536194.5","12.28","-1","-0.903592869","0.862302418","0","0.517381451","9","0.666666667","0.933333333","O10","de-protonated","0","-9999","C15 H14 O10","15","14","10","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"58","353.050893","353.05110118","353.051258003","901743.9","-9999","536194.5","12.28","-1","-0.444194468","0.964831881","0","0.578899129","4","0.4","1.9","N4 S2 P1 O4","de-protonated","0","-9999","C10 H19 O4 N4 P1 S2","10","19","4","4","1","2","-9999","-9999","-9999","-9999"
"59","353.087265","353.087473181","353.087805704","1715316.9","-9999","494169.9","25.13","-1","-0.941758421","0.851352975","0","0.510811785","8","0.5625","1.125","O9","de-protonated","0","-9999","C16 H18 O9","16","18","9","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"59","353.087265","353.087473181","353.087643513","1715316.9","-9999","494169.9","25.13","-1","-0.482407378","0.958652936","0","0.575191761","3","0.272727273","2.090909091","N4 S2 P1 O3","de-protonated","0","-9999","C11 H23 O3 N4 P1 S2","11","23","3","4","1","2","-9999","-9999","-9999","-9999"
"60","353.123651","353.123859181","353.124191213","1505657.9","-9999","476244","21.82","-1","-0.940269999","0.851785814","0","0.511071489","7","0.470588235","1.294117647","O8","de-protonated","0","-9999","C17 H22 O8","17","22","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"60","353.123651","353.123859181","353.124029022","1505657.9","-9999","476244","21.82","-1","-0.480966286","0.958894458","0","0.575336675","2","0.166666667","2.25","N4 S2 P1 O2","de-protonated","0","-9999","C12 H27 O2 N4 P1 S2","12","27","2","4","1","2","-9999","-9999","-9999","-9999"
"62","355.066497","355.066705218","355.066908068","1512840","-9999","507110.3","21.93","-1","-0.571301109","0.942497397","0","0.565498438","3","0.4","2.1","N4 S2 P1 O4","de-protonated","0","-9999","C10 H21 O4 N4 P1 S2","10","21","4","4","1","2","-9999","-9999","-9999","-9999"
"63","355.102954","355.103162218","355.103455768","1493133.1","-9999","569337.9","21.62","-1","-0.826660824","0.883383156","0","0.530029894","7","0.5625","1.25","O9","de-protonated","0","-9999","C16 H20 O9","16","20","9","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"63","355.102954","355.103162218","355.103293577","1493133.1","-9999","569337.9","21.62","-1","-0.369917114","0.975476512","0","0.585285907","2","0.272727273","2.272727273","N4 S2 P1 O3","de-protonated","0","-9999","C11 H25 O3 N4 P1 S2","11","25","3","4","1","2","-9999","-9999","-9999","-9999"
"64","359.076583","359.076791293","359.077078829","936518.3","-9999","468794.4","12.69","-1","-0.800763614","0.890164541","0","0.534098725","6","0.153846154","1.615384615","N4 S2 P1 O2","de-protonated","0","-9999","C13 H21 O2 N4 P1 S2","13","21","2","4","1","2","-9999","-9999","-9999","-9999"
"65","359.113078","359.113286293","359.113626529","1076171.6","-9999","561085.2","14.88","-1","-0.947432318","0.849698736","0","0.509819241","10","0.368421053","1.052631579","O7","de-protonated","0","-9999","C19 H20 O7","19","20","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"65","359.113078","359.113286293","359.112975081","1076171.6","-9999","561085.2","14.88","-1","0.866615371","0.872605259","0","0.523563155","1","0.818181818","2.181818182","N2 S1 O9","de-protonated","0","-9999","C11 H24 O9 N2 S1","11","24","9","2","-9999","1","-9999","-9999","-9999","-9999"
"65","359.113078","359.113286293","359.11346433800003","1076171.6","-9999","561085.2","14.88","-1","-0.495789057","0.956378696","0","0.573827218","5","0.071428571","1.785714286","N4 S2 P1 O1","de-protonated","0","-9999","C14 H25 O1 N4 P1 S2","14","25","1","4","1","2","-9999","-9999","-9999","-9999"
"66","361.092286","361.09249433","361.092728893","1076975.1","-9999","496665.3","14.88","-1","-0.649590926","0.926292141","0","0.555775285","5","0.153846154","1.769230769","N4 S2 P1 O2","de-protonated","0","-9999","C13 H23 O2 N4 P1 S2","13","23","2","4","1","2","-9999","-9999","-9999","-9999"
"67","361.128718","361.128926331","361.129276594","1254900.5","-9999","585636.5","17.67","-1","-0.969909061","0.84308031","0","0.505848186","9","0.368421053","1.157894737","O7","de-protonated","0","-9999","C19 H22 O7","19","22","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"67","361.128718","361.128926331","361.128625145","1254900.5","-9999","585636.5","17.67","-1","0.834013428","0.881428153","0","0.528856892","0","0.818181818","2.363636364","N2 S1 O9","de-protonated","0","-9999","C11 H26 O9 N2 S1","11","26","9","2","-9999","1","-9999","-9999","-9999","-9999"
"67","361.128718","361.128926331","361.129114402","1254900.5","-9999","585636.5","17.67","-1","-0.520786666","0.951979016","0","0.57118741","4","0.071428571","1.928571429","N4 S2 P1 O1","de-protonated","0","-9999","C14 H27 O1 N4 P1 S2","14","27","1","4","1","2","-9999","-9999","-9999","-9999"
"68","362.969103","362.969311366","362.969361596","18992392","-9999","445645.4","292.36","-1","-0.138386095","0.332177053","0.867378793","0.546257749","8","0.9","0.9","N2 S1 P1 O9","de-protonated","0","-9999","C10 H9 O9 N2 P1 S1","10","9","9","2","1","1","-9999","-9999","-9999","-9999"
"70","363.071482","363.071690368","363.071993448","1155735.8","-9999","353429.3","15.95","-1","-0.834767209","0.881226995","0","0.528736197","5","0.25","1.75","N4 S2 P1 O3","de-protonated","0","-9999","C12 H21 O3 N4 P1 S2","12","21","3","4","1","2","-9999","-9999","-9999","-9999"
"71","363.107971","363.108179368","363.108541149","1946397.3","-9999","524234.9","28.21","-1","-0.996342829","0.835166698","0","0.501100019","9","0.444444444","1.111111111","O8","de-protonated","0","-9999","C18 H20 O8","18","20","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"71","363.107971","363.108179368","363.108378958","1946397.3","-9999","524234.9","28.21","-1","-0.549668564","0.946653547","0","0.567992128","4","0.153846154","1.923076923","N4 S2 P1 O2","de-protonated","0","-9999","C13 H25 O2 N4 P1 S2","13","25","2","4","1","2","-9999","-9999","-9999","-9999"
"72","363.14435","363.144558369","363.144764467","1306402.8","-9999","524362.4","18.29","-1","-0.567536558","0.943230859","0","0.565938516","3","0.071428571","2.071428571","N4 S2 P1 O1","de-protonated","0","-9999","C14 H29 O1 N4 P1 S2","14","29","1","4","1","2","-9999","-9999","-9999","-9999"
"73","363.968684","363.968892384","363.96863332","3845535.8","-9999","493039.8","57.63","-1","0.711777303","0.912171927","0","0.547303156","12","0.5","0.571428571","N1 S1 P1 O7","de-protonated","0","-9999","C14 H8 O7 N1 P1 S1","14","8","7","1","1","1","-9999","-9999","-9999","-9999"
"76","365.050805","365.051013405","365.051258003","1032261.4","-9999","585583.8","14.04","-1","-0.670039129","0.921767894","0","0.553060736","5","0.363636364","1.727272727","N4 S2 P1 O4","de-protonated","0","-9999","C11 H19 O4 N4 P1 S2","11","19","4","4","1","2","-9999","-9999","-9999","-9999"
"77","365.087228","365.087436405","365.087643513","2079307","-9999","491211.2","30.26","-1","-0.56728103","0.94328049","0","0.565968294","4","0.25","1.916666667","N4 S2 P1 O3","de-protonated","0","-9999","C12 H23 O3 N4 P1 S2","12","23","3","4","1","2","-9999","-9999","-9999","-9999"
"78","365.123599","365.123807406","365.124029022","2516560.5","-9999","510897.6","37.04","-1","-0.606960774","0.935339282","0","0.561203569","3","0.153846154","2.076923077","N4 S2 P1 O2","de-protonated","0","-9999","C13 H27 O2 N4 P1 S2","13","27","2","4","1","2","-9999","-9999","-9999","-9999"
"79","365.15998","365.160188407","365.160414531","1119574.1","-9999","593608.2","15.39","-1","-0.619247385","0.932785841","0","0.559671505","2","0.071428571","2.214285714","N4 S2 P1 O1","de-protonated","0","-9999","C14 H31 O1 N4 P1 S2","14","31","1","4","1","2","-9999","-9999","-9999","-9999"
"80","367.066488","367.066696442","367.066908068","1481853.5","-9999","430564","21","-1","-0.576530663","0.941471413","0","0.564882848","4","0.363636364","1.909090909","N4 S2 P1 O4","de-protonated","0","-9999","C11 H21 O4 N4 P1 S2","11","21","4","4","1","2","-9999","-9999","-9999","-9999"
"81","367.10281","367.103018443","367.103293577","2424195.3","-9999","483361.8","35.6","-1","-0.749472975","0.903100447","0","0.541860268","3","0.25","2.083333333","N4 S2 P1 O3","de-protonated","0","-9999","C12 H25 O3 N4 P1 S2","12","25","3","4","1","2","-9999","-9999","-9999","-9999"
"82","367.139215","367.139423444","367.139679086","1500552.9","-9999","461139.2","21.29","-1","-0.696309008","0.915784035","0","0.549470421","2","0.153846154","2.230769231","N4 S2 P1 O2","de-protonated","0","-9999","C13 H29 O2 N4 P1 S2","13","29","2","4","1","2","-9999","-9999","-9999","-9999"
"83","369.082117","369.08232548","369.082558132","1744570.5","-9999","547319.3","25.06","-1","-0.630352275","0.930440132","0","0.558264079","3","0.363636364","2.090909091","N4 S2 P1 O4","de-protonated","0","-9999","C11 H23 O4 N4 P1 S2","11","23","4","4","1","2","-9999","-9999","-9999","-9999"
"84","369.118491","369.118699481","369.118943642","1769664.3","-9999","418729.6","25.45","-1","-0.661468892","0.923678458","0","0.554207075","2","0.25","2.25","N4 S2 P1 O3","de-protonated","0","-9999","C12 H27 O3 N4 P1 S2","12","27","3","4","1","2","-9999","-9999","-9999","-9999"
"85","371.061373","371.061581517","371.061822687","1839350.4","-9999","418060.3","26.26","-1","-0.649945774","0.926214639","0","0.555728783","3","0.5","2.1","N4 S2 P1 O5","de-protonated","0","-9999","C10 H21 O5 N4 P1 S2","10","21","5","4","1","2","-9999","-9999","-9999","-9999"
"86","373.092249","373.092457555","373.092239636","941759.2","-9999","346153.2","12.49","-1","0.584090358","0.939973764","0","0.563984259","2","0.909090909","2","N2 S1 O10","de-protonated","0","-9999","C11 H22 O10 N2 S1","11","22","10","2","-9999","1","-9999","-9999","-9999","-9999"
"86","373.092249","373.092457555","373.092728893","941759.2","-9999","346153.2","12.49","-1","-0.727266305","0.908490213","0","0.545094128","6","0.142857143","1.642857143","N4 S2 P1 O2","de-protonated","0","-9999","C14 H23 O2 N4 P1 S2","14","23","2","4","1","2","-9999","-9999","-9999","-9999"
"87","373.128595","373.128803556","373.128625145","1044293.1","-9999","543691.4","14.06","-1","0.478148549","0.959364787","0","0.575618872","1","0.75","2.166666667","N2 S1 O9","de-protonated","0","-9999","C12 H26 O9 N2 S1","12","26","9","2","-9999","1","-9999","-9999","-9999","-9999"
"87","373.128595","373.128803556","373.129114402","1044293.1","-9999","543691.4","14.06","-1","-0.833080098","0.881677036","0","0.529006222","5","0.066666667","1.8","N4 S2 P1 O1","de-protonated","0","-9999","C15 H27 O1 N4 P1 S2","15","27","1","4","1","2","-9999","-9999","-9999","-9999"
"88","375.071561","375.071769592","375.071993448","1009795.9","-9999","385570","13.52","-1","-0.596834225","0.93741046","0","0.562446276","6","0.230769231","1.615384615","N4 S2 P1 O3","de-protonated","0","-9999","C13 H21 O3 N4 P1 S2","13","21","3","4","1","2","-9999","-9999","-9999","-9999"
"89","375.107394","375.107602593","375.1078897","947337.9","-9999","526763.7","12.57","-1","-0.765398807","0.899155714","0","0.539493428","1","0.909090909","2.181818182","N2 S1 O10","de-protonated","0","-9999","C11 H24 O10 N2 S1","11","24","10","2","-9999","1","-9999","-9999","-9999","-9999"
"89","375.107394","375.107602593","375.107509578","947337.9","-9999","526763.7","12.57","-1","0.247969945","0.988904894","0","0.593342937","6","0.538461538","1.615384615","N4 P1 O7","de-protonated","0","-9999","C13 H21 O7 N4 P1","13","21","7","4","1","-9999","-9999","-9999","-9999","-9999"
"90","375.107919","375.108127593","375.1078897","1264521.9","-9999","468739","17.43","-1","0.634198547","0.929619351","0","0.557771611","1","0.909090909","2.181818182","N2 S1 O10","de-protonated","0","-9999","C11 H24 O10 N2 S1","11","24","10","2","-9999","1","-9999","-9999","-9999","-9999"
"90","375.107919","375.108127593","375.108378958","1264521.9","-9999","468739","17.43","-1","-0.670111588","0.921751652","0","0.553050991","5","0.142857143","1.785714286","N4 S2 P1 O2","de-protonated","0","-9999","C14 H25 O2 N4 P1 S2","14","25","2","4","1","2","-9999","-9999","-9999","-9999"
