"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"17","236.107056","236.107262332","236.107436206","1199796.9","-9999","612288.6","19.39","-1","-0.736422838","0.906283601","0","0.54377016","1","0.375","2.375","N3 S1 O3","de-protonated","0","-9999","C8 H19 O3 N3 S1","8","19","3","3","-9999","1","-9999","-9999","-9999","-9999"
"35","285.126007","285.126170633","285.126119766","532619.1","-9999","884531.3","7.03","-1","0.178401475","0.99424166","0","0.596544996","4","0.285714286","1.642857143","P1 O4","de-protonated","0","-9999","C14 H23 O4 P1","14","23","4","-9999","1","-9999","-9999","-9999","-9999","-9999"
"36","285.12845","285.12861363","285.128488747","3557579.3","-9999","461723.8","58.4","-1","0.437988756","0.982713131","0.959452364","0.973408824","13","0.047619048","0.857142857","O1","de-protonated","0","-9999","C21 H18 O1","21","18","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"37","286.131668","286.131830757","286.131843582","601109.2","-9999","721899.4","8.19","-1","-0.04482504","0.999635484","0.959452364","0.983562236","13","0.047619048","0.857142857","13C1 O1","de-protonated","1","36","C20 H18 O1 13C1","20","18","1","-9999","-9999","-9999","1","-9999","-9999","-9999"
"43","294.18219","294.182345744","294.182315225","896854.4","-9999","635064.4","13.08","-1","0.10374039","0.998049142","0","0.598829485","5","0.2","1.666666667","N3 O3","de-protonated","0","-9999","C15 H25 O3 N3","15","25","3","3","-9999","-9999","-9999","-9999","-9999","-9999"
"46","297.15549","297.155643154","297.155491342","2518826","-9999","583079.3","40.16","-1","0.510883526","0.953745451","0","0.572247271","0","0.666666667","2.166666667","O8","de-protonated","0","-9999","C12 H26 O8","12","26","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"49","303.090041","303.090188985","303.090402962","678874.2","-9999","699020.8","9.31","-1","-0.705983838","0.913532417","0","0.54811945","9","0.2","1.133333333","N2 P1 O3","de-protonated","0","-9999","C15 H17 O3 N2 P1","15","17","3","2","1","-9999","-9999","-9999","-9999","-9999"
"51","305.105743","305.105889229","305.106053026","704050.3","-9999","626367","9.73","-1","-0.536853342","0.949048287","0","0.569428972","8","0.2","1.266666667","N2 P1 O3","de-protonated","0","-9999","C15 H19 O3 N2 P1","15","19","3","2","1","-9999","-9999","-9999","-9999","-9999"
"52","307.085081","307.085225505","307.085317581","682763.4","-9999","662278.9","9.32","-1","-0.299839984","0.98381937","0","0.590291622","8","0.285714286","1.214285714","N2 P1 O4","de-protonated","0","-9999","C14 H17 O4 N2 P1","14","17","4","2","1","-9999","-9999","-9999","-9999","-9999"
"53","307.197477","307.197621407","307.197845413","886868.3","-9999","467491.8","12.7","-1","-0.729190438","0.908028368","0","0.544817021","0","0.071428571","2.357142857","N2 S1 P1 O1","de-protonated","0","-9999","C14 H33 O1 N2 P1 S1","14","33","1","2","1","1","-9999","-9999","-9999","-9999"
"54","309.064384","309.064526781","309.064582136","733352.9","-9999","577888.9","10.16","-1","-0.179107157","0.994196148","0","0.596517689","8","0.384615385","1.153846154","N2 P1 O5","de-protonated","0","-9999","C13 H15 O5 N2 P1","13","15","5","2","1","-9999","-9999","-9999","-9999","-9999"
"55","309.100634","309.100776749","309.100967646","672811.8","-9999","557516.3","9.15","-1","-0.617586565","0.933133578","0","0.559880147","7","0.285714286","1.357142857","N2 P1 O4","de-protonated","0","-9999","C14 H19 O4 N2 P1","14","19","4","2","1","-9999","-9999","-9999","-9999","-9999"
"57","309.173531","309.173673686","309.173738664","1124785.8","-9999","626557.6","16.64","-1","-0.210169219","0.992017245","0","0.595210347","5","0.125","1.6875","N2 P1 O2","de-protonated","0","-9999","C16 H27 O2 N2 P1","16","27","2","2","1","-9999","-9999","-9999","-9999","-9999"
"58","309.17693","309.177072683","309.177109968","630194","-9999","724633","8.45","-1","-0.120594581","0.997364661","0","0.598418796","0","0.153846154","2.384615385","N2 S1 P1 O2","de-protonated","0","-9999","C13 H31 O2 N2 P1 S1","13","31","2","2","1","1","-9999","-9999","-9999","-9999"
"60","311.043488","311.043629057","311.043846691","613899.3","-9999","618572","8.17","-1","-0.699691473","0.914999739","0","0.548999843","8","0.5","1.083333333","N2 P1 O6","de-protonated","0","-9999","C12 H13 O6 N2 P1","12","13","6","2","1","-9999","-9999","-9999","-9999","-9999"
"61","311.080069","311.080210025","311.080232201","708174.4","-9999","729676","9.74","-1","-0.071286889","0.999078335","0","0.599447001","7","0.384615385","1.307692308","N2 P1 O5","de-protonated","0","-9999","C13 H17 O5 N2 P1","13","17","5","2","1","-9999","-9999","-9999","-9999","-9999"
"62","311.116419","311.116559993","311.11661771","671313.4","-9999","572325.1","9.12","-1","-0.185515501","0.99377472","0","0.596264832","6","0.285714286","1.5","N2 P1 O4","de-protonated","0","-9999","C14 H21 O4 N2 P1","14","21","4","2","1","-9999","-9999","-9999","-9999","-9999"
"63","311.168525","311.168665948","311.168639483","743509.8","-9999","958467.3","10.32","-1","0.085048727","0.998688391","0","0.599213034","4","0.176470588","1.647058824","S1 O3","de-protonated","0","-9999","C17 H28 O3 S1","17","28","3","-9999","-9999","1","-9999","-9999","-9999","-9999"
"65","312.174673","312.174813071","312.175121845","2158250.8","-9999","469801.6","33.57","-1","-0.989103223","0.837347753","0","0.502408652","4","0.133333333","1.8","N3 S1 O2","de-protonated","0","-9999","C15 H27 O2 N3 S1","15","27","2","3","-9999","1","-9999","-9999","-9999","-9999"
"68","313.059322","313.059461301","313.059496756","548918.5","-9999","690944.4","7.06","-1","-0.113253617","0.997675376","0","0.598605226","7","0.5","1.25","N2 P1 O6","de-protonated","0","-9999","C12 H15 O6 N2 P1","12","15","6","2","1","-9999","-9999","-9999","-9999","-9999"
"69","313.09574","313.095879269","313.095882265","565049.7","-9999","712375.5","7.32","-1","-0.009569571","0.999983384","0","0.59999003","6","0.384615385","1.461538462","N2 P1 O5","de-protonated","0","-9999","C13 H19 O5 N2 P1","13","19","5","2","1","-9999","-9999","-9999","-9999","-9999"
"70","313.132005","313.132144237","313.132267775","626172.8","-9999","614168.1","8.33","-1","-0.394520607","0.972153219","0","0.583291931","5","0.285714286","1.642857143","N2 P1 O4","de-protonated","0","-9999","C14 H23 O4 N2 P1","14","23","4","2","1","-9999","-9999","-9999","-9999","-9999"
"73","315.090172","315.090309532","315.090402962","629289.6","-9999","866121.1","8.38","-1","-0.296517706","0.984173115","0","0.590503869","10","0.1875","1.0625","N2 P1 O3","de-protonated","0","-9999","C16 H17 O3 N2 P1","16","17","3","2","1","-9999","-9999","-9999","-9999","-9999"
"74","317.069471","317.069606808","317.069667517","788447.1","-9999","618703.8","11","-1","-0.191469283","0.993370078","0","0.596022047","10","0.266666667","1","N2 P1 O4","de-protonated","0","-9999","C15 H15 O4 N2 P1","15","15","4","2","1","-9999","-9999","-9999","-9999","-9999"
"75","317.14226","317.142395744","317.142438535","675173.9","-9999","738207.1","9.08","-1","-0.134927405","0.996702103","0","0.598021262","8","0.117647059","1.352941176","N2 P1 O2","de-protonated","0","-9999","C17 H23 O2 N2 P1","17","23","2","2","1","-9999","-9999","-9999","-9999","-9999"
"76","319.04886","319.048994083","319.049312194","908060.3","-9999","659853.3","12.89","-1","-0.997058783","0.834950451","0","0.500970271","5","0.666666667","1.333333333","S1 O8","de-protonated","0","-9999","C12 H16 O8 S1","12","16","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"76","319.04886","319.048994083","319.048932072","908060.3","-9999","659853.3","12.89","-1","0.19436392","0.993168792","0","0.595901275","10","0.357142857","0.928571429","N2 P1 O5","de-protonated","0","-9999","C14 H13 O5 N2 P1","14","13","5","2","1","-9999","-9999","-9999","-9999","-9999"
"77","319.085162","319.085296052","319.085317581","731807.8","-9999","414619","10","-1","-0.067472144","0.999174298","0","0.599504579","9","0.266666667","1.133333333","N2 P1 O4","de-protonated","0","-9999","C15 H17 O4 N2 P1","15","17","4","2","1","-9999","-9999","-9999","-9999","-9999"
"78","319.121449","319.12158302","319.12170309","672291.3","-9999","413671.9","9.03","-1","-0.37625247","0.974640152","0","0.584784091","8","0.1875","1.3125","N2 P1 O3","de-protonated","0","-9999","C16 H21 O3 N2 P1","16","21","3","2","1","-9999","-9999","-9999","-9999","-9999"
"79","321.064582","321.064714328","321.064962259","906853.3","-9999","558508.1","12.87","-1","-0.772215108","0.897447383","0","0.53846843","4","0.666666667","1.5","S1 O8","de-protonated","0","-9999","C12 H18 O8 S1","12","18","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"79","321.064582","321.064714328","321.064582136","906853.3","-9999","558508.1","12.87","-1","0.411728085","0.969709066","0","0.58182544","9","0.357142857","1.071428571","N2 P1 O5","de-protonated","0","-9999","C14 H15 O5 N2 P1","14","15","5","2","1","-9999","-9999","-9999","-9999","-9999"
"80","321.100913","321.101045296","321.101347768","965864.9","-9999","716749.9","13.83","-1","-0.941983624","0.851287445","0","0.510772467","3","0.538461538","1.692307692","S1 O7","de-protonated","0","-9999","C13 H22 O7 S1","13","22","7","-9999","-9999","1","-9999","-9999","-9999","-9999"
"80","321.100913","321.101045296","321.100967646","965864.9","-9999","716749.9","13.83","-1","0.241825209","0.989445082","0","0.593667049","8","0.266666667","1.266666667","N2 P1 O4","de-protonated","0","-9999","C15 H19 O4 N2 P1","15","19","4","2","1","-9999","-9999","-9999","-9999","-9999"
"81","321.137197","321.137329264","321.137353155","749932.6","-9999","552183.9","10.3","-1","-0.07439386","0.998996286","0","0.599397772","7","0.1875","1.4375","N2 P1 O3","de-protonated","0","-9999","C16 H23 O3 N2 P1","16","23","3","2","1","-9999","-9999","-9999","-9999","-9999"
"82","323.04392","323.044050603","323.044226814","681907.6","-9999","696472.9","9.08","-1","-0.545468553","0.947443944","0","0.568466366","4","0.818181818","1.454545455","S1 O9","de-protonated","0","-9999","C11 H16 O9 S1","11","16","9","-9999","-9999","1","-9999","-9999","-9999","-9999"
"82","323.04392","323.044050603","323.043846691","681907.6","-9999","696472.9","9.08","-1","0.631220978","0.930255127","0","0.558153076","9","0.461538462","1","N2 P1 O6","de-protonated","0","-9999","C13 H13 O6 N2 P1","13","13","6","2","1","-9999","-9999","-9999","-9999","-9999"
"83","323.080273","323.080403572","323.080612323","838519.4","-9999","377905.7","11.62","-1","-0.646128165","0.927046559","0","0.556227936","3","0.666666667","1.666666667","S1 O8","de-protonated","0","-9999","C12 H20 O8 S1","12","20","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"83","323.080273","323.080403572","323.080232201","838519.4","-9999","377905.7","11.62","-1","0.530428729","0.9502298","0","0.57013788","8","0.357142857","1.214285714","N2 P1 O5","de-protonated","0","-9999","C14 H17 O5 N2 P1","14","17","5","2","1","-9999","-9999","-9999","-9999","-9999"
"84","323.116446","323.11657654","323.11661771","838459.3","-9999","553303.7","11.62","-1","-0.127414748","0.997058602","0","0.598235161","7","0.266666667","1.4","N2 P1 O4","de-protonated","0","-9999","C15 H21 O4 N2 P1","15","21","4","2","1","-9999","-9999","-9999","-9999","-9999"
"86","325.059502","325.059630848","325.059876878","893967.4","-9999","613698.6","12.52","-1","-0.756877911","0.901274459","0","0.540764675","3","0.818181818","1.636363636","S1 O9","de-protonated","0","-9999","C11 H18 O9 S1","11","18","9","-9999","-9999","1","-9999","-9999","-9999","-9999"
"86","325.059502","325.059630848","325.059496756","893967.4","-9999","613698.6","12.52","-1","0.41251488","0.969594966","0","0.58175698","8","0.461538462","1.153846154","N2 P1 O6","de-protonated","0","-9999","C13 H15 O6 N2 P1","13","15","6","2","1","-9999","-9999","-9999","-9999","-9999"
"87","325.095744","325.095872816","325.095882265","1091795.5","-9999","356482.3","15.72","-1","-0.029065394","0.999846724","0","0.599908035","7","0.357142857","1.357142857","N2 P1 O5","de-protonated","0","-9999","C14 H19 O5 N2 P1","14","19","5","2","1","-9999","-9999","-9999","-9999","-9999"
"88","325.132219","325.132347784","325.132647897","654871.6","-9999","665183.1","8.64","-1","-0.923046898","0.856760291","0","0.514056174","1","0.538461538","2","S1 O7","de-protonated","0","-9999","C13 H26 O7 S1","13","26","7","-9999","-9999","1","-9999","-9999","-9999","-9999"
"88","325.132219","325.132347784","325.132267775","654871.6","-9999","665183.1","8.64","-1","0.246083966","0.989072102","0","0.593443261","6","0.266666667","1.533333333","N2 P1 O4","de-protonated","0","-9999","C15 H23 O4 N2 P1","15","23","4","2","1","-9999","-9999","-9999","-9999","-9999"
"90","325.188131","325.188259736","325.188128882","2082013.8","-9999","369576.1","31.77","-1","0.402394777","0.971046956","0","0.582628173","5","0.266666667","1.733333333","N4 O4","de-protonated","0","-9999","C15 H26 O4 N4","15","26","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"91","326.190604","326.190731862","326.190771909","3289103.3","-9999","423342.7","51.33","-1","-0.122770916","0.498634408","0.85247738","0.640171597","4","0.125","1.8125","N3 S1 O2","de-protonated","0","-9999","C16 H29 O2 N3 S1","16","29","2","3","-9999","1","-9999","-9999","-9999","-9999"
"93","327.07515","327.075277092","327.075526943","651957.8","-9999","503895.1","8.59","-1","-0.763893508","0.899531372","0","0.539718823","2","0.818181818","1.818181818","S1 O9","de-protonated","0","-9999","C11 H20 O9 S1","11","20","9","-9999","-9999","1","-9999","-9999","-9999","-9999"
"93","327.07515","327.075277092","327.07514682","651957.8","-9999","503895.1","8.59","-1","0.398292715","0.971625836","0","0.582975502","7","0.461538462","1.307692308","N2 P1 O6","de-protonated","0","-9999","C13 H17 O6 N2 P1","13","17","6","2","1","-9999","-9999","-9999","-9999","-9999"
"94","327.1116","327.11172706","327.111912452","839034.1","-9999","421305.4","11.62","-1","-0.566753961","0.943382798","0","0.566029679","1","0.666666667","2","S1 O8","de-protonated","0","-9999","C12 H24 O8 S1","12","24","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"94","327.1116","327.11172706","327.11153233","839034.1","-9999","421305.4","11.62","-1","0.595303218","0.937720959","0","0.562632575","6","0.357142857","1.5","N2 P1 O5","de-protonated","0","-9999","C14 H21 O5 N2 P1","14","21","5","2","1","-9999","-9999","-9999","-9999","-9999"
"97","329.106108","329.106233323","329.106433149","695913.3","-9999","617908.2","9.17","-1","-0.607176611","0.935294808","0","0.561176885","5","0.4","1.466666667","S1 O6","de-protonated","0","-9999","C15 H22 O6 S1","15","22","6","-9999","-9999","1","-9999","-9999","-9999","-9999"
"97","329.106108","329.106233323","329.106053026","695913.3","-9999","617908.2","9.17","-1","0.547837967","0.94699871","0","0.568199226","10","0.176470588","1.117647059","N2 P1 O3","de-protonated","0","-9999","C17 H19 O3 N2 P1","17","19","3","2","1","-9999","-9999","-9999","-9999","-9999"
"99","329.15647","329.156595279","329.156553971","691567.4","-9999","663977.4","9.1","-1","0.125497463","0.997146333","0","0.5982878","0","0.818181818","2.363636364","N2 O9","de-protonated","0","-9999","C11 H26 O9 N2","11","26","9","2","-9999","-9999","-9999","-9999","-9999","-9999"
"101","331.049062","331.04918563","331.049312194","693725.1","-9999","594697.1","9.13","-1","-0.382311437","0.973827682","0","0.584296609","6","0.615384615","1.230769231","S1 O8","de-protonated","0","-9999","C13 H16 O8 S1","13","16","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"101","331.049062","331.04918563","331.048932072","693725.1","-9999","594697.1","9.13","-1","0.765924783","0.899024315","0","0.53941458900000006","11","0.333333333","0.866666667","N2 P1 O5","de-protonated","0","-9999","C15 H13 O5 N2 P1","15","13","5","2","1","-9999","-9999","-9999","-9999","-9999"
"102","331.085404","331.085527599","331.085697704","828257.8","-9999","625300.6","11.28","-1","-0.5137792","0.953232117","0","0.57193927","5","0.5","1.428571429","S1 O7","de-protonated","0","-9999","C14 H20 O7 S1","14","20","7","-9999","-9999","1","-9999","-9999","-9999","-9999"
"102","331.085404","331.085527599","331.085317581","828257.8","-9999","625300.6","11.28","-1","0.634330682","0.929591078","0","0.557754647","10","0.25","1.0625","N2 P1 O4","de-protonated","0","-9999","C16 H17 O4 N2 P1","16","17","4","2","1","-9999","-9999","-9999","-9999","-9999"
"103","331.121723","331.121846567","331.122083213","805734.5","-9999","601738.6","10.92","-1","-0.714678794","0.911487153","0","0.546892292","4","0.4","1.6","S1 O6","de-protonated","0","-9999","C15 H24 O6 S1","15","24","6","-9999","-9999","1","-9999","-9999","-9999","-9999"
"103","331.121723","331.121846567","331.12170309","805734.5","-9999","601738.6","10.92","-1","0.433304696","0.966506236","0","0.57990374200000006","9","0.176470588","1.235294118","N2 P1 O3","de-protonated","0","-9999","C17 H21 O3 N2 P1","17","21","3","2","1","-9999","-9999","-9999","-9999","-9999"
"105","333.064815","333.064936875","333.064962259","773221.4","-9999","517944.2","10.39","-1","-0.076214144","0.998946593","0","0.599367956","5","0.615384615","1.384615385","S1 O8","de-protonated","0","-9999","C13 H18 O8 S1","13","18","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"106","333.073796","333.073917867","333.073693725","651110.6","-9999","669668.1","8.44","-1","0.672950402","0.921114196","0","0.552668518","9","0.125","1.125","N2 S2 O2","de-protonated","0","-9999","C16 H18 O2 N2 S2","16","18","2","2","-9999","2","-9999","-9999","-9999","-9999"
"107","333.101134","333.101255843","333.101347768","930602.3","-9999","366697.5","12.91","-1","-0.275967804","0.986276231","0","0.591765739","4","0.5","1.571428571","S1 O7","de-protonated","0","-9999","C14 H22 O7 S1","14","22","7","-9999","-9999","1","-9999","-9999","-9999","-9999"
"107","333.101134","333.101255843","333.100967646","930602.3","-9999","366697.5","12.91","-1","0.865194943","0.872994831","0","0.523796899","9","0.25","1.1875","N2 P1 O4","de-protonated","0","-9999","C16 H19 O4 N2 P1","16","19","4","2","1","-9999","-9999","-9999","-9999","-9999"
"110","333.13766","333.137781811","333.137733277","796207.2","-9999","453719.6","10.76","-1","0.145686247","0.996156252","0","0.597693751","3","0.4","1.733333333","S1 O6","de-protonated","0","-9999","C15 H26 O6 S1","15","26","6","-9999","-9999","1","-9999","-9999","-9999","-9999"
"112","335.044035","335.04415515","335.044226814","723123.9","-9999","472121.2","9.59","-1","-0.213892391","0.991733091","0","0.595039855","5","0.75","1.333333333","S1 O9","de-protonated","0","-9999","C12 H16 O9 S1","12","16","9","-9999","-9999","1","-9999","-9999","-9999","-9999"
"112","335.044035","335.04415515","335.043846691","723123.9","-9999","472121.2","9.59","-1","0.920652961","0.857446711","0","0.514468027","10","0.428571429","0.928571429","N2 P1 O6","de-protonated","0","-9999","C14 H13 O6 N2 P1","14","13","6","2","1","-9999","-9999","-9999","-9999","-9999"
"113","335.080346","335.080466119","335.080612323","1062521","-9999","384423.8","15.01","-1","-0.43632602","0.966045569","0","0.579627342","4","0.615384615","1.538461538","S1 O8","de-protonated","0","-9999","C13 H20 O8 S1","13","20","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"113","335.080346","335.080466119","335.080232201","1062521","-9999","384423.8","15.01","-1","0.698095881","0.9153701","0","0.54922206","9","0.333333333","1.133333333","N2 P1 O5","de-protonated","0","-9999","C15 H17 O5 N2 P1","15","17","5","2","1","-9999","-9999","-9999","-9999","-9999"
"114","335.116882","335.117002087","335.116997833","1105534.1","-9999","531919.6","15.7","-1","0.01269537","0.999970756","0","0.599982454","3","0.5","1.714285714","S1 O7","de-protonated","0","-9999","C14 H24 O7 S1","14","24","7","-9999","-9999","1","-9999","-9999","-9999","-9999"
"115","335.153124","335.153244055","335.153383342","609219.1","-9999","453575","7.65","-1","-0.415590269","0.969147016","0","0.58148821","2","0.4","1.866666667","S1 O6","de-protonated","0","-9999","C15 H28 O6 S1","15","28","6","-9999","-9999","1","-9999","-9999","-9999","-9999"
"115","335.153124","335.153244055","335.153003219","609219.1","-9999","453575","7.65","-1","0.718585341","0.910561596","0","0.546336958","7","0.176470588","1.470588235","N2 P1 O3","de-protonated","0","-9999","C17 H25 O3 N2 P1","17","25","3","2","1","-9999","-9999","-9999","-9999","-9999"
"116","337.059575","337.059693395","337.059876878","1013586.4","-9999","423494.2","14.02","-1","-0.544364845","0.947650753","0","0.568590452","4","0.75","1.5","S1 O9","de-protonated","0","-9999","C12 H18 O9 S1","12","18","9","-9999","-9999","1","-9999","-9999","-9999","-9999"
"116","337.059575","337.059693395","337.059496756","1013586.4","-9999","423494.2","14.02","-1","0.583395437","0.940112149","0","0.56406729","9","0.428571429","1.071428571","N2 P1 O6","de-protonated","0","-9999","C14 H15 O6 N2 P1","14","15","6","2","1","-9999","-9999","-9999","-9999","-9999"
"117","337.096198","337.096316363","337.096262388","1716887.8","-9999","461218.9","25.09","-1","0.160118065","0.995358859","0","0.597215316","3","0.615384615","1.692307692","S1 O8","de-protonated","0","-9999","C13 H22 O8 S1","13","22","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"118","337.132526","337.132644331","337.132647897","1112861","-9999","493623.7","15.58","-1","-0.010576825","0.999979702","0","0.599987821","2","0.5","1.857142857","S1 O7","de-protonated","0","-9999","C14 H26 O7 S1","14","26","7","-9999","-9999","1","-9999","-9999","-9999","-9999"
"120","339.074933","339.075049639","339.07514682","624700","-9999","563133","7.89","-1","-0.286606102","0.985205776","0","0.591123466","8","0.428571429","1.214285714","N2 P1 O6","de-protonated","0","-9999","C14 H17 O6 N2 P1","14","17","6","2","1","-9999","-9999","-9999","-9999","-9999"
"121","339.075516","339.075632639","339.075526943","1086908.1","-9999","604285.6","15.17","-1","0.311718062","0.982523484","0","0.58951409","3","0.75","1.666666667","S1 O9","de-protonated","0","-9999","C12 H20 O9 S1","12","20","9","-9999","-9999","1","-9999","-9999","-9999","-9999"
"123","339.111653","339.111769607","339.111912452","1698753.5","-9999","449445.1","24.8","-1","-0.421232214","0.968317128","0","0.580990277","2","0.615384615","1.846153846","S1 O8","de-protonated","0","-9999","C13 H24 O8 S1","13","24","8","-9999","-9999","1","-9999","-9999","-9999","-9999"
"123","339.111653","339.111769607","339.11153233","1698753.5","-9999","449445.1","24.8","-1","0.69970389","0.914996854","0","0.548998112","7","0.333333333","1.4","N2 P1 O5","de-protonated","0","-9999","C15 H21 O5 N2 P1","15","21","5","2","1","-9999","-9999","-9999","-9999","-9999"
"124","339.148173","339.148289575","339.148297962","674375","-9999","586874.4","8.67","-1","-0.024726715","0.999889067","0","0.59993344","1","0.5","2","S1 O7","de-protonated","0","-9999","C14 H28 O7 S1","14","28","7","-9999","-9999","1","-9999","-9999","-9999","-9999"
"126","340.206484","340.206599654","340.206421974","2143847.8","-9999","395940","31.8","-1","0.522271103","0.951711598","0","0.571026959","4","0.117647059","1.823529412","N3 S1 O2","de-protonated","0","-9999","C17 H31 O2 N3 S1","17","31","2","3","-9999","1","-9999","-9999","-9999","-9999"
"129","341.054245","341.054359915","341.054411375","574314.8","-9999","839608.1","7.09","-1","-0.150885707","0.99587757","0","0.597526542","8","0.538461538","1.153846154","N2 P1 O7","de-protonated","0","-9999","C13 H15 O7 N2 P1","13","15","7","2","1","-9999","-9999","-9999","-9999","-9999"
"130","341.0549","341.055014915","341.054791498","791786.9","-9999","666101.3","10.52","-1","0.655075604","0.925090235","0","0.555054141","3","0.909090909","1.636363636","S1 O10","de-protonated","0","-9999","C11 H18 O10 S1","11","18","10","-9999","-9999","1","-9999","-9999","-9999","-9999"
