"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"5","165.019261","165.019349467","165.019332219","717987.7","-9999","1222799.8","11.43","-1","0.104517891","0.99801982","0","0.598811892","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"9","171.066211","171.066298725","171.066282413","556274.9","-9999","1061969.2","8.4","-1","0.095358268","0.998351411","0","0.599010847","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"12","179.034874","179.034960748","179.034982284","511334.2","-9999","1257423.6","7.56","-1","-0.120287408","0.997378051","0","0.598426831","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","242.175862","242.175941005","242.176167217","841024.6","-9999","920082.2","12.85","-1","-0.934076621","0.853581867","0","0.51214912","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"27","245.048642","245.048720653","245.048918271","601976.8","-9999","1128118.2","8.59","-1","-0.806442862","0.888691459","0","0.533214875","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"27","245.048642","245.048720653","245.048538149","601976.8","-9999","1128118.2","8.59","-1","0.744769058","0.904252964","0","0.542551779","9","0.166666667","0.916666667","N2 P1 O2","de-protonated","0","-9999","C12 H11 O2 N2 P1","12","11","2","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"28","249.084226","249.084304158","249.084057734","946063.3","-9999","912418.3","14.59","-1","0.989321827","0.837282044","0","0.502369227","3","0.857142857","2","N4 O6","de-protonated","0","-9999","C7 H14 O6 N4","7","14","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","253.071453","253.071530669","253.071761716","541313.1","-9999","813054","7.45","-1","-0.912969972","0.859641316","0","0.51578479","6","0.5","1.166666667","O6","de-protonated","0","-9999","C12 H14 O6","12","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"30","253.144252","253.14432966","253.144532735","704587.1","-9999","699926.3","10.3","-1","-0.802207909","0.889790676","0","0.533874406","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"35","262.991122","262.991198453","262.99142065","587690.8","-9999","638020.2","8.16","-1","-0.844884291","0.878514015","0","0.527108409","5","0.666666667","1.333333333","N4 S2 O4","de-protonated","0","-9999","C6 H8 O4 N4 S2","6","8","4","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
