"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","18O","33S","34S"
"117","317.067437","317.067370288","317.067545716","668533.3","-9999","464406.5","8.96","-1","-0.553283145","0.945969002","0","0.567581401","9","0.117647059","1.058823529","S2 O2","de-protonated","0","-9999","C17 H18 O2 S2","17","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"118","317.103874","317.103807314","317.103931225","903800.6","-9999","541077.9","12.8","-1","-0.390759145","0.972674397","0","0.583604638","8","0.055555556","1.222222222","S2 O1","de-protonated","0","-9999","C18 H22 O1 S2","18","22","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"119","317.139801","317.13973434","317.139447355","598715.8","-9999","672551.2","7.77","-1","0.904917733","0.861927608","0","0.517156565","8","0.277777778","1.222222222","O5","de-protonated","0","-9999","C18 H22 O5","18","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"121","319.046601","319.046535712","319.046810271","648362","-9999","1021048.4","8.57","-1","-0.860560735","0.874262587","0","0.524557552","9","0.1875","1","S2 O3","de-protonated","0","-9999","C16 H16 O3 S2","16","16","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"122","319.046927","319.046861712","319.046810271","684522","-9999","570570.3","9.16","-1","0.161233636","0.995294116","0","0.597176469","9","0.1875","1","S2 O3","de-protonated","0","-9999","C16 H16 O3 S2","16","16","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"123","319.082976","319.082910738","319.08319578","946861.4","-9999","532956.7","13.43","-1","-0.893316659","0.865196431","0","0.519117858","8","0.117647059","1.176470588","S2 O2","de-protonated","0","-9999","C17 H20 O2 S2","17","20","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"124","319.119529","319.119463764","319.11958129","953008.8","-9999","614554.7","13.53","-1","-0.368280074","0.975690431","0","0.585414259","7","0.055555556","1.333333333","S2 O1","de-protonated","0","-9999","C18 H24 O1 S2","18","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"125","321.025967","321.025903136","321.026074826","728037.4","-9999","514680.6","9.86","-1","-0.534816496","0.949424252","0","0.569654551","9","0.266666667","0.933333333","S2 O4","de-protonated","0","-9999","C15 H14 O4 S2","15","14","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"125","321.025967","321.025903136","321.025694703","728037.4","-9999","514680.6","9.86","-1","0.649270394","0.926362118","0","0.555817271","14","0.058823529","0.647058824","N2 S1 P1 O1","de-protonated","0","-9999","C17 H11 O1 N2 P1 S1","17","11","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
"127","321.062345","321.062281162","321.062460335","1065960.9","-9999","636922.3","15.36","-1","-0.558063422","0.94505757","0","0.567034542","8","0.1875","1.125","S2 O3","de-protonated","0","-9999","C16 H18 O3 S2","16","18","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"128","321.098836","321.098772188","321.098845845","1296236.4","-9999","465203.8","19.11","-1","-0.22938827","0.99049779","0","0.594298674","7","0.117647059","1.294117647","S2 O2","de-protonated","0","-9999","C17 H22 O2 S2","17","22","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"129","321.135189","321.135125215","321.135231354","771439.9","-9999","636042.3","10.57","-1","-0.330513413","0.980373856","0","0.588224314","6","0.055555556","1.444444444","S2 O1","de-protonated","0","-9999","C18 H26 O1 S2","18","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"131","323.041556","323.041493586","323.04172489","944171.7","-9999","554385.8","13.24","-1","-0.71601961","0.911169943","0","0.546701966","8","0.266666667","1.066666667","S2 O4","de-protonated","0","-9999","C15 H16 O4 S2","15","16","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"131","323.041556","323.041493586","323.041344768","944171.7","-9999","554385.8","13.24","-1","0.460678834","0.96222406","0","0.577334436","13","0.058823529","0.764705882","N2 S1 P1 O1","de-protonated","0","-9999","C17 H13 O1 N2 P1 S1","17","13","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
"132","323.078032","323.077969612","323.0781104","1457455.4","-9999","527072.6","21.5","-1","-0.435768657","0.966130776","0","0.579678465","7","0.1875","1.25","S2 O3","de-protonated","0","-9999","C16 H20 O3 S2","16","20","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"133","323.114353","323.114290639","323.114495909","1433779","-9999","454690.7","21.12","-1","-0.635287282","0.929386245","0","0.557631747","6","0.117647059","1.411764706","S2 O2","de-protonated","0","-9999","C17 H24 O2 S2","17","24","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"134","323.163813","323.163750674","323.163768578","634935.9","-9999","561845.8","8.26","-1","-0.055401822","0.999443223","0","0.599665934","0","0.066666667","2.2","S2 P1 O1","de-protonated","0","-9999","C15 H33 O1 P1 S2","15","33","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999"
"135","325.057239","325.05717803700003","325.057374955","1005818.1","-9999","540627.6","14.22","-1","-0.605795551","0.935579144","0","0.561347487","7","0.266666667","1.2","S2 O4","de-protonated","0","-9999","C15 H18 O4 S2","15","18","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"135","325.057239","325.05717803700003","325.056994832","1005818.1","-9999","540627.6","14.22","-1","0.563606417","0.943992013","0","0.566395208","12","0.058823529","0.882352941","N2 S1 P1 O1","de-protonated","0","-9999","C17 H15 O1 N2 P1 S1","17","15","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
"136","325.093658","325.093597063","325.093760464","2088829.9","-9999","488402.7","31.65","-1","-0.502628708","0.95519439799999994","0","0.573116639","6","0.1875","1.375","S2 O3","de-protonated","0","-9999","C16 H22 O3 S2","16","22","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"137","325.130076","325.130015089","325.130145974","999809.8","-9999","512437.4","14.13","-1","-0.40256065","0.97102343","0","0.582614058","5","0.117647059","1.529411765","S2 O2","de-protonated","0","-9999","C17 H26 O2 S2","17","26","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"145","327.036633","327.036573461","327.03663951","614733.4","-9999","665519.2","7.93","-1","-0.201962615","0.992626229","0","0.595575737","7","0.357142857","1.142857143","S2 O5","de-protonated","0","-9999","C14 H16 O5 S2","14","16","5","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"145","327.036633","327.036573461","327.036259387","614733.4","-9999","665519.2","7.93","-1","0.960362456","0.845903996","0","0.507542397","12","0.125","0.8125","N2 S1 P1 O2","de-protonated","0","-9999","C16 H13 O2 N2 P1 S1","16","13","2","2","1","1","-9999","-9999","-9999","-9999","-9999"
"146","327.072813","327.072753487","327.073025019","865361.3","-9999","628318.9","11.96","-1","-0.830189197","0.882446607","0","0.529467964","6","0.266666667","1.333333333","S2 O4","de-protonated","0","-9999","C15 H20 O4 S2","15","20","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"146","327.072813","327.072753487","327.072644897","865361.3","-9999","628318.9","11.96","-1","0.33200584","0.980197984","0","0.58811879","11","0.058823529","1","N2 S1 P1 O1","de-protonated","0","-9999","C17 H17 O1 N2 P1 S1","17","17","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
"147","327.10938","327.109320513","327.109410529","1583445.4","-9999","527720.4","23.52","-1","-0.275184778","0.986353466","0","0.59181208","5","0.1875","1.5","S2 O3","de-protonated","0","-9999","C16 H24 O3 S2","16","24","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"149","328.112649","328.112590235","328.112521587","583172","-9999","494276.5","7.42","-1","0.209221483","0.992088792","0","0.595253275","10","0.117647059","1.117647059","N3 S1 O2","de-protonated","0","-9999","C17 H19 O2 N3 S1","17","19","2","3","-9999","1","-9999","-9999","-9999","-9999","-9999"
"150","328.152194","328.152135264","328.1522784","1139400.4","-9999","518991.8","16.37","-1","-0.436187822","0.966066706","0","0.579640023","4","0.066666667","1.8","N3 S2 O1","de-protonated","0","-9999","C15 H27 O1 N3 S2","15","27","1","3","-9999","2","-9999","-9999","-9999","-9999","-9999"
"153","329.103862","329.103803948","329.103931225","610867.6","-9999","410930.8","7.75","-1","-0.386737487","0.973226408","0","0.583935845","9","0.052631579","1.157894737","S2 O1","de-protonated","0","-9999","C19 H22 O1 S2","19","22","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"154","329.125101","329.125042964","329.125060593","668854.1","-9999","573085.6","8.67","-1","-0.053565064","0.99947952","0","0.599687712","4","0.1875","1.625","S2 O3","de-protonated","0","-9999","C16 H26 O3 S2","16","26","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"157","329.154256","329.154197985","329.154052047","596665.4","-9999","561978.2","7.53","-1","0.443370945","0.964959852","0","0.578975911","4","0.266666667","1.733333333","N2 S1 O4","de-protonated","0","-9999","C15 H26 O4 N2 S1","15","26","4","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"159","330.15661","330.156552706","330.156695075","911404.9","-9999","500286.8","12.52","-1","-0.431216294","0.966822915","0","0.580093749","3","0.125","1.8125","N1 S2 O2","de-protonated","0","-9999","C16 H29 O2 N1 S2","16","29","2","1","-9999","2","-9999","-9999","-9999","-9999","-9999"
"160","330.167746","330.167688714","330.167928464","1061166.1","-9999","468057.2","14.9","-1","-0.726146312","0.908758588","0","0.545255153","3","0.066666667","1.933333333","N3 S2 O1","de-protonated","0","-9999","C15 H29 O1 N3 S2","15","29","1","3","-9999","2","-9999","-9999","-9999","-9999","-9999"
"162","331.046536","331.046479346","331.046810271","567797.4","-9999","993632.8","7.06","-1","-0.999631326","0.83417262","0","0.500503572","10","0.176470588","0.941176471","S2 O3","de-protonated","0","-9999","C17 H16 O3 S2","17","16","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"163","331.046884","331.046827346","331.046810271","597397.4","-9999","598817.9","7.53","-1","0.051580284","0.999517368","0","0.599710421","10","0.176470588","0.941176471","S2 O3","de-protonated","0","-9999","C17 H16 O3 S2","17","16","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"164","331.083108","331.083051372","331.08319578","971161.8","-9999","506168.3","13.47","-1","-0.436167703","0.966069782","0","0.579641869","9","0.111111111","1.111111111","S2 O2","de-protonated","0","-9999","C18 H20 O2 S2","18","20","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"165","331.1195","331.119443399","331.11958129","848158.1","-9999","556735.7","11.51","-1","-0.416438559","0.969022908","0","0.581413745","8","0.052631579","1.263157895","S2 O1","de-protonated","0","-9999","C19 H24 O1 S2","19","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"166","331.150386","331.150329421","331.150226514","2155297.8","-9999","560496.6","32.26","-1","0.310756098","0.982630242","0","0.589578145","3","0.1875","1.8125","S1 P1 O3","de-protonated","0","-9999","C16 H29 O3 P1 S1","16","29","3","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"168","333.025962","333.02590677","333.026074826","740740.8","-9999","517683","9.81","-1","-0.504631963","0.95484474","0","0.572906844","10","0.25","0.875","S2 O4","de-protonated","0","-9999","C16 H14 O4 S2","16","14","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"168","333.025962","333.02590677","333.025694703","740740.8","-9999","517683","9.81","-1","0.636788457","0.929064272","0","0.557438563","15","0.055555556","0.611111111","N2 S1 P1 O1","de-protonated","0","-9999","C18 H11 O1 N2 P1 S1","18","11","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
"169","333.062297","333.062241797","333.062460335","1047561.3","-9999","476592.6","14.67","-1","-0.656149622","0.924853877","0","0.554912326","9","0.176470588","1.058823529","S2 O3","de-protonated","0","-9999","C17 H18 O3 S2","17","18","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"170","333.098766","333.098710823","333.098845845","1210125.8","-9999","605773.2","17.25","-1","-0.405350899","0.970626329","0","0.582375797","8","0.111111111","1.222222222","S2 O2","de-protonated","0","-9999","C18 H22 O2 S2","18","22","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"171","333.111732","333.111676832","333.111733004","867983.4","-9999","667132.2","11.82","-1","-0.168628576","0.994853686","0","0.596912212","3","0.133333333","1.8","S2 P1 O2","de-protonated","0","-9999","C15 H27 O2 P1 S2","15","27","2","-9999","1","2","-9999","-9999","-9999","-9999","-9999"
"172","333.135166","333.135110849","333.135231354","1035282.3","-9999","572499.9","14.48","-1","-0.361730205","0.9765373","0","0.58592238","7","0.052631579","1.368421053","S2 O1","de-protonated","0","-9999","C19 H26 O1 S2","19","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"174","335.041648","335.041594221","335.04172489","1094914.4","-9999","578366.9","15.42","-1","-0.390010233","0.972777601","0","0.58366656","9","0.25","1","S2 O4","de-protonated","0","-9999","C16 H16 O4 S2","16","16","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"174","335.041648","335.041594221","335.041344768","1094914.4","-9999","578366.9","15.42","-1","0.74454339","0.90430811","0","0.542584866","14","0.055555556","0.722222222","N2 S1 P1 O1","de-protonated","0","-9999","C18 H13 O1 N2 P1 S1","18","13","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
"175","335.077928","335.077874247","335.0781104","1603079.1","-9999","412989.6","23.49","-1","-0.704769841","0.913816349","0","0.54828981","8","0.176470588","1.176470588","S2 O3","de-protonated","0","-9999","C17 H20 O3 S2","17","20","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"176","335.114448","335.114394273","335.114495909","1580811.8","-9999","559800.9","23.13","-1","-0.303287445","0.983448266","0","0.59006896","7","0.111111111","1.333333333","S2 O2","de-protonated","0","-9999","C18 H24 O2 S2","18","24","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"177","335.150845","335.150791299","335.150881418","990736.4","-9999","619265.1","13.57","-1","-0.268891371","0.986966475","0","0.592179885","6","0.052631579","1.473684211","S2 O1","de-protonated","0","-9999","C19 H28 O1 S2","19","28","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"179","337.057357","337.057304671","337.057374955","1308426","-9999","522696.9","18.54","-1","-0.208521722","0.992141415","0","0.595284849","8","0.25","1.125","S2 O4","de-protonated","0","-9999","C16 H18 O4 S2","16","18","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"179","337.057357","337.057304671","337.056994832","1308426","-9999","522696.9","18.54","-1","0.919247309","0.857849182","0","0.514709509","13","0.055555556","0.833333333","N2 S1 P1 O1","de-protonated","0","-9999","C18 H15 O1 N2 P1 S1","18","15","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
"180","337.093755","337.093702697","337.093760464","2639374.8","-9999","523848.7","39.36","-1","-0.171367588","0.994685595","0","0.596811357","7","0.176470588","1.294117647","S2 O3","de-protonated","0","-9999","C17 H22 O3 S2","17","22","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"181","337.128949","337.128896723","337.129114402","723091.6","-9999","614953.4","9.38","-1","-0.645686659","0.927142503","0","0.556285502","2","0.083333333","2.25","N4 S2 P1 O1","de-protonated","0","-9999","C12 H27 O1 N4 P1 S2","12","27","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"182","337.130073","337.130020723","337.130145974","1557267.8","-9999","550754.9","22.43","-1","-0.371518727","0.97526635","0","0.58515981","6","0.111111111","1.444444444","S2 O2","de-protonated","0","-9999","C18 H26 O2 S2","18","26","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"184","339.035781","339.035730095","339.03577013","606102.5","-9999","736168.4","7.55","-1","-0.118086287","0.99747301","0","0.598483806","9","0.714285714","0.857142857","O10","de-protonated","0","-9999","C14 H12 O10","14","12","10","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"184","339.035781","339.035730095","339.035607939","606102.5","-9999","736168.4","7.55","-1","0.360303908","0.976719795","0","0.586031877","4","0.444444444","1.888888889","N4 S2 P1 O4","de-protonated","0","-9999","C9 H17 O4 N4 P1 S2","9","17","4","4","1","2","-9999","-9999","-9999","-9999","-9999"
"185","339.036733","339.036682095","339.03663951","720022.6","-9999","519951.2","9.33","-1","0.125606895","0.997141361","0","0.598284817","8","0.333333333","1.066666667","S2 O5","de-protonated","0","-9999","C15 H16 O5 S2","15","16","5","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"187","339.073027","339.072976121","339.073025019","1955867.6","-9999","458772.2","28.66","-1","-0.144210515","0.996233582","0","0.597740149","7","0.25","1.25","S2 O4","de-protonated","0","-9999","C16 H20 O4 S2","16","20","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"187","339.073027","339.072976121","339.072644897","1955867.6","-9999","458772.2","28.66","-1","0.976854457","0.841014452","0","0.504608671","12","0.055555556","0.944444444","N2 S1 P1 O1","de-protonated","0","-9999","C18 H17 O1 N2 P1 S1","18","17","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
"188","339.109316","339.109265148","339.109410529","2533664.8","-9999","486600.3","37.7","-1","-0.428714538","0.967200395","0","0.580320237","6","0.176470588","1.411764706","S2 O3","de-protonated","0","-9999","C17 H24 O3 S2","17","24","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
