"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"5","165.019245","165.019253834","165.019332219","663470.9","-9999","1033243.9","10.41","-1","-0.475005235","0.95988647","0","0.575931882","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","165.019388","165.019396834","165.019332219","568938.9","-9999","1303337.6","8.64","-1","0.391559943","0.972563835","0","0.583538301","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"9","171.066314","171.066323135","171.066282413","911952.4","-9999","1075258.4","15.05","-1","0.238047924","0.989770561","0","0.593862337","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"11","179.034974","179.034983531","179.034982284","529909.5","-9999","1154677.8","7.91","-1","0.006963736","0.999991201","0","0.599994721","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"15","199.061189","199.061199525","199.061197032","528007.6","-9999","1088109","7.77","-1","0.012524311","0.999971539","0","0.599982923","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","211.024702","211.02471312","211.024811523","611759.1","-9999","839134.6","9.18","-1","-0.466311206","0.961312908","0","0.576787745","6","0.666666667","0.888888889","O6","de-protonated","0","-9999","C9 H8 O6","9","8","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","245.048786","245.04879881","245.048918271","863432.7","-9999","929647","13.22","-1","-0.487499522","0.957794216","0","0.57467653","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"27","249.149449","249.149462014","249.149618115","590322.3","-9999","988946.5","8.36","-1","-0.626538476","0.931249761","0","0.558749857","5","0.2","1.466666667","O3","de-protonated","0","-9999","C15 H22 O3","15","22","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","251.055877","251.055890108","251.056111652","517001.8","-9999","983627.7","7.04","-1","-0.882446258","0.868232138","0","0.520939283","7","0.5","1","O6","de-protonated","0","-9999","C12 H12 O6","12","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","253.144336","253.144349212","253.144532735","1220725.3","-9999","852180","19.37","-1","-0.724972947","0.909039394","0","0.545423636","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","255.123582","255.12359531","255.12379729","674889.6","-9999","890197.4","9.77","-1","-0.791693002","0.892500674","0","0.535500404","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"36","257.066497","257.066510407","257.066676336","559953.3","-9999","876410.4","7.75","-1","-0.645470542","0.92718944700000006","0","0.556313668","5","0.636363636","1.272727273","O7","de-protonated","0","-9999","C11 H14 O7","11","14","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"37","257.139241","257.139254411","257.139447355","561050.9","-9999","876475.4","7.75","-1","-0.750347934","0.902885434","0","0.54173126","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","262.991241","262.991254701","262.99142065","524671.9","-9999","1008100.5","7.07","-1","-0.631005654","0.930301004","0","0.558180602","5","0.666666667","1.333333333","N4 S2 O4","de-protonated","0","-9999","C6 H8 O4 N4 S2","6","8","4","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"41","263.055938","263.055951704","263.056111652","603399.7","-9999","1053152.8","8.44","-1","-0.608035291","0.935117738","0","0.561070643","8","0.461538462","0.923076923","O6","de-protonated","0","-9999","C13 H12 O6","13","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"45","265.147676","265.147689808","265.147904038","7019517.5","-9999","707493.4","119.18","-1","-0.807964027","0.889283028","0.984663815","0.927435342","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"45","265.147676","265.147689808","265.147523916","7019517.5","-9999","707493.4","119.18","-1","0.625661327","0.931201802","0.968035253","0.945935183","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"46","266.151032","266.151045858","266.151258873","775984.4","-9999","787173.9","11.38","-1","-0.800353887","0.890270507","0.984663815","0.92802783","0","0.333333333","2.166666667","13C1 S1 O4","de-protonated","1","45","C11 H26 O4 S1 13C1","11","26","4","-9999","-9999","1","1","-9999","-9999","-9999","-9999"
"46","266.151032","266.151045858","266.150878751","775984.4","-9999","787173.9","11.38","-1","0.627866893","0.93096823","0.968035253","0.945795039","5","0.071428571","1.642857143","13C1 N2 P1 O1","de-protonated","1","45","C13 H23 O1 N2 P1 13C1","13","23","1","2","1","-9999","1","-9999","-9999","-9999","-9999"
"46","266.151032","266.151045858","266.151015097","775984.4","-9999","787173.9","11.38","-1","0.115579891","0.997579015","0","0.598547409","5","0.230769231","1.615384615","N3 O3","de-protonated","0","-9999","C13 H21 O3 N3","13","21","3","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"49","267.050787","267.050800903","267.051026271","775317.6","-9999","836334.7","11.37","-1","-0.843915564","0.878774838","0","0.527264903","7","0.583333333","1","O7","de-protonated","0","-9999","C12 H12 O7","12","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"49","267.050787","267.050800903","267.05086408","775317.6","-9999","836334.7","11.37","-1","-0.236573612","0.989896237","0","0.593937742","2","0.142857143","2.428571429","N4 S2 P1 O1","de-protonated","0","-9999","C7 H17 O1 N4 P1 S2","7","17","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"54","269.13097","269.130984006","269.131205146","5214137.5","-9999","760992.8","87.67","-1","-0.821680452","0.890456266","0.993209465","0.931557546","4","0.214285714","1.642857143","P1 O3","de-protonated","0","-9999","C14 H23 O3 P1","14","23","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"55","269.139218","269.139232007","269.139447355","2489274.5","-9999","819459.9","40.8","-1","-0.800135144","0.890327063","0","0.534196238","4","0.357142857","1.571428571","O5","de-protonated","0","-9999","C14 H22 O5","14","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
