"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"4","165.019413","165.019354304","165.019332219","611988.4","-9999","1181202.6","9.44","-1","0.133832736","0.996755312","0","0.598053187","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"9","185.082024","185.081991862","185.081932477","667026.3","-9999","1111867.6","10.47","-1","0.320854435","0.981493683","0","0.58889621","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"10","187.061287","187.061257482","187.061197032","566631.8","-9999","785161.6","8.59","-1","0.323152172","0.981230188","0","0.588738113","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"14","199.061279","199.061265366","199.061197032","991002.6","-9999","1101491","16.32","-1","0.343280464","0.978844797","0","0.587306878","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"15","199.097596","199.097582414","199.097582542","533741.9","-9999","734025.2","7.87","-1","-6.40171e-4","0.999999926","0","0.599999955","3","0.4","1.6","O4","de-protonated","0","-9999","C10 H16 O4","10","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"16","201.040545","201.040533986","201.040461587","726853.9","-9999","938295.3","11.41","-1","0.360120031","0.976743272","0","0.586045963","4","0.75","1.25","O6","de-protonated","0","-9999","C8 H10 O6","8","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"17","201.076717","201.076706034","201.076847097","769881.4","-9999","932144.9","12.21","-1","-0.701536618","0.914570586","0","0.548742352","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","201.076971","201.076960034","201.076847097","782985.5","-9999","753124.9","12.45","-1","0.561663695","0.944366534","0","0.56661992","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","203.056201","203.056192654","203.056111652","824883.7","-9999","733946.8","13.18","-1","0.398916308","0.971538195","0","0.582922917","3","0.75","1.5","O6","de-protonated","0","-9999","C8 H12 O6","8","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"26","211.09754","211.097542299","211.097582542","496518.3","-9999","651759","7.06","-1","-0.190636631","0.993427427","0","0.596056456","4","0.363636364","1.454545455","O4","de-protonated","0","-9999","C11 H16 O4","11","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"30","213.040538","213.040542871","213.040461587","499792.7","-9999","887104.4","7.11","-1","0.381539197","0.973931918","0","0.584359151","5","0.666666667","1.111111111","O6","de-protonated","0","-9999","C9 H10 O6","9","10","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"31","213.076884","213.076888919","213.076847097","635525.6","-9999","812535.7","9.58","-1","0.196276831","0.993034138","0","0.595820483","4","0.5","1.4","O5","de-protonated","0","-9999","C10 H14 O5","10","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","213.113288","213.113292967","213.113232606","536490.6","-9999","807401.4","7.78","-1","0.283233876","0.985549355","0","0.591329613","3","0.363636364","1.636363636","O4","de-protonated","0","-9999","C11 H18 O4","11","18","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","215.055983","215.055990539","215.056111652","626902.3","-9999","1092530.5","9.4","-1","-0.563170675","0.944076116","0","0.56644567","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"35","215.056204","215.056211539","215.056111652","1010038.3","-9999","1059859.1","16.35","-1","0.464469465","0.96161197","0","0.576967182","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"36","215.092524","215.092531587","215.092497161","1054107.4","-9999","724838.9","17.15","-1","0.160050791","0.995362749","0","0.59721765","3","0.5","1.6","O5","de-protonated","0","-9999","C10 H16 O5","10","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"38","217.071786","217.071796207","217.071761716","1335668.9","-9999","704217.4","22.2","-1","0.158890295","0.9954296","0","0.59725776","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","217.108157","217.108167255","217.108147226","793018.1","-9999","864607.6","12.37","-1","0.092255364","0.998456873","0","0.599074124","2","0.5","1.8","O5","de-protonated","0","-9999","C10 H18 O5","10","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","225.076826","225.076846803","225.076847097","542476.3","-9999","744491.9","7.75","-1","-0.001303687","0.999999692","0","0.599999815","5","0.454545455","1.272727273","O5","de-protonated","0","-9999","C11 H14 O5","11","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"43","227.056075","227.056098423","227.056111652","542867.6","-9999","698179.4","7.75","-1","-0.05826126","0.999384285","0","0.599630571","5","0.6","1.2","O6","de-protonated","0","-9999","C10 H12 O6","10","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"44","227.092533","227.092556472","227.092497161","745161.3","-9999","573549.6","11.38","-1","0.261172587","0.98769946","0","0.592619676","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"45","227.128896","227.12891952","227.128882671","747231.1","-9999","591060.9","11.42","-1","0.162238808","0.995235398","0","0.597141239","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"46","229.071804","229.071830092","229.071761716","1370372","-9999","786266.1","22.54","-1","0.298488204","0.983963763","0","0.590378258","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"47","229.108108","229.10813414","229.108147226","796169.8","-9999","774118.3","12.26","-1","-0.057117459","0.999408216","0","0.59964493","3","0.454545455","1.636363636","O5","de-protonated","0","-9999","C11 H18 O5","11","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"48","231.050929","231.050957711","231.051026271","569697","-9999","1063749.3","8.17","-1","-0.296731384","0.984150478","0","0.590490287","4","0.777777778","1.333333333","O7","de-protonated","0","-9999","C9 H12 O7","9","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"49","231.05108","231.051108712","231.051026271","507273","-9999","1048609.6","7.06","-1","0.356804774","0.977164598","0","0.586298759","4","0.777777778","1.333333333","O7","de-protonated","0","-9999","C9 H12 O7","9","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"50","231.087343","231.08737176","231.087411781","1593606.9","-9999","661389.4","26.45","-1","-0.173186582","0.994572485","0","0.596743491","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","231.123735","231.123763808","231.12379729","685388.7","-9999","885567.6","10.24","-1","-0.144867887","0.996199231","0","0.597719539","2","0.454545455","1.818181818","O5","de-protonated","0","-9999","C11 H20 O5","11","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"52","241.071727","241.071768976","241.071761716","990667.8","-9999","838550.8","15.51","-1","0.030114333","0.999835463","0","0.599901278","5","0.545454545","1.272727273","O6","de-protonated","0","-9999","C11 H14 O6","11","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"54","241.108113","241.108155024","241.108147226","1253073.6","-9999","672750.3","20.15","-1","0.032344532","0.999810192","0","0.599886115","4","0.416666667","1.5","O5","de-protonated","0","-9999","C12 H18 O5","12","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"55","241.144491","241.144533072","241.144532735","534359.4","-9999","995386.8","7.44","-1","0.001398888","0.999999645","0","0.599999787","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"56","243.050876","243.050920596","243.051026271","574116.9","-9999","777551.1","8.11","-1","-0.434787559","0.966280514","0","0.579768308","5","0.7","1.2","O7","de-protonated","0","-9999","C10 H12 O7","10","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"57","243.051089","243.051133596","243.051026271","534340.9","-9999","691720.5","7.41","-1","0.441572789","0.965238508","0","0.579143105","5","0.7","1.2","O7","de-protonated","0","-9999","C10 H12 O7","10","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"59","243.087303","243.087347644","243.087411781","1342730.6","-9999","619333.7","21.65","-1","-0.263842101","0.987448313","0","0.592468988","4","0.545454545","1.454545455","O6","de-protonated","0","-9999","C11 H16 O6","11","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"60","243.123633","243.123677692","243.12379729","859024.4","-9999","853939.3","13.13","-1","-0.491922033","0.957041738","0","0.574225043","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
