"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"3","165.019244","165.019287442","165.019332219","490017.3","-9999","1679112.6","7.17","-1","-0.271348022","0.986728828","0","0.592037297","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","171.066303","171.066346235","171.066282413","827921.6","-9999","1019280","13.49","-1","0.373084234","0.975060092","0","0.585036055","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"7","179.034994","179.035036962","179.034982284","537516.8","-9999","1343636.7","8.06","-1","0.305406865","0.983218084","0","0.589930851","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","239.128751","239.128791907","239.128882671","522788.7","-9999","891853.8","7.28","-1","-0.37955907","0.974198282","0","0.584518969","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"21","245.048781","245.048821705","245.048918271","664213.6","-9999","879280.8","9.71","-1","-0.394070704","0.972215804","0","0.583329482","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"22","249.149404","249.149444564","249.149618115","543208.5","-9999","857221.3","7.54","-1","-0.696574002","0.915722703","0","0.549433622","5","0.2","1.466666667","O3","de-protonated","0","-9999","C15 H22 O3","15","22","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","253.144353","253.144393428","253.144532735","944664.6","-9999","1029645.9","14.53","-1","-0.550307557","0.946532823","0","0.567919694","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"27","255.123653","255.12369336","255.12379729","656037.2","-9999","949528.5","9.44","-1","-0.407371461","0.970337157","0","0.582202294","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"28","257.139319","257.139359291","257.139447355","569135.5","-9999","929898.3","7.89","-1","-0.342473913","0.978943037","0","0.587365822","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","262.975783","262.975823091","262.975967805","4124548.8","-9999","736596.3","69.5","-1","-0.550290276","0.473268045","0.885121231","0.638009319","9","0.083333333","0.75","S2 P1 O1","de-protonated","0","-9999","C12 H9 O1 P1 S2","12","9","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999"
