"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"13","163.016408","163.016498458","163.016569314","2481219","-9999","852087.4","44.29","-1","-0.434655464","0.966300651","0","0.57978039","2","0.8","1.8","P1 O4","de-protonated","0","-9999","C5 H9 O4 P1","5","9","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"23","163.018801","163.018891458","163.018938296","521641","-9999","774886.1","7.73","-1","-0.287318356","0.985132703","0","0.591079622","11","0.083333333","0.333333333","O1","de-protonated","0","-9999","C12 H4 O1","12","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"46","185.08169","185.081775195","185.081932477","1180858.8","-9999","920303.7","20.03","-1","-0.849795043","0.877188421","0","0.526313053","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"47","185.081886","185.081971195","185.081932477","1463770.8","-9999","892352.5","25.31","-1","0.20919516","0.992090775","0","0.595254465","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"59","195.138957","195.139039797","195.139053431","547692.6","-9999","645678.7","8.13","-1","-0.069872093","0.99911454","0","0.599468724","3","0.166666667","1.666666667","O2","de-protonated","0","-9999","C12 H20 O2","12","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"82","209.154631","209.154710454","209.154703496","802391.2","-9999","1044989.9","12.63","-1","0.033266261","0.999799221","0","0.599879533","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"84","211.133854","211.133932982","211.133968051","556708.3","-9999","690409.4","8.13","-1","-0.166100192","0.995006472","0","0.597003883","3","0.25","1.666666667","O3","de-protonated","0","-9999","C12 H20 O3","12","20","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"101","220.018447","220.018523862","220.0186212","738937.9","-9999","806889.6","11.32","-1","-0.442406398","0.965109457","0","0.579065674","8","0.222222222","0.777777778","N3 S1 O2","de-protonated","0","-9999","C9 H7 O2 N3 S1","9","7","2","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"107","221.08183","221.081906609","221.081932477","532432.3","-9999","1263606.3","7.6","-1","-0.117007934","0.997518895","0","0.598511337","6","0.333333333","1.166666667","O4","de-protonated","0","-9999","C12 H14 O4","12","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"109","221.154576","221.154652591","221.154703496","1966330.6","-9999","913196.5","33.42","-1","-0.230175486","0.990432772","0","0.594259663","4","0.142857143","1.571428571","O2","de-protonated","0","-9999","C14 H22 O2","14","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"112","229.071628","229.071702703","229.071761716","605574.8","-9999","1034452.1","8.82","-1","-0.257618744","0.988029937","0","0.592817962","4","0.6","1.4","O6","de-protonated","0","-9999","C10 H14 O6","10","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"114","237.108363","237.108435786","237.108361701","558863.1","-9999","714014.1","7.89","-1","0.312453408","0.982441661","0","0.589464997","0","0.2","2.3","S1 P1 O2","de-protonated","0","-9999","C10 H23 O2 P1 S1","10","23","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"117","239.128747","239.128819304","239.128882671","1730051.5","-9999","768740.3","28.59","-1","-0.264987687","0.987339774","0","0.592403864","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"119","241.14436","241.144431824","241.144532735","1093301.6","-9999","820444.9","17.27","-1","-0.418468649","0.968724937","0","0.581234962","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"121","242.176002","242.176073578","242.176167217","5183825.5","-9999","588011.2","89.37","-1","-0.386656712","0.973603829","0.985770979","0.978470689","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"124","243.123608","243.123679352","243.12379729","939424","-9999","578086.3","14.5","-1","-0.485096982","0.958200399","0","0.574920239","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"125","243.179358","243.179429338","243.179522052","634440.4","-9999","682050.6","9.14","-1","-0.381255078","0.973970218","0.985770979","0.978690522","2","0.230769231","1.923076923","13C1 N1 O3","de-protonated","1","121","C12 H25 O3 N1 13C1","12","25","3","1","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"129","248.113794","248.113864161","248.113960882","587585.3","-9999","898378.2","8.28","-1","-0.389823419","0.972803316","0","0.583681989","2","0.6","1.9","N1 O6","de-protonated","0","-9999","C10 H19 O6 N1","10","19","6","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"130","249.02248","249.022549945","249.022703523","545284.6","-9999","929540.7","7.54","-1","-0.616723403","0.933313986","0","0.559988392","8","0.333333333","0.833333333","S1 O4","de-protonated","0","-9999","C12 H10 O4 S1","12","10","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"130","249.02248","249.022549945","249.0223234","545284.6","-9999","929540.7","7.54","-1","0.909735271","0.860561456","0","0.516336874","13","0.071428571","0.5","N2 P1 O1","de-protonated","0","-9999","C14 H7 O1 N2 P1","14","7","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"131","249.14939","249.149459914","249.149618115","1113558.8","-9999","515315.6","17.48","-1","-0.634964607","0.929455367","0","0.55767322","5","0.2","1.466666667","O3","de-protonated","0","-9999","C15 H22 O3","15","22","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
