"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"15","187.014583","187.014765945","187.014915544","2183388.5","-9999","824431.4","38.77","-1","-0.799929452","0.890380233","0","0.53422814","9","0.333333333","0.444444444","N2 O3","de-protonated","0","-9999","C9 H4 O3 N2","9","4","3","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"16","187.014837","187.015019945","187.014915544","505532.4","-9999","1692474.1","7.44","-1","0.558249412","0.945021968","0","0.567013181","9","0.333333333","0.444444444","N2 O3","de-protonated","0","-9999","C9 H4 O3 N2","9","4","3","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"36","212.979502","212.979654847","212.979793338","1308912.3","-9999","865174.2","21.8","-1","-0.650253657","0.926147365","0","0.555688419","6","0.285714286","0.857142857","N2 S2 O2","de-protonated","0","-9999","C7 H6 O2 N2 S2","7","6","2","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"40","219.040872","219.041017821","219.041130293","2737325.5","-9999","818012","47.34","-1","-0.513474398","0.953286275","0","0.571971765","8","0.4","0.8","N2 O4","de-protonated","0","-9999","C10 H8 O4 N2","10","8","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"47","229.025175","229.025309247","229.025480228","563181.1","-9999","708410.3","8.06","-1","-0.746560288","0.903814774","0","0.542288864","10","0.363636364","0.545454545","N2 O4","de-protonated","0","-9999","C11 H6 O4 N2","11","6","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","231.04086","231.04099191","231.041130293","967690.2","-9999","801728.8","15.23","-1","-0.598951211","0.936979978","0","0.562187987","9","0.363636364","0.727272727","N2 O4","de-protonated","0","-9999","C11 H8 O4 N2","11","8","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"58","236.105735","236.105861039","236.105718673","1539953","-9999","672577","25.32","-1","0.602974368","0.936158231","0","0.561694939","1","0.444444444","2.222222222","N1 P1 O4","de-protonated","0","-9999","C9 H20 O4 N1 P1","9","20","4","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"66","244.973298","244.97341376","244.973645329","1498871.4","-9999","703135.3","24.32","-1","-0.945281878","0.850326493","0","0.510195896","10","0.166666667","0.5","S2 O2","de-protonated","0","-9999","C12 H6 O2 S2","12","6","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"71","246.970351","246.970464445","246.970667949","1274736.5","-9999","658000.4","20.3","-1","-0.824000588","0.884087288","0","0.530452373","10","0.454545455","0.363636364","S1 O5","de-protonated","0","-9999","C11 H4 O5 S1","11","4","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"87","255.050852","255.050956078","255.051026271","549813.6","-9999","1141532.5","7.54","-1","-0.275213358","0.986350651","0","0.591810391","6","0.636363636","1.090909091","O7","de-protonated","0","-9999","C11 H12 O7","11","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"97","257.02017","257.020271795","257.020394848","797776.2","-9999","725123.6","11.84","-1","-0.478765965","0.959261946","0","0.575557168","11","0.416666667","0.5","N2 O5","de-protonated","0","-9999","C12 H6 O5 N2","12","6","5","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"112","262.990376","262.990470875","262.990354566","1345082.1","-9999","711579.4","21.12","-1","0.44225404","0.96513306","0","0.579079836","14","0.2","0.333333333","P1 O3","de-protonated","0","-9999","C15 H5 O3 P1","15","5","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"115","263.044374","263.044468812","263.044716071","5117377","-9999","652200.9","85.97","-1","-0.939989715","0.886675278","0.98144965","0.924585027","3","0.111111111","1.888888889","N2 S2 P1 O1","de-protonated","0","-9999","C9 H17 O1 N2 P1 S2","9","17","1","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
