"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S","36S"
"1783","365.162339","365.162205224","365.161914133","1189420.3","-9999","487485.5","14.14","-1","0.797154204","0.891096597","0","0.534657958","12","0.15","1.1","N4 O3","de-protonated","0","-9999","C20 H22 O3 N4","20","22","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1784","365.165586","365.165452223","365.165285436","879789","-9999","425051.5","9.99","-1","0.456742187","0.962854825","0","0.577712895","7","0.176470588","1.529411765","N4 S1 O3","de-protonated","0","-9999","C17 H26 O3 N4 S1","17","26","3","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1785","365.175286","365.175152221","365.175181415","1442607.4","-9999","455070.2","17.54","-1","-0.079946023","0.998840967","0","0.59930458","2","0.4","2","N2 S1 O6","de-protonated","0","-9999","C15 H30 O6 N2 S1","15","30","6","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1785","365.175286","365.175152221","365.174801293","1442607.4","-9999","455070.2","17.54","-1","0.960986944","0.845719851","0","0.507431911","7","0.176470588","1.588235294","N4 P1 O3","de-protonated","0","-9999","C17 H27 O3 N4 P1","17","27","3","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1787","365.192321","365.192187218","365.192091327","791347.4","-9999","893159.6","8.81","-1","0.262576186","0.98756772","0","0.592540632","1","0.235294118","2.058823529","S1 P1 O4","de-protonated","0","-9999","C17 H35 O4 P1 S1","17","35","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1788","365.193045","365.192911217","365.19293948","1815859.6","-9999","542979","22.54","-1","-0.077390782","0.998913834","0","0.5993483","2","0.533333333","2","N2 O8","de-protonated","0","-9999","C15 H30 O8 N2","15","30","8","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1789","365.19733","365.197196217","365.196962232","1206580.6","-9999","557378.8","14.37","-1","0.640707911","0.928220573","0","0.556932344","6","0.3","1.5","O6","de-protonated","0","-9999","C20 H30 O6","20","30","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1790","365.19859","365.198456216","365.198299643","3467573","-9999","480842.2","44.67","-1","0.428736423","0.950626938","0.995074034","0.968405776","11","0.095238095","1.238095238","N4 O2","de-protonated","0","-9999","C21 H26 O2 N4","21","26","2","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1791","365.208025","365.20789121400003","365.208195621","1146167.3","-9999","524856.8","13.56","-1","-0.833515876","0.881560857","0","0.528936514","6","0.263157895","1.578947368","N2 O5","de-protonated","0","-9999","C19 H30 O5 N2","19","30","5","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1792","365.210264","365.210130214","365.209849392","2906935.8","-9999","622006.2","37.16","-1","0.768934483","0.449135536","0.844689208","0.607357005","1","0.352941176","2.058823529","P1 O6","de-protonated","0","-9999","C17 H35 O6 P1","17","35","6","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1793","365.211636","365.211502214","365.211566925","9618232","-9999","467009.2","127.09","-1","-0.177187339","0.99674573","0.997573496","0.997076836","1","0.3125","2.125","N2 S1 O5","de-protonated","0","-9999","C16 H34 O5 N2 S1","16","34","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1793","365.211636","365.211502214","365.211186802","9618232","-9999","467009.2","127.09","-1","0.863641821","0.858176251","0.982138166","0.907761017","6","0.111111111","1.722222222","N4 P1 O2","de-protonated","0","-9999","C18 H31 O2 N4 P1","18","31","2","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1794","365.248053","365.247919207","365.247952434","1230912.9","-9999","535105.7","14.7","-1","-0.090972285","0.998499465","0","0.599099679","0","0.235294118","2.235294118","N2 S1 O4","de-protonated","0","-9999","C17 H38 O4 N2 S1","17","38","4","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1794","365.248053","365.247919207","365.247572311","1230912.9","-9999","535105.7","14.7","-1","0.949753278","0.849020122","0","0.509412073","5","0.052631579","1.842105263","N4 P1 O1","de-protonated","0","-9999","C19 H35 O1 N4 P1","19","35","1","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1795","366.065418","366.065284044","366.065160266","1008902.6","-9999","396616.9","11.72","-1","0.33813259","0.979468021","0.9734973","0.977079733","9","0.294117647","1.117647059","13C1 S1 P1 O5","de-protonated","1","1771","C16 H19 O5 P1 S1 13C1","16","19","5","-9999","1","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1795","366.065418","366.065284044","366.065296611","1008902.6","-9999","396616.9","11.72","-1","-0.034330103","0.999786175","0","0.599871705","9","0.4375","1.0625","N1 S1 O7","de-protonated","0","-9999","C16 H17 O7 N1 S1","16","17","7","1","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1796","366.132392","366.132258031","366.132327345","672150.9","-9999","556373.9","7.21","-1","-0.189314087","0.99351801","0","0.596110806","3","0.571428571","1.857142857","N1 P1 O8","de-protonated","0","-9999","C14 H26 O8 N1 P1","14","26","8","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1797","366.202013","366.201879017","366.201654478","762023.8","-9999","635969.9","8.41","-1","0.613158507","0.934056774","0.995074034","0.958463678","11","0.095238095","1.238095238","13C1 N4 O2","de-protonated","1","1790","C20 H26 O2 N4 13C1","20","26","2","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1798","366.215031","366.214897015","366.21492176","1632426.9","-9999","397617.2","20.08","-1","-0.067569647","0.999171911","0.997573496","0.998532545","1","0.3125","2.125","13C1 N2 S1 O5","de-protonated","1","1793","C15 H34 O5 N2 S1 13C1","15","34","5","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1798","366.215031","366.214897015","366.214541637","1632426.9","-9999","397617.2","20.08","-1","0.970407962","0.842932238","0.982138166","0.898614609","6","0.111111111","1.722222222","13C1 N4 P1 O2","de-protonated","1","1793","C17 H31 O2 N4 P1 13C1","17","31","2","4","1","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1799","366.96123","366.961095867","366.960904912","697312.6","-9999","586383","7.54","-1","0.520368261","0.952054267","0","0.57123256","12","0.833333333","0.416666667","N2 P1 O10","de-protonated","0","-9999","C12 H5 O10 N2 P1","12","5","10","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1801","367.034306","367.034171852","367.034056053","840754.4","-9999","445286.6","9.47","-1","0.315499577","0.98210073","0","0.589260438","5","0.916666667","1.333333333","S1 O11","de-protonated","0","-9999","C12 H16 O11 S1","12","16","11","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1802","367.068893","367.068758845","367.06840767","1395322.9","-9999","407502.1","16.9","-1","0.956703628","0.84698128","0","0.508188768","14","0.352941176","0.705882353","N4 O6","de-protonated","0","-9999","C17 H12 O6 N4","17","12","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1803","367.105089","367.104954838","367.104793179","2435331.8","-9999","499705.5","30.83","-1","0.440362395","0.965425488","0","0.579255293","13","0.277777778","0.888888889","N4 O5","de-protonated","0","-9999","C18 H16 O5 N4","18","16","5","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1804","367.114114","367.113979836","367.113841005","1555205.9","-9999","445203.1","19.04","-1","0.378170855","0.97438424","0","0.584630544","7","0.222222222","1.388888889","S1 P1 O4","de-protonated","0","-9999","C18 H25 O4 P1 S1","18","25","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1805","367.11813","367.117995835","367.118060461","1662214.9","-9999","449972.3","20.47","-1","-0.176034738","0.994393005","0","0.596635803","3","0.615384615","1.846153846","N2 S1 O8","de-protonated","0","-9999","C13 H24 O8 N2 S1","13","24","8","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1805","367.11813","367.117995835","367.117680338","1662214.9","-9999","449972.3","20.47","-1","0.859389252","0.874582275","0","0.524749365","8","0.333333333","1.4","N4 P1 O5","de-protonated","0","-9999","C15 H21 O5 N4 P1","15","21","5","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1806","367.135874","367.135739832","367.135818526","1050635.3","-9999","565857.3","12.28","-1","-0.214345177","0.9916982","0","0.59501892","3","0.769230769","1.846153846","N2 O10","de-protonated","0","-9999","C13 H24 O10 N2","13","24","10","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1807","367.140057","367.139922831","367.139841278","791820.3","-9999","647525.1","8.81","-1","0.222131648","0.991086834","0","0.5946521","7","0.444444444","1.333333333","O8","de-protonated","0","-9999","C18 H24 O8","18","24","8","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1807","367.140057","367.139922831","367.139679086","791820.3","-9999","647525.1","8.81","-1","0.663901839","0.92313818","0","0.553882908","2","0.153846154","2.230769231","N4 S2 P1 O2","de-protonated","0","-9999","C13 H29 O2 N4 P1 S2","13","29","2","4","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1808","367.141414","367.141279831","367.141178688","1646348.6","-9999","479727.4","20.26","-1","0.27548691","0.98632369","0","0.591794214","12","0.210526316","1.052631579","N4 O4","de-protonated","0","-9999","C19 H20 O4 N4","19","20","4","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1810","367.144748","367.14461383","367.144549992","697357.4","-9999","506143.8","7.54","-1","0.173878674","0.994529138","0","0.596717483","7","0.25","1.5","N4 S1 O4","de-protonated","0","-9999","C16 H24 O4 N4 S1","16","24","4","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1811","367.154527","367.154392828","367.15444597","1926671.8","-9999","446346.4","24.02","-1","-0.144740458","0.996205902","0","0.597723541","2","0.5","2","N2 S1 O7","de-protonated","0","-9999","C14 H28 O7 N2 S1","14","28","7","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1811","367.154527","367.154392828","367.154065848","1926671.8","-9999","446346.4","24.02","-1","0.890580951","0.86596291","0","0.519577746","7","0.25","1.5625","N4 P1 O4","de-protonated","0","-9999","C16 H25 O4 N4 P1","16","25","4","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1812","367.177876","367.177741824","367.177564198","1434645.5","-9999","407162.4","17.42","-1","0.483760507","0.958425554","0","0.575055332","11","0.15","1.2","N4 O3","de-protonated","0","-9999","C20 H24 O3 N4","20","24","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1813","367.191062","367.190927821","367.19083148","1151512.8","-9999","583109.5","13.63","-1","0.262373922","0.987586747","0","0.592552048","1","0.4","2.133333333","N2 S1 O6","de-protonated","0","-9999","C15 H32 O6 N2 S1","15","32","6","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1815","367.208851","367.208716817","367.208589544","3356445","-9999","486693.5","43.17","-1","0.346596002","0.489219316","0.860410506","0.637695792","1","0.533333333","2.133333333","N2 O8","de-protonated","0","-9999","C15 H32 O8 N2","15","32","8","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1817","367.212816","367.212681817","367.212612296","1564958","-9999","518752.1","19.17","-1","0.189318776","0.99351769","0","0.596110614","5","0.3","1.6","O6","de-protonated","0","-9999","C20 H32 O6","20","32","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1818","367.214381","367.214246816","367.213949707","5680414.5","-9999","519658.8","74.32","-1","0.809090755","0.873471709","0.970548839","0.912302561","10","0.095238095","1.333333333","N4 O2","de-protonated","0","-9999","C21 H28 O2 N4","21","28","2","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1819","367.217751","367.217616816","367.21732101","884383.3","-9999","446150.4","10.05","-1","0.805532327","0.888928169","0","0.533356901","5","0.111111111","1.777777778","N4 S1 O2","de-protonated","0","-9999","C18 H32 O2 N4 S1","18","32","2","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1820","367.225927","367.225792814","367.225499456","963617.3","-9999","394042.5","11.11","-1","0.798849948","0.890659109","0","0.534395465","0","0.352941176","2.176470588","P1 O6","de-protonated","0","-9999","C17 H37 O6 P1","17","37","6","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1821","367.227412","367.227277814","367.227216989","3501857.5","-9999","461895.4","45.12","-1","0.165632431","0.987690525","0.975195252","0.982692416","0","0.3125","2.25","N2 S1 O5","de-protonated","0","-9999","C16 H36 O5 N2 S1","16","36","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1822","367.250632","367.250497809","367.250335216","911399.3","-9999","546003.2","10.41","-1","0.44273035","0.965059244","0","0.579035547","9","0.045454545","1.454545455","N4 O1","de-protonated","0","-9999","C22 H32 O1 N4","22","32","1","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1824","368.217776","368.217641617","368.217304542","1047060.5","-9999","594363.3","12.23","-1","0.915424833","0.858941488","0.970548839","0.903584429","10","0.095238095","1.333333333","13C1 N4 O2","de-protonated","1","1818","C20 H28 O2 N4 13C1","20","28","2","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1825","368.230828","368.230693615","368.230571824","729111.8","-9999","541223.4","7.97","-1","0.330745446","0.980346563","0.975195252","0.978286039","0","0.3125","2.25","13C1 N2 S1 O5","de-protonated","1","1821","C15 H36 O5 N2 S1 13C1","15","36","5","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"1826","368.976904","368.976769467","368.976554976","1100495.8","-9999","688307.7","12.94","-1","0.581311814","0.940526211","0","0.564315727","11","0.833333333","0.583333333","N2 P1 O10","de-protonated","0","-9999","C12 H7 O10 N2 P1","12","7","10","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1827","368.978314","368.978179466","368.978075805","3121872","-9999","498396.9","40.03","-1","0.280942439","0.969376791","0.844640521","0.919482283","19","0.142857143","0.333333333","S1 P1 O3","de-protonated","0","-9999","C21 H7 O3 P1 S1","21","7","3","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1827","368.978314","368.978179466","368.978272509","3121872","-9999","498396.9","40.03","-1","-0.252163599","0.98852862","0","0.593117172","11","0.818181818","0.545454545","N4 S1 O9","de-protonated","0","-9999","C11 H6 O9 N4 S1","11","6","9","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1829","369.031401","369.031266456","369.03156793","1725917.3","-9999","483574.1","21.32","-1","-0.816933748","0.885949471","0","0.531569683","9","0.428571429","1.071428571","N2 S1 P1 O6","de-protonated","0","-9999","C14 H15 O6 N2 P1 S1","14","15","6","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1830","369.048095","369.047960453","369.047672225","673121.4","-9999","523768.7","7.21","-1","0.781004481","0.895227062","0","0.537136237","14","0.4375","0.625","N4 O7","de-protonated","0","-9999","C16 H10 O7 N4","16","10","7","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1831","369.05559","369.055455451","369.055717729","1000419.2","-9999","609048.8","11.6","-1","-0.710672098","0.912432165","0","0.547459299","22","0.115384615","0.384615385","O3","de-protonated","0","-9999","C26 H10 O3","26","10","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1832","369.05682","369.056685451","369.05672005","2768611.5","-9999","462437.6","35.29","-1","-0.093751023","0.998406472","0","0.599043883","8","0.375","1.1875","S1 P1 O6","de-protonated","0","-9999","C16 H19 O6 P1 S1","16","19","6","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1833","369.08308","369.082945446","369.082720324","843498","-9999","593368.3","9.5","-1","0.609950296","0.934722062","0","0.560833237","8","0.625","1.125","O10","de-protonated","0","-9999","C16 H18 O10","16","18","10","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1833","369.08308","369.082945446","369.083209581","843498","-9999","593368.3","9.5","-1","-0.715652266","0.911256897","0","0.546754138","12","0.105263158","1","N2 S1 P1 O2","de-protonated","0","-9999","C19 H19 O2 N2 P1 S1","19","19","2","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1834","369.084321","369.084186445","369.084057734","1933546.4","-9999","395338.5","24.1","-1","0.348731802","0.978175011","0","0.586905007","13","0.352941176","0.823529412","N4 O6","de-protonated","0","-9999","C17 H14 O6 N4","17","14","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"1835","369.11211","369.11197544","369.111733004","1359345.3","-9999","533427.1","16.41","-1","0.656808233","0.924708775","0","0.554825265","6","0.111111111","1.5","S2 P1 O2","de-protonated","0","-9999","C18 H27 O2 P1 S2","18","27","2","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
