"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"18","187.01469","187.015078855","187.014915544","675414.9","-9999","922317.8","10.62","-1","0.873248241","0.870779961","0","0.522467977","9","0.333333333","0.444444444","N2 O3","de-protonated","0","-9999","C9 H4 O3 N2","9","4","3","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","212.979636","212.980003017","212.979793338","513157.5","-9999","937053.9","7.35","-1","0.984502267","0.838728537","0","0.503237122","6","0.285714286","0.857142857","N2 S2 O2","de-protonated","0","-9999","C7 H6 O2 N2 S2","7","6","2","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"63","217.049163","217.049526594","217.049600777","563286.8","-9999","2062119.5","8.2","-1","-0.341777928","0.979027633","0","0.58741658","4","0.5","1.833333333","N4 P1 O3","de-protonated","0","-9999","C6 H11 O3 N4 P1","6","11","3","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"78","241.047169","241.047512411","241.047478976","2182844.3","-9999","780739.5","36.52","-1","0.138706217","0.99651512","0","0.597909072","5","0.1","1.4","N2 S2 O1","de-protonated","0","-9999","C10 H14 O1 N2 S2","10","14","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"88","244.973543","244.973883109","244.973645329","543714.1","-9999","925532.5","7.55","-1","0.970633635","0.842865243","0","0.505719146","10","0.166666667","0.5","S2 O2","de-protonated","0","-9999","C12 H6 O2 S2","12","6","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"104","255.061141","255.061472625","255.061411508","1723492.3","-9999","803044","27.97","-1","0.239616781","0.989635986","0","0.593781592","5","0.166666667","1.416666667","S1 P1 O2","de-protonated","0","-9999","C12 H17 O2 P1 S1","12","17","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"105","255.062858","255.063189623","255.063129041","23657444","-9999","694275.1","409.54","-1","0.23751967","0.659867924","0.925952542","0.766301771","5","0.090909091","1.454545455","N2 S2 O1","de-protonated","0","-9999","C11 H16 O1 N2 S2","11","16","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"108","256.066214","256.066544779","256.066483876","2779244","-9999","755605.8","46.33","-1","0.237842816","0.659858728","0.925952542","0.766296253","5","0.090909091","1.454545455","13C1 N2 S2 O1","de-protonated","1","105","C10 H16 O1 N2 S2 13C1","10","16","1","2","-9999","2","1","-9999","-9999","-9999","-9999","-9999"
"114","258.017851","258.018180138","258.01816697","1180652","-9999","813939.4","18.43","-1","0.051034006","0.999527534","0","0.59971652","5","0.1","1.4","N1 S2 P1 O1","de-protonated","0","-9999","C10 H14 O1 N1 P1 S2","10","14","1","1","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"121","260.980877","260.981203646","260.981447108","851165.3","-9999","693818.4","12.66","-1","-0.932872271","0.853930183","0","0.51235811","5","0.333333333","1.222222222","S2 P1 O3","de-protonated","0","-9999","C9 H11 O3 P1 S2","9","11","3","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"127","262.976623","262.976947967","262.976815958","1493065.1","-9999","763799.4","23.71","-1","0.501981758","0.95530705","0","0.57318423","10","0.5","0.4","N2 S1 O5","de-protonated","0","-9999","C10 H4 O5 N2 S1","10","4","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"129","263.044646","263.04497091","263.044716071","2056401","-9999","767920.1","33.42","-1","0.968804193","0.843408051","0","0.506044831","3","0.111111111","1.888888889","N2 S2 P1 O1","de-protonated","0","-9999","C9 H17 O1 N2 P1 S2","9","17","1","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"161","273.135","273.135316424","273.135231354","1061488","-9999","706441.3","16.01","-1","0.311455977","0.982552602","0","0.589531561","2","0.071428571","1.857142857","S2 O1","de-protonated","0","-9999","C14 H26 O1 S2","14","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"163","276.999809","277.000122173","276.999860077","706386.9","-9999","798294.7","9.98","-1","0.946194215","0.850060281","0","0.510036168","9","0.230769231","0.769230769","S2 O3","de-protonated","0","-9999","C13 H10 O3 S2","13","10","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"164","277.023936","277.024249153","277.023980626","1823061.1","-9999","654509.5","28.93","-1","0.969325878","0.843253332","0","0.505951999","4","0.222222222","1.666666667","N2 S2 P1 O2","de-protonated","0","-9999","C9 H15 O2 N2 P1 S2","9","15","2","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"168","278.063741","278.064053278","278.063857316","1765552.9","-9999","701638","27.8","-1","0.704737226","0.913823972","0","0.548294383","3","0.333333333","1.888888889","N3 S2 O3","de-protonated","0","-9999","C9 H17 O3 N3 S2","9","17","3","3","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"177","281.067393","281.067702752","281.067545716","612914.6","-9999","725487.5","8.34","-1","0.558714016","0.944932987","0","0.566959792","6","0.142857143","1.285714286","S2 O2","de-protonated","0","-9999","C14 H18 O2 S2","14","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"183","283.06910800000003","283.069416069","283.069277049","567896.8","-9999","883201.3","7.54","-1","0.491113547","0.957179763","0","0.574307858","6","0.090909091","1.454545455","N4 S2 O1","de-protonated","0","-9999","C11 H16 O1 N4 S2","11","16","1","4","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"184","283.096105","283.096413046","283.09655097","899675.1","-9999","746516.4","13.11","-1","-0.487199644","0.957845015","0","0.574707009","6","0.272727273","1.545454545","N4 P1 O3","de-protonated","0","-9999","C11 H17 O3 N4 P1","11","17","3","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"185","283.11939","283.119698026","283.11958129","737756.9","-9999","750075.4","10.39","-1","0.412323114","0.969622795","0","0.581773677","4","0.066666667","1.6","S2 O1","de-protonated","0","-9999","C15 H24 O1 S2","15","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"190","285.135077","285.135383331","285.135231354","1063040.6","-9999","711601.3","15.84","-1","0.532999744","0.94975851","0","0.569855106","3","0.066666667","1.733333333","S2 O1","de-protonated","0","-9999","C15 H26 O1 S2","15","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"196","287.150768","287.151072636","287.150881418","781857.3","-9999","665211.5","11.06","-1","0.665912148","0.922690498","0","0.553614299","2","0.066666667","1.866666667","S2 O1","de-protonated","0","-9999","C15 H28 O1 S2","15","28","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"196","287.150768","287.151072636","287.151349449","781857.3","-9999","665211.5","11.06","-1","-0.96399822","0.844830794","0","0.506898476","8","0.133333333","1.333333333","N4 O2","de-protonated","0","-9999","C15 H20 O2 N4","15","20","2","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"201","289.121947","289.122249978","289.122371796","2789180","-9999","628284.3","44.55","-1","-0.421336674","0.968301664","0","0.580980998","8","0.071428571","1.357142857","N4 P1 O1","de-protonated","0","-9999","C14 H19 O1 N4 P1","14","19","1","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"202","289.130015","289.130317971","289.130145974","733628.6","-9999","743398.6","10.25","-1","0.594879221","0.937806825","0","0.562684095","2","0.142857143","1.857142857","S2 O2","de-protonated","0","-9999","C14 H26 O2 S2","14","26","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"204","291.037469","291.037770367","291.037976921","964432.6","-9999","779131.6","14.02","-1","-0.709713795","0.912657546","0","0.547594528","9","0.083333333","1","N4 S2 O1","de-protonated","0","-9999","C12 H12 O1 N4 S2","12","12","1","4","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"206","291.062138","291.062439346","291.062259661","551058.6","-9999","590569.4","7.16","-1","0.617343504","0.933184402","0","0.559910641","9","0.461538462","0.923076923","N2 O6","de-protonated","0","-9999","C13 H12 O6 N2","13","12","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"208","292.042995","292.043295521","292.043121871","1179038.3","-9999","707980.3","17.58","-1","0.594602845","0.937862767","0","0.56271766","4","0.444444444","1.666666667","N3 S2 O4","de-protonated","0","-9999","C9 H15 O4 N3 S2","9","15","4","3","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"211","293.036724","293.037023685","293.037304759","3091562.8","-9999","622703.5","49.3","-1","-0.959174597","0.423127021","0.844689208","0.591751896","13","0.176470588","0.647058824","P1 O3","de-protonated","0","-9999","C17 H11 O3 P1","17","11","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"214","293.174302","293.17460157","293.174801293","2680949.3","-9999","731735.3","42.49","-1","-0.681242205","0.919239399","0","0.551543639","1","0.272727273","2.454545455","N4 P1 O3","de-protonated","0","-9999","C11 H27 O3 N4 P1","11","27","3","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"223","296.114805","296.115102097","296.114830262","911190.8","-9999","640019.4","13.05","-1","0.918004778","0.858204593","0","0.514922756","5","0.066666667","1.533333333","N1 S2 O1","de-protonated","0","-9999","C15 H23 O1 N1 S2","15","23","1","1","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"225","297.09873","297.099026269","297.098845845","605602.4","-9999","698788.7","8.01","-1","0.60728743","0.935271968","0","0.561163181","5","0.133333333","1.466666667","S2 O2","de-protonated","0","-9999","C15 H22 O2 S2","15","22","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"225","297.09873","297.099026269","297.099313875","605602.4","-9999","698788.7","8.01","-1","-0.968047524","0.843632362","0","0.506179417","11","0.2","0.933333333","N4 O3","de-protonated","0","-9999","C15 H14 O3 N4","15","14","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"226","297.135153","297.135449238","297.135231354","587429.2","-9999","953185.3","7.71","-1","0.733283665","0.907042608","0","0.544225565","4","0.0625","1.625","S2 O1","de-protonated","0","-9999","C16 H26 O1 S2","16","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"226","297.135153","297.135449238","297.135699385","587429.2","-9999","953185.3","7.71","-1","-0.841858583","0.87932793","0","0.527596758","10","0.125","1.125","N4 O2","de-protonated","0","-9999","C16 H18 O2 N4","16","18","2","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
