"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","18O","33S","34S"
"16","187.014744","187.014748985","187.014915544","1389689.1","-9999","725858.6","23.91","-1","-0.890618449","0.865952415","0","0.519571449","9","0.333333333","0.444444444","N2 O3","de-protonated","0","-9999","C9 H4 O3 N2","9","4","3","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","212.97966","212.979662864","212.979793338","952793.8","-9999","973075.8","15.28","-1","-0.612611252","0.934170472","0","0.560502283","6","0.285714286","0.857142857","N2 S2 O2","de-protonated","0","-9999","C7 H6 O2 N2 S2","7","6","2","2","-9999","2","-9999","-9999","-9999","-9999","-9999"
"39","219.041042","219.041044369","219.041130293","636348","-9999","649142.1","9.44","-1","-0.392272446","0.972465284","0","0.583479171","8","0.4","0.8","N2 O4","de-protonated","0","-9999","C10 H8 O4 N2","10","8","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"60","236.105902","236.105902975","236.105718673","915746.9","-9999","523878.8","14.17","-1","0.780588221","0.895332658","0","0.537199595","1","0.444444444","2.222222222","N1 P1 O4","de-protonated","0","-9999","C9 H20 O4 N1 P1","9","20","4","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"67","241.045638","241.045638571","241.045761443","881283.5","-9999","894765.5","13.45","-1","-0.509745064","0.953946554","0","0.572367932","5","0.181818182","1.363636364","S1 P1 O2","de-protonated","0","-9999","C11 H15 O2 P1 S1","11","15","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"80","244.973503","244.97350325","244.973645329","1041144.4","-9999","596592.6","16.18","-1","-0.579975378","0.940791106","0","0.564474664","10","0.166666667","0.5","S2 O2","de-protonated","0","-9999","C12 H6 O2 S2","12","6","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"85","246.970727","246.970727087","246.970667949","520819.3","-9999","1268527.5","7.07","-1","0.239454772","0.989649923","0","0.593789954","10","0.454545455","0.363636364","S1 O5","de-protonated","0","-9999","C11 H4 O5 S1","11","4","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"86","248.080603","248.080602996","248.080566553","1840672.4","-9999","566440.8","30.02","-1","0.146900399","0.996092043","0","0.597655226","3","0.5","2","N3 P1 O4","de-protonated","0","-9999","C8 H16 O4 N3 P1","8","16","4","3","1","-9999","-9999","-9999","-9999","-9999","-9999"
"100","255.062513","255.062512426","255.062259661","14922809","-9999","750057.4","255.48","-1","0.990994826","0.418389431","0.902398978","0.61199325","6","0.6","1.2","N2 O6","de-protonated","0","-9999","C10 H12 O6 N2","10","12","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"102","255.066422","255.066421426","255.066282413","677433.9","-9999","1130447.5","9.69","-1","0.545007592","0.947530363","0","0.568518218","10","0.266666667","0.8","O4","de-protonated","0","-9999","C15 H12 O4","15","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"104","255.088153","255.088152424","255.088281161","874941","-9999","892828.2","13.1","-1","-0.504674869","0.954837237","0","0.572902342","4","0.076923077","1.538461538","S2 O1","de-protonated","0","-9999","C13 H20 O1 S2","13","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"109","255.232927","255.232926412","255.232953818","1166417.9","-9999","799150.8","18.13","-1","-0.107376425","0.997910138","0","0.598746083","1","0.125","2","O2","de-protonated","0","-9999","C16 H32 O2","16","32","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"111","256.059864","256.059863345","256.060031783","544456.2","-9999","668301.4","7.39","-1","-0.657808434","0.924488181","0","0.554692909","0","0.25","2.5","N1 S2 P1 O2","de-protonated","0","-9999","C8 H20 O2 N1 P1 S2","8","20","2","1","1","2","-9999","-9999","-9999","-9999","-9999"
"112","256.064475","256.064474344","256.064522566","687048.9","-9999","709806.9","9.85","-1","-0.188317673","0.993585845","0","0.596151507","10","0.076923077","0.923076923","N3 P1 O1","de-protonated","0","-9999","C13 H12 O1 N3 P1","13","12","1","3","1","-9999","-9999","-9999","-9999","-9999","-9999"
"118","257.067303","257.067302262","257.067545716","1076822.5","-9999","542687","16.58","-1","-0.947040748","0.849813115","0","0.509887869","4","0.166666667","1.5","S2 O2","de-protonated","0","-9999","C12 H18 O2 S2","12","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"120","257.103841","257.103840259","257.103931225","852475.6","-9999","742224.6","12.71","-1","-0.353809354","0.977542081","0","0.586525248","3","0.076923077","1.692307692","S2 O1","de-protonated","0","-9999","C13 H22 O1 S2","13","22","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"124","259.08303","259.083029098","259.08319578","598572.4","-9999","658411.1","8.28","-1","-0.643355407","0.927648182","0","0.556588909","3","0.166666667","1.666666667","S2 O2","de-protonated","0","-9999","C12 H20 O2 S2","12","20","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"125","259.119354","259.119353095","259.11958129","1214065.4","-9999","634920.7","18.84","-1","-0.880654759","0.868729884","0","0.52123793","2","0.076923077","1.846153846","S2 O1","de-protonated","0","-9999","C13 H24 O1 S2","13","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"135","262.976679","262.97667778","262.976815958","4537451.5","-9999","523036.4","75.48","-1","-0.525438543","0.47556935","0.902398978","0.646301201","10","0.5","0.4","N2 S1 O5","de-protonated","0","-9999","C10 H4 O5 N2 S1","10","4","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"137","263.044561","263.044559774","263.044716071","1089780.3","-9999","451057","16.61","-1","-0.594185023","0.937947297","0","0.562768378","3","0.111111111","1.888888889","N2 S2 P1 O1","de-protonated","0","-9999","C9 H17 O1 N2 P1 S2","9","17","1","2","1","2","-9999","-9999","-9999","-9999","-9999"
"139","263.056884","263.056882773","263.056981032","580853.8","-9999","657596.9","7.92","-1","-0.373526401","0.975001686","0","0.585001012","7","0.071428571","1.142857143","S2 O1","de-protonated","0","-9999","C14 H16 O1 S2","14","16","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"148","266.061945","266.061943528","266.062139783","601706.4","-9999","904860.1","8.23","-1","-0.73763161","0.905990642","0","0.543594385","2","0.444444444","2","N1 S1 P1 O4","de-protonated","0","-9999","C9 H18 O4 N1 P1 S1","9","18","4","1","1","1","-9999","-9999","-9999","-9999","-9999"
"150","267.051781","267.051779447","267.051895651","596449.4","-9999","597897.1","8.14","-1","-0.435138865","0.966226933","0","0.57973616","6","0.153846154","1.230769231","S2 O2","de-protonated","0","-9999","C13 H16 O2 S2","13","16","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"152","267.08806","267.088058444","267.088281161","1034341.8","-9999","563911.2","15.57","-1","-0.833870253","0.881466345","0","0.528879807","5","0.071428571","1.428571429","S2 O1","de-protonated","0","-9999","C14 H20 O1 S2","14","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"158","269.103808","269.103806279","269.103931225","809170.6","-9999","502854","11.68","-1","-0.464304285","0.961638739","0","0.576983243","4","0.071428571","1.571428571","S2 O1","de-protonated","0","-9999","C14 H22 O1 S2","14","22","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"169","271.082979","271.082977117","271.08319578","546868.6","-9999","1056865.5","7.24","-1","-0.806626561","0.888643678","0","0.533186207","4","0.153846154","1.538461538","S2 O2","de-protonated","0","-9999","C13 H20 O2 S2","13","20","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"170","271.11866","271.118658114","271.11871191","636600.6","-9999","1159362.3","8.76","-1","-0.198419728","0.99288175","0","0.59572905","4","0.461538462","1.538461538","O6","de-protonated","0","-9999","C13 H20 O6","13","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
