"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","33S","34S"
"316","383.149274","383.149219718","383.148980467","995784.9","-9999","504268.2","12.17","-1","0.624432545","0.931695023","0","0.559017014","7","0.3125","1.5625","N4 P1 O5","de-protonated","0","-9999","C16 H25 O5 N4 P1","16","25","5","4","1","-9999","-9999","-9999","-9999","-9999"
"317","383.164549","383.164494711","383.164616731","1679564.4","-9999","479379.2","21.81","-1","-0.3184548","0.981766932","0","0.589060159","6","0.277777778","1.555555556","N2 S1 O5","de-protonated","0","-9999","C18 H28 O5 N2 S1","18","28","5","2","-9999","1","-9999","-9999","-9999","-9999"
"317","383.164549","383.164494711","383.164236609","1679564.4","-9999","479379.2","21.81","-1","0.673606469","0.920966555","0","0.552579933","11","0.1","1.25","N4 P1 O2","de-protonated","0","-9999","C20 H25 O2 N4 P1","20","25","2","4","1","-9999","-9999","-9999","-9999","-9999"
"318","383.208963","383.208908689","383.208864327","5800407","-9999","455682.2","79.9","-1","0.11576527","0.998763758","0.989114337","0.99490399","10","0.142857143","1.333333333","N4 O3","de-protonated","0","-9999","C21 H28 O3 N4","21","28","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"319","384.212268","384.212213197","384.212219162","1223620.3","-9999","471934","15.38","-1","-0.015525397","0.999956265","0.989114337","0.995619494","10","0.142857143","1.333333333","13C1 N4 O3","de-protonated","1","318","C20 H28 O3 N4 13C1","20","28","3","4","-9999","-9999","1","-9999","-9999","-9999"
"321","385.178925","385.178869722","385.178549263","2034603.9","-9999","383985.8","26.81","-1","0.831976883","0.881970954","0","0.529182572","5","0.315789474","1.631578947","P1 O6","de-protonated","0","-9999","C19 H31 O6 P1","19","31","6","-9999","1","-9999","-9999","-9999","-9999","-9999"
"322","385.180179","385.180123722","385.180266796","7936940","-9999","442103.7","110.01","-1","-0.371446875","0.967374529","0.986116122","0.974871166","5","0.277777778","1.666666667","N2 S1 O5","de-protonated","0","-9999","C18 H30 O5 N2 S1","18","30","5","2","-9999","1","-9999","-9999","-9999","-9999"
"322","385.180179","385.180123722","385.179886673","7936940","-9999","442103.7","110.01","-1","0.615422876","0.944024347","0.998997565","0.966013635","10","0.1","1.35","N4 P1 O2","de-protonated","0","-9999","C20 H27 O2 N4 P1","20","27","2","4","1","-9999","-9999","-9999","-9999","-9999"
"323","385.224649","385.2245937","385.224514391","2807222.8","-9999","489334.3","37.7","-1","0.205876968","0.992338736","0","0.595403242","9","0.142857143","1.428571429","N4 O3","de-protonated","0","-9999","C21 H30 O3 N4","21","30","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"324","386.183493","386.183437229","386.183621631","1705119.4","-9999","417853.9","22.16","-1","-0.47749652","0.959473261","0.986116122","0.970130405","5","0.277777778","1.666666667","13C1 N2 S1 O5","de-protonated","1","322","C17 H30 O5 N2 S1 13C1","17","30","5","2","-9999","1","1","-9999","-9999","-9999"
"324","386.183493","386.183437229","386.183241508","1705119.4","-9999","417853.9","22.16","-1","0.506809109","0.954463298","0.998997565","0.972277005","10","0.1","1.35","13C1 N4 P1 O2","de-protonated","1","322","C19 H27 O2 N4 P1 13C1","19","27","2","4","1","-9999","1","-9999","-9999","-9999"
"326","387.17715","387.177093742","387.177289416","2535827.3","-9999","461255.1","33.22","-1","-0.505385109","0.954712955","0","0.572827773","5","0.470588235","1.647058824","N2 O8","de-protonated","0","-9999","C17 H28 O8 N2","17","28","8","2","-9999","-9999","-9999","-9999","-9999","-9999"
"328","387.19447","387.194413733","387.194199327","1508247.5","-9999","484195.7","19.01","-1","0.553743564","0.945881519","0","0.567528912","4","0.315789474","1.736842105","P1 O6","de-protonated","0","-9999","C19 H33 O6 P1","19","33","6","-9999","1","-9999","-9999","-9999","-9999","-9999"
"329","387.195818","387.195761733","387.19591686","4219288","-9999","430498.7","56.49","-1","-0.400643186","0.981371788","0.946744676","0.967520943","4","0.277777778","1.777777778","N2 S1 O5","de-protonated","0","-9999","C18 H32 O5 N2 S1","18","32","5","2","-9999","1","-9999","-9999","-9999","-9999"
"329","387.195818","387.195761733","387.195536738","4219288","-9999","430498.7","56.49","-1","0.581089122","0.920331548","0.961630989","0.936851324","9","0.1","1.45","N4 P1 O2","de-protonated","0","-9999","C20 H29 O2 N4 P1","20","29","2","4","1","-9999","-9999","-9999","-9999","-9999"
"330","387.203869","387.203812729","387.203778946","1470361.9","-9999","464812.8","18.48","-1","0.087247791","0.998619734","0","0.59917184","9","0.2","1.4","N4 O4","de-protonated","0","-9999","C20 H28 O4 N4","20","28","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"331","387.240281","387.240224711","387.240164455","1126818.9","-9999","390385.5","13.73","-1","0.155602298","0.995616387","0","0.597369832","8","0.142857143","1.523809524","N4 O3","de-protonated","0","-9999","C21 H32 O3 N4","21","32","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"332","388.199244","388.19918724","388.199271695","1163921.3","-9999","436094","14.24","-1","-0.21755525","0.991448753","0.946744676","0.973567123","4","0.277777778","1.777777778","13C1 N2 S1 O5","de-protonated","1","329","C17 H32 O5 N2 S1 13C1","17","32","5","2","-9999","1","1","-9999","-9999","-9999"
"332","388.199244","388.19918724","388.198891573","1163921.3","-9999","436094","14.24","-1","0.761639811","0.900092708","0.961630989","0.92470802","9","0.1","1.45","13C1 N4 P1 O2","de-protonated","1","329","C19 H29 O2 N4 P1 13C1","19","29","2","4","1","-9999","1","-9999","-9999","-9999"
"334","389.178234","389.17817676","389.178172596","1298567.5","-9999","538927","16.1","-1","0.010699586","0.999979228","0","0.599987537","4","0.1875","1.9375","N4 S1 P1 O3","de-protonated","0","-9999","C16 H31 O3 N4 P1 S1","16","31","3","4","1","1","-9999","-9999","-9999","-9999"
"335","389.182383","389.182325758","389.182575471","11619208","-9999","473293.4","158.8","-1","-0.641633326","0.61628906","0.921812859","0.73849858","3","0.210526316","1.789473684","S2 O4","de-protonated","0","-9999","C19 H34 O4 S2","19","34","4","-9999","-9999","2","-9999","-9999","-9999","-9999"
"335","389.182383","389.182325758","389.182195348","11619208","-9999","473293.4","158.8","-1","0.335087297","0.981813636","0.964510709","0.974892465","8","0.047619048","1.476190476","N2 S1 P1 O1","de-protonated","0","-9999","C21 H31 O1 N2 P1 S1","21","31","1","2","1","1","-9999","-9999","-9999","-9999"
"336","389.192945","389.192887753","389.19293948","1282699.1","-9999","448108.3","15.88","-1","-0.13290866","0.996799893","0","0.598079936","4","0.470588235","1.764705882","N2 O8","de-protonated","0","-9999","C17 H30 O8 N2","17","30","8","2","-9999","-9999","-9999","-9999","-9999","-9999"
"337","389.211592","389.211534744","389.211566925","1503631.9","-9999","500752.2","18.94","-1","-0.082682206","0.998760323","0","0.599256194","3","0.277777778","1.888888889","N2 S1 O5","de-protonated","0","-9999","C18 H34 O5 N2 S1","18","34","5","2","-9999","1","-9999","-9999","-9999","-9999"
"337","389.211592","389.211534744","389.211186802","1503631.9","-9999","500752.2","18.94","-1","0.893966208","0.865014197","0","0.519008518","8","0.1","1.55","N4 P1 O2","de-protonated","0","-9999","C20 H31 O2 N4 P1","20","31","2","4","1","-9999","-9999","-9999","-9999","-9999"
"338","390.185725","390.185667266","390.185930306","2044039.9","-9999","455650.1","26.41","-1","-0.67413976900000006","0.613897636","0.921812859","0.737063725","3","0.210526316","1.789473684","13C1 S2 O4","de-protonated","1","335","C18 H34 O4 S2 13C1","18","34","4","-9999","-9999","2","1","-9999","-9999","-9999"
"338","390.185725","390.185667266","390.185550183","2044039.9","-9999","455650.1","26.41","-1","0.300069203","0.983794823","0.964510709","0.976081177","8","0.047619048","1.476190476","13C1 N2 S1 P1 O1","de-protonated","1","335","C20 H31 O1 N2 P1 S1 13C1","20","31","1","2","1","1","1","-9999","-9999","-9999"
"338","390.185725","390.185667266","390.185686529","2044039.9","-9999","455650.1","26.41","-1","-0.049368682","0.999557859","0","0.599734715","8","0.15","1.45","N3 S1 O3","de-protonated","0","-9999","C20 H29 O3 N3 S1","20","29","3","3","-9999","1","-9999","-9999","-9999","-9999"
"339","391.176254","391.17619578","391.176226787","1214855.1","-9999","406630","14.94","-1","-0.07926683","0.998860566","0","0.599316339","8","0.333333333","1.333333333","O7","de-protonated","0","-9999","C21 H28 O7","21","28","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"339","391.176254","391.17619578","391.176064596","1214855.1","-9999","406630","14.94","-1","0.335358021","0.979800179","0","0.587880108","3","0.0625","2.0625","N4 S2 P1 O1","de-protonated","0","-9999","C16 H33 O1 N4 P1 S2","16","33","1","4","1","2","-9999","-9999","-9999","-9999"
"341","391.214094","391.214035761","391.213949707","1306000.9","-9999","556751.3","16.2","-1","0.219967272","0.991258924","0","0.594755354","12","0.086956522","1.217391304","N4 O2","de-protonated","0","-9999","C23 H28 O2 N4","23","28","2","4","-9999","-9999","-9999","-9999","-9999","-9999"
"342","392.18371","392.183651286","392.183578528","2008717.8","-9999","492682.4","25.91","-1","0.185517838","0.993774563","0","0.596264738","7","0.05","1.55","N3 S2 O1","de-protonated","0","-9999","C20 H31 O1 N3 S2","20","31","1","3","-9999","2","-9999","-9999","-9999","-9999"
"343","392.978057","392.977997896","392.978075805","3344223","-9999","443730.1","44.37","-1","-0.198252875","0.496446837","0.800793265","0.618185408","21","0.130434783","0.304347826","S1 P1 O3","de-protonated","0","-9999","C23 H7 O3 P1 S1","23","7","3","-9999","1","1","-9999","-9999","-9999","-9999"
"343","392.978057","392.977997896","392.978272509","3344223","-9999","443730.1","44.37","-1","-0.69880078","0.915206568","0","0.549123941","13","0.692307692","0.461538462","N4 S1 O9","de-protonated","0","-9999","C13 H6 O9 N4 S1","13","6","9","4","-9999","1","-9999","-9999","-9999","-9999"
"344","393.052742","393.052682859","393.052697298","1618546.9","-9999","484635.1","20.51","-1","-0.036735905","0.99975516","0","0.599853096","6","0.615384615","1.461538462","N2 S1 P1 O8","de-protonated","0","-9999","C13 H19 O8 N2 P1 S1","13","19","8","2","1","1","-9999","-9999","-9999","-9999"
"345","393.054045","393.053985859","393.054218127","1289843.3","-9999","452908.8","15.97","-1","-0.590932052","0.938603632","0","0.563162179","14","0.045454545","0.863636364","S2 P1 O1","de-protonated","0","-9999","C22 H19 O1 P1 S2","22","19","1","-9999","1","2","-9999","-9999","-9999","-9999"
"346","393.05691","393.056850857","393.05672005","16052084","-9999","460708.6","220.08","-1","0.332793722","0.945840073","0.975706641","0.9577867","10","0.333333333","1.055555556","S1 P1 O6","de-protonated","0","-9999","C18 H19 O6 P1 S1","18","19","6","-9999","1","1","-9999","-9999","-9999","-9999"
"347","393.157046","393.156986808","393.156828753","1291918.5","-9999","523604.1","16","-1","0.402015728","0.971100681","0","0.582660409","13","0.19047619","1.047619048","N4 O4","de-protonated","0","-9999","C21 H22 O4 N4","21","22","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"348","393.166121","393.166061804","393.165876578","1562768.9","-9999","478626.2","19.74","-1","0.471112035","0.960528227","0","0.576316936","7","0.142857143","1.476190476","S1 P1 O3","de-protonated","0","-9999","C21 H31 O3 P1 S1","21","31","3","-9999","1","1","-9999","-9999","-9999","-9999"
"349","393.170122","393.170062802","393.170096035","2083730","-9999","454217.8","26.94","-1","-0.084526461","0.998704439","0","0.599222664","3","0.4375","1.875","N2 S1 O7","de-protonated","0","-9999","C16 H30 O7 N2 S1","16","30","7","2","-9999","1","-9999","-9999","-9999","-9999"
"349","393.170122","393.170062802","393.169715912","2083730","-9999","454217.8","26.94","-1","0.882288816","0.86827591","0","0.520965546","8","0.222222222","1.5","N4 P1 O4","de-protonated","0","-9999","C18 H27 O4 N4 P1","18","27","4","4","1","-9999","-9999","-9999","-9999","-9999"
"350","393.193426","393.19336679","393.193214262","1096088.3","-9999","469344.9","13.29","-1","0.387921317","0.973064477","0","0.583838686","12","0.136363636","1.181818182","N4 O3","de-protonated","0","-9999","C22 H26 O3 N4","22","26","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"351","393.229783","393.229723772","393.229599771","2567585.8","-9999","426031.6","33.63","-1","0.315339541","0.982118721","0","0.589271233","11","0.086956522","1.304347826","N4 O2","de-protonated","0","-9999","C23 H30 O2 N4","23","30","2","4","-9999","-9999","-9999","-9999","-9999","-9999"
"352","394.060416","394.060356365","394.060074885","2584191.5","-9999","474529.4","33.86","-1","0.71430577","0.911575316","0.975706641","0.937227846","10","0.333333333","1.055555556","13C1 S1 P1 O6","de-protonated","1","346","C17 H19 O6 P1 S1 13C1","17","19","6","-9999","1","1","1","-9999","-9999","-9999"
"352","394.060416","394.060356365","394.060211231","2584191.5","-9999","474529.4","33.86","-1","0.368303526","0.975687373","0","0.585412424","10","0.470588235","1","N1 S1 O8","de-protonated","0","-9999","C17 H17 O8 N1 S1","17","17","8","1","-9999","1","-9999","-9999","-9999","-9999"
"353","394.092593","394.092533349","394.092573988","3549832.3","-9999","437140","47.21","-1","-0.103121384","0.998072331","0","0.598843399","5","0.692307692","1.615384615","N3 S1 O9","de-protonated","0","-9999","C13 H21 O9 N3 S1","13","21","9","3","-9999","1","-9999","-9999","-9999","-9999"
"355","395.054886","395.054825877","395.05461205","14729612","-9999","446880","201.79","-1","0.541258876","0.626430393","0.93031813","0.747985488","9","0.222222222","1.166666667","S2 P1 O4","de-protonated","0","-9999","C18 H21 O4 P1 S2","18","21","4","-9999","1","2","-9999","-9999","-9999","-9999"
"355","395.054886","395.054825877","395.055080081","14729612","-9999","446880","201.79","-1","-0.643464285","0.936701111","0.993558174","0.959443936","15","0.277777778","0.722222222","N4 P1 O5","de-protonated","0","-9999","C18 H13 O5 N4 P1","18","13","5","4","1","-9999","-9999","-9999","-9999","-9999"
"357","395.08547","395.085409862","395.08532103700003","1517972.1","-9999","530081.2","19.11","-1","0.224824197","0.990870439","0","0.594522263","9","0.25","1.25","N4 S2 O4","de-protonated","0","-9999","C16 H20 O4 N4 S2","16","20","4","4","-9999","2","-9999","-9999","-9999","-9999"
"358","395.136233","395.136172837","395.136093308","1147298","-9999","497655.4","13.52","-1","0.201270057","0.992676528","0","0.595605917","13","0.25","1","N4 O5","de-protonated","0","-9999","C20 H20 O5 N4","20","20","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"359","395.164029","395.163968823","395.163768578","1531049.5","-9999","408664.1","18.65","-1","0.506739818","0.954475461","0","0.572685276","6","0.047619048","1.571428571","S2 P1 O1","de-protonated","0","-9999","C21 H33 O1 P1 S2","21","33","1","-9999","1","2","-9999","-9999","-9999","-9999"
"359","395.164029","395.163968823","395.164236609","1531049.5","-9999","408664.1","18.65","-1","-0.677656045","0.920052587","0","0.552031552","12","0.095238095","1.19047619","N4 P1 O2","de-protonated","0","-9999","C21 H25 O2 N4 P1","21","25","2","4","1","-9999","-9999","-9999","-9999","-9999"
"360","395.172705","395.172644819","395.172478817","1896875.9","-9999","419656.6","23.54","-1","0.420074343","0.968488296","0","0.581092978","12","0.19047619","1.142857143","N4 O4","de-protonated","0","-9999","C21 H24 O4 N4","21","24","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"361","395.185704","395.185643813","395.185746099","1052591.4","-9999","455442.4","12.26","-1","-0.258831826","0.987917627","0","0.592750576","2","0.4375","2","N2 S1 O7","de-protonated","0","-9999","C16 H32 O7 N2 S1","16","32","7","2","-9999","1","-9999","-9999","-9999","-9999"
"361","395.185704","395.185643813","395.185365977","1052591.4","-9999","455442.4","12.26","-1","0.703052025","0.914217431","0","0.548530458","7","0.222222222","1.611111111","N4 P1 O4","de-protonated","0","-9999","C18 H29 O4 N4 P1","18","29","4","4","1","-9999","-9999","-9999","-9999","-9999"
"362","395.209007","395.208946801","395.208864327","1537461.8","-9999","449780.9","18.74","-1","0.20868625699999999","0.992129057","0","0.595277434","11","0.136363636","1.272727273","N4 O3","de-protonated","0","-9999","C22 H28 O3 N4","22","28","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"363","395.2454","395.245339783","395.245249836","2671039.8","-9999","479321.2","33.88","-1","0.227573773","0.99064682","0","0.594388092","10","0.086956522","1.391304348","N4 O2","de-protonated","0","-9999","C23 H32 O2 N4","23","32","2","4","-9999","-9999","-9999","-9999","-9999","-9999"
"364","396.058276","396.058215385","396.057966885","2733213.8","-9999","446145.4","34.71","-1","0.627432017","0.620706966","0.93031813","0.744551432","9","0.222222222","1.166666667","13C1 S2 P1 O4","de-protonated","1","355","C17 H21 O4 P1 S2 13C1","17","21","4","-9999","1","2","1","-9999","-9999","-9999"
"364","396.058276","396.058215385","396.058374557","2733213.8","-9999","446145.4","34.71","-1","-0.401891088","0.485559168","0.773979033","0.600927114","23","0.037037037","0.444444444","N1 P1 O1","de-protonated","0","-9999","C27 H12 O1 N1 P1","27","12","1","1","1","-9999","-9999","-9999","-9999","-9999"
"364","396.058276","396.058215385","396.058103231","2733213.8","-9999","446145.4","34.71","-1","0.283175191","0.985555299","0","0.591333179","9","0.352941176","1.117647059","N1 S2 O6","de-protonated","0","-9999","C17 H19 O6 N1 S2","17","19","6","1","-9999","2","-9999","-9999","-9999","-9999"
"364","396.058276","396.058215385","396.058434916","2733213.8","-9999","446145.4","34.71","-1","-0.554289927","0.945777623","0.993558174","0.964889843","15","0.277777778","0.722222222","13C1 N4 P1 O5","de-protonated","1","355","C17 H13 O5 N4 P1 13C1","17","13","5","4","1","-9999","1","-9999","-9999","-9999"
"366","396.218227","396.218166306","396.21803203","1346761.8","-9999","411041.6","16.18","-1","0.33889556","0.979376222","0","0.587625733","10","0.166666667","1.291666667","N1 O4","de-protonated","0","-9999","C24 H31 O4 N1","24","31","4","1","-9999","-9999","-9999","-9999","-9999","-9999"
"368","397.083411","397.083349882","397.082995106","1361849","-9999","455396.3","16.38","-1","0.893455419","0.865157509","0","0.519094505","18","0.217391304","0.608695652","N2 O5","de-protonated","0","-9999","C23 H14 O5 N2","23","14","5","2","-9999","-9999","-9999","-9999","-9999","-9999"
"369","397.165104","397.165042841","397.165010654","1114575.8","-9999","392205","13.08","-1","0.08104209","0.998808987","0","0.599285392","2","0.533333333","2","N2 S1 O8","de-protonated","0","-9999","C15 H30 O8 N2 S1","15","30","8","2","-9999","1","-9999","-9999","-9999","-9999"
"370","397.188377","397.18831583","397.188128882","3629014.3","-9999","402655.8","46.68","-1","0.470679737","0.480299594","0.81490939","0.614143512","11","0.19047619","1.238095238","N4 O4","de-protonated","0","-9999","C21 H26 O4 N4","21","26","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"371","397.222924","397.222862813","397.22317698","1050591.9","-9999","539762.2","12.22","-1","-0.790908975","0.892701636","0","0.535620982","5","0.333333333","1.619047619","O7","de-protonated","0","-9999","C21 H34 O7","21","34","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"371","397.222924","397.222862813","397.223014789","1050591.9","-9999","539762.2","12.22","-1","-0.382596275","0.973789184","0","0.58427351","0","0.0625","2.4375","N4 S2 P1 O1","de-protonated","0","-9999","C16 H39 O1 N4 P1 S2","16","39","1","4","1","2","-9999","-9999","-9999","-9999"
"372","397.224721","397.224659812","397.224514391","1632224.4","-9999","468510.6","19.99","-1","0.366093273","0.975974783","0","0.58558487","10","0.136363636","1.363636364","N4 O3","de-protonated","0","-9999","C22 H30 O3 N4","22","30","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"373","399.157025","399.156962864","399.157029427","1055744.4","-9999","466762.7","12.28","-1","-0.166759358","0.99496686","0","0.596980116","10","0.045454545","1.272727273","N2 S2 O1","de-protonated","0","-9999","C22 H28 O1 N2 S2","22","28","1","2","-9999","2","-9999","-9999","-9999","-9999"
"374","399.159586","399.159523863","399.159531351","1731073.1","-9999","472138.5","21.31","-1","-0.018759107","0.99993615","0","0.59996169","6","0.333333333","1.555555556","N2 S1 O6","de-protonated","0","-9999","C18 H28 O6 N2 S1","18","28","6","2","-9999","1","-9999","-9999","-9999","-9999"
"374","399.159586","399.159523863","399.159151228","1731073.1","-9999","472138.5","21.31","-1","0.933549043","0.853734488","0","0.512240693","11","0.15","1.25","N4 P1 O3","de-protonated","0","-9999","C20 H25 O3 N4 P1","20","25","3","4","1","-9999","-9999","-9999","-9999","-9999"
"375","399.204017","399.203954841","399.203778946","3560973.8","-9999","397721.7","45.76","-1","0.440614578","0.482693285","0.81490939","0.615579727","10","0.19047619","1.333333333","N4 O4","de-protonated","0","-9999","C21 H28 O4 N4","21","28","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"376","399.240379","399.240316823","399.240164455","1200152.1","-9999","460840.6","14.21","-1","0.381644502","0.973917716","0","0.58435063","9","0.136363636","1.454545455","N4 O3","de-protonated","0","-9999","C22 H32 O3 N4","22","32","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"377","401.175213","401.175149874","401.175181415","3215941.8","-9999","472116","41.15","-1","-0.078622186","0.998879013","0","0.599327408","5","0.333333333","1.666666667","N2 S1 O6","de-protonated","0","-9999","C18 H30 O6 N2 S1","18","30","6","2","-9999","1","-9999","-9999","-9999","-9999"
"377","401.175213","401.175149874","401.174801293","3215941.8","-9999","472116","41.15","-1","0.86890116","0.871977373","0","0.523186424","10","0.15","1.35","N4 P1 O3","de-protonated","0","-9999","C20 H27 O3 N4 P1","20","27","3","4","1","-9999","-9999","-9999","-9999","-9999"
"378","401.18325","401.18318687","401.183043501","1123656.1","-9999","501858.1","13.18","-1","0.357365097","0.977093649","0","0.58625619","10","0.25","1.3","N4 O5","de-protonated","0","-9999","C20 H26 O5 N4","20","26","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"379","401.211549","401.211485856","401.211566925","1301072.4","-9999","441822.8","15.55","-1","-0.202059098","0.992619208","0","0.595571525","4","0.263157895","1.789473684","N2 S1 O5","de-protonated","0","-9999","C19 H34 O5 N2 S1","19","34","5","2","-9999","1","-9999","-9999","-9999","-9999"
"379","401.211549","401.211485856","401.211186802","1301072.4","-9999","441822.8","15.55","-1","0.745378201","0.904104043","0","0.542462426","9","0.095238095","1.476190476","N4 P1 O2","de-protonated","0","-9999","C21 H31 O2 N4 P1","21","31","2","4","1","-9999","-9999","-9999","-9999","-9999"
"380","401.219589","401.219525852","401.219429011","2953298.8","-9999","424273.5","37.63","-1","0.241368266","0.989484722","0","0.593690833","9","0.19047619","1.428571429","N4 O4","de-protonated","0","-9999","C21 H30 O4 N4","21","30","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"381","403.172238","403.172173894","403.172204035","1102225.9","-9999","441326.7","12.89","-1","-0.074759435","0.998986402","0","0.599391841","5","0.529411765","1.647058824","N2 O9","de-protonated","0","-9999","C17 H28 O9 N2","17","28","9","2","-9999","-9999","-9999","-9999","-9999","-9999"
"382","403.189978","403.189913885","403.189983327","1149847.3","-9999","361891.8","13.52","-1","-0.172229155","0.994632168","0","0.596779301","3","0.1","1.85","S2 P1 O2","de-protonated","0","-9999","C20 H37 O2 P1 S2","20","37","2","-9999","1","2","-9999","-9999","-9999","-9999"
"383","403.190892","403.190827885","403.19083148","3956375.5","-9999","475577.4","51.03","-1","-0.008915601","0.999985577","0","0.599991346","4","0.333333333","1.777777778","N2 S1 O6","de-protonated","0","-9999","C18 H32 O6 N2 S1","18","32","6","2","-9999","1","-9999","-9999","-9999","-9999"
"383","403.190892","403.190827885","403.190451357","3956375.5","-9999","475577.4","51.03","-1","0.933870904","0.872370357","0.904286512","0.885136819","9","0.15","1.45","N4 P1 O3","de-protonated","0","-9999","C20 H29 O3 N4 P1","20","29","3","4","1","-9999","-9999","-9999","-9999","-9999"
"384","403.198888","403.198823881","403.198693566","1341337.9","-9999","438216.8","16.08","-1","0.32320397","0.981224227","0","0.588734536","9","0.25","1.4","N4 O5","de-protonated","0","-9999","C20 H28 O5 N4","20","28","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"385","404.194193","404.194128393","404.193806192","1489859.9","-9999","469902.7","17.45","-1","0.797143607","0.891099329","0.904286512","0.896374202","9","0.15","1.45","13C1 N4 P1 O3","de-protonated","1","383","C19 H29 O3 N4 P1 13C1","19","29","3","4","1","-9999","1","-9999","-9999","-9999"
"386","405.012419","405.012353991","405.012156095","1339067.3","-9999","498360.2","15.5","-1","0.488617729","0.957604542","0","0.574562725","17","0.157894737","0.526315789","N4 S2 O3","de-protonated","0","-9999","C19 H10 O3 N4 S2","19","10","3","4","-9999","2","-9999","-9999","-9999","-9999"
"387","405.187902","405.187836905","405.1878541","1497072.6","-9999","409111.3","17.54","-1","-0.042435472","0.999673306","0","0.599803984","4","0.529411765","1.764705882","N2 O9","de-protonated","0","-9999","C17 H30 O9 N2","17","30","9","2","-9999","-9999","-9999","-9999","-9999","-9999"
"388","405.206505","405.206439896","405.206481544","1483510.3","-9999","429808.1","17.37","-1","-0.102782351","0.998084974","0","0.598850984","3","0.333333333","1.888888889","N2 S1 O6","de-protonated","0","-9999","C18 H34 O6 N2 S1","18","34","6","2","-9999","1","-9999","-9999","-9999","-9999"
"388","405.206505","405.206439896","405.206101422","1483510.3","-9999","429808.1","17.37","-1","0.835314285","0.881080915","0","0.528648549","8","0.15","1.55","N4 P1 O3","de-protonated","0","-9999","C20 H31 O3 N4 P1","20","31","3","4","1","-9999","-9999","-9999","-9999","-9999"
"389","405.214565","405.214499892","405.21434363","1484536.8","-9999","485638.3","17.38","-1","0.385628009","0.973377744","0","0.584026647","8","0.25","1.5","N4 O5","de-protonated","0","-9999","C20 H30 O5 N4","20","30","5","4","-9999","-9999","-9999","-9999","-9999","-9999"
"390","405.254196","405.254130873","405.254100443","1262084.8","-9999","454007.2","14.51","-1","0.07508841","0.998977467","0","0.59938648","2","0.222222222","2.111111111","N4 S1 O4","de-protonated","0","-9999","C18 H38 O4 N4 S1","18","38","4","4","-9999","1","-9999","-9999","-9999","-9999"
"392","407.209158","407.209091914","407.208864327","1557342","-9999","385229.9","18.31","-1","0.558894973","0.944898312","0","0.566938987","12","0.130434783","1.217391304","N4 O3","de-protonated","0","-9999","C23 H28 O3 N4","23","28","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"393","409.011738","409.011671029","409.011877857","1716627","-9999","474656.1","20.36","-1","-0.505677389","0.954661764","0","0.572797059","16","0.4","0.55","P1 O8","de-protonated","0","-9999","C20 H11 O8 P1","20","11","8","-9999","1","-9999","-9999","-9999","-9999","-9999"
"394","409.013187","409.013120028","409.012747237","5775763.5","-9999","443149.5","72.78","-1","0.911441913","0.430038135","0.81490939","0.583986637","15","0.142857143","0.714285714","S2 P1 O3","de-protonated","0","-9999","C21 H15 O3 P1 S2","21","15","3","-9999","1","2","-9999","-9999","-9999","-9999"
"394","409.013187","409.013120028","409.013215268","5775763.5","-9999","443149.5","72.78","-1","-0.232851374","0.495105066","0.81490939","0.623026796","21","0.19047619","0.333333333","N4 P1 O4","de-protonated","0","-9999","C21 H7 O4 N4 P1","21","7","4","4","1","-9999","-9999","-9999","-9999","-9999"
"394","409.013187","409.013120028","409.012943942","5775763.5","-9999","443149.5","72.78","-1","0.430516622","0.966928692","0","0.580157215","7","0.818181818","1.272727273","N4 S2 O9","de-protonated","0","-9999","C11 H14 O9 N4 S2","11","14","9","4","-9999","2","-9999","-9999","-9999","-9999"
"395","409.052008","409.051941009","409.05163467","1177247.8","-9999","400952","13.4","-1","0.748901821","0.903240696","0","0.541944417","10","0.388888889","1.055555556","S1 P1 O7","de-protonated","0","-9999","C18 H19 O7 P1 S1","18","19","7","-9999","1","1","-9999","-9999","-9999","-9999"
