"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"5","171.066418","171.066245421","171.066282413","1500562","-9999","1072443.9","26.03","-1","-0.216244578","0.991551043","0","0.594930626","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","179.035114","179.034949965","179.034982284","562365.8","-9999","1258038.3","8.51","-1","-0.180516359","0.99410473","0","0.596462838","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"10","185.082088","185.081930449","185.081932477","533608.6","-9999","1487787.8","7.97","-1","-0.010958449","0.999978211","0","0.599986926","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"11","189.07698","189.076826733","189.076847097","603022.9","-9999","1033802.8","9.24","-1","-0.107703449","0.997897403","0","0.598738442","2","0.625","1.75","O5","de-protonated","0","-9999","C8 H14 O5","8","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"13","190.95765","190.957498749","190.95734036","1739989","-9999","830470.1","30.34","-1","0.829447841","0.882643637","0","0.529586182","4","0.8","1","S1 P1 O4","de-protonated","0","-9999","C5 H5 O4 P1 S1","5","5","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"20","199.061336","199.061193438","199.061197032","831365.4","-9999","1005243.4","13.36","-1","-0.018054595","0.999940855","0","0.599964513","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"21","202.072182","202.072042667","202.072096069","548983","-9999","871963.2","8.1","-1","-0.264273141","0.987407528","0","0.592444517","3","0.625","1.625","N1 O5","de-protonated","0","-9999","C8 H13 O5 N1","8","13","5","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","207.029998","207.029863983","207.029896903","575529.9","-9999","1058113.7","8.54","-1","-0.159013714","0.995422513","0","0.597253508","7","0.5","0.8","O5","de-protonated","0","-9999","C10 H8 O5","10","8","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"28","209.154757","209.154625261","209.154703496","593404.1","-9999","620073.5","8.84","-1","-0.374052379","0.974932125","0","0.584959275","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","209.154953","209.154821261","209.154703496","523980.2","-9999","868354.4","7.57","-1","0.563054016","0.944098623","0","0.566459174","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
