"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","18O","33S","34S"
"62","255.062701","255.062895365","255.063129041","41075752","-9999","783518.2","710.19","-1","-0.916148801","0.425711335","0.908028594","0.618638239","5","0.090909091","1.454545455","N2 S2 O1","de-protonated","0","-9999","C11 H16 O1 N2 S2","11","16","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999"
"64","255.087878","255.088072366","255.088281161","589482.8","-9999","745838.8","8.21","-1","-0.81851994","0.88553255","0","0.53131953","4","0.076923077","1.538461538","S2 O1","de-protonated","0","-9999","C13 H20 O1 S2","13","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"67","255.124995","255.125189367","255.125134701","1324976.4","-9999","773913.9","20.97","-1","0.214273762","0.991703708","0","0.595022225","9","0.071428571","1.142857143","N4 O1","de-protonated","0","-9999","C14 H16 O1 N4","14","16","1","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"69","256.066042","256.066236404","256.066483876","4122045","-9999","696057","69.46","-1","-0.966433351","0.422055245","0.908028594","0.616444585","5","0.090909091","1.454545455","13C1 N2 S2 O1","de-protonated","1","62","C10 H16 O1 N2 S2 13C1","10","16","1","2","-9999","2","1","-9999","-9999","-9999","-9999"
"72","257.020288","257.020482442","257.020394848","772746","-9999","643531.5","11.39","-1","0.34080727","0.979145338","0","0.587487203","11","0.416666667","0.5","N2 O5","de-protonated","0","-9999","C12 H6 O5 N2","12","6","5","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"79","259.119152","259.119346525","259.11958129","763512.8","-9999","817171.4","11.16","-1","-0.90600801500000006","0.861618873","0","0.516971324","2","0.076923077","1.846153846","S2 O1","de-protonated","0","-9999","C13 H24 O1 S2","13","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"84","262.97649","262.976684678","262.976815958","2776459.3","-9999","638620.2","45.63","-1","-0.499207831","0.955788574","0","0.573473144","10","0.5","0.4","N2 S1 O5","de-protonated","0","-9999","C10 H4 O5 N2 S1","10","4","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"85","263.044491","263.04468568","263.044716071","1653652.4","-9999","660305.3","26.36","-1","-0.115535215","0.997580884","0","0.59854853","3","0.111111111","1.888888889","N2 S2 P1 O1","de-protonated","0","-9999","C9 H17 O1 N2 P1 S2","9","17","1","2","1","2","-9999","-9999","-9999","-9999","-9999"
"88","265.04152","265.041714759","265.041738691","541338.4","-9999","774660.4","7.24","-1","-0.090294608","0.998521722","0","0.599113033","3","0.5","1.875","N2 S1 P1 O4","de-protonated","0","-9999","C8 H15 O4 N2 P1 S1","8","15","4","2","1","1","-9999","-9999","-9999","-9999","-9999"
"95","267.087947","267.08814184","267.088281161","729118.8","-9999","666402.1","10.44","-1","-0.521627189","0.951827682","0","0.571096609","5","0.071428571","1.428571429","S2 O1","de-protonated","0","-9999","C14 H20 O1 S2","14","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"103","271.082805","271.082999998","271.08319578","702084.8","-9999","790047.6","9.91","-1","-0.722221719","0.909696366","0","0.54581782","4","0.153846154","1.538461538","S2 O2","de-protonated","0","-9999","C13 H20 O2 S2","13","20","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"104","271.119202","271.119396999","271.11958129","609993.1","-9999","960277.5","8.35","-1","-0.679737266","0.919581089","0","0.551748654","3","0.071428571","1.714285714","S2 O1","de-protonated","0","-9999","C14 H24 O1 S2","14","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"108","273.098544","273.098739078","273.098845845","548015.9","-9999","801151.3","7.25","-1","-0.390946193","0.972648591","0","0.583589155","3","0.153846154","1.692307692","S2 O2","de-protonated","0","-9999","C13 H22 O2 S2","13","22","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"109","273.134878","273.135073079","273.135231354","814132.1","-9999","693791.7","11.74","-1","-0.579474377","0.940890271","0","0.564534163","2","0.071428571","1.857142857","S2 O1","de-protonated","0","-9999","C14 H26 O1 S2","14","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"110","274.09369","274.093885117","274.094094817","719009.6","-9999","691040.9","10.13","-1","-0.765065072","0.89923905","0","0.53954343","3","0.166666667","1.75","N1 S2 O2","de-protonated","0","-9999","C12 H21 O2 N1 S2","12","21","2","1","-9999","2","-9999","-9999","-9999","-9999","-9999"
"111","276.99975","276.999945232","276.999860077","719973.4","-9999","744796.1","10.14","-1","0.307416912","0.982998351","0","0.58979901","9","0.230769231","0.769230769","S2 O3","de-protonated","0","-9999","C13 H10 O3 S2","13","10","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"112","277.023792","277.023987233","277.023980626","1695784.1","-9999","697347","26.6","-1","0.023848231","0.999896809","0","0.599938085","4","0.222222222","1.666666667","N2 S2 P1 O2","de-protonated","0","-9999","C9 H15 O2 N2 P1 S2","9","15","2","2","1","2","-9999","-9999","-9999","-9999","-9999"
"114","277.060154","277.060349234","277.060366136","14127916","-9999","595534.1","236.3","-1","-0.061002521","0.66632328","0.925283829","0.7699075","3","0.1","1.9","N2 S2 P1 O1","de-protonated","0","-9999","C10 H19 O1 N2 P1 S2","10","19","1","2","1","2","-9999","-9999","-9999","-9999","-9999"
"117","278.063538","278.063733274","278.063720971","1544473.1","-9999","586460.3","23.91","-1","0.044246012","0.666429893","0.925283829","0.769971467","3","0.1","1.9","13C1 N2 S2 P1 O1","de-protonated","1","114","C9 H19 O1 N2 P1 S2 13C1","9","19","1","2","1","2","1","-9999","-9999","-9999","-9999"
"117","278.063538","278.063733274","278.063857316","1544473.1","-9999","586460.3","23.91","-1","-0.446093248","0.964535982","0","0.578721589","3","0.333333333","1.888888889","N3 S2 O3","de-protonated","0","-9999","C9 H17 O3 N3 S2","9","17","3","3","-9999","2","-9999","-9999","-9999","-9999","-9999"
"118","279.020789","279.020984312","279.021003246","644320","-9999","502399.6","8.81","-1","-0.067860058","0.99916478","0","0.599498868","4","0.625","1.625","N2 S1 P1 O5","de-protonated","0","-9999","C8 H13 O5 N2 P1 S1","8","13","5","2","1","1","-9999","-9999","-9999","-9999","-9999"
"119","279.057248","279.057443313","279.057388756","4571652","-9999","541861","74.66","-1","0.195507132","0.993088475","0","0.595853085","3","0.444444444","1.888888889","N2 S1 P1 O4","de-protonated","0","-9999","C9 H17 O4 N2 P1 S1","9","17","4","2","1","1","-9999","-9999","-9999","-9999","-9999"
"122","280.060589","280.060784353","280.060879936","640750.5","-9999","865888.9","8.75","-1","-0.341294794","0.979086259","0","0.587451756","3","0.75","1.875","N3 S1 O6","de-protonated","0","-9999","C8 H15 O6 N3 S1","8","15","6","3","-9999","1","-9999","-9999","-9999","-9999","-9999"
"124","281.053229","281.053424392","281.053626985","718678.8","-9999","887414.2","10.06","-1","-0.720833372","0.910027124","0","0.546016274","7","0.090909091","1.272727273","N4 S2 O1","de-protonated","0","-9999","C11 H14 O1 N4 S2","11","14","1","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"125","281.067197","281.067392393","281.067545716","1381592.3","-9999","695202.4","21.17","-1","-0.545502509","0.947437575","0","0.568462545","6","0.142857143","1.285714286","S2 O2","de-protonated","0","-9999","C14 H18 O2 S2","14","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"129","283.082852","283.083047472","283.08319578","1015592.8","-9999","623272.7","14.94","-1","-0.523901946","0.951417015","0","0.570850209","5","0.142857143","1.428571429","S2 O2","de-protonated","0","-9999","C14 H20 O2 S2","14","20","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"130","283.119183","283.119378474","283.11958129","674732.5","-9999","820498.6","9.26","-1","-0.716360734","0.911089163","0","0.546653498","4","0.066666667","1.6","S2 O1","de-protonated","0","-9999","C15 H24 O1 S2","15","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"135","285.099158","285.099353552","285.099313875","806837.3","-9999","466489.9","11.46","-1","0.13916818","0.996491909","0","0.597895145","10","0.214285714","1","N4 O3","de-protonated","0","-9999","C14 H14 O3 N4","14","14","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"136","285.124485","285.124680553","285.124465995","1132279.9","-9999","498858.1","16.88","-1","0.752505377","0.902354409","0","0.541412646","9","0.1875","1.125","N2 O3","de-protonated","0","-9999","C16 H18 O3 N2","16","18","3","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"139","285.134878","285.135073553","285.135231354","945016.9","-9999","641112.6","13.76","-1","-0.553423492","0.945942342","0","0.567565405","3","0.066666667","1.733333333","S2 O1","de-protonated","0","-9999","C15 H26 O1 S2","15","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"142","286.130013","286.130208593","286.130480326","1903068.5","-9999","576778.6","29.72","-1","-0.949683514","0.849040536","0","0.509424322","3","0.071428571","1.785714286","N1 S2 O1","de-protonated","0","-9999","C14 H25 O1 N1 S2","14","25","1","1","-9999","2","-9999","-9999","-9999","-9999","-9999"
"143","287.077818","287.07801363","287.0781104","689082.5","-9999","586285.6","9.43","-1","-0.33708420100000003","0.979593838","0","0.587756303","4","0.230769231","1.538461538","S2 O3","de-protonated","0","-9999","C13 H20 O3 S2","13","20","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"144","287.114924","287.115119632","287.11496394","1024190.2","-9999","813468.7","14.98","-1","0.542263521","0.948043457","0","0.568826074","9","0.214285714","1.142857143","N4 O3","de-protonated","0","-9999","C14 H16 O3 N4","14","16","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"145","287.150663","287.150858633","287.150881418","741633.7","-9999","655902.4","10.3","-1","-0.079349629","0.998858185","0","0.599314911","2","0.066666667","1.866666667","S2 O1","de-protonated","0","-9999","C15 H28 O1 S2","15","28","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"149","289.046629","289.046824708","289.046609596","1085691.8","-9999","709083","16","-1","0.74421166","0.90438915","0","0.54263349","10","0.461538462","0.769230769","N2 O6","de-protonated","0","-9999","C13 H10 O6 N2","13","10","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"150","289.104857","289.10505271","289.104993854","664161.4","-9999","381364.3","9.02","-1","0.203583058","0.992507874","0","0.595504724","3","0.166666667","1.833333333","N2 S2 O2","de-protonated","0","-9999","C12 H22 O2 N2 S2","12","22","2","2","-9999","2","-9999","-9999","-9999","-9999","-9999"
"151","291.038739","291.038934787","291.038761311","2324924.8","-9999","549325.4","36.28","-1","0.59605779","0.937568013","0","0.562540808","5","0.777777778","1.444444444","N2 P1 O7","de-protonated","0","-9999","C9 H13 O7 N2 P1","9","13","7","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"152","291.039485","291.039680787","291.039630691","6860988.5","-9999","587859.4","110.93","-1","0.172128037","0.66487942","0.925283829","0.769041184","4","0.2","1.7","N2 S2 P1 O2","de-protonated","0","-9999","C10 H17 O2 N2 P1 S2","10","17","2","2","1","2","-9999","-9999","-9999","-9999","-9999"
"153","292.04279","292.042985827","292.042985526","795805","-9999","656946","11.12","-1","0.001029536","0.666666538","0.925283829","0.770113455","4","0.2","1.7","13C1 N2 S2 P1 O2","de-protonated","1","152","C9 H17 O2 N2 P1 S2 13C1","9","17","2","2","1","2","1","-9999","-9999","-9999","-9999"
"153","292.04279","292.042985827","292.043121871","795805","-9999","656946","11.12","-1","-0.465838574","0.961389758","0","0.576833855","4","0.444444444","1.666666667","N3 S2 O4","de-protonated","0","-9999","C9 H15 O4 N3 S2","9","15","4","3","-9999","2","-9999","-9999","-9999","-9999","-9999"
"154","292.104484","292.104679829","292.104659501","554146.9","-9999","723909.7","7.14","-1","0.06959176","0.999121628","0","0.599472977","2","0.25","1.916666667","N1 S2 O3","de-protonated","0","-9999","C12 H23 O3 N1 S2","12","23","3","1","-9999","2","-9999","-9999","-9999","-9999","-9999"
"155","293.03656","293.036755866","293.036653311","2470524","-9999","628405.9","38.68","-1","0.349973865","0.978020992","0","0.586812595","4","0.555555556","1.666666667","N2 S1 P1 O5","de-protonated","0","-9999","C9 H15 O5 N2 P1 S1","9","15","5","2","1","1","-9999","-9999","-9999","-9999","-9999"
"156","293.103625","293.103820868","293.103931225","690498.3","-9999","587883.8","9.38","-1","-0.376510231","0.974605839","0","0.584763503","6","0.0625","1.375","S2 O1","de-protonated","0","-9999","C16 H22 O1 S2","16","22","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"159","293.175635","293.175830871","293.175832864","5235081","-9999","567689.6","84.17","-1","-0.006796647","0.499995809","0.844689208","0.637873168","5","0.235294118","1.529411765","O4","de-protonated","0","-9999","C17 H26 O4","17","26","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"163","294.177326","294.177521911","294.17744432","564328.3","-9999","732986.1","7.31","-1","0.263754626","0.987456582","0","0.592473949","0","0.083333333","2.5","N3 S1 P1 O1","de-protonated","0","-9999","C12 H30 O1 N3 P1 S1","12","30","1","3","1","1","-9999","-9999","-9999","-9999","-9999"
"165","295.046475","295.046670945","295.046810271","674618.5","-9999","710933.2","9.12","-1","-0.472215214","0.960346871","0","0.576208123","7","0.214285714","1.142857143","S2 O3","de-protonated","0","-9999","C14 H16 O3 S2","14","16","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"166","295.082899","295.083094947","295.08319578","662973.9","-9999","742566.2","8.93","-1","-0.341712115","0.979035624","0","0.587421374","6","0.133333333","1.333333333","S2 O2","de-protonated","0","-9999","C15 H20 O2 S2","15","20","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"167","295.119175","295.119370948","295.11958129","899649.4","-9999","695557.6","12.82","-1","-0.712732845","0.911946662","0","0.547167997","5","0.0625","1.5","S2 O1","de-protonated","0","-9999","C16 H24 O1 S2","16","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"170","297.062189","297.062385025","297.062460335","841720.3","-9999","744978.3","11.79","-1","-0.253516974","0.988405874","0","0.593043524","6","0.214285714","1.285714286","S2 O3","de-protonated","0","-9999","C14 H18 O3 S2","14","18","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"171","297.134916","297.135112028","297.135231354","1210751.1","-9999","669802.3","17.82","-1","-0.401588868","0.971161126","0","0.582696676","4","0.0625","1.625","S2 O1","de-protonated","0","-9999","C16 H26 O1 S2","16","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"177","299.005791","299.005987102","299.005807412","944558.4","-9999","683195","13.47","-1","0.600958362","0.936570607","0","0.561942364","13","0.5","0.333333333","N4 O6","de-protonated","0","-9999","C12 H4 O6 N4","12","4","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"178","299.077783","299.077979105","299.0781104","2018997.1","-9999","607322.4","31.03","-1","-0.438999578","0.965635442","0","0.579381265","5","0.214285714","1.428571429","S2 O3","de-protonated","0","-9999","C14 H20 O3 S2","14","20","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"180","299.11419","299.114386106","299.114495909","722232.6","-9999","786469.2","9.83","-1","-0.367093794","0.975844884","0","0.58550693","4","0.133333333","1.6","S2 O2","de-protonated","0","-9999","C15 H24 O2 S2","15","24","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"181","299.125495","299.125691107","299.125729298","806713.6","-9999","737836.8","11.21","-1","-0.127678479","0.997046431","0","0.598227859","4","0.071428571","1.714285714","N2 S2 O1","de-protonated","0","-9999","C14 H24 O1 N2 S2","14","24","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999"
"182","299.150434","299.150630107","299.150881418","867067.9","-9999","441664.2","12.2","-1","-0.84008107","0.87980507","0","0.527883042","3","0.0625","1.75","S2 O1","de-protonated","0","-9999","C16 H28 O1 S2","16","28","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"187","301.09342","301.093616184","301.093760464","649201.5","-9999","708289.6","8.58","-1","-0.479186119","0.959191893","0","0.575515136","4","0.214285714","1.571428571","S2 O3","de-protonated","0","-9999","C14 H22 O3 S2","14","22","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"189","301.129791","301.129987186","301.130145974","821620.9","-9999","689347.2","11.38","-1","-0.527306432","0.950799391","0","0.570479635","3","0.133333333","1.733333333","S2 O2","de-protonated","0","-9999","C15 H26 O2 S2","15","26","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"190","301.130629","301.130825186","301.130614004","854965","-9999","535835.6","11.92","-1","0.701295419","0.914626738","0","0.548776043","9","0.2","1.2","N4 O3","de-protonated","0","-9999","C15 H18 O3 N4","15","18","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"191","301.16623","301.166426187","301.16653148300003","3842680.3","-9999","596885.8","60.43","-1","-0.349626408","0.980495084","0.981689665","0.980972916","2","0.0625","1.875","S2 O1","de-protonated","0","-9999","C16 H30 O1 S2","16","30","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"193","302.13625","302.136446226","302.136628335","678290.9","-9999","644741.3","9.05","-1","-0.602739135","0.93620641","0","0.561723846","3","0.076923077","1.923076923","N3 S2 O1","de-protonated","0","-9999","C13 H25 O1 N3 S2","13","25","1","3","-9999","2","-9999","-9999","-9999","-9999","-9999"
"194","302.169597","302.169793227","302.169886318","570198.1","-9999","754805.6","7.29","-1","-0.308075642","0.982926037","0.981689665","0.982431488","2","0.0625","1.875","13C1 S2 O1","de-protonated","1","191","C15 H30 O1 S2 13C1","15","30","1","-9999","-9999","2","1","-9999","-9999","-9999","-9999"
"197","303.003488","303.00368426","303.00389663","1330596","-9999","550415.7","19.64","-1","-0.700883198","0.914722668","0","0.548833601","15","0.055555556","0.5","S1 P1 O1","de-protonated","0","-9999","C18 H9 O1 P1 S1","18","9","1","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"198","303.145467","303.145663265","303.145796038","721841.3","-9999","573583.4","9.75","-1","-0.437982811","0.96579169","0","0.579475014","2","0.133333333","1.866666667","S2 O2","de-protonated","0","-9999","C15 H28 O2 S2","15","28","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"201","305.067244","305.067440341","305.067545716","604069.3","-9999","664152.5","7.84","-1","-0.345413289","0.978583947","0","0.587150368","8","0.125","1.125","S2 O2","de-protonated","0","-9999","C16 H18 O2 S2","16","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"202","305.080293","305.080489342","305.080432875","692454.5","-9999","643751.4","9.27","-1","0.185087456","0.993803325","0","0.596281995","3","0.153846154","1.769230769","S2 P1 O2","de-protonated","0","-9999","C13 H23 O2 P1 S2","13","23","2","-9999","1","2","-9999","-9999","-9999","-9999","-9999"
"203","305.124762","305.124958344","305.125060593","706474.7","-9999","592071.3","9.5","-1","-0.335106925","0.97983011","0","0.587898066","2","0.214285714","1.857142857","S2 O3","de-protonated","0","-9999","C14 H26 O3 S2","14","26","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"207","307.046577","307.04677342","307.046810271","592415.4","-9999","777828.8","7.59","-1","-0.120018364","0.997389752","0","0.598433851","8","0.2","1.066666667","S2 O3","de-protonated","0","-9999","C15 H16 O3 S2","15","16","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"208","307.070782","307.070978421","307.07093082","3889313.8","-9999","502445.7","60.75","-1","0.155015783","0.995649299","0","0.59738958","3","0.181818182","1.909090909","N2 S2 P1 O2","de-protonated","0","-9999","C11 H21 O2 N2 P1 S2","11","21","2","2","1","2","-9999","-9999","-9999","-9999","-9999"
"209","307.140437","307.140633423","307.140710658","1020840.3","-9999","710533.1","14.5","-1","-0.251462288","0.988591975","0","0.593155185","1","0.214285714","2","S2 O3","de-protonated","0","-9999","C14 H28 O3 S2","14","28","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"215","309.062251","309.062447499","309.062460335","605086.4","-9999","612451.7","7.79","-1","-0.04153219","0.999687064","0","0.599812238","7","0.2","1.2","S2 O3","de-protonated","0","-9999","C15 H18 O3 S2","15","18","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"216","309.066971","309.067167499","309.066951118","557406.8","-9999","977412.1","7.03","-1","0.700112046","0.914902002","0","0.548941201","17","0.1","0.5","N2 O2","de-protonated","0","-9999","C20 H10 O2 N2","20","10","2","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"217","309.067837","309.0680335","309.06795344","1222110.9","-9999","550509.2","17.74","-1","0.259036658","0.987898613","0","0.592739168","3","0.5","1.9","N2 S1 P1 O5","de-protonated","0","-9999","C10 H19 O5 N2 P1 S1","10","19","5","2","1","1","-9999","-9999","-9999","-9999","-9999"
"218","309.098529","309.098725501","309.098845845","673249.8","-9999","783428.6","8.89","-1","-0.389338099","0.972870065","0","0.583722039","6","0.125","1.375","S2 O2","de-protonated","0","-9999","C16 H22 O2 S2","16","22","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"219","309.119706","309.119902502","309.119975213","1217891.9","-9999","531188.5","17.67","-1","-0.235219933","0.990010957","0","0.594006574","1","0.307692308","2","S2 O4","de-protonated","0","-9999","C13 H26 O4 S2","13","26","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"219","309.119706","309.119902502","309.11959509","1217891.9","-9999","531188.5","17.67","-1","0.994473806","0.835730751","0","0.501438451","6","0.066666667","1.533333333","N2 S1 P1 O1","de-protonated","0","-9999","C15 H23 O1 N2 P1 S1","15","23","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
"224","311.077824","311.078020579","311.0781104","623135","-9999","708720.9","8.08","-1","-0.288740438","0.984986281","0","0.590991769","6","0.2","1.333333333","S2 O3","de-protonated","0","-9999","C15 H20 O3 S2","15","20","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"226","311.15063","311.150826582","311.150881418","759078","-9999","471322.9","10.27","-1","-0.176238138","0.994380077","0","0.596628046","4","0.058823529","1.647058824","S2 O1","de-protonated","0","-9999","C17 H28 O1 S2","17","28","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"230","311.222529","311.222725585","311.222783057","1343532.9","-9999","638154.7","19.7","-1","-0.1846672","0.993831346","0","0.596298808","3","0.222222222","1.777777778","O4","de-protonated","0","-9999","C18 H32 O4","18","32","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"235","313.02147","313.021666656","313.021457476","4033242.8","-9999","523777.6","62.61","-1","0.668259581","0.8914974","0.963101181","0.920138912","13","0.461538462","0.461538462","N4 O6","de-protonated","0","-9999","C13 H6 O6 N4","13","6","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"236","313.057151","313.057347657","313.057374955","646878.3","-9999","610637","8.4","-1","-0.087197121","0.998621336","0","0.599172801","6","0.285714286","1.285714286","S2 O4","de-protonated","0","-9999","C14 H18 O4 S2","14","18","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"237","313.08302","313.083216658","313.082995106","1104096.8","-9999","648759.7","15.72","-1","0.707648177","0.913142508","0","0.547885505","11","0.3125","0.875","N2 O5","de-protonated","0","-9999","C16 H14 O5 N2","16","14","5","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"238","313.093297","313.093493659","313.093760464","814945.8","-9999","638813.8","11.09","-1","-0.852158863","0.876548318","0","0.525928991","5","0.2","1.466666667","S2 O3","de-protonated","0","-9999","C15 H22 O3 S2","15","22","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"240","313.129872","313.13006866","313.130145974","1935077.4","-9999","622801.3","29.02","-1","-0.24690541","0.988999428","0","0.593399657","4","0.125","1.625","S2 O2","de-protonated","0","-9999","C16 H26 O2 S2","16","26","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"242","313.166246","313.166442662","313.16653148300003","859240.9","-9999","565274.6","11.8","-1","-0.283623665","0.985509843","0","0.591305906","3","0.058823529","1.764705882","S2 O1","de-protonated","0","-9999","C17 H30 O1 S2","17","30","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
