"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"25","187.014732","187.014808121","187.014915544","1368080","-9999","747007.9","23.57","-1","-0.574407977","0.941888854","0","0.565133313","9","0.333333333","0.444444444","N2 O3","de-protonated","0","-9999","C9 H4 O3 N2","9","4","3","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"53","212.979702","212.979773911","212.979793338","797705.4","-9999","854728.9","12.52","-1","-0.091212267","0.998491544","0","0.599094927","6","0.285714286","0.857142857","N2 S2 O2","de-protonated","0","-9999","C7 H6 O2 N2 S2","7","6","2","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"60","219.041096","219.041166929","219.041130293","2292785","-9999","767747.2","39.35","-1","0.167256571","0.994936877","0","0.596962126","8","0.4","0.8","N2 O4","de-protonated","0","-9999","C10 H8 O4 N2","10","8","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"64","223.038457","223.038527281","223.038568062","785088.4","-9999","1067560.2","12.12","-1","-0.182846234","0.993952035","0","0.596371221","1","0.125","2.125","S2 P1 O1","de-protonated","0","-9999","C8 H17 O1 P1 S2","8","17","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"68","229.025472","229.02554131","229.025480228","1208029.9","-9999","764398.6","19.58","-1","0.266702706","0.987176426","0","0.592305856","10","0.363636364","0.545454545","N2 O4","de-protonated","0","-9999","C11 H6 O4 N2","11","6","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"70","231.087987","231.088055976","231.088281161","2701156.3","-9999","762176","46.1","-1","-0.974455037","0.841729235","0","0.505037541","2","0.090909091","1.818181818","S2 O1","de-protonated","0","-9999","C11 H20 O1 S2","11","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"76","241.047233","241.047300361","241.047478976","1013533.6","-9999","762068.7","15.86","-1","-0.740996583","0.905173078","0","0.543103847","5","0.1","1.4","N2 S2 O1","de-protonated","0","-9999","C10 H14 O1 N2 S2","10","14","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"81","244.97362","244.973686724","244.973645329","898506.6","-9999","638830.2","13.77","-1","0.168978049","0.994832389","0","0.596899433","10","0.166666667","0.5","S2 O2","de-protonated","0","-9999","C12 H6 O2 S2","12","6","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"84","246.970611","246.9706774","246.970667949","837697.6","-9999","756217.4","12.66","-1","0.038269877","0.999734289","0","0.599840573","10","0.454545455","0.363636364","S1 O5","de-protonated","0","-9999","C11 H4 O5 S1","11","4","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"86","251.056722","251.056787738","251.056981032","520111.7","-9999","748868.4","7.06","-1","-0.769920207","0.898023869","0","0.538814321","6","0.076923077","1.230769231","S2 O1","de-protonated","0","-9999","C13 H16 O1 S2","13","16","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"87","251.06991","251.069975736","251.069868191","602705.6","-9999","742357.7","8.5","-1","0.428344706","0.967256024","0","0.580353614","1","0.1","2.1","S2 P1 O1","de-protonated","0","-9999","C10 H21 O1 P1 S2","10","21","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"92","254.080776","254.080841248","254.080767228","612844.2","-9999","627429.2","8.64","-1","0.291323204","0.984718558","0","0.590831135","0","0.111111111","2.444444444","N1 S2 P1 O1","de-protonated","0","-9999","C9 H22 O1 N1 P1 S2","9","22","1","1","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"96","255.061208","255.061273089","255.061411508","1114936.9","-9999","759114.5","17.35","-1","-0.542688633","0.94796412","0","0.568778472","5","0.166666667","1.416666667","S1 P1 O2","de-protonated","0","-9999","C12 H17 O2 P1 S1","12","17","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"97","255.062949","255.063014088","255.063129041","14032889","-9999","688110.2","241.67","-1","-0.450681568","0.642224972","0.920193259","0.753412287","5","0.090909091","1.454545455","N2 S2 O1","de-protonated","0","-9999","C11 H16 O1 N2 S2","11","16","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"98","255.088057","255.088122084","255.088281161","537212.7","-9999","720607.1","7.32","-1","-0.623613053","0.931867942","0","0.559120765","4","0.076923077","1.538461538","S2 O1","de-protonated","0","-9999","C13 H20 O1 S2","13","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"101","256.066302","256.066366926","256.066483876","1433607.1","-9999","625370.9","22.88","-1","-0.456717324","0.641905862","0.920193259","0.753220821","5","0.090909091","1.454545455","13C1 N2 S2 O1","de-protonated","1","97","C10 H16 O1 N2 S2 13C1","10","16","1","2","-9999","2","1","-9999","-9999","-9999","-9999","-9999"
"103","257.020497","257.020561771","257.020394848","1152140.4","-9999","705704.9","17.99","-1","0.649455009","0.926321818","0","0.555793091","11","0.416666667","0.5","N2 O5","de-protonated","0","-9999","C12 H6 O5 N2","12","6","5","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"105","257.067341","257.067405763","257.067545716","564626.9","-9999","889485.4","7.79","-1","-0.54441879","0.947640653","0","0.568584392","4","0.166666667","1.5","S2 O2","de-protonated","0","-9999","C12 H18 O2 S2","12","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"106","257.103703","257.103767757","257.103931225","827415.9","-9999","684920.4","12.35","-1","-0.635803766","0.929275542","0","0.557565325","3","0.076923077","1.692307692","S2 O1","de-protonated","0","-9999","C13 H22 O1 S2","13","22","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"112","259.119378","259.119442431","259.11958129","1234218.5","-9999","622869.1","19.3","-1","-0.535887399","0.949226742","0","0.569536045","2","0.076923077","1.846153846","S2 O1","de-protonated","0","-9999","C13 H24 O1 S2","13","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"118","261.135055","261.135119104","261.135231354","551075.9","-9999","575099.1","7.46","-1","-0.429854635","0.967028625","0","0.580217175","1","0.076923077","2","S2 O1","de-protonated","0","-9999","C13 H26 O1 S2","13","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"121","262.976747","262.976810805","262.976815958","3054622.8","-9999","691050.8","50.44","-1","-0.019592873","0.999930348","0","0.599958209","10","0.5","0.4","N2 S1 O5","de-protonated","0","-9999","C10 H4 O5 N2 S1","10","4","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"123","263.044725","263.044788794","263.044716071","1179175.4","-9999","742255.3","18.24","-1","0.276466215","0.986226958","0","0.591736175","3","0.111111111","1.888888889","N2 S2 P1 O1","de-protonated","0","-9999","C9 H17 O1 N2 P1 S2","9","17","1","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"124","263.069889","263.06995279","263.069868191","609386.6","-9999","759254.1","8.46","-1","0.32158315","0.981410313","0","0.588846188","2","0.090909091","1.909090909","S2 P1 O1","de-protonated","0","-9999","C11 H21 O1 P1 S2","11","21","1","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"138","267.08816","267.088223139","267.088281161","941843.6","-9999","642914.4","14.07","-1","-0.217239085","0.991473483","0","0.59488409","5","0.071428571","1.428571429","S2 O1","de-protonated","0","-9999","C14 H20 O1 S2","14","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"145","269.103749","269.103811812","269.103931225","716926.1","-9999","741925.8","10.17","-1","-0.443744059","0.9649019","0","0.57894114","4","0.071428571","1.571428571","S2 O1","de-protonated","0","-9999","C14 H22 O1 S2","14","22","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"156","271.083069","271.083131491","271.08319578","769374.1","-9999","758627.4","11.06","-1","-0.237157072","0.989846592","0","0.593907955","4","0.153846154","1.538461538","S2 O2","de-protonated","0","-9999","C13 H20 O2 S2","13","20","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"157","271.119458","271.119520485","271.11958129","1010018.1","-9999","857315.6","15.14","-1","-0.224272059","0.990915022","0","0.594549013","3","0.071428571","1.714285714","S2 O1","de-protonated","0","-9999","C14 H24 O1 S2","14","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
