"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","18O","33S","34S"
"1","165.019488","165.01930132","165.019332219","652624.5","-9999","1373363.6","10.22","-1","-0.187249029","0.993658205","0","0.596194923","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"3","171.066415","171.066236192","171.066282413","2515710.3","-9999","1156904.7","45.11","-1","-0.270193072","0.986840816","0","0.592104489","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"4","173.082082","173.081905816","173.081932477","643057.9","-9999","1344790.2","10.04","-1","-0.154038592","0.995703861","0","0.597422317","2","0.5","1.75","O4","de-protonated","0","-9999","C8 H14 O4","8","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","179.035127","179.034958566","179.034982284","1026538.7","-9999","860486","17.23","-1","-0.132476745","0.996820625","0","0.598092375","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"10","185.082061","185.081900438","185.081932477","565923.9","-9999","1187659.1","8.6","-1","-0.173108076","0.994577391","0","0.596746434","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"11","185.154965","185.154804533","185.154703496","573125.9","-9999","1281902.8","8.73","-1","0.545689797","0.947402443","0","0.568441466","1","0.181818182","2","O2","de-protonated","0","-9999","C11 H22 O2","11","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"13","190.957661","190.957508087","190.95734036","1370348.4","-9999","987646.6","23.53","-1","0.878349041","0.869369429","0","0.521621658","4","0.8","1","S1 P1 O4","de-protonated","0","-9999","C5 H5 O4 P1 S1","5","5","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"16","199.061351","199.061208637","199.061197032","1198211.5","-9999","715815.7","20.17","-1","0.058296595","0.999383538","0","0.599630123","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","201.07702","201.076880261","201.076847097","501438.8","-9999","1272287.6","7.26","-1","0.164933061","0.995076229","0","0.597045737","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","202.072215","202.072076557","202.072096069","543568.9","-9999","1269419.5","8.02","-1","-0.096561526","0.99830958","0","0.598985748","3","0.625","1.625","N1 O5","de-protonated","0","-9999","C8 H13 O5 N1","8","13","5","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"22","205.10827","205.108135509","205.108147226","612145.8","-9999","911549.4","9.25","-1","-0.057124182","0.999408077","0","0.599644846","1","0.555555556","2","O5","de-protonated","0","-9999","C9 H18 O5","9","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","207.012293","207.012160988","207.012138839","512218.6","-9999","1025121.2","7.39","-1","0.106994445","0.997924966","0","0.598754979","7","0.3","0.8","S1 O3","de-protonated","0","-9999","C10 H8 O3 S1","10","8","3","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"27","209.154825","209.154695777","209.154703496","943819.9","-9999","902526.4","15.24","-1","-0.036905004","0.999752901","0","0.599851741","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","211.134091","211.133964354","211.133968051","569349.3","-9999","986792.5","8.38","-1","-0.017511472","0.99994436","0","0.599966616","3","0.25","1.666666667","O3","de-protonated","0","-9999","C12 H20 O3","12","20","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","215.056202","215.05608046","215.056111652","542321.3","-9999","1069105.2","7.86","-1","-0.14504193","0.996190111","0","0.597714066","4","0.666666667","1.333333333","O6","de-protonated","0","-9999","C9 H12 O6","9","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"33","217.071871","217.071752084","217.071761716","1375180.3","-9999","747526.7","22.9","-1","-0.044374835","0.999642768","0","0.599785661","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"37","219.08756","219.087443708","219.087411781","699951.4","-9999","980624.9","10.64","-1","0.145727826","0.996154062","0","0.597692437","2","0.666666667","1.777777778","O6","de-protonated","0","-9999","C9 H16 O6","9","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"38","221.154838","221.154724399","221.154703496","672353.6","-9999","803776.2","10.14","-1","0.094518944","0.998380281","0","0.599028169","4","0.142857143","1.571428571","O2","de-protonated","0","-9999","C14 H22 O2","14","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","227.092587","227.092481129","227.092497161","569427.3","-9999","855926.6","8.21","-1","-0.070596734","0.999096087","0","0.599457652","4","0.454545455","1.454545455","O5","de-protonated","0","-9999","C11 H16 O5","11","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","227.128985","227.128879177","227.128882671","660729.1","-9999","868133.1","9.85","-1","-0.015383134","0.999957063","0","0.599974238","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"43","231.087559","231.08745833","231.087411781","897006.2","-9999","634028.2","13.99","-1","0.201435802","0.992664506","0","0.595598703","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"46","239.128947","239.128856799","239.128882671","1151358.5","-9999","726618.3","18.37","-1","-0.108192101","0.997878301","0","0.598726981","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"48","241.046709","241.046621295","241.046609596","1593906.5","-9999","616569.7","26.1","-1","0.048534488","0.999572671","0","0.599743603","6","0.666666667","1.111111111","N2 O6","de-protonated","0","-9999","C9 H10 O6 N2","9","10","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"49","241.108172","241.108084375","241.108147226","609084.3","-9999","899585.2","8.74","-1","-0.260672738","0.987746208","0","0.592647725","4","0.416666667","1.5","O5","de-protonated","0","-9999","C12 H18 O5","12","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"50","241.144599","241.144511423","241.144532735","1323778.1","-9999","722781.7","21.34","-1","-0.088379563","0.998583718","0","0.599150231","3","0.307692308","1.692307692","O4","de-protonated","0","-9999","C13 H22 O4","13","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","242.176273","242.176186766","242.176167217","1296807","-9999","751386.9","20.86","-1","0.080723392","0.998818331","0","0.599290998","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"52","243.033379","243.033293882","243.033268207","1899951.5","-9999","746763.7","31.38","-1","0.105643897","0.997976967","0","0.59878618","5","0.5","1.2","S1 O5","de-protonated","0","-9999","C10 H12 O5 S1","10","12","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"53","243.123897","243.123812","243.12379729","744125.9","-9999","902288","11.07","-1","0.060501613","0.999336038","0","0.599601623","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"54","245.048996","245.048913506","245.048918271","1180270.1","-9999","893900.7","18.73","-1","-0.01944696","0.999931381","0","0.599958829","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"55","245.103133","245.103050576","245.103061845","730774.6","-9999","718717.4","10.83","-1","-0.045976857","0.999616514","0","0.599769909","3","0.545454545","1.636363636","O6","de-protonated","0","-9999","C11 H18 O6","11","18","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"56","245.139537","245.139454624","245.139447355","523708.3","-9999","859158.7","7.2","-1","0.029652404","0.999840471","0","0.599904283","2","0.416666667","1.833333333","O5","de-protonated","0","-9999","C12 H22 O5","12","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"57","247.118788","247.1187082","247.11871191","571953.2","-9999","842569.8","8.01","-1","-0.015010829","0.999959116","0","0.59997547","2","0.545454545","1.818181818","O6","de-protonated","0","-9999","C11 H20 O6","11","20","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"58","249.149697","249.149619844","249.149618115","1584105.3","-9999","770266.3","25.72","-1","0.006938494","0.999991265","0","0.599994759","5","0.2","1.466666667","O3","de-protonated","0","-9999","C15 H22 O3","15","22","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"59","249.186092","249.186014892","249.186003625","633518.8","-9999","811593.8","9.08","-1","0.045214232","0.999629128","0","0.599777477","4","0.125","1.625","O2","de-protonated","0","-9999","C16 H26 O2","16","26","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"60","251.056163","251.056088326","251.056111652","527945","-9999","774563.7","7.2","-1","-0.092910554","0.998434894","0","0.599060936","7","0.5","1","O6","de-protonated","0","-9999","C12 H12 O6","12","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"61","251.095945","251.095870378","251.095868465","4206479","-9999","801447.9","71.35","-1","0.007620028","0.999989464","0","0.599993679","1","0.5","2","S1 O5","de-protonated","0","-9999","C10 H20 O5 S1","10","20","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"62","251.128955","251.128880421","251.128882671","1016979.9","-9999","858812.9","15.73","-1","-0.008958342","0.999985439","0","0.599991263","5","0.285714286","1.428571429","O4","de-protonated","0","-9999","C14 H20 O4","14","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"63","252.099288","252.099214684","252.098979523","596900","-9999","971774.5","8.4","-1","0.932813714","0.853947111","0","0.512368266","6","0.363636364","1.363636364","N3 O4","de-protonated","0","-9999","C11 H15 O4 N3","11","15","4","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"66","253.144581","253.144509045","253.144532735","6662333.5","-9999","658748.9","114.17","-1","-0.093583394","0.998449407","0.984594342","0.992907381","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"67","254.147935","254.147864351","254.14788757","1147342.9","-9999","763949.8","17.92","-1","-0.091360124","0.998486654","0.984594342","0.992929729","4","0.285714286","1.571428571","13C1 O4","de-protonated","1","66","C13 H22 O4 13C1","13","22","4","-9999","-9999","-9999","1","-9999","-9999","-9999","-9999"
"70","255.051135","255.051065527","255.051026271","550352.2","-9999","612343.2","7.55","-1","0.153912356","0.995710884","0","0.597426531","6","0.636363636","1.090909091","O7","de-protonated","0","-9999","C11 H12 O7","11","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"72","255.062332","255.062262542","255.062259661","12382162","-9999","623567.6","213.09","-1","0.011294462","0.999028518","0.982806899","0.99253987","6","0.6","1.2","N2 O6","de-protonated","0","-9999","C10 H12 O6 N2","10","12","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"73","255.123875","255.123805622","255.12379729","1422938.5","-9999","690875","22.71","-1","0.032656697","0.999806511","0","0.599883907","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"74","255.233047","255.232977764","255.232953818","559626.1","-9999","752661.8","7.71","-1","0.093818511","0.998404179","0","0.599042507","1","0.125","2","O2","de-protonated","0","-9999","C16 H32 O2","16","32","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"75","256.065709","256.065640848","256.065614496","1605727.5","-9999","859414.4","25.88","-1","0.102910979","0.998080182","0.982806899","0.991970869","6","0.6","1.2","13C1 N2 O6","de-protonated","1","72","C9 H12 O6 N2 13C1","9","12","6","2","-9999","-9999","1","-9999","-9999","-9999","-9999"
"76","256.074682","256.074613859","256.074418544","574432.7","-9999","815134.4","7.97","-1","0.762727279","0.899822012","0","0.539893207","5","0.363636364","1.454545455","N1 P1 O4","de-protonated","0","-9999","C11 H16 O4 N1 P1","11","16","4","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
