"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"7","163.016559","163.01648614","163.016569314","785941.5","-9999","874567.5","12.67","-1","-0.510221082","0.953862518","0","0.572317511","2","0.8","1.8","P1 O4","de-protonated","0","-9999","C5 H9 O4 P1","5","9","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","185.15497","185.154887544","185.154703496","531175.8","-9999","1115857.1","7.92","-1","0.994024304","0.835866305","0","0.501519783","1","0.181818182","2","O2","de-protonated","0","-9999","C11 H22 O2","11","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"21","187.01483","187.014746738","187.014915544","857729","-9999","936963","14","-1","-0.902634761","0.862573231","0","0.517543938","9","0.333333333","0.444444444","N2 O3","de-protonated","0","-9999","C9 H4 O3 N2","9","4","3","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"47","219.041173","219.041075856","219.041130293","1199069.5","-9999","797603.8","19.63","-1","-0.248521097","0.988855795","0","0.593313477","8","0.4","0.8","N2 O4","de-protonated","0","-9999","C10 H8 O4 N2","10","8","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"65","248.080833","248.080723269","248.080566553","515363.9","-9999","1104717.4","7.02","-1","0.631713509","0.930150137","0","0.558090082","3","0.5","2","N3 P1 O4","de-protonated","0","-9999","C8 H16 O4 N3 P1","8","16","4","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"75","255.062332","255.062219243","255.062259661","902839","-9999","875844.7","13.7","-1","-0.15846181","0.995454161","0","0.597272497","6","0.6","1.2","N2 O6","de-protonated","0","-9999","C10 H12 O6 N2","10","12","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"76","255.063074","255.062961243","255.063129041","5327927","-9999","693555","90.7","-1","-0.657867798","0.952780738","0.987678217","0.96673973","5","0.090909091","1.454545455","N2 S2 O1","de-protonated","0","-9999","C11 H16 O1 N2 S2","11","16","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"77","256.066514","256.066400808","256.066483876","552797.6","-9999","573379.1","7.6","-1","-0.324399448","0.981086397","0.987678217","0.983723125","5","0.090909091","1.454545455","13C1 N2 S2 O1","de-protonated","1","76","C10 H16 O1 N2 S2 13C1","10","16","1","2","-9999","2","1","-9999","-9999","-9999","-9999","-9999"
"86","262.976855","262.976738813","262.976815958","1834459.8","-9999","568136.3","29.65","-1","-0.29335337","0.984506494","0","0.590703897","10","0.5","0.4","N2 S1 O5","de-protonated","0","-9999","C10 H4 O5 N2 S1","10","4","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"88","263.044896","263.044779783","263.044716071","701604.2","-9999","852483.2","10.09","-1","0.242209171","0.989411716","0","0.59364703","3","0.111111111","1.888888889","N2 S2 P1 O1","de-protonated","0","-9999","C9 H17 O1 N2 P1 S2","9","17","1","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"120","272.026653","272.02653289","272.026803102","713905.6","-9999","613839.3","10.2","-1","-0.993327865","0.836076249","0","0.501645749","1","0.857142857","2.142857143","N1 S2 O6","de-protonated","0","-9999","C7 H15 O6 N1 S2","7","15","6","1","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"120","272.026653","272.02653289","272.026422979","713905.6","-9999","613839.3","10.2","-1","0.404044267","0.970812607","0","0.582487564","6","0.333333333","1.333333333","N3 S1 P1 O3","de-protonated","0","-9999","C9 H12 O3 N3 P1 S1","9","12","3","3","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"121","272.02716","272.02703989","272.027074428","759889.7","-9999","323010","10.99","-1","-0.126965977","0.997079256","0","0.598247553","15","0.058823529","0.470588235","N1 P1 O1","de-protonated","0","-9999","C17 H8 O1 N1 P1","17","8","1","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"121","272.02716","272.02703989","272.026803102","759889.7","-9999","323010","10.99","-1","0.870458256","0.871548966","0","0.52292938","1","0.857142857","2.142857143","N1 S2 O6","de-protonated","0","-9999","C7 H15 O6 N1 S2","7","15","6","1","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"127","272.030664","272.030543888","272.030445731","701746.1","-9999","710349.9","9.99","-1","0.360830854","0.976652452","0","0.585991471","10","0.071428571","0.857142857","N1 S1 P1 O1","de-protonated","0","-9999","C14 H12 O1 N1 P1 S1","14","12","1","1","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"143","277.000185","277.000062734","276.999860077","626034.3","-9999","830519.9","8.65","-1","0.73161311","0.90744546","0","0.544467276","9","0.230769231","0.769230769","S2 O3","de-protonated","0","-9999","C13 H10 O3 S2","13","10","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"145","277.060625","277.060502708","277.060366136","23271032","-9999","608858.6","394.53","-1","0.492933449","0.63530061","0.918779654","0.748692228","3","0.1","1.9","N2 S2 P1 O1","de-protonated","0","-9999","C10 H19 O1 N2 P1 S2","10","19","1","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
"147","278.063993","278.063870273","278.063720971","2128603","-9999","594080.9","34.1","-1","0.536935726","0.632688702","0.918779654","0.747125083","3","0.1","1.9","13C1 N2 S2 P1 O1","de-protonated","1","145","C9 H19 O1 N2 P1 S2 13C1","9","19","1","2","1","2","1","-9999","-9999","-9999","-9999","-9999"
"147","278.063993","278.063870273","278.063857316","2128603","-9999","594080.9","34.1","-1","0.046596225","0.999606115","0","0.599763669","3","0.333333333","1.888888889","N3 S2 O3","de-protonated","0","-9999","C9 H17 O3 N3 S2","9","17","3","3","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"150","279.057705","279.057581842","279.057388756","7021883.5","-9999","581295.5","117.1","-1","0.691925221","0.88916711","0.984857219","0.927443154","3","0.444444444","1.888888889","N2 S1 P1 O4","de-protonated","0","-9999","C9 H17 O4 N2 P1 S1","9","17","4","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"151","279.058332","279.058208842","279.058040204","676763.7","-9999","712950","9.47","-1","0.604311181","0.935884124","0","0.561530474","12","0.117647059","0.764705882","P1 O2","de-protonated","0","-9999","C17 H13 O2 P1","17","13","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"154","280.061121","280.060997407","280.060743591","813723.8","-9999","744150.5","11.79","-1","0.906292134","0.861538376","0.984857219","0.910865913","3","0.444444444","1.888888889","13C1 N2 S1 P1 O4","de-protonated","1","150","C8 H17 O4 N2 P1 S1 13C1","8","17","4","2","1","1","1","-9999","-9999","-9999","-9999","-9999"
"154","280.061121","280.060997407","280.060879936","813723.8","-9999","744150.5","11.79","-1","0.419448903","0.968580572","0","0.581148343","3","0.75","1.875","N3 S1 O6","de-protonated","0","-9999","C8 H15 O6 N3 S1","8","15","6","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"160","285.09898","285.098854224","285.098845845","651436.4","-9999","782519.5","8.99","-1","0.029390331","0.999843278","0","0.599905967","4","0.142857143","1.571428571","S2 O2","de-protonated","0","-9999","C14 H22 O2 S2","14","22","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999"
"171","291.039969","291.039840649","291.039630691","2705265.3","-9999","674708.4","43.23","-1","0.721406639","0.909890612","0","0.545934367","4","0.2","1.7","N2 S2 P1 O2","de-protonated","0","-9999","C10 H17 O2 N2 P1 S2","10","17","2","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999"
