"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"2","161.081721","161.0817907","161.081932477","599003.9","-9999","1582456.9","9.19","-1","-0.880156673","0.868868142","0","0.521320885","1","0.571428571","2","O4","de-protonated","0","-9999","C7 H14 O4","7","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"3","161.081937","161.0820067","161.081932477","1078894","-9999","1110726.6","18.16","-1","0.460775813","0.962208458","0","0.577325075","1","0.571428571","2","O4","de-protonated","0","-9999","C7 H14 O4","7","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","163.016439","163.016508666","163.016569314","756717.2","-9999","1111718","12.14","-1","-0.372038421","0.97519797","0","0.585118782","2","0.8","1.8","P1 O4","de-protonated","0","-9999","C5 H9 O4 P1","5","9","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"13","171.066069","171.066138525","171.066282413","766064.1","-9999","1229895.7","12.32","-1","-0.841120787","0.879526069","0","0.527715641","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"14","171.066258","171.066327525","171.066282413","1302408","-9999","1215175","22.34","-1","0.2637141","0.987460412","0","0.592476247","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"15","185.081886","185.08195528","185.081932477","580418.8","-9999","1007393.8","8.85","-1","0.123205624","0.997249467","0","0.59834968","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"17","190.957213","190.957282178","190.95734036","487873.1","-9999","1511613.5","7.07","-1","-0.304687511","0.983296384","0","0.589977831","4","0.8","1","S1 P1 O4","de-protonated","0","-9999","C5 H5 O4 P1 S1","5","5","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"19","194.082192","194.082261123","194.08226683","593313.6","-9999","1078461.2","9.01","-1","-0.029404139","0.999843131","0","0.599905879","5","0.3","1.3","N1 O3","de-protonated","0","-9999","C10 H13 O3 N1","10","13","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"22","195.138983","195.139052105","195.139053431","1167010.9","-9999","990542.2","19.6","-1","-0.006799791","0.99999161","0","0.599994966","3","0.166666667","1.666666667","O2","de-protonated","0","-9999","C12 H20 O2","12","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","199.061124","199.061193036","199.061197032","2868861.8","-9999","1095526","50.95","-1","-0.020075909","0.999926871","0","0.599956123","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
