"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","33S","34S"
"61","245.049797","245.048976736","245.048918271","942258.8","-9999","686323","14.52","-1","0.238582649","0.98972479","0","0.593834874","4","0.5","1.4","S1 O5","de-protonated","0","-9999","C10 H14 O5 S1","10","14","5","-9999","-9999","1","-9999","-9999","-9999"
"62","245.140326","245.13950602","245.139447355","795841.6","-9999","907657.2","11.95","-1","0.239312976","0.989662114","0","0.593797268","2","0.416666667","1.833333333","O5","de-protonated","0","-9999","C12 H22 O5","12","22","5","-9999","-9999","-9999","-9999","-9999","-9999"
"63","248.020994","248.020183059","248.020060495","645845.4","-9999","1036717.4","9.28","-1","0.494168676","0.956657103","0","0.573994262","9","0.545454545","0.636363636","N1 O6","de-protonated","0","-9999","C11 H7 O6 N1","11","7","6","1","-9999","-9999","-9999","-9999","-9999"
"64","249.005007","249.004199147","249.004076078","1138034.3","-9999","590071.4","17.88","-1","0.494243187","0.956644319","0","0.573986592","9","0.636363636","0.545454545","O7","de-protonated","0","-9999","C11 H6 O7","11","6","7","-9999","-9999","-9999","-9999","-9999","-9999"
"65","249.041405","249.040597261","249.040461587","673015.9","-9999","754522.4","9.75","-1","0.544784693","0.947572127","0","0.568543276","8","0.5","0.833333333","O6","de-protonated","0","-9999","C12 H10 O6","12","10","6","-9999","-9999","-9999","-9999","-9999","-9999"
"66","249.084236","249.083428395","249.083209581","770046.8","-9999","787661.8","11.45","-1","0.878478967","0.869333423","0","0.521600054","2","0.222222222","2.111111111","N2 S1 P1 O2","de-protonated","0","-9999","C9 H19 O2 N2 P1 S1","9","19","2","2","1","1","-9999","-9999","-9999"
"67","249.150569","249.149761603","249.149618115","627721.3","-9999","714714","8.96","-1","0.575910683","0.941593477","0","0.564956086","5","0.2","1.466666667","O3","de-protonated","0","-9999","C15 H22 O3","15","22","3","-9999","-9999","-9999","-9999","-9999","-9999"
"68","251.02069","251.019888472","251.019726143","1050718","-9999","580631.3","16.29","-1","0.646678727","0.926926839","0","0.556156103","8","0.636363636","0.727272727","O7","de-protonated","0","-9999","C11 H8 O7","11","8","7","-9999","-9999","-9999","-9999","-9999","-9999"
"69","251.057005","251.056203586","251.056111652","861811.6","-9999","756149.1","13","-1","0.366187938","0.975962507","0","0.585577504","7","0.5","1","O6","de-protonated","0","-9999","C12 H12 O6","12","12","6","-9999","-9999","-9999","-9999","-9999","-9999"
"70","252.999893","252.999097682","252.998990698","735964.1","-9999","902183.5","10.8","-1","0.422865503","0.968074929","0","0.580844957","8","0.8","0.6","O8","de-protonated","0","-9999","C10 H6 O8","10","6","8","-9999","-9999","-9999","-9999","-9999","-9999"
"71","253.145479","253.144684139","253.144532735","4498098","-9999","562178.7","76.32","-1","0.598093026","0.94720016","0.977850396","0.959460255","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999"
"73","254.148804","254.148012287","254.14788757","816647.5","-9999","526476.1","12.15","-1","0.490727044","0.957245674","0.977850396","0.965487563","4","0.285714286","1.571428571","13C1 O4","de-protonated","1","71","C13 H22 O4 13C1","13","22","4","-9999","-9999","-9999","1","-9999","-9999"
"75","255.051929","255.051140121","255.051026271","667980.1","-9999","769373.8","9.57","-1","0.446380546","0.964491109","0","0.578694665","6","0.636363636","1.090909091","O7","de-protonated","0","-9999","C11 H12 O7","11","12","7","-9999","-9999","-9999","-9999","-9999","-9999"
"76","255.063203","255.062414157","255.062259661","6913485.5","-9999","628981.5","117.92","-1","0.605718397","0.467797506","0.902398978","0.641638095","6","0.6","1.2","N2 O6","de-protonated","0","-9999","C10 H12 O6 N2","10","12","6","2","-9999","-9999","-9999","-9999","-9999"
"77","255.08828","255.087491235","255.087411781","655889.3","-9999","747249.3","9.36","-1","0.311479628","0.982549975","0","0.589529985","5","0.5","1.333333333","O6","de-protonated","0","-9999","C12 H16 O6","12","16","6","-9999","-9999","-9999","-9999","-9999","-9999"
"78","255.124762","255.12397335","255.12379729","1027158.6","-9999","836484.5","15.8","-1","0.690095008","0.917216709","0","0.550330025","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999"
"79","256.026097","256.025311178","256.025145876","521432.8","-9999","630184.7","7.03","-1","0.645649537","0.927150567","0","0.55629034","11","0.384615385","0.538461538","N1 O5","de-protonated","0","-9999","C13 H7 O5 N1","13","7","5","1","-9999","-9999","-9999","-9999","-9999"
"81","257.049888","257.049105391","257.048918271","2077418","-9999","660200.8","34.02","-1","0.727952837","0.90832554","0","0.544995324","5","0.454545455","1.272727273","S1 O5","de-protonated","0","-9999","C11 H14 O5 S1","11","14","5","-9999","-9999","1","-9999","-9999","-9999"
"82","257.067669","257.066886446","257.066676336","800044.4","-9999","840284.7","11.86","-1","0.817338704","0.885843089","0","0.531505853","5","0.636363636","1.272727273","O7","de-protonated","0","-9999","C11 H14 O7","11","14","7","-9999","-9999","-9999","-9999","-9999","-9999"
"83","257.104007","257.10322456","257.103061845","570033.6","-9999","749073.6","7.87","-1","0.632879352","0.929901343","0","0.557940806","4","0.5","1.5","O6","de-protonated","0","-9999","C12 H18 O6","12","18","6","-9999","-9999","-9999","-9999","-9999","-9999"
"84","257.140445","257.139662675","257.139447355","2041078.6","-9999","600462.3","33.24","-1","0.837367468","0.880532038","0","0.528319223","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999"
"85","257.176815","257.176032789","257.175832864","567227.8","-9999","900984.5","7.78","-1","0.777386355","0.896143429","0","0.537686057","2","0.285714286","1.857142857","O4","de-protonated","0","-9999","C14 H26 O4","14","26","4","-9999","-9999","-9999","-9999","-9999","-9999"
"88","259.025801","259.025024591","259.024811523","919098","-9999","711117.2","13.86","-1","0.822577238","0.884463329","0","0.530677998","10","0.461538462","0.615384615","O6","de-protonated","0","-9999","C13 H8 O6","13","8","6","-9999","-9999","-9999","-9999","-9999","-9999"
"89","259.101942","259.10116583","259.100953845","672196.3","-9999","755475.2","9.59","-1","0.818155293","0.885628449","0","0.53137707","3","0.333333333","1.666666667","S1 O4","de-protonated","0","-9999","C12 H20 O4 S1","12","20","4","-9999","-9999","1","-9999","-9999","-9999"
"93","261.041424","261.040653916","261.040461587","547684","-9999","722680.9","7.4","-1","0.736775722","0.906198116","0","0.543718869","9","0.461538462","0.769230769","O6","de-protonated","0","-9999","C13 H10 O6","13","10","6","-9999","-9999","-9999","-9999","-9999","-9999"
"96","262.99102799999997","262.990264033","262.990354566","897786.8","-9999","628218.1","13.42","-1","-0.344243141","0.97872725","0","0.58723635","14","0.2","0.333333333","P1 O3","de-protonated","0","-9999","C15 H5 O3 P1","15","5","3","-9999","1","-9999","-9999","-9999","-9999"
"98","263.020731","263.019967127","263.019726143","950654.4","-9999","703238","14.32","-1","0.916220365","0.858714419","0","0.515228651","9","0.583333333","0.666666667","O7","de-protonated","0","-9999","C12 H8 O7","12","8","7","-9999","-9999","-9999","-9999","-9999","-9999"
"99","263.057108","263.056344241","263.056111652","641090.9","-9999","710589.8","9","-1","0.884179521","0.867749881","0","0.520649929","8","0.461538462","0.923076923","O6","de-protonated","0","-9999","C13 H12 O6","13","12","6","-9999","-9999","-9999","-9999","-9999","-9999"
"100","264.989067","264.988309303","264.988246566","546669.3","-9999","700364.8","7.34","-1","0.236755022","0.989880815","0","0.593928489","13","0.066666667","0.466666667","S1 P1 O1","de-protonated","0","-9999","C15 H7 O1 P1 S1","15","7","1","-9999","1","1","-9999","-9999","-9999"
"102","265.036348","265.035590451","265.035376207","529714.9","-9999","445781.1","7.05","-1","0.808361413","0.888192027","0","0.532915216","8","0.583333333","0.833333333","O7","de-protonated","0","-9999","C12 H10 O7","12","10","7","-9999","-9999","-9999","-9999","-9999","-9999"
"104","265.072735","265.071977566","265.071761716","535607.3","-9999","796363.5","7.15","-1","0.81430477","0.886639133","0","0.53198348","7","0.461538462","1.076923077","O6","de-protonated","0","-9999","C13 H14 O6","13","14","6","-9999","-9999","-9999","-9999","-9999","-9999"
"105","265.148922","265.148164805","265.147904038","3057152.3","-9999","580450.6","50.29","-1","0.983474669","0.839036358","0","0.503421815","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999"
"111","267.052014","267.051262776","267.051026271","618749.6","-9999","573743.1","8.57","-1","0.885616768","0.867349473","0","0.520409684","7","0.583333333","1","O7","de-protonated","0","-9999","C12 H12 O7","12","12","7","-9999","-9999","-9999","-9999","-9999","-9999"
"126","271.046949","271.046210312","271.045940891","546547.7","-9999","627554","7.29","-1","0.994004917","0.83587215","0","0.50152329","6","0.727272727","1.090909091","O8","de-protonated","0","-9999","C11 H12 O8","11","12","8","-9999","-9999","-9999","-9999","-9999","-9999"
"135","273.099378","273.098645752","273.098845845","535400","-9999","982283.1","7.06","-1","-0.732673796","0.907189762","0","0.544313857","3","0.153846154","1.692307692","S2 O2","de-protonated","0","-9999","C13 H22 O2 S2","13","22","2","-9999","-9999","2","-9999","-9999","-9999"
"137","274.973351","274.972624633","274.972596501","549987.1","-9999","667690.6","7.31","-1","0.102306301","0.998102655","0","0.598861593","15","0.0625","0.3125","S1 P1 O1","de-protonated","0","-9999","C16 H5 O1 P1 S1","16","5","1","-9999","1","1","-9999","-9999","-9999"
"141","277.000485","276.999764994","276.999860077","534310.8","-9999","970263.5","7.04","-1","-0.343263349","0.978846884","0","0.58730813","9","0.230769231","0.769230769","S2 O3","de-protonated","0","-9999","C13 H10 O3 S2","13","10","3","-9999","-9999","2","-9999","-9999","-9999"
"147","279.05795","279.05723645","279.057388756","997158.8","-9999","466099.2","14.8","-1","-0.545786813","0.94738424","0","0.568430544","3","0.444444444","1.888888889","N2 S1 P1 O4","de-protonated","0","-9999","C9 H17 O4 N2 P1 S1","9","17","4","2","1","1","-9999","-9999","-9999"
"170","287.151401","287.150712846","287.150881418","683814.4","-9999","644743.8","9.4","-1","-0.587051495","0.939382474","0","0.563629484","2","0.066666667","1.866666667","S2 O1","de-protonated","0","-9999","C15 H28 O1 S2","15","28","1","-9999","-9999","2","-9999","-9999","-9999"
"171","288.981876","288.98119359","288.981232633","606908.8","-9999","740116.6","8.12","-1","-0.13510531","0.996693415","0","0.598016049","11","0.461538462","0.461538462","S1 O6","de-protonated","0","-9999","C13 H6 O6 S1","13","6","6","-9999","-9999","1","-9999","-9999","-9999"
"176","291.040153","291.039477049","291.039630691","3024291.3","-9999","503376.8","48.14","-1","-0.527908052","0.950689875","0","0.570413925","4","0.2","1.7","N2 S2 P1 O2","de-protonated","0","-9999","C10 H17 O2 N2 P1 S2","10","17","2","2","1","2","-9999","-9999","-9999"
"179","291.119429","291.118753297","291.118926385","912681.6","-9999","700784.3","13.14","-1","-0.594559607","0.937871517","0","0.56272291","2","0.230769231","1.923076923","S1 P1 O3","de-protonated","0","-9999","C13 H25 O3 P1 S1","13","25","3","-9999","1","1","-9999","-9999","-9999"
"181","293.031601","293.030931298","293.031160206","1245378.1","-9999","646881.9","18.65","-1","-0.781175635","0.895183632","0","0.537110179","8","0.214285714","1","S2 O3","de-protonated","0","-9999","C14 H14 O3 S2","14","14","3","-9999","-9999","2","-9999","-9999","-9999"
"182","293.037216","293.036546315","293.036653311","871618.6","-9999","553878.1","12.46","-1","-0.365126451","0.976099986","0","0.585659991","4","0.555555556","1.666666667","N2 S1 P1 O5","de-protonated","0","-9999","C9 H15 O5 N2 P1 S1","9","15","5","2","1","1","-9999","-9999","-9999"
"189","295.047188","295.046524622","295.046810271","772961.5","-9999","587420.4","10.82","-1","-0.968146561","0.84360301","0","0.506161806","7","0.214285714","1.142857143","S2 O3","de-protonated","0","-9999","C14 H16 O3 S2","14","16","3","-9999","-9999","2","-9999","-9999","-9999"
"194","297.099272","297.098615062","297.098845845","1067010.8","-9999","681660.8","15.6","-1","-0.77678906","0.896294387","0","0.537776632","5","0.133333333","1.466666667","S2 O2","de-protonated","0","-9999","C15 H22 O2 S2","15","22","2","-9999","-9999","2","-9999","-9999","-9999"
"197","297.155896","297.155239239","297.155491342","550919.3","-9999","1099443.5","7.09","-1","-0.848387461","0.87756896","0","0.526541376","0","0.666666667","2.166666667","O8","de-protonated","0","-9999","C12 H26 O8","12","26","8","-9999","-9999","-9999","-9999","-9999","-9999"
"199","298.036973","298.036319004","298.036579939","681548.4","-9999","876138.3","9.25","-1","-0.875515055","0.870153848","0","0.522092309","11","0.0625","0.8125","N1 S2 O1","de-protonated","0","-9999","C16 H13 O1 N1 S2","16","13","1","1","-9999","2","-9999","-9999","-9999"
"201","299.021034","299.020383092","299.020595522","1160601.6","-9999","459658.8","17.14","-1","-0.710421095","0.912491222","0","0.547494733","11","0.125","0.75","S2 O2","de-protonated","0","-9999","C16 H12 O2 S2","16","12","2","-9999","-9999","2","-9999","-9999","-9999"
"202","299.042043","299.041392158","299.041344768","571419.2","-9999","530033.4","7.43","-1","0.158472553","0.995453546","0","0.597272128","11","0.066666667","0.866666667","N2 S1 P1 O1","de-protonated","0","-9999","C15 H13 O1 N2 P1 S1","15","13","1","2","1","1","-9999","-9999","-9999"
"203","299.078528","299.077877272","299.0781104","986270.1","-9999","586641.1","14.27","-1","-0.779487132","0.895611767","0","0.53736706","5","0.214285714","1.428571429","S2 O3","de-protonated","0","-9999","C14 H20 O3 S2","14","20","3","-9999","-9999","2","-9999","-9999","-9999"
"205","299.114884","299.114233386","299.114495909","1004064.9","-9999","707454.8","14.56","-1","-0.877666615","0.869558485","0","0.521735091","4","0.133333333","1.6","S2 O2","de-protonated","0","-9999","C15 H24 O2 S2","15","24","2","-9999","-9999","2","-9999","-9999","-9999"
"207","299.151379","299.150728501","299.150881418","704035.8","-9999","581942.1","9.61","-1","-0.511172285","0.953694379","0","0.572216627","3","0.0625","1.75","S2 O1","de-protonated","0","-9999","C16 H28 O1 S2","16","28","1","-9999","-9999","2","-9999","-9999","-9999"
"209","300.016198","300.015550215","300.015844495","965991.7","-9999","467281.3","13.93","-1","-0.980881578","0.8398122","0","0.50388732","11","0.133333333","0.733333333","N1 S2 O2","de-protonated","0","-9999","C15 H11 O2 N1 S2","15","11","2","1","-9999","2","-9999","-9999","-9999"
"212","301.036886","301.036241417","301.036245587","731448","-9999","701219.5","10","-1","-0.013850358","0.999965193","0","0.599979116","10","0.125","0.875","S2 O2","de-protonated","0","-9999","C16 H14 O2 S2","16","14","2","-9999","-9999","2","-9999","-9999","-9999"
"213","301.057786","301.057141483","301.057374955","628793.6","-9999","743190.4","8.32","-1","-0.775506455","0.896618242","0","0.537970945","5","0.307692308","1.384615385","S2 O4","de-protonated","0","-9999","C13 H18 O4 S2","13","18","4","-9999","-9999","2","-9999","-9999","-9999"
"213","301.057786","301.057141483","301.056994832","628793.6","-9999","743190.4","8.32","-1","0.487119001","0.957858671","0","0.574715202","10","0.066666667","1","N2 S1 P1 O1","de-protonated","0","-9999","C15 H15 O1 N2 P1 S1","15","15","1","2","1","1","-9999","-9999","-9999"
"214","301.073043","301.072398531","301.072631096","556218.9","-9999","899809.1","7.13","-1","-0.772455974","0.897386799","0","0.538432079","9","0.058823529","1.058823529","S2 O1","de-protonated","0","-9999","C17 H18 O1 S2","17","18","1","-9999","-9999","2","-9999","-9999","-9999"
"215","301.094189","301.093544597","301.093760464","562108.5","-9999","762326.1","7.23","-1","-0.716942983","0.910951211","0","0.546570727","4","0.214285714","1.571428571","S2 O3","de-protonated","0","-9999","C14 H22 O3 S2","14","22","3","-9999","-9999","2","-9999","-9999","-9999"
"216","301.130541","301.129896711","301.130145974","2123711.3","-9999","501571.4","32.81","-1","-0.827756181","0.883092732","0","0.529855639","3","0.133333333","1.733333333","S2 O2","de-protonated","0","-9999","C15 H26 O2 S2","15","26","2","-9999","-9999","2","-9999","-9999","-9999"
"218","301.166994","301.166349826","301.16653148300003","811714.3","-9999","650998.4","11.32","-1","-0.603178922","0.936116322","0","0.561669793","2","0.0625","1.875","S2 O1","de-protonated","0","-9999","C16 H30 O1 S2","16","30","1","-9999","-9999","2","-9999","-9999","-9999"
"221","303.052274","303.051635741","303.051895651","573271.3","-9999","818793.4","7.41","-1","-0.857641348","0.875058671","0","0.525035203","9","0.125","1","S2 O2","de-protonated","0","-9999","C16 H16 O2 S2","16","16","2","-9999","-9999","2","-9999","-9999","-9999"
"223","303.146203","303.145565036","303.145796038","1064286.8","-9999","661403.2","15.45","-1","-0.762015702","0.899999174","0","0.539999505","2","0.133333333","1.866666667","S2 O2","de-protonated","0","-9999","C15 H28 O2 S2","15","28","2","-9999","-9999","2","-9999","-9999","-9999"
"224","305.031632","305.030999952","305.031160206","1085429.1","-9999","586040.6","15.8","-1","-0.52536902","0.951151308","0","0.570690785","9","0.2","0.933333333","S2 O3","de-protonated","0","-9999","C15 H14 O3 S2","15","14","3","-9999","-9999","2","-9999","-9999","-9999"
"225","305.053339","305.052707021","305.052757605","1173110.9","-9999","675602.9","17.23","-1","-0.165822193","0.995023131","0","0.597013879","10","0.5","0.833333333","N4 O6","de-protonated","0","-9999","C12 H10 O6 N4","12","10","6","4","-9999","-9999","-9999","-9999","-9999"
"226","305.067963","305.067331066","305.067545716","761464.1","-9999","502859.4","10.49","-1","-0.703612271","0.914086711","0","0.548452026","8","0.125","1.125","S2 O2","de-protonated","0","-9999","C16 H18 O2 S2","16","18","2","-9999","-9999","2","-9999","-9999","-9999"
"228","307.047217","307.046591277","307.046810271","1074200","-9999","619364.6","15.52","-1","-0.713225713","0.911830375","0","0.547098225","8","0.2","1.066666667","S2 O3","de-protonated","0","-9999","C15 H16 O3 S2","15","16","3","-9999","-9999","2","-9999","-9999","-9999"
"229","307.071534","307.070908353","307.07093082","809242","-9999","681157.3","11.2","-1","-0.073163017","0.999029208","0","0.599417525","3","0.181818182","1.909090909","N2 S2 P1 O2","de-protonated","0","-9999","C11 H21 O2 N2 P1 S2","11","21","2","2","1","2","-9999","-9999","-9999"
"230","307.083637","307.083011391","307.08319578","632858.9","-9999","628366.3","8.33","-1","-0.600452094","0.936673975","0","0.562004385","7","0.125","1.25","S2 O2","de-protonated","0","-9999","C16 H20 O2 S2","16","20","2","-9999","-9999","2","-9999","-9999","-9999"
"233","309.02671","309.026090489","309.026074826","678842.5","-9999","685602.9","9.08","-1","0.050683937","0.999533992","0","0.599720395","8","0.285714286","1","S2 O4","de-protonated","0","-9999","C14 H14 O4 S2","14","14","4","-9999","-9999","2","-9999","-9999","-9999"
"234","309.04174","309.041120536","309.041330967","554555.8","-9999","860519.5","7.05","-1","-0.680916913","0.919313308","0","0.551587985","12","0.055555556","0.777777778","S2 O1","de-protonated","0","-9999","C18 H14 O1 S2","18","14","1","-9999","-9999","2","-9999","-9999","-9999"
"235","309.062899","309.062279602","309.062460335","790269.6","-9999","571287.8","10.89","-1","-0.584778669","0.939836553","0","0.563901932","7","0.2","1.2","S2 O3","de-protonated","0","-9999","C15 H18 O3 S2","15","18","3","-9999","-9999","2","-9999","-9999","-9999"
"236","309.099229","309.098609716","309.098845845","816448.6","-9999","593929","11.32","-1","-0.763925481","0.899523399","0","0.539714039","6","0.125","1.375","S2 O2","de-protonated","0","-9999","C16 H22 O2 S2","16","22","2","-9999","-9999","2","-9999","-9999","-9999"
"240","311.021028","311.020414747","311.020595522","1295969.5","-9999","575232.2","19.12","-1","-0.581234094","0.94054163","0","0.564324978","12","0.117647059","0.705882353","S2 O2","de-protonated","0","-9999","C17 H12 O2 S2","17","12","2","-9999","-9999","2","-9999","-9999","-9999"
"241","311.042311","311.041697813","311.04172489","812003.3","-9999","505842","11.24","-1","-0.08705279","0.998625893","0","0.599175536","7","0.285714286","1.142857143","S2 O4","de-protonated","0","-9999","C14 H16 O4 S2","14","16","4","-9999","-9999","2","-9999","-9999","-9999"
"242","311.078563","311.077949927","311.0781104","1057382.4","-9999","423153.1","15.24","-1","-0.51585965","0.952861684","0","0.57171701","6","0.2","1.333333333","S2 O3","de-protonated","0","-9999","C15 H20 O3 S2","15","20","3","-9999","-9999","2","-9999","-9999","-9999"
"243","311.104498","311.103885009","311.10373055","1260520.5","-9999","704649.2","18.54","-1","0.496484006","0.956259038","0","0.573755423","11","0.235294118","0.941176471","N2 O4","de-protonated","0","-9999","C17 H16 O4 N2","17","16","4","2","-9999","-9999","-9999","-9999","-9999"
"244","311.114986","311.114373041","311.114495909","989161.4","-9999","607349.1","14.13","-1","-0.394927607","0.972096543","0","0.583257926","5","0.125","1.5","S2 O2","de-protonated","0","-9999","C16 H24 O2 S2","16","24","2","-9999","-9999","2","-9999","-9999","-9999"
"245","311.151205","311.150592155","311.150881418","731116.5","-9999","592697.8","9.92","-1","-0.929656379","0.854858757","0","0.512915254","4","0.058823529","1.647058824","S2 O1","de-protonated","0","-9999","C17 H28 O1 S2","17","28","1","-9999","-9999","2","-9999","-9999","-9999"
"246","311.151578","311.150965156","311.150881418","611820.6","-9999","904017.4","7.98","-1","0.269122711","0.986944186","0","0.592166512","4","0.058823529","1.647058824","S2 O1","de-protonated","0","-9999","C17 H28 O1 S2","17","28","1","-9999","-9999","2","-9999","-9999","-9999"
