"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","33S","34S"
"9","209.009941","209.010112848","209.010030838","5933860.5","-9999","737001","106.01","-1","0.392373518","0.972451291","0","0.583470774","6","0.1","1","S2 O1","de-protonated","0","-9999","C10 H10 O1 S2","10","10","1","-9999","-9999","2","-9999","-9999","-9999"
"11","211.025591","211.025762254","211.025680903","809451.1","-9999","1052603.9","12.75","-1","0.385504898","0.973394512","0","0.584036707","5","0.1","1.2","S2 O1","de-protonated","0","-9999","C10 H12 O1 S2","10","12","1","-9999","-9999","2","-9999","-9999","-9999"
"14","223.025696","223.025863717","223.025680903","889037.3","-9999","688572.6","13.95","-1","0.819701268","0.885221646","0","0.531132988","6","0.090909091","1.090909091","S2 O1","de-protonated","0","-9999","C11 H12 O1 S2","11","12","1","-9999","-9999","2","-9999","-9999","-9999"
"15","225.00498","225.005147134","225.004945458","1138696.3","-9999","738971.2","18.36","-1","0.896317786","0.864353667","0","0.5186122","6","0.2","1","S2 O2","de-protonated","0","-9999","C10 H10 O2 S2","10","10","2","-9999","-9999","2","-9999","-9999","-9999"
"16","231.088363","231.088528341","231.088749191","995433.4","-9999","1022230.8","15.68","-1","-0.955695627","0.847277588","0","0.508366553","8","0.181818182","1.090909091","N4 O2","de-protonated","0","-9999","C11 H12 O2 N4","11","12","2","4","-9999","-9999","-9999","-9999","-9999"
"17","233.031647","233.031811768","233.031628237","942059.6","-9999","809957.4","14.73","-1","0.787579593","0.893553308","0","0.536131985","9","0.444444444","0.666666667","N4 O4","de-protonated","0","-9999","C9 H6 O4 N4","9","6","4","4","-9999","-9999","-9999","-9999","-9999"
"22","245.049988","245.050149226","245.050255682","823275.6","-9999","841857","12.41","-1","-0.434425297","0.966335724","0","0.579801434","9","0.090909091","0.909090909","N4 S1 O1","de-protonated","0","-9999","C11 H10 O1 N4 S1","11","10","1","4","-9999","1","-9999","-9999","-9999"
"24","251.020794","251.020953466","251.021063553","1345495.6","-9999","729365.3","21.37","-1","-0.438557898","0.965703357","0","0.579422014","13","0.25","0.333333333","N4 O3","de-protonated","0","-9999","C12 H4 O3 N4","12","4","3","4","-9999","-9999","-9999","-9999","-9999"
"28","255.052119","255.052277278","255.052363682","972912.7","-9999","625351.7","14.83","-1","-0.338771268","0.97939119","0","0.587634714","11","0.25","0.666666667","N4 O3","de-protonated","0","-9999","C12 H8 O3 N4","12","8","3","4","-9999","-9999","-9999","-9999","-9999"
"30","255.062718","255.062876274","255.063129041","1898546.3","-9999","902732.8","30.84","-1","-0.990994573","0.836778938","0","0.502067363","5","0.090909091","1.454545455","N2 S2 O1","de-protonated","0","-9999","C11 H16 O1 N2 S2","11","16","1","2","-9999","2","-9999","-9999","-9999"
"32","255.063692","255.063850274","255.063913431","3639090.3","-9999","538806.7","60.95","-1","-0.247611953","0.988936729","0","0.593362038","1","0.875","2.125","P1 O7","de-protonated","0","-9999","C8 H17 O7 P1","8","17","7","-9999","1","-9999","-9999","-9999","-9999"
"33","255.12489","255.125048256","255.125134701","1216059.3","-9999","720231.1","19.03","-1","-0.338832008","0.979383876","0","0.587630326","9","0.071428571","1.142857143","N4 O1","de-protonated","0","-9999","C14 H16 O1 N4","14","16","1","4","-9999","-9999","-9999","-9999","-9999"
"35","257.050019","257.050176689","257.050255682","1015821.8","-9999","530373.6","15.56","-1","-0.307305699","0.983010545","0","0.589806327","10","0.083333333","0.833333333","N4 S1 O1","de-protonated","0","-9999","C12 H10 O1 N4 S1","12","10","1","4","-9999","1","-9999","-9999","-9999"
"36","257.140571","257.140728662","257.140784765","1921626.5","-9999","685868.9","31.07","-1","-0.21818063","0.991399732","0","0.594839839","8","0.071428571","1.285714286","N4 O1","de-protonated","0","-9999","C14 H18 O1 N4","14","18","1","4","-9999","-9999","-9999","-9999","-9999"
"38","261.138693","261.138849484","261.139070688","851830.7","-9999","918998.8","12.58","-1","-0.847075331","0.877923274","0","0.526753964","2","0.2","2.2","N4 S1 O2","de-protonated","0","-9999","C10 H22 O2 N4 S1","10","22","2","4","-9999","1","-9999","-9999","-9999"
"40","263.020849","263.021004929","263.021063553","998247.4","-9999","696655.5","15.08","-1","-0.222888063","0.991026301","0","0.59461578","14","0.230769231","0.307692308","N4 O3","de-protonated","0","-9999","C13 H4 O3 N4","13","4","3","4","-9999","-9999","-9999","-9999","-9999"
"44","265.036564","265.036719335","265.036713617","1066720.3","-9999","734772.9","16.16","-1","0.021571192","0.999915573","0","0.599949344","13","0.230769231","0.461538462","N4 O3","de-protonated","0","-9999","C13 H6 O3 N4","13","6","3","4","-9999","-9999","-9999","-9999","-9999"
"49","267.052194","267.052348741","267.052363682","856976.5","-9999","752564.7","12.59","-1","-0.055949341","0.999432167","0","0.5996593","12","0.230769231","0.615384615","N4 O3","de-protonated","0","-9999","C13 H8 O3 N4","13","8","3","4","-9999","-9999","-9999","-9999","-9999"
"52","269.067857","269.068011146","269.068013746","873272.6","-9999","596377.6","12.79","-1","-0.009662893","0.999983058","0","0.599989835","11","0.230769231","0.769230769","N4 O3","de-protonated","0","-9999","C13 H10 O3 N4","13","10","3","4","-9999","-9999","-9999","-9999","-9999"
"54","269.140643","269.140797125","269.140784765","3381056.8","-9999","615955.3","55.25","-1","0.045923442","0.999617405","0","0.599770443","9","0.066666667","1.2","N4 O1","de-protonated","0","-9999","C15 H18 O1 N4","15","18","1","4","-9999","-9999","-9999","-9999","-9999"
"57","271.065834","271.065987558","271.065905746","1320343.3","-9999","701575.3","20.35","-1","0.301813708","0.98360741","0","0.590164446","10","0.076923077","0.923076923","N4 S1 O1","de-protonated","0","-9999","C13 H12 O1 N4 S1","13","12","1","4","-9999","1","-9999","-9999","-9999"
"59","273.135626","273.135778947","273.135699385","1272822.9","-9999","721495.6","19.43","-1","0.291293999","0.984721598","0","0.590832959","8","0.142857143","1.285714286","N4 O2","de-protonated","0","-9999","C14 H18 O2 N4","14","18","2","4","-9999","-9999","-9999","-9999","-9999"
"61","277.024588","277.024739801","277.02482878","1739913.4","-9999","687924.1","27.29","-1","-0.321192551","0.981455023","0","0.588873014","5","0.857142857","1.428571429","N4 S1 O6","de-protonated","0","-9999","C7 H10 O6 N4 S1","7","10","6","4","-9999","1","-9999","-9999","-9999"
"62","277.036695","277.036846798","277.036713617","994186.6","-9999","795742.7","14.74","-1","0.48073105","0.95893382","0","0.575360292","14","0.214285714","0.428571429","N4 O3","de-protonated","0","-9999","C14 H6 O3 N4","14","6","3","4","-9999","-9999","-9999","-9999","-9999"
"64","277.060162","277.060313791","277.060366136","2717837","-9999","617802","43.75","-1","-0.188929862","0.99354421","0","0.596126526","3","0.1","1.9","N2 S2 P1 O1","de-protonated","0","-9999","C10 H19 O1 N2 P1 S2","10","19","1","2","1","2","-9999","-9999","-9999"
"65","277.060946","277.06109779","277.061214289","18562958","-9999","648894.7","310.46","-1","-0.420478839","0.648619617","0.960450065","0.773351796","4","0.625","1.75","N4 S1 O5","de-protonated","0","-9999","C8 H14 O5 N4 S1","8","14","5","4","-9999","1","-9999","-9999","-9999"
"67","278.064319","278.064470495","278.064508765","2082289.6","-9999","641772.3","32.86","-1","-0.137631083","0.996568842","0","0.597941305","12","0.058823529","0.764705882","N1 S1 O1","de-protonated","0","-9999","C17 H13 O1 N1 S1","17","13","1","1","-9999","1","-9999","-9999","-9999"
"67","278.064319","278.064470495","278.064569124","2082289.6","-9999","641772.3","32.86","-1","-0.354698874","0.6516202","0.960450065","0.775152146","4","0.625","1.75","13C1 N4 S1 O5","de-protonated","1","65","C7 H14 O5 N4 S1 13C1","7","14","5","4","-9999","1","1","-9999","-9999"
"68","279.015969","279.016120214","279.015978173","1489103.9","-9999","695897.8","22.93","-1","0.509080717","0.95406372","0","0.572438232","14","0.307692308","0.307692308","N4 O4","de-protonated","0","-9999","C13 H4 O4 N4","13","4","4","4","-9999","-9999","-9999","-9999","-9999"
"69","279.052319","279.052470204","279.052363682","1048723.4","-9999","508857","15.56","-1","0.38172617","0.973906699","0","0.584344019","13","0.214285714","0.571428571","N4 O3","de-protonated","0","-9999","C14 H8 O3 N4","14","8","3","4","-9999","-9999","-9999","-9999","-9999"
"70","279.057203","279.057354202","279.057388756","857939.9","-9999","867883","12.37","-1","-0.12382202","0.997221914","0","0.598333149","3","0.444444444","1.888888889","N2 S1 P1 O4","de-protonated","0","-9999","C9 H17 O4 N2 P1 S1","9","17","4","2","1","1","-9999","-9999","-9999"
