"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","18O","33S","34S"
"9","171.066336","171.06626045","171.066282413","560451.3","-9999","1345164.8","8.47","-1","-0.12838686","0.997013616","0","0.598208169","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"75","227.128962","227.12888865","227.128882671","594937.9","-9999","1325777.4","8.6","-1","0.026326595","0.999874248","0","0.599924549","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"78","229.025514","229.025440725","229.025480228","828085.4","-9999","966846.1","12.7","-1","-0.172485982","0.99461619","0","0.596769714","10","0.363636364","0.545454545","N2 O4","de-protonated","0","-9999","C11 H6 O4 N2","11","6","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"89","236.105724","236.105651002","236.105718673","957161.2","-9999","1753810.3","14.85","-1","-0.286613346","0.985205034","0","0.59112302","1","0.444444444","2.222222222","N1 P1 O4","de-protonated","0","-9999","C9 H20 O4 N1 P1","9","20","4","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"100","241.045639","241.045566196","241.045761443","639547.4","-9999","1056044.8","9.18","-1","-0.809999208","0.887764965","0","0.532658979","5","0.181818182","1.363636364","S1 P1 O2","de-protonated","0","-9999","C11 H15 O2 P1 S1","11","15","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"116","243.123864","243.123791278","243.12379729","922272.2","-9999","885078.7","14.06","-1","-0.024729629","0.99988904","0","0.599933424","3","0.416666667","1.666666667","O5","de-protonated","0","-9999","C12 H20 O5","12","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"120","243.160299","243.160226279","243.160182799","636646.4","-9999","1160667.2","9.09","-1","0.178811012","0.994215269","0","0.596529161","2","0.307692308","1.846153846","O4","de-protonated","0","-9999","C13 H24 O4","13","24","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"128","245.139536","245.139463357","245.139447355","810872.4","-9999","1031275.4","12.11","-1","0.065278268","0.9992271","0","0.59953626","2","0.416666667","1.833333333","O5","de-protonated","0","-9999","C12 H22 O5","12","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"133","249.108333","249.108260513","249.108361701","1449365.5","-9999","699882.5","23.11","-1","-0.406202007","0.970504688","0","0.582302813","1","0.181818182","2.090909091","S1 P1 O2","de-protonated","0","-9999","C11 H23 O2 P1 S1","11","23","2","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"143","251.095958","251.095885591","251.095868465","799326.8","-9999","898779.2","11.8","-1","0.068205355","0.999156262","0","0.599493757","1","0.5","2","S1 O5","de-protonated","0","-9999","C10 H20 O5 S1","10","20","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"148","253.072455","253.072382668","253.072631096","694625.3","-9999","762594.7","9.99","-1","-0.981647101","0.839583297","0","0.503749978","5","0.076923077","1.384615385","S2 O1","de-protonated","0","-9999","C13 H18 O1 S2","13","18","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"169","255.088111","255.088038747","255.088281161","791332.3","-9999","701668.5","11.6","-1","-0.950311689","0.848856684","0","0.50931401","4","0.076923077","1.538461538","S2 O1","de-protonated","0","-9999","C13 H20 O1 S2","13","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"171","255.123928","255.123855749","255.12379729","1209706","-9999","810350.5","18.78","-1","0.229137974","0.990518416","0","0.59431105","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"173","255.125046","255.124973749","255.125134701","657258.1","-9999","1347205","9.29","-1","-0.630874438","0.930328954","0","0.558197373","9","0.071428571","1.142857143","N4 O1","de-protonated","0","-9999","C14 H16 O1 N4","14","16","1","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"175","255.15192","255.15184775","255.151940591","1204462.4","-9999","780398.9","18.69","-1","-0.363866374","0.976262692","0","0.585757615","3","0.142857143","1.785714286","P1 O2","de-protonated","0","-9999","C14 H25 O2 P1","14","25","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"179","256.059939","256.059866785","256.060031783","873725.6","-9999","811577.3","13.01","-1","-0.64437099900000006","0.927428077","0","0.556456846","0","0.25","2.5","N1 S2 P1 O2","de-protonated","0","-9999","C8 H20 O2 N1 P1 S2","8","20","2","1","1","2","-9999","-9999","-9999","-9999","-9999"
"180","256.064472","256.064399786","256.064522566","926206.3","-9999","808732","13.91","-1","-0.479489034","0.959141353","0","0.575484812","10","0.076923077","0.923076923","N3 P1 O1","de-protonated","0","-9999","C13 H12 O1 N3 P1","13","12","1","3","1","-9999","-9999","-9999","-9999","-9999","-9999"
"189","257.103786","257.103713826","257.103931225","1528608.5","-9999","515087.2","24.25","-1","-0.845567528","0.878329924","0","0.526997955","3","0.076923077","1.692307692","S2 O1","de-protonated","0","-9999","C13 H22 O1 S2","13","22","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"191","257.139601","257.139528828","257.139447355","1171110","-9999","916952.3","17.99","-1","0.316844385","0.981949203","0","0.589169522","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"193","257.140812","257.140739828","257.140784765","567462.2","-9999","1135264.3","7.7","-1","-0.174757507","0.994473849","0","0.596684309","8","0.071428571","1.285714286","N4 O1","de-protonated","0","-9999","C14 H18 O1 N4","14","18","1","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"201","259.11943","259.119357905","259.11958129","3435989","-9999","689966.5","56.63","-1","-0.86208883","0.873845103","0","0.524307062","2","0.076923077","1.846153846","S2 O1","de-protonated","0","-9999","C13 H24 O1 S2","13","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"211","261.098718","261.098645983","261.098845845","833980.2","-9999","584724.5","12.15","-1","-0.765463111","0.899139653","0","0.539483792","2","0.166666667","1.833333333","S2 O2","de-protonated","0","-9999","C12 H22 O2 S2","12","22","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"212","261.135055","261.134982985","261.135231354","1920257.5","-9999","601043.7","30.56","-1","-0.951114323","0.848621653","0","0.509172992","1","0.076923077","2","S2 O1","de-protonated","0","-9999","C13 H26 O1 S2","13","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"218","262.976736","262.976664057","262.976815958","3841037.5","-9999","656547.9","63.11","-1","-0.577620754","0.941256513","0","0.564753908","10","0.5","0.4","N2 S1 O5","de-protonated","0","-9999","C10 H4 O5 N2 S1","10","4","5","2","-9999","1","-9999","-9999","-9999","-9999","-9999"
"221","263.11442","263.114348062","263.114495909","623841.2","-9999","819166.9","8.58","-1","-0.561910864","0.944318948","0","0.566591369","1","0.166666667","2","S2 O2","de-protonated","0","-9999","C12 H24 O2 S2","12","24","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"224","263.135287","263.135215063","263.135245155","801252.1","-9999","804049.5","11.59","-1","-0.114357979","0.997629873","0","0.598577924","1","0.090909091","2.272727273","N2 S1 P1 O1","de-protonated","0","-9999","C11 H25 O1 N2 P1 S1","11","25","1","2","1","1","-9999","-9999","-9999","-9999","-9999"
