"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"3","159.066432","159.066313544","159.066282413","566560.1","-9999","1413776.4","8.55","-1","0.195709546","0.993074206","0","0.595844524","2","0.571428571","1.714285714","O4","de-protonated","0","-9999","C7 H12 O4","7","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"7","161.081956","161.081839678","161.081932477","733884.8","-9999","1429884.2","11.67","-1","-0.576099894","0.941556237","0","0.564933742","1","0.571428571","2","O4","de-protonated","0","-9999","C7 H14 O4","7","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"8","161.082074","161.081957678","161.081932477","1309737.9","-9999","1048152.3","22.39","-1","0.156447346","0.99556875","0","0.59734125","1","0.571428571","2","O4","de-protonated","0","-9999","C7 H14 O4","7","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"10","165.019446","165.019333848","165.019332219","593826.7","-9999","1059097.3","9.06","-1","0.009867039","0.999982335","0","0.599989401","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"12","169.087148","169.087040155","169.087017858","558183.3","-9999","1159784.1","8.4","-1","0.131870382","0.996849617","0","0.59810977","3","0.333333333","1.555555556","O3","de-protonated","0","-9999","C9 H14 O3","9","14","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"13","171.066403","171.066297251","171.066282413","3330058.3","-9999","905909.2","60.02","-1","0.086740867","0.998635716","0","0.599181429","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"15","173.082059","173.081955386","173.081932477","1538500","-9999","758849.5","26.66","-1","0.132356411","0.996826389","0","0.598095833","2","0.5","1.75","O4","de-protonated","0","-9999","C8 H14 O4","8","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"16","173.118432","173.118328424","173.118317987","814087.6","-9999","1096190.9","13.17","-1","0.060292126","0.999340626","0","0.599604376","1","0.333333333","2","O3","de-protonated","0","-9999","C9 H18 O3","9","18","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"17","175.097659","175.09755752","175.097582542","610760.8","-9999","1223718.2","9.38","-1","-0.142900261","0.996301586","0","0.597780952","1","0.5","2","O4","de-protonated","0","-9999","C8 H16 O4","8","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","179.035119","179.03502169","179.034982284","1146435.1","-9999","1023512.3","19.35","-1","0.220102317","0.991248235","0","0.594748941","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"24","183.06643","183.066336959","183.066282413","718844.5","-9999","1049480.5","11.39","-1","0.297958445","0.984020178","0","0.590412107","4","0.444444444","1.333333333","O4","de-protonated","0","-9999","C9 H12 O4","9","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","183.139197","183.139104036","183.139053431","651285.9","-9999","1054098.3","10.13","-1","0.276317379","0.986241681","0","0.591745009","2","0.181818182","1.818181818","O2","de-protonated","0","-9999","C11 H20 O2","11","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"27","185.082079","185.081988093","185.081932477","1298325.3","-9999","864509.3","22.18","-1","0.300495042","0.983749172","0","0.590249503","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"28","186.077312","186.077222147","186.077181449","513900.2","-9999","1182162.1","7.57","-1","0.218715309","0.991357712","0","0.594814627","3","0.5","1.625","N1 O4","de-protonated","0","-9999","C8 H13 O4 N1","8","13","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","186.113715","186.113625186","186.113566959","1267973.4","-9999","690925.2","21.62","-1","0.312858052","0.982396557","0","0.589437934","2","0.333333333","1.888888889","N1 O3","de-protonated","0","-9999","C9 H17 O3 N1","9","17","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"31","187.061364","187.061275189","187.061197032","797911.4","-9999","1131692.9","12.85","-1","0.417815689","0.968820925","0","0.581292555","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","187.097733","187.097644228","187.097582542","3572024.8","-9999","810304.3","64.46","-1","0.329701036","0.98046927","0","0.588281562","2","0.444444444","1.777777778","O4","de-protonated","0","-9999","C9 H16 O4","9","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","189.076888","189.076801324","189.076847097","1129491.1","-9999","896353.7","18.96","-1","-0.2420866","0.989422373","0","0.593653424","2","0.625","1.75","O5","de-protonated","0","-9999","C8 H14 O5","8","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"35","189.076997","189.076910324","189.076847097","1404527.1","-9999","917625.8","24.07","-1","0.334399189","0.979914356","0","0.587948613","2","0.625","1.75","O5","de-protonated","0","-9999","C8 H14 O5","8","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"36","189.113407","189.113320362","189.113232606","567568.9","-9999","1349252.9","8.54","-1","0.464041306","0.961681339","0","0.577008803","1","0.444444444","2","O4","de-protonated","0","-9999","C9 H18 O4","9","18","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"39","191.09261","191.092525458","191.092497161","510012.7","-9999","1267615.1","7.45","-1","0.148080981","0.996029102","0","0.597617461","1","0.625","2","O5","de-protonated","0","-9999","C8 H16 O5","8","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","194.082408","194.082326624","194.08226683","543142.3","-9999","654467.6","8.03","-1","0.308089355","0.98292453","0","0.589754718","5","0.3","1.3","N1 O3","de-protonated","0","-9999","C10 H13 O3 N1","10","13","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"41","195.066416","195.066335667","195.066282413","598882.4","-9999","1019593.8","9.03","-1","0.273003658","0.986567481","0","0.591940489","5","0.4","1.2","O4","de-protonated","0","-9999","C10 H12 O4","10","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"42","195.139209","195.139128744","195.139053431","6064728","-9999","774311.2","109.55","-1","0.385941169","0.986098404","0.97122877","0.98015055","3","0.166666667","1.666666667","O2","de-protonated","0","-9999","C12 H20 O2","12","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"46","196.142503","196.142423806","196.142408266","1017338.9","-9999","797617.3","16.73","-1","0.079226038","0.998861738","0.97122877","0.987808551","3","0.166666667","1.666666667","13C1 O2","de-protonated","1","42","C11 H20 O2 13C1","11","20","2","-9999","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"47","197.082097","197.082018801","197.081932477","1067724.6","-9999","629824.6","17.6","-1","0.438010221","0.965787482","0","0.579472489","4","0.4","1.4","O4","de-protonated","0","-9999","C10 H14 O4","10","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"48","197.154674","197.154595878","197.154703496","791955.1","-9999","1752225","12.54","-1","-0.545855312","0.947371386","0","0.568422832","2","0.166666667","1.833333333","O2","de-protonated","0","-9999","C12 H22 O2","12","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"49","197.154858","197.154779878","197.154703496","1147043.1","-9999","832278.7","19.05","-1","0.387422929","0.973132706","0","0.583879624","2","0.166666667","1.833333333","O2","de-protonated","0","-9999","C12 H22 O2","12","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"51","199.061301","199.061224897","199.061197032","3289301.8","-9999","710785.3","58.33","-1","0.139980645","0.996450902","0","0.597870541","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"53","199.097721","199.097644936","199.097582542","2493785.3","-9999","683208.3","43.74","-1","0.313383677","0.982337883","0","0.58940273","3","0.4","1.6","O4","de-protonated","0","-9999","C10 H16 O4","10","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"54","199.134053","199.133976974","199.133968051","556836.9","-9999","854309.7","8.23","-1","0.044809318","0.99963574","0","0.599781444","2","0.272727273","1.818181818","O3","de-protonated","0","-9999","C11 H20 O3","11","20","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"56","200.129397","200.129322028","200.129217023","547648.8","-9999","1452065.4","8.03","-1","0.524685508","0.951275185","0","0.570765111","2","0.3","1.9","N1 O3","de-protonated","0","-9999","C10 H19 O3 N1","10","19","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"58","201.076838","201.076764031","201.076847097","658723.7","-9999","1734186.9","10.06","-1","-0.413102486","0.969509619","0","0.581705771","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"59","201.077021","201.076947032","201.076847097","1162627.6","-9999","1057038.6","19.27","-1","0.496998286","0.95617039","0","0.573702234","3","0.555555556","1.555555556","O5","de-protonated","0","-9999","C9 H14 O5","9","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"61","201.113374","201.11330007","201.113232606","1831527.5","-9999","709085.6","31.5","-1","0.335452791","0.979788877","0","0.587873326","2","0.4","1.8","O4","de-protonated","0","-9999","C10 H18 O4","10","18","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"62","203.09263","203.092558166","203.092497161","1024386.3","-9999","542240.1","16.69","-1","0.300379704","0.983761543","0","0.590256926","2","0.555555556","1.777777778","O5","de-protonated","0","-9999","C9 H16 O5","9","16","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"65","205.014315","205.014245201","205.014246839","525013.1","-9999","945385.3","7.56","-1","-0.007988824","0.99998842","0","0.599993052","8","0.5","0.6","O5","de-protonated","0","-9999","C10 H6 O5","10","6","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"66","205.108267","205.108197301","205.108147226","501008.6","-9999","726638.7","7.12","-1","0.244139058","0.989243227","0","0.593545936","1","0.555555556","2","O5","de-protonated","0","-9999","C9 H18 O5","9","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"67","205.159844","205.159774355","205.159788876","1529334.9","-9999","726661.7","25.8","-1","-0.070779521","0.999091402","0","0.599454841","4","0.071428571","1.571428571","O1","de-protonated","0","-9999","C14 H22 O1","14","22","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"69","207.012142","207.012074317","207.012138839","2687807.3","-9999","887400","46.68","-1","-0.31168171","0.982527524","0","0.589516514","7","0.3","0.8","S1 O3","de-protonated","0","-9999","C10 H8 O3 S1","10","8","3","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"70","207.012301","207.012233317","207.012138839","3365055.3","-9999","801010.2","58.94","-1","0.456390004","0.962911011","0","0.577746606","7","0.3","0.8","S1 O3","de-protonated","0","-9999","C10 H8 O3 S1","10","8","3","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"71","207.1392","207.139132451","207.139053431","2774991.5","-9999","550031.9","48.26","-1","0.381482208","0.973939603","0","0.584363762","4","0.153846154","1.538461538","O2","de-protonated","0","-9999","C13 H20 O2","13","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"75","209.081961","209.081895509","209.081932477","710352.6","-9999","904456.5","10.84","-1","-0.17681377","0.994343409","0","0.596606045","5","0.363636364","1.272727273","O4","de-protonated","0","-9999","C11 H14 O4","11","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"77","209.154783","209.154717586","209.154703496","6227418.5","-9999","651632.3","110.38","-1","0.067365695","0.992885338","0.979339187","0.987466878","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"79","210.15818","210.158115648","210.158058331","712068.2","-9999","728262.4","10.87","-1","0.272734497","0.986593776","0.979339187","0.983691941","3","0.153846154","1.692307692","13C1 O2","de-protonated","1","77","C12 H22 O2 13C1","12","22","2","-9999","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"81","211.024895","211.024831566","211.024811523","677757.6","-9999","848960.2","10.25","-1","0.094980255","0.998364445","0","0.599018667","6","0.666666667","0.888888889","O6","de-protonated","0","-9999","C9 H8 O6","9","8","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"82","211.097702","211.097638643","211.097582542","3498024","-9999","545405.9","60.92","-1","0.265761409","0.987266207","0","0.592359724","4","0.363636364","1.454545455","O4","de-protonated","0","-9999","C11 H16 O4","11","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"84","211.134086","211.134022682","211.133968051","8964845","-9999","582262.4","159.21","-1","0.25874932","0.968061726","0.991652527","0.977498047","3","0.25","1.666666667","O3","de-protonated","0","-9999","C12 H20 O3","12","20","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"88","212.137363","212.137300744","212.137322886","1128924.8","-9999","1021187.7","18.33","-1","0.54143367","0.94819817","0.991652527","0.965579913","3","0.25","1.666666667","13C1 O3","de-protonated","1","84","C11 H20 O3 13C1","11","20","3","-9999","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
