"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","18O","33S","34S"
"5","171.066439","171.0662379","171.066282413","2034642.3","-9999","1116686.1","36.01","-1","-0.260207298","0.98778966","0","0.592673796","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","173.082098","173.081898382","173.081932477","1033678.3","-9999","1138610.1","17.31","-1","-0.196989898","0.992983611","0","0.595790166","2","0.5","1.75","O4","de-protonated","0","-9999","C8 H14 O4","8","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"7","179.035139","179.034943758","179.034982284","1076919.3","-9999","955005.2","18.12","-1","-0.215185757","0.991633233","0","0.59497994","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"15","189.077022","189.07683414","189.076847097","1193968.4","-9999","1111880.6","20.24","-1","-0.068526005","0.999148314","0","0.599488988","2","0.625","1.75","O5","de-protonated","0","-9999","C8 H14 O5","8","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"17","190.957632","190.957445523","190.95734036","651667.3","-9999","790609.8","10.12","-1","0.550712655","0.946456223","0","0.567873734","4","0.8","1","S1 P1 O4","de-protonated","0","-9999","C5 H5 O4 P1 S1","5","5","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"21","199.061354","199.06117348","199.061197032","2765576.3","-9999","865327.2","49.02","-1","-0.11831779","0.997463105","0","0.598477863","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"22","199.097746","199.097565507","199.097582542","488187.6","-9999","1124032.9","7.02","-1","-0.085561452","0.998672539","0","0.599203524","3","0.4","1.6","O4","de-protonated","0","-9999","C10 H16 O4","10","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"23","202.072242","202.072063693","202.072096069","577809.2","-9999","990817.2","8.62","-1","-0.160218853","0.995353028","0","0.597211817","3","0.625","1.625","N1 O5","de-protonated","0","-9999","C8 H13 O5 N1","8","13","5","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"24","205.108301","205.108124925","205.108147226","1007901.2","-9999","835551.4","16.46","-1","-0.108726028","0.997857331","0","0.598714398","1","0.555555556","2","O5","de-protonated","0","-9999","C9 H18 O5","9","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","207.139252","207.139077418","207.139053431","504193.6","-9999","1107219.6","7.22","-1","0.115799797","0.997569805","0","0.598541883","4","0.153846154","1.538461538","O2","de-protonated","0","-9999","C13 H20 O2","13","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"27","209.009353","209.009179793","209.009161458","566399.1","-9999","1037753.9","8.33","-1","0.087720364","0.998604752","0","0.599162851","7","0.666666667","0.666666667","O6","de-protonated","0","-9999","C9 H6 O6","9","6","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
