"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","34S"
"5","171.066584","171.066452362","171.066282413","545900.8","-9999","986723.8","8.2","-1","0.993469641","0.836033517","0","0.50162011","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999"
"8","173.082184","173.08205322","173.081932477","1561457","-9999","959219.4","27.19","-1","0.697603318","0.915484291","0","0.549290575","2","0.5","1.75","O4","de-protonated","0","-9999","C8 H14 O4","8","14","4","-9999","-9999","-9999","-9999","-9999","-9999"
"19","199.061275","199.061155276","199.061197032","1563618","-9999","982231","26.83","-1","-0.209764502","0.992047837","0","0.595228702","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999"
"25","202.072355","202.072236558","202.072096069","561447.3","-9999","998144.3","8.31","-1","0.695241325","0.916030949","0","0.549618569","3","0.625","1.625","N1 O5","de-protonated","0","-9999","C8 H13 O5 N1","8","13","5","1","-9999","-9999","-9999","-9999","-9999"
"29","207.01246","207.01234366","207.012138839","534320.5","-9999","1265235.2","7.75","-1","0.989418707","0.837252921","0","0.502351753","7","0.3","0.8","S1 O3","de-protonated","0","-9999","C10 H8 O3 S1","10","8","3","-9999","-9999","1","-9999","-9999","-9999"
"32","209.154764","209.154648572","209.154703496","655193.6","-9999","997919.7","9.92","-1","-0.262598974","0.987565576","0","0.592539345","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999"
"45","217.069263","217.06915094","217.069259793","516251.3","-9999","938415.7","7.31","-1","-0.501463996","0.955397112","0","0.573238267","7","0.076923077","1.076923077","S1 O1","de-protonated","0","-9999","C13 H14 O1 S1","13","14","1","-9999","-9999","1","-9999","-9999","-9999"
"48","217.071851","217.071738942","217.071761716","2451931.8","-9999","680521.5","42.12","-1","-0.104918147","0.998004639","0","0.598802784","3","0.666666667","1.555555556","O6","de-protonated","0","-9999","C9 H14 O6","9","14","6","-9999","-9999","-9999","-9999","-9999","-9999"
"56","219.041126","219.04101478","219.041130293","815937.7","-9999","785921.8","12.65","-1","-0.527357536","0.950790093","0","0.570474056","8","0.4","0.8","N2 O4","de-protonated","0","-9999","C10 H8 O4 N2","10","8","4","2","-9999","-9999","-9999","-9999","-9999"
"62","227.129203","227.129095222","227.128882671","609151.1","-9999","985852.3","8.86","-1","0.935818303","0.853077605","0","0.511846563","3","0.333333333","1.666666667","O4","de-protonated","0","-9999","C12 H20 O4","12","20","4","-9999","-9999","-9999","-9999","-9999","-9999"
