"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"4","171.066052","171.066136632","171.066282413","1074505","-9999","1301914.2","18.09","-1","-0.852189736","0.876539949","0","0.525923969","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"5","171.066263","171.066347632","171.066282413","1378681","-9999","1237945.5","23.77","-1","0.381250157","0.973970881","0","0.584382529","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"13","189.076767","189.076849684","189.076847097","488916.2","-9999","781874.7","7.12","-1","0.01368307","0.999966029","0","0.599979617","2","0.625","1.75","O5","de-protonated","0","-9999","C8 H14 O5","8","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"16","195.138777","195.138859028","195.139053431","659043.4","-9999","1147635.2","10.21","-1","-0.996228746","0.835201147","0","0.501120688","3","0.166666667","1.666666667","O2","de-protonated","0","-9999","C12 H20 O2","12","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"17","195.138968","195.139050028","195.139053431","920419.4","-9999","1044135.9","15.04","-1","-0.017439642","0.999944816","0","0.599966889","3","0.166666667","1.666666667","O2","de-protonated","0","-9999","C12 H20 O2","12","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","199.061141","199.061222604","199.061197032","940016.9","-9999","877765.9","15.36","-1","0.128461929","0.997010128","0","0.598206077","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"21","207.138983","207.13906373","207.139053431","502847.3","-9999","1446146.4","7.2","-1","0.049720338","0.999551539","0","0.599730923","4","0.153846154","1.538461538","O2","de-protonated","0","-9999","C13 H20 O2","13","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","209.154621","209.154701512","209.154703496","2753597.3","-9999","991939.8","48.19","-1","-0.00948308","0.999983683","0","0.59999021","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"29","211.097482","211.097562302","211.097582542","1523901.6","-9999","946715.6","25.71","-1","-0.095876581","0.998333456","0","0.599000074","4","0.363636364","1.454545455","O4","de-protonated","0","-9999","C11 H16 O4","11","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"31","211.133872","211.133952298","211.133968051","714850.6","-9999","1017209.5","11.01","-1","-0.074609501","0.998990462","0","0.599394277","3","0.25","1.666666667","O3","de-protonated","0","-9999","C12 H20 O3","12","20","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","217.029478","217.029557661","217.02950298","619081.2","-9999","1756757.2","9.2","-1","0.251949941","0.98854794","0","0.593128764","13","0.133333333","0.4","O2","de-protonated","0","-9999","C15 H6 O2","15","6","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"44","221.154604","221.154683215","221.154703496","1764736.5","-9999","852345.8","29.8","-1","-0.09170616","0.998475177","0","0.599085106","4","0.142857143","1.571428571","O2","de-protonated","0","-9999","C14 H22 O2","14","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"45","225.149518","225.149596783","225.149618115","681342.3","-9999","1068527.4","10.21","-1","-0.094749772","0.998372367","0","0.59902342","3","0.230769231","1.692307692","O3","de-protonated","0","-9999","C13 H22 O3","13","22","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
