"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S"
"2","171.066475","171.066201155","171.066282413","1425440.6","-9999","1115426","24.66","-1","-0.47500475","0.95988655","0","0.57593193","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"8","179.035173","179.034903114","179.034982284","806771.4","-9999","721072.3","13.09","-1","-0.442201303","0.965141228","0","0.579084737","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"13","185.082149","185.081882118","185.081932477","563050.8","-9999","1183100.9","8.53","-1","-0.272088825","0.986656752","0","0.591994051","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"16","190.957743","190.957479037","190.95734036","613636","-9999","1030506.4","9.43","-1","0.72622261","0.908740316","0","0.54524419","4","0.8","1","S1 P1 O4","de-protonated","0","-9999","C5 H5 O4 P1 S1","5","5","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"18","195.139303","195.139041115","195.139053431","743755.8","-9999","1131496.3","11.79","-1","-0.063116733","0.99927742","0","0.599566452","3","0.166666667","1.666666667","O2","de-protonated","0","-9999","C12 H20 O2","12","20","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","199.061459","199.061199063","199.061197032","1653141","-9999","963572.8","28.57","-1","0.010203545","0.999981109","0","0.599988665","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"30","209.154941","209.154686078","209.154703496","946759.3","-9999","840749","15.3","-1","-0.083278004","0.998742404","0","0.599245442","3","0.153846154","1.692307692","O2","de-protonated","0","-9999","C13 H22 O2","13","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"40","221.154972","221.15472304","221.154703496","910994.9","-9999","980357.7","14.46","-1","0.088371022","0.998583991","0","0.599150395","4","0.142857143","1.571428571","O2","de-protonated","0","-9999","C14 H22 O2","14","22","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"43","231.087717","231.087472974","231.087411781","1031550","-9999","891748.9","16.42","-1","0.26480623","0.987356997","0","0.592414198","3","0.6","1.6","O6","de-protonated","0","-9999","C10 H16 O6","10","16","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"47","239.129158","239.128917969","239.128882671","1114494.1","-9999","705078.3","17.77","-1","0.147613368","0.996054092","0","0.597632455","4","0.307692308","1.538461538","O4","de-protonated","0","-9999","C13 H20 O4","13","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
