"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"34","187.014726","187.014982283","187.014915544","653749.3","-9999","1082161.8","10.22","-1","0.356862292","0.97715732","0","0.586294392","9","0.333333333","0.444444444","N2 O3","de-protonated","0","-9999","C9 H4 O3 N2","9","4","3","2","-9999","-9999","-9999","-9999","-9999","-9999"
"45","212.979588","212.979840845","212.979793338","700362.9","-9999","845479.9","10.74","-1","0.223060257","0.991012493","0","0.594607496","6","0.285714286","0.857142857","N2 S2 O2","de-protonated","0","-9999","C7 H6 O2 N2 S2","7","6","2","2","-9999","2","-9999","-9999","-9999","-9999"
"46","215.056568","215.05682057","215.056981032","608393.1","-9999","1121877","9.04","-1","-0.746134901","0.903918913","0","0.542351348","3","0.1","1.6","S2 O1","de-protonated","0","-9999","C10 H16 O1 S2","10","16","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"48","218.986609","218.98686105","218.986986719","569088.6","-9999","886269.4","8.27","-1","-0.573863631","0.941995686","0","0.565197411","9","0.333333333","0.444444444","N2 S1 O3","de-protonated","0","-9999","C9 H4 O3 N2 S1","9","4","3","2","-9999","1","-9999","-9999","-9999","-9999"
"53","241.047111","241.047360129","241.047478976","1137937.6","-9999","802189","18.03","-1","-0.493043418","0.956849952","0","0.574109971","5","0.1","1.4","N2 S2 O1","de-protonated","0","-9999","C10 H14 O1 N2 S2","10","14","1","2","-9999","2","-9999","-9999","-9999","-9999"
"54","241.04729","241.047539129","241.047478976","1063793.6","-9999","727361.2","16.72","-1","0.249548776","0.988763958","0","0.593258375","5","0.1","1.4","N2 S2 O1","de-protonated","0","-9999","C10 H14 O1 N2 S2","10","14","1","2","-9999","2","-9999","-9999","-9999","-9999"
"58","243.088018","243.088266859","243.088281161","533726.6","-9999","1013664.4","7.36","-1","-0.058832922","0.999372147","0","0.599623288","3","0.083333333","1.666666667","S2 O1","de-protonated","0","-9999","C12 H20 O1 S2","12","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"69","255.061066","255.061313274","255.061411508","944488.1","-9999","599249.7","14.36","-1","-0.385137193","0.973444562","0","0.584066737","5","0.166666667","1.416666667","S1 P1 O2","de-protonated","0","-9999","C12 H17 O2 P1 S1","12","17","2","-9999","1","1","-9999","-9999","-9999","-9999"
"70","255.06285","255.063097274","255.063129041","10312872","-9999","653045.2","176.76","-1","-0.124545293","0.665725071","0.925952542","0.769816059","5","0.090909091","1.454545455","N2 S2 O1","de-protonated","0","-9999","C11 H16 O1 N2 S2","11","16","1","2","-9999","2","-9999","-9999","-9999","-9999"
"71","255.063738","255.063985274","255.063913431","676968.4","-9999","1197984.8","9.73","-1","0.281664933","0.98570786","0","0.591424716","1","0.875","2.125","P1 O7","de-protonated","0","-9999","C8 H17 O7 P1","8","17","7","-9999","1","-9999","-9999","-9999","-9999","-9999"
"73","256.066239","256.066486141","256.066483876","1267002.4","-9999","762221.2","19.95","-1","0.008846048","0.666657201","0.925952542","0.770375337","5","0.090909091","1.454545455","13C1 N2 S2 O1","de-protonated","1","70","C10 H16 O1 N2 S2 13C1","10","16","1","2","-9999","2","1","-9999","-9999","-9999"
"76","257.139354","257.139600999","257.139447355","537620.3","-9999","991298.7","7.27","-1","0.597513045","0.937272569","0","0.562363541","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"79","258.017848","258.018094882","258.01816697","1676240.4","-9999","742876.1","26.92","-1","-0.279389869","0.985936184","0","0.591561711","5","0.1","1.4","N1 S2 P1 O1","de-protonated","0","-9999","C10 H14 O1 N1 P1 S2","10","14","1","1","1","2","-9999","-9999","-9999","-9999"
"80","259.119295","259.119541737","259.11958129","534857.5","-9999","705460.8","7.22","-1","-0.152643559","0.99578116","0","0.597468696","2","0.076923077","1.846153846","S2 O1","de-protonated","0","-9999","C13 H24 O1 S2","13","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"84","262.97463","262.974876226","262.975098425","650091.8","-9999","1025173.3","9.16","-1","-0.844941039","0.878498729","0","0.527099237","10","0.545454545","0.454545455","P1 O6","de-protonated","0","-9999","C11 H5 O6 P1","11","5","6","-9999","1","-9999","-9999","-9999","-9999","-9999"
"85","262.976618","262.976864226","262.976815958","5927148","-9999","537871.1","99.82","-1","0.183545625","0.496952911","0.902398978","0.659131338","10","0.5","0.4","N2 S1 O5","de-protonated","0","-9999","C10 H4 O5 N2 S1","10","4","5","2","-9999","1","-9999","-9999","-9999","-9999"
"91","267.08806","267.088305682","267.088281161","673261.9","-9999","928111.1","9.5","-1","0.09180852","0.998471773","0","0.599083064","5","0.071428571","1.428571429","S2 O1","de-protonated","0","-9999","C14 H20 O1 S2","14","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"97","269.067143","269.06738842","269.067545716","566777.6","-9999","547410.2","7.64","-1","-0.584597246","0.939872733","0","0.56392364","5","0.153846154","1.384615385","S2 O2","de-protonated","0","-9999","C13 H18 O2 S2","13","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"107","273.09859","273.098834886","273.098845845","605796.1","-9999","847734.5","8.26","-1","-0.040127594","0.99970787","0","0.599824722","3","0.153846154","1.692307692","S2 O2","de-protonated","0","-9999","C13 H22 O2 S2","13","22","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
