"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","18O","33S","34S"
"1","161.082208","161.082057891","161.081932477","705783.3","-9999","869735","11.2","-1","0.7785726","0.895843353","0","0.537506012","1","0.571428571","2","O4","de-protonated","0","-9999","C7 H14 O4","7","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"6","171.066572","171.066426604","171.066282413","2552189","-9999","921053.9","45.72","-1","0.842899428","0.879048187","0","0.527428912","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"8","179.035268","179.035126366","179.034982284","582967.9","-9999","671711.6","8.91","-1","0.804771801","0.889125725","0","0.533475435","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"14","185.082245","185.082106221","185.081932477","515008.2","-9999","1168993.9","7.63","-1","0.938738143","0.852230798","0","0.511338479","3","0.444444444","1.555555556","O4","de-protonated","0","-9999","C9 H14 O4","9","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"55","229.025389","229.025270965","229.025480228","1682605.4","-9999","866715.6","28.01","-1","-0.91371357","0.85942947","0","0.515657682","10","0.363636364","0.545454545","N2 O4","de-protonated","0","-9999","C11 H6 O4 N2","11","6","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"64","233.03164","233.031523856","233.031628237","1118934.9","-9999","879398.9","17.88","-1","-0.447927835","0.964248974","0","0.578549385","9","0.444444444","0.666666667","N4 O4","de-protonated","0","-9999","C9 H6 O4 N4","9","6","4","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"65","236.105909","236.105794307","236.105718673","1461346.9","-9999","703163.2","23.88","-1","0.320337607","0.981552702","0","0.588931621","1","0.444444444","2.222222222","N1 P1 O4","de-protonated","0","-9999","C9 H20 O4 N1 P1","9","20","4","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"89","253.144512","253.14440535","253.144532735","1890462.8","-9999","848245.3","30.86","-1","-0.503209772","0.955093106","0","0.573055864","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"102","257.020389","257.02028418","257.020394848","3799234.8","-9999","686017.4","63.79","-1","-0.43058023","0.483459541","0.885121231","0.644124217","11","0.416666667","0.5","N2 O5","de-protonated","0","-9999","C12 H6 O5 N2","12","6","5","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"120","262.990634","262.990531998","262.990354566","1258169.4","-9999","737461.9","19.58","-1","0.674672011","0.920726511","0","0.552435907","14","0.2","0.333333333","P1 O3","de-protonated","0","-9999","C15 H5 O3 P1","15","5","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999"
"121","263.044624","263.044522024","263.044716071","2395327.8","-9999","661204","39.1","-1","-0.737698004","0.90597454","0","0.543584724","3","0.111111111","1.888888889","N2 S2 P1 O1","de-protonated","0","-9999","C9 H17 O1 N2 P1 S2","9","17","1","2","1","2","-9999","-9999","-9999","-9999","-9999"
"126","264.988558","264.988456941","264.988246566","1231136.4","-9999","774416.9","19.02","-1","0.793905605","0.89193271","0","0.535159626","13","0.066666667","0.466666667","S1 P1 O1","de-protonated","0","-9999","C15 H7 O1 P1 S1","15","7","1","-9999","1","1","-9999","-9999","-9999","-9999","-9999"
"127","265.041606","265.041504966","265.041738691","978214.4","-9999","763524.7","14.7","-1","-0.881841159","0.868400338","0","0.521040203","3","0.5","1.875","N2 S1 P1 O4","de-protonated","0","-9999","C8 H15 O4 N2 P1 S1","8","15","4","2","1","1","-9999","-9999","-9999","-9999","-9999"
"142","267.130092","267.129991952","267.130159774","553420.4","-9999","915376.6","7.44","-1","-0.628240483","0.930888963","0","0.558533378","0","0.2","2.5","N2 S1 P1 O2","de-protonated","0","-9999","C10 H25 O2 N2 P1 S1","10","25","2","2","1","1","-9999","-9999","-9999","-9999","-9999"
"155","270.989237","270.989138774","270.989295393","557530.3","-9999","673463.7","7.47","-1","-0.577954332","0.94119068","0","0.564714408","11","0.142857143","0.571428571","S2 O2","de-protonated","0","-9999","C14 H8 O2 S2","14","8","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"168","276.999809","276.999713611","276.999860077","1504200.6","-9999","590248.7","23.43","-1","-0.52875878","0.95053482","0","0.570320892","9","0.230769231","0.769230769","S2 O3","de-protonated","0","-9999","C13 H10 O3 S2","13","10","3","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"169","277.023938","277.023842623","277.023980626","1967690.6","-9999","645082.6","31.27","-1","-0.498164735","0.955969016","0","0.57358141","4","0.222222222","1.666666667","N2 S2 P1 O2","de-protonated","0","-9999","C9 H15 O2 N2 P1 S2","9","15","2","2","1","2","-9999","-9999","-9999","-9999","-9999"
"171","277.060314","277.06021864","277.060366136","40148812","-9999","621566.7","676.97","-1","-0.532359638","0.475937306","0.913242538","0.650859398","3","0.1","1.9","N2 S2 P1 O1","de-protonated","0","-9999","C10 H19 O1 N2 P1 S2","10","19","1","2","1","2","-9999","-9999","-9999","-9999","-9999"
"173","278.063674","278.063579114","278.063720971","4383140.5","-9999","689850.4","71.75","-1","-0.510160686","0.476936592","0.913242538","0.65145897","3","0.1","1.9","13C1 N2 S2 P1 O1","de-protonated","1","171","C9 H19 O1 N2 P1 S2 13C1","9","19","1","2","1","2","1","-9999","-9999","-9999","-9999"
"174","278.996892","278.996797554","278.996882697","1249012.1","-9999","667165.6","19.02","-1","-0.305176214","0.98324321","0","0.589945926","9","0.5","0.666666667","S1 O6","de-protonated","0","-9999","C12 H8 O6 S1","12","8","6","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"175","279.020956","279.020861565","279.021003246","697398.2","-9999","652298.3","9.73","-1","-0.507777949","0.954293076","0","0.572575846","4","0.625","1.625","N2 S1 P1 O5","de-protonated","0","-9999","C8 H13 O5 N2 P1 S1","8","13","5","2","1","1","-9999","-9999","-9999","-9999","-9999"
"178","279.057373","279.057278583","279.057388756","13503481","-9999","628015.4","225.19","-1","-0.394803636","0.971491149","0.977787066","0.974009515","3","0.444444444","1.888888889","N2 S1 P1 O4","de-protonated","0","-9999","C9 H17 O4 N2 P1 S1","9","17","4","2","1","1","-9999","-9999","-9999","-9999","-9999"
"184","280.060716","280.060622056","280.060743591","1661645.1","-9999","644337.8","25.96","-1","-0.433956936","0.969588891","0.977787066","0.972868161","3","0.444444444","1.888888889","13C1 N2 S1 P1 O4","de-protonated","1","178","C8 H17 O4 N2 P1 S1 13C1","8","17","4","2","1","1","1","-9999","-9999","-9999","-9999"
"184","280.060716","280.060622056","280.060879936","1661645.1","-9999","644337.8","25.96","-1","-0.920799514","0.857404725","0","0.514442835","3","0.75","1.875","N3 S1 O6","de-protonated","0","-9999","C8 H15 O6 N3 S1","8","15","6","3","-9999","1","-9999","-9999","-9999","-9999","-9999"
"186","281.053381","281.053287525","281.053184585","658398.7","-9999","612835.8","9.08","-1","0.366264367","0.972770742","0.977787066","0.974777272","3","0.444444444","1.888888889","N2 34S1 P1 O4","de-protonated","1","178","C9 H17 O4 N2 P1 34S1","9","17","4","2","1","-9999","-9999","-9999","-9999","-9999","1"
"190","283.069089","283.068996476","283.069277049","1131712.5","-9999","744025.3","16.95","-1","-0.991181376","0.83672272","0","0.502033632","6","0.090909091","1.454545455","N4 S2 O1","de-protonated","0","-9999","C11 H16 O1 N4 S2","11","16","1","4","-9999","2","-9999","-9999","-9999","-9999","-9999"
"192","283.11943","283.1193375","283.11958129","1029700.4","-9999","640538.7","15.24","-1","-0.861082622","0.874120065","0","0.524472039","4","0.066666667","1.6","S2 O1","de-protonated","0","-9999","C15 H24 O1 S2","15","24","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"199","285.09942","285.099328435","285.099313875","1032158.8","-9999","676352.5","15.28","-1","0.051068399","0.999526897","0","0.599716138","10","0.214285714","1","N4 O3","de-protonated","0","-9999","C14 H14 O3 N4","14","14","3","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"201","285.135045","285.134953452","285.135231354","2912993.5","-9999","654753","46.75","-1","-0.974633391","0.841676143","0","0.505005686","3","0.066666667","1.733333333","S2 O1","de-protonated","0","-9999","C15 H26 O1 S2","15","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
