"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","18O","33S","34S"
"5","171.066337","171.066284565","171.066282413","597784.7","-9999","1763352.6","9.18","-1","0.012579545","0.999971287","0","0.599982772","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","212.979651","212.979625335","212.979793338","860185.4","-9999","1011210.2","13.63","-1","-0.788819351","0.893236497","0","0.535941898","6","0.285714286","0.857142857","N2 S2 O2","de-protonated","0","-9999","C7 H6 O2 N2 S2","7","6","2","2","-9999","2","-9999","-9999","-9999","-9999","-9999"
"26","215.031988","215.031963646","215.031828912","508869.3","-9999","1355383.5","7.23","-1","0.626579166","0.931241145","0","0.558744687","4","0.125","1.5","N2 S2 O1","de-protonated","0","-9999","C8 H12 O1 N2 S2","8","12","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999"
"36","229.025426","229.025410584","229.025480228","605590.4","-9999","1084680.7","8.8","-1","-0.304089575","0.983361332","0","0.590016799","10","0.363636364","0.545454545","N2 O4","de-protonated","0","-9999","C11 H6 O4 N2","11","6","4","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"45","236.105914","236.105903106","236.105718673","1001750.3","-9999","605781.7","15.72","-1","0.78114557","0.895191261","0","0.537114757","1","0.444444444","2.222222222","N1 P1 O4","de-protonated","0","-9999","C9 H20 O4 N1 P1","9","20","4","1","1","-9999","-9999","-9999","-9999","-9999","-9999"
"63","251.020357","251.020355632","251.020595522","651668.4","-9999","897634.2","9.31","-1","-0.955658516","0.847288493","0","0.508373096","7","0.166666667","1","S2 O2","de-protonated","0","-9999","C12 H12 O2 S2","12","12","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"64","251.056786","251.056784656","251.056981032","663578.1","-9999","828695","9.52","-1","-0.782197139","0.89492427","0","0.536954562","6","0.076923077","1.230769231","S2 O1","de-protonated","0","-9999","C13 H16 O1 S2","13","16","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"68","253.072399","253.072398943","253.072631096","660116.1","-9999","997417.5","9.45","-1","-0.917337884","0.858395212","0","0.515037127","5","0.076923077","1.384615385","S2 O1","de-protonated","0","-9999","C13 H18 O1 S2","13","18","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"76","255.088068","255.088069231","255.088281161","672453.6","-9999","847200","9.62","-1","-0.830810944","0.882281265","0","0.529368759","4","0.076923077","1.538461538","S2 O1","de-protonated","0","-9999","C13 H20 O1 S2","13","20","1","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
"81","257.067294","257.067296495","257.067545716","764328.4","-9999","774858.1","11.2","-1","-0.969477052","0.843208488","0","0.505925093","4","0.166666667","1.5","S2 O2","de-protonated","0","-9999","C12 H18 O2 S2","12","18","2","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999"
