Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,OtoC_ratio,HtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
699,273.207403,273.207264455,273.207132993,12822057,-9999,375840.1,97.49,-1,0.481181521,0.965237915,0.982132267,0.971995656,1,0.266666667,2,O4,de-protonated,0,-9999,C15 H30 O4,15,30,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
701,274.093497,274.093358107,274.093225437,3947353.8,-9999,397050.4,28.02,-1,0.484030712,0.958380079,0,0.575028047,4,0.636363636,1.545454545,N1 O7,de-protonated,0,-9999,C11 H17 O7 N1,11,17,7,1,-9999,-9999,-9999,N/A,-9999,-9999
702,274.141091,274.140952088,274.140844336,1392234.1,-9999,463174.9,8.3,-1,0.393054084,0.972356977,0,0.583414186,3,0.454545455,1.909090909,N3 O5,de-protonated,0,-9999,C11 H21 O5 N3,11,21,5,3,-9999,-9999,-9999,N/A,-9999,-9999
703,274.174365,274.174226075,274.174102319,4135797.5,-9999,373623.5,29.47,-1,0.45137801,0.963706262,0.989618427,0.974071128,2,0.357142857,1.857142857,13C1 O5,de-protonated,1,698,C13 H26 O5 13C1,13,26,5,-9999,-9999,-9999,1,N/A,-9999,-9999
704,274.210736,274.21059706,274.210487828,1777026.1,-9999,421597.1,11.27,-1,0.39835276,0.971617403,0.982132267,0.975823348,1,0.266666667,2,13C1 O4,de-protonated,1,699,C14 H30 O4 13C1,14,30,4,-9999,-9999,-9999,1,N/A,-9999,-9999
706,274.971884,274.971744761,274.971945053,26261640,-9999,373862.7,200.24,-1,-0.728407016,0.302738843,0.850333679,0.521776778,6,0.375,1.125,N2 S2 P1 O3,de-protonated,0,-9999,C8 H9 O3 N2 P1 S2,8,9,3,2,1,2,-9999,N/A,-9999,-9999
707,275.020051,275.019911742,275.019726143,1323416.6,-9999,390152.1,7.76,-1,0.674859192,0.920684311,0,0.552410586,10,0.538461538,0.615384615,O7,de-protonated,0,-9999,C13 H8 O7,13,8,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
709,275.069352,275.069212723,275.068998811,1559721.5,-9999,396415.6,9.59,-1,0.777664073,0.896073208,0,0.537643925,4,0.545454545,1.545454545,P1 O6,de-protonated,0,-9999,C11 H17 O6 P1,11,17,6,-9999,1,-9999,-9999,N/A,-9999,-9999
710,275.077514,275.077374719,275.07724102,1456044.4,-9999,345260.7,8.79,-1,0.486043764,0.958040551,0,0.574824331,4,0.727272727,1.454545455,O8,de-protonated,0,-9999,C11 H16 O8,11,16,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
711,275.092722,275.092582714,275.092497161,1274801.6,-9999,490123.6,7.39,-1,0.310994689,0.982603793,0,0.589562276,8,0.333333333,1.066666667,O5,de-protonated,0,-9999,C15 H16 O5,15,16,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
712,275.103946,275.103806709,275.10373055,1711285.4,-9999,440755.7,10.76,-1,0.276835944,0.98619035,0,0.59171421,8,0.285714286,1.142857143,N2 O4,de-protonated,0,-9999,C14 H16 O4 N2,14,16,4,2,-9999,-9999,-9999,N/A,-9999,-9999
713,275.105781,275.105641708,275.105384321,3443894,-9999,362282.5,24.13,-1,0.935596371,0.853141896,0,0.511885137,3,0.416666667,1.75,P1 O5,de-protonated,0,-9999,C12 H21 O5 P1,12,21,5,-9999,1,-9999,-9999,N/A,-9999,-9999
714,275.113853,275.113713705,275.113626529,6649017,-9999,384783.9,48.87,-1,0.316872469,0.981946032,0,0.589167619,3,0.583333333,1.666666667,O7,de-protonated,0,-9999,C12 H20 O7,12,20,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
716,275.150282,275.150142691,275.150012039,3894981.3,-9999,381448.1,27.61,-1,0.474840085,0.959913792,0,0.575948275,2,0.461538462,1.846153846,O6,de-protonated,0,-9999,C13 H24 O6,13,24,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
717,275.168874,275.168734684,275.168639483,2102731.8,-9999,387322,13.78,-1,0.345970865,0.978515499,0,0.587109299,1,0.214285714,2,S1 O3,de-protonated,0,-9999,C14 H28 O3 S1,14,28,3,-9999,-9999,1,-9999,N/A,-9999,-9999
718,275.186653,275.186513677,275.186397548,4661458,-9999,387485.9,33.53,-1,0.421999779,0.968203415,0,0.580922049,1,0.357142857,2,O5,de-protonated,0,-9999,C14 H28 O5,14,28,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
720,275.971429,275.971289368,275.971216777,3488223.5,-9999,406113,24.47,-1,0.263038833,0.987524146,0,0.592514488,10,0.083333333,0.666666667,N1 S2 P1 O1,de-protonated,0,-9999,C12 H8 O1 N1 P1 S2,12,8,1,1,1,2,-9999,N/A,-9999,-9999
722,276.145591,276.145451299,276.145261011,1435163.1,-9999,479836.1,8.62,-1,0.689088639,0.917447734,0,0.55046864,2,0.5,1.916666667,N1 O6,de-protonated,0,-9999,C12 H23 O6 N1,12,23,6,1,-9999,-9999,-9999,N/A,-9999,-9999
727,277.023519,277.023378954,277.023111246,6195016,-9999,379304.7,45.36,-1,0.966372727,0.844128438,0,0.506477063,5,0.875,1.375,N2 P1 O7,de-protonated,0,-9999,C8 H11 O7 N2 P1,8,11,7,2,1,-9999,-9999,N/A,-9999,-9999
728,277.035642,277.035501949,277.035376207,2045516.1,-9999,367563.4,13.33,-1,0.453885431,0.963309426,0,0.577985656,9,0.538461538,0.769230769,O7,de-protonated,0,-9999,C13 H10 O7,13,10,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
730,277.072033,277.071892935,277.071761716,2602840.5,-9999,365464,17.63,-1,0.473590871,0.960120175,0,0.576072105,8,0.428571429,1,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
731,277.075325,277.075184934,277.07513302,1810777.6,-9999,366787.5,11.52,-1,0.187364494,0.993650406,0,0.596190244,3,0.545454545,1.636363636,S1 O6,de-protonated,0,-9999,C11 H18 O6 S1,11,18,6,-9999,-9999,1,-9999,N/A,-9999,-9999
733,277.086569,277.086428929,277.086366409,1291357.5,-9999,457231.6,7.51,-1,0.225634809,0.990804791,0,0.594482874,3,0.5,1.8,N2 S1 O5,de-protonated,0,-9999,C10 H18 O5 N2 S1,10,18,5,2,-9999,1,-9999,N/A,-9999,-9999
735,277.108485,277.108344921,277.108147226,1911653,-9999,437086.2,12.3,-1,0.713421713,0.911784112,0,0.547070467,7,0.333333333,1.2,O5,de-protonated,0,-9999,C15 H18 O5,15,18,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
736,277.119636,277.119495916,277.119380615,2664296.8,-9999,427150.2,18.11,-1,0.416070838,0.969076736,0,0.581446042,7,0.285714286,1.285714286,N2 O4,de-protonated,0,-9999,C14 H18 O4 N2,14,18,4,2,-9999,-9999,-9999,N/A,-9999,-9999
738,277.123011,277.122870915,277.122751918,1887082,-9999,377590.2,12.11,-1,0.42940049,0.967097099,0,0.580258259,2,0.363636364,2,N2 S1 O4,de-protonated,0,-9999,C11 H22 O4 N2 S1,11,22,4,2,-9999,1,-9999,N/A,-9999,-9999
739,277.129471,277.129330912,277.129276594,1852012.3,-9999,348957.7,11.84,-1,0.19600475,0.99305337,0,0.595832022,2,0.583333333,1.833333333,O7,de-protonated,0,-9999,C12 H22 O7,12,22,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
742,277.14478,277.144639906,277.144532735,11522929,-9999,369098.7,86.48,-1,0.386698384,0.974809026,0.998859876,0.984429366,6,0.25,1.375,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
743,277.156026,277.155885902,277.155766124,6553461.5,-9999,371583.5,48.12,-1,0.432167193,0.949241488,0.936155928,0.944007264,6,0.2,1.466666667,N2 O3,de-protonated,0,-9999,C15 H22 O3 N2,15,22,3,2,-9999,-9999,-9999,N/A,-9999,-9999
745,277.181031,277.180890892,277.180918244,1256317.9,-9999,436860.5,7.24,-1,-0.098680191,0.998234653,0,0.598940792,5,0.176470588,1.529411765,O3,de-protonated,0,-9999,C17 H26 O3,17,26,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
747,278.103665,278.103524529,278.103396198,1941688.9,-9999,418855.4,12.53,-1,0.46145185,0.962099613,0,0.577259768,7,0.357142857,1.214285714,N1 O5,de-protonated,0,-9999,C14 H17 O5 N1,14,17,5,1,-9999,-9999,-9999,N/A,-9999,-9999
748,278.114842,278.114701525,278.114629587,2781884.8,-9999,400503.8,19.01,-1,0.258661835,0.987933397,0,0.592760038,7,0.307692308,1.307692308,N3 O4,de-protonated,0,-9999,C13 H17 O4 N3,13,17,4,3,-9999,-9999,-9999,N/A,-9999,-9999
749,278.148129,278.147988512,278.14788757,1976008.1,-9999,404878.4,12.79,-1,0.362906288,0.976386303,0.998859876,0.985375732,6,0.25,1.375,13C1 O4,de-protonated,1,742,C15 H22 O4 13C1,15,22,4,-9999,-9999,-9999,1,N/A,-9999,-9999
751,278.159435,278.159294507,278.159120959,1673675.9,-9999,422883.2,10.46,-1,0.623915835,0.931804075,0.936155928,0.933544816,6,0.2,1.466666667,13C1 N2 O3,de-protonated,1,743,C14 H22 O3 N2 13C1,14,22,3,2,-9999,-9999,1,N/A,-9999,-9999
754,279.014969,279.014828171,279.014640762,1881071,-9999,304598.8,12.06,-1,0.671680402,0.921399653,0,0.552839792,9,0.666666667,0.666666667,O8,de-protonated,0,-9999,C12 H8 O8,12,8,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
756,279.040646,279.040505161,279.040478844,1451511.8,-9999,353723.4,8.74,-1,0.094311286,0.998387385,0,0.599032431,4,0.857142857,1.714285714,N4 S1 O6,de-protonated,0,-9999,C7 H12 O6 N4 S1,7,12,6,4,-9999,1,-9999,N/A,-9999,-9999
757,279.05127,279.051129156,279.051026271,3710459.3,-9999,360943.5,26.18,-1,0.368696145,0.975636147,0,0.585381688,8,0.538461538,0.923076923,O7,de-protonated,0,-9999,C13 H12 O7,13,12,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
757,279.05127,279.051129156,279.05086408,3710459.3,-9999,360943.5,26.18,-1,0.949921328,0.848970943,0,0.509382566,3,0.125,2.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999,N/A,-9999,-9999
759,279.064303,279.064162151,279.063913431,1806335.8,-9999,378341.8,11.48,-1,0.891266585,0.865770969,0,0.519462581,3,0.7,1.7,P1 O7,de-protonated,0,-9999,C10 H17 O7 P1,10,17,7,-9999,1,-9999,-9999,N/A,-9999,-9999
761,279.087685,279.087544142,279.087411781,2817031.8,-9999,389842.1,19.28,-1,0.474264903,0.96000888,0,0.576005328,7,0.428571429,1.142857143,O6,de-protonated,0,-9999,C14 H16 O6,14,16,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
762,279.098885,279.098744138,279.09864517,11486732,-9999,369670.8,86.2,-1,0.354597453,0.973469307,0.987039343,0.978897321,7,0.384615385,1.230769231,N2 O5,de-protonated,0,-9999,C13 H16 O5 N2,13,16,5,2,-9999,-9999,-9999,N/A,-9999,-9999
765,279.124042,279.123901128,279.12379729,6909460,-9999,396407.1,50.87,-1,0.372013116,0.487600651,0.860410506,0.636724593,6,0.333333333,1.333333333,O5,de-protonated,0,-9999,C15 H20 O5,15,20,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
766,279.135281,279.135140123,279.135030679,3739159.8,-9999,413666.4,26.4,-1,0.392082651,0.972491553,0,0.583494932,6,0.285714286,1.428571429,N2 O4,de-protonated,0,-9999,C14 H20 O4 N2,14,20,4,2,-9999,-9999,-9999,N/A,-9999,-9999
767,279.13707900000003,279.136938123,279.13668445,4015128.5,-9999,363393.4,28.53,-1,0.908777061,0.860833589,0,0.516500154,1,0.416666667,2.083333333,P1 O5,de-protonated,0,-9999,C12 H25 O5 P1,12,25,5,-9999,1,-9999,-9999,N/A,-9999,-9999
770,279.156424,279.156283115,279.156160047,1419551,-9999,441405.5,8.49,-1,0.440855851,0.965349317,0,0.57920959,1,0.545454545,2.181818182,N2 O6,de-protonated,0,-9999,C11 H24 O6 N2,11,24,6,2,-9999,-9999,-9999,N/A,-9999,-9999
772,279.160397,279.160256114,279.160182799,7442976.5,-9999,371656.7,54.98,-1,0.262623641,0.98642328,0.961181375,0.976326518,5,0.25,1.5,O4,de-protonated,0,-9999,C16 H24 O4,16,24,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
774,279.19685,279.196709099,279.196568309,1639980.8,-9999,431188.5,10.2,-1,0.50426972,0.954908061,0,0.572944836,4,0.176470588,1.647058824,O3,de-protonated,0,-9999,C17 H28 O3,17,28,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
776,280.06035,280.06020876,280.060031783,3543377.3,-9999,357361.8,24.88,-1,0.631923401,0.930105375,0,0.558063225,2,0.2,2,N1 S2 P1 O2,de-protonated,0,-9999,C10 H20 O2 N1 P1 S2,10,20,2,1,1,2,-9999,N/A,-9999,-9999
779,280.102257,280.102115743,280.102000005,1424223.4,-9999,447345.7,8.53,-1,0.413199242,0.969495554,0.987039343,0.97651307,7,0.384615385,1.230769231,13C1 N2 O5,de-protonated,1,762,C12 H16 O5 N2 13C1,12,16,5,2,-9999,-9999,1,N/A,-9999,-9999
780,280.1072,280.107058741,280.106781302,1396065,-9999,413489.1,8.31,-1,0.990476877,0.836934702,0,0.502160821,2,0.555555556,2.222222222,N3 P1 O5,de-protonated,0,-9999,C9 H20 O5 N3 P1,9,20,5,3,1,-9999,-9999,N/A,-9999,-9999
782,280.163759,280.163617719,280.163537635,1704564.1,-9999,315840.2,10.69,-1,0.285848522,0.985283306,0.961181375,0.975642533,5,0.25,1.5,13C1 O4,de-protonated,1,772,C15 H24 O4 13C1,15,24,4,-9999,-9999,-9999,1,N/A,-9999,-9999
784,281.030593,281.030451378,281.030290827,2637464.3,-9999,377800.8,17.65,-1,0.571295655,0.942498462,0,0.565499077,8,0.666666667,0.833333333,O8,de-protonated,0,-9999,C12 H10 O8,12,10,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
785,281.053047,281.052905369,281.052757605,6345887.5,-9999,380761.4,45.88,-1,0.525751725,0.951081885,0,0.570649131,8,0.6,1,N4 O6,de-protonated,0,-9999,C10 H10 O6 N4,10,10,6,4,-9999,-9999,-9999,N/A,-9999,-9999
786,281.066918,281.066776364,281.066676336,4694180.5,-9999,324684.6,33.3,-1,0.355886181,0.977280682,0,0.586368409,7,0.538461538,1.076923077,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
786,281.066918,281.066776364,281.066514145,4694180.5,-9999,324684.6,33.3,-1,0.93294314,0.853909695,0,0.512345817,2,0.125,2.375,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,N/A,-9999,-9999
787,281.072314,281.072172362,281.072036498,3561126.3,-9999,358487.2,24.68,-1,0.483374673,0.95849045,0,0.57509427,16,0.052631579,0.526315789,N2 O1,de-protonated,0,-9999,C19 H10 O1 N2,19,10,1,2,-9999,-9999,-9999,N/A,-9999,-9999
791,281.100885,281.10074335,281.100559922,4871344,-9999,366803.9,34.65,-1,0.652536892,0.925647628,0,0.555388577,10,0.055555556,1,S1 O1,de-protonated,0,-9999,C18 H18 O1 S1,18,18,1,-9999,-9999,1,-9999,N/A,-9999,-9999
792,281.103331,281.103189349,281.103061845,4328624.5,-9999,370620.7,30.52,-1,0.453584791,0.963357114,0,0.578014269,6,0.428571429,1.285714286,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
794,281.114523,281.114381345,281.114295235,1535924.4,-9999,394792.9,9.26,-1,0.306318045,0.983118649,0,0.589871189,6,0.384615385,1.384615385,N2 O5,de-protonated,0,-9999,C13 H18 O5 N2,13,18,5,2,-9999,-9999,-9999,N/A,-9999,-9999
797,281.139695,281.139553335,281.139447355,6666429,-9999,389257.3,48.32,-1,0.376967449,0.980944645,0.947134659,0.967420651,5,0.333333333,1.466666667,O5,de-protonated,0,-9999,C15 H22 O5,15,22,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
799,281.152755,281.15261333,281.152334514,2608321.3,-9999,362346.1,17.42,-1,0.991689127,0.836569879,0,0.501941927,0,0.416666667,2.25,P1 O5,de-protonated,0,-9999,C12 H27 O5 P1,12,27,5,-9999,1,-9999,-9999,N/A,-9999,-9999
801,281.176085,281.175943321,281.175832864,26874058,-9999,366358.9,202.17,-1,0.392838728,0.982345314,0.984051804,0.98302791,4,0.25,1.625,O4,de-protonated,0,-9999,C16 H26 O4,16,26,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
802,281.212505,281.212363306,281.212218373,2297045.3,-9999,411064.9,15.05,-1,0.515386856,0.952945985,0,0.571767591,3,0.176470588,1.764705882,O3,de-protonated,0,-9999,C17 H30 O3,17,30,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
805,282.143019,282.14287694,282.14280219,1588748.9,-9999,413478,9.66,-1,0.264939257,0.987344371,0.947134659,0.971260486,5,0.333333333,1.466666667,13C1 O5,de-protonated,1,797,C14 H22 O5 13C1,14,22,5,-9999,-9999,-9999,1,N/A,-9999,-9999
806,282.179388,282.179245926,282.179187699,5251609,-9999,372868.4,37.55,-1,0.206347781,0.992303791,0.984051804,0.989002996,4,0.25,1.625,13C1 O4,de-protonated,1,801,C15 H26 O4 13C1,15,26,4,-9999,-9999,-9999,1,N/A,-9999,-9999
810,283.046238,283.046095585,283.045940891,3657017.3,-9999,384552,25.4,-1,0.546533518,0.94724404,0,0.568346424,7,0.666666667,1,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
811,283.061475,283.061332579,283.061197032,1631550.4,-9999,426755.6,9.98,-1,0.478860445,0.959246198,0,0.575547719,11,0.3125,0.75,O5,de-protonated,0,-9999,C16 H12 O5,16,12,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
812,283.068667,283.068524576,283.06840767,3808064.8,-9999,384199.6,26.55,-1,0.412998019,0.9695248,0,0.58171488,7,0.6,1.2,N4 O6,de-protonated,0,-9999,C10 H12 O6 N4,10,12,6,4,-9999,-9999,-9999,N/A,-9999,-9999
813,283.082559,283.082416571,283.0823264,5699397.5,-9999,363250.1,40.95,-1,0.318530862,0.98175830100000006,0,0.589054981,6,0.538461538,1.230769231,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
816,283.118935,283.118792556,283.11871191,7045969.5,-9999,353609.4,51.2,-1,0.284851534,0.492692516,0.86849267,0.643012578,5,0.428571429,1.428571429,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
817,283.130348,283.130205552,283.129945299,1364309.3,-9999,368954.6,7.95,-1,0.91919991,0.857862746,0,0.514717648,5,0.384615385,1.538461538,N2 O5,de-protonated,0,-9999,C13 H20 O5 N2,13,20,5,2,-9999,-9999,-9999,N/A,-9999,-9999
819,283.137639,283.137496549,283.137339354,2191703.5,-9999,372320.6,14.25,-1,0.555189339,0.945606392,0,0.567363835,4,0.2,1.6,S1 O3,de-protonated,0,-9999,C15 H24 O3 S1,15,24,3,-9999,-9999,1,-9999,N/A,-9999,-9999
821,283.155348,283.155205542,283.155097419,21963614,-9999,359837.7,164.78,-1,0.381851246,0.978144731,0.978105449,0.978129018,4,0.333333333,1.6,O5,de-protonated,0,-9999,C15 H24 O5,15,24,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
822,283.191737,283.191594528,283.191482928,145646448,-9999,365583.2,1106.41,-1,0.394077754,0.97385329,0.996368085,0.982859208,3,0.25,1.75,O4,de-protonated,0,-9999,C16 H28 O4,16,28,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
823,283.228139,283.227996514,283.227868438,7830389.5,-9999,372392.5,57.18,-1,0.452200541,0.932982476,0.982723705,0.952878968,2,0.176470588,1.882352941,O3,de-protonated,0,-9999,C17 H32 O3,17,32,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
824,283.264487,283.264344499,283.264253947,2639233.8,-9999,321310.7,17.65,-1,0.319673757,0.981628375,0,0.588977025,1,0.111111111,2,O2,de-protonated,0,-9999,C18 H36 O2,18,36,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
825,284.12534900000003,284.125206161,284.125194271,1248413.8,-9999,354294.8,7.06,-1,0.041845808,0.999682321,0,0.599809392,5,0.416666667,1.583333333,N3 O5,de-protonated,0,-9999,C12 H19 O5 N3,12,19,5,3,-9999,-9999,-9999,N/A,-9999,-9999
826,284.158684,284.158541148,284.158452254,2929832.8,-9999,368638,19.86,-1,0.312830415,0.982399639,0.978105449,0.980681963,4,0.333333333,1.6,13C1 O5,de-protonated,1,821,C14 H24 O5 13C1,14,24,5,-9999,-9999,-9999,1,N/A,-9999,-9999
827,284.16184,284.161697146,284.161579781,4694185.5,-9999,394028.2,33.3,-1,0.413024678,0.969520926,0,0.581712556,4,0.307692308,1.769230769,N3 O4,de-protonated,0,-9999,C13 H23 O4 N3,13,23,4,3,-9999,-9999,-9999,N/A,-9999,-9999
828,284.195086,284.194943133,284.194837763,24601780,-9999,362924.9,184.86,-1,0.370765841,0.974640896,0.996368085,0.983331772,3,0.25,1.75,13C1 O4,de-protonated,1,822,C15 H28 O4 13C1,15,28,4,-9999,-9999,-9999,1,N/A,-9999,-9999
829,284.23158,284.231437119,284.231223273,1253952.6,-9999,308595.8,7.11,-1,0.75236644,0.902388643,0.982723705,0.934522668,2,0.176470588,1.882352941,13C1 O3,de-protonated,1,823,C16 H32 O3 13C1,16,32,3,-9999,-9999,-9999,1,N/A,-9999,-9999
832,285.061859,285.061715792,285.061590955,4295120.5,-9999,379043.4,30.26,-1,0.437929266,0.965799909,0,0.579479946,6,0.666666667,1.166666667,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
833,285.077053,285.076909786,285.076847097,1648853.4,-9999,388962.3,10.11,-1,0.219904027,0.991263927,0,0.594758356,10,0.3125,0.875,O5,de-protonated,0,-9999,C16 H14 O5,16,14,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
834,285.080414,285.080270785,285.0802184,1397718.5,-9999,395405.6,8.2,-1,0.183754962,0.993891955,0,0.596335173,5,0.384615385,1.384615385,S1 O5,de-protonated,0,-9999,C13 H18 O5 S1,13,18,5,-9999,-9999,1,-9999,N/A,-9999,-9999
836,285.098302,285.098158778,285.097976465,6413788.5,-9999,268229.6,46.39,-1,0.639475352,0.928486368,0,0.557091821,5,0.538461538,1.384615385,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
837,285.126435,285.126291767,285.126119766,3138533.5,-9999,385953.9,21.45,-1,0.603246041,0.936102568,0,0.561661541,4,0.285714286,1.642857143,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,N/A,-9999,-9999
838,285.134641,285.134497764,285.134361974,9262568,-9999,366327,68.08,-1,0.476229818,0.976056302,0.962795911,0.970752146,4,0.428571429,1.571428571,O6,de-protonated,0,-9999,C14 H22 O6,14,22,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
839,285.145843,285.145699759,285.145595363,1652971.9,-9999,376391.3,10.14,-1,0.366113981,0.975972098,0,0.585583259,4,0.384615385,1.692307692,N2 O5,de-protonated,0,-9999,C13 H22 O5 N2,13,22,5,2,-9999,-9999,-9999,N/A,-9999,-9999
840,285.17099,285.170846749,285.170747484,37127668,-9999,357050.2,280.22,-1,0.348092638,0.97922094,0.993137078,0.984787395,3,0.333333333,1.733333333,O5,de-protonated,0,-9999,C15 H26 O5,15,26,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
841,285.195961,285.19581774,285.195727922,1363708.3,-9999,405113.2,7.94,-1,0.314934015,0.976340651,0.996368085,0.984351625,3,0.25,1.75,O3 18O1,de-protonated,1,822,C16 H28 O3 18O1,16,28,3,-9999,-9999,-9999,-9999,N/A,1,-9999
842,285.198461,285.198317739,285.198192599,1930749,-9999,405822.3,12.26,-1,0.438782593,0.972216787,0.996368085,0.981877306,3,0.25,1.75,13C2 O4,de-protonated,1,822,C14 H28 O4 13C2,14,28,4,-9999,-9999,-9999,2,N/A,-9999,-9999
843,285.207338,285.207194735,285.207132993,224847360,-9999,364306.4,1709.39,-1,0.21648193,0.736952872,0.974101371,0.831812272,2,0.25,1.875,O4,de-protonated,0,-9999,C16 H30 O4,16,30,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
845,286.12982,286.129676372,286.129610946,1456939.1,-9999,488344.6,8.65,-1,0.228658065,0.990557903,0,0.594334742,4,0.461538462,1.615384615,N1 O6,de-protonated,0,-9999,C13 H21 O6 N1,13,21,6,1,-9999,-9999,-9999,N/A,-9999,-9999
846,286.137919,286.137775369,286.137716809,1879853.8,-9999,364423.3,11.87,-1,0.204655955,0.992428998,0.962795911,0.980575763,4,0.428571429,1.571428571,13C1 O6,de-protonated,1,838,C13 H22 O6 13C1,13,22,6,-9999,-9999,-9999,1,N/A,-9999,-9999
847,286.166206,286.166062358,286.165996456,1551670.9,-9999,427448.3,9.37,-1,0.230293543,0.990423002,0,0.594253801,3,0.357142857,1.785714286,N1 O5,de-protonated,0,-9999,C14 H25 O5 N1,14,25,5,1,-9999,-9999,-9999,N/A,-9999,-9999
848,286.174341,286.174197355,286.174102319,5681977.5,-9999,362088.5,40.81,-1,0.332091936,0.980187815,0.993137078,0.98536752,3,0.333333333,1.733333333,13C1 O5,de-protonated,1,840,C14 H26 O5 13C1,14,26,5,-9999,-9999,-9999,1,N/A,-9999,-9999
849,286.177492,286.177348353,286.177229845,2962746.5,-9999,378376.6,20.11,-1,0.4141086,0.96936322,0,0.581617932,3,0.307692308,1.923076923,N3 O4,de-protonated,0,-9999,C13 H25 O4 N3,13,25,4,3,-9999,-9999,-9999,N/A,-9999,-9999
850,286.210737,286.21059334,286.210487828,32999238,-9999,357740.4,248.79,-1,0.368653316,0.732980166,0.974101371,0.829428648,2,0.25,1.875,13C1 O4,de-protonated,1,843,C15 H30 O4 13C1,15,30,4,-9999,-9999,-9999,1,N/A,-9999,-9999
852,287.04114,287.040996014,287.040855511,2113616.5,-9999,361172.1,13.64,-1,0.489488425,0.957456577,0,0.574473946,6,0.818181818,1.090909091,O9,de-protonated,0,-9999,C11 H12 O9,11,12,9,-9999,-9999,-9999,-9999,N/A,-9999,-9999
853,287.055511,287.055367008,287.055080081,3450453,-9999,329560.6,23.82,-1,0.999555324,0.834195618,0,0.500517371,6,0.555555556,1.444444444,N4 P1 O5,de-protonated,0,-9999,C9 H13 O5 N4 P1,9,13,5,4,1,-9999,-9999,N/A,-9999,-9999
854,287.077477,287.077332999,287.07724102,5304412,-9999,363143.2,37.94,-1,0.32039995,0.981545588,0,0.588927353,5,0.666666667,1.333333333,O8,de-protonated,0,-9999,C12 H16 O8,12,16,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
856,287.113985,287.113840985,287.113626529,5097575.5,-9999,204982.4,36.36,-1,0.746937114,0.903722483,0,0.54223349,4,0.538461538,1.538461538,O7,de-protonated,0,-9999,C13 H20 O7,13,20,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
