Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,OtoC_ratio,HtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
222,188.101039,188.100947926,188.100937377,1425372.9,-9999,751297.2,9.64,-1,0.056081386,0.999429485,0.996169647,0.99812555,2,0.444444444,1.777777778,13C1 O4,de-protonated,1,220,C8 H16 O4 13C1,8,16,4,-9999,-9999,-9999,1,-9999,-9999
224,189.076954,189.07686288,189.076847097,1829328.4,-9999,737265.8,13.1,-1,0.083474604,0.998736463,0,0.599241878,2,0.625,1.75,O5,de-protonated,0,-9999,C8 H14 O5,8,14,5,-9999,-9999,-9999,-9999,-9999,-9999
225,189.113351,189.113259878,189.113232606,1850585.3,-9999,611695.3,13.28,-1,0.144210197,0.996233598,0,0.597740159,1,0.444444444,2,O4,de-protonated,0,-9999,C9 H18 O4,9,18,4,-9999,-9999,-9999,-9999,-9999,-9999
227,193.087105,193.087013692,193.087017858,2357051.3,-9999,651671.4,17.54,-1,-0.021575606,0.999915538,0,0.599949323,5,0.272727273,1.272727273,O3,de-protonated,0,-9999,C11 H14 O3,11,14,3,-9999,-9999,-9999,-9999,-9999,-9999
229,194.082366,194.082274645,194.08226683,1368183.1,-9999,511127,9.09,-1,0.040267029,0.999705836,0,0.599823502,5,0.3,1.3,N1 O3,de-protonated,0,-9999,C10 H13 O3 N1,10,13,3,1,-9999,-9999,-9999,-9999,-9999
231,194.945722,194.945630604,194.945730304,1215313.4,-9999,426785.1,7.79,-1,-0.511422574,0.95365009,0,0.572190054,3,0.666666667,1.666666667,N2 S2 P1 O2,de-protonated,0,-9999,C3 H5 O2 N2 P1 S2,3,5,2,2,1,2,-9999,-9999,-9999
232,195.029997,195.0299056,195.029896903,1399712,-9999,519999.9,9.36,-1,0.044593559,0.999639239,0,0.599783543,6,0.555555556,0.888888889,O5,de-protonated,0,-9999,C9 H8 O5,9,8,5,-9999,-9999,-9999,-9999,-9999,-9999
233,195.13918,195.139088595,195.139053431,2697651,-9999,619254.1,20.44,-1,0.180199207,0.994125366,0,0.59647522,3,0.166666667,1.666666667,O2,de-protonated,0,-9999,C12 H20 O2,12,20,2,-9999,-9999,-9999,-9999,-9999,-9999
237,197.082025,197.081933504,197.081932477,1356142,-9999,641507,8.97,-1,0.005210784,0.999995073,0,0.599997044,4,0.4,1.4,O4,de-protonated,0,-9999,C10 H14 O4,10,14,4,-9999,-9999,-9999,-9999,-9999,-9999
242,199.007153,199.007061414,199.007053458,4101378.5,-9999,575779.9,32.34,-1,0.039976331,0.999710068,0,0.599826041,5,0.5,1,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,-9999
243,199.061312,199.061220411,199.061197032,1665545.8,-9999,647858.2,11.6,-1,0.117445992,0.997500306,0,0.598500184,4,0.555555556,1.333333333,O5,de-protonated,0,-9999,C9 H12 O5,9,12,5,-9999,-9999,-9999,-9999,-9999,-9999
244,199.097683,199.09759141,199.097582542,7136526.5,-9999,564645.8,58.18,-1,0.044540383,0.999640099,0,0.599784059,3,0.4,1.6,O4,de-protonated,0,-9999,C10 H16 O4,10,16,4,-9999,-9999,-9999,-9999,-9999,-9999
247,201.076927,201.076835317,201.076847097,4234247.5,-9999,544923.7,33.39,-1,-0.058585199,0.999377421,0,0.599626453,3,0.555555556,1.555555556,O5,de-protonated,0,-9999,C9 H14 O5,9,14,5,-9999,-9999,-9999,-9999,-9999,-9999
248,201.113345,201.113253315,201.113232606,9361932,-9999,562432.8,76.94,-1,0.102970915,0.998077947,0,0.598846768,2,0.4,1.8,O4,de-protonated,0,-9999,C10 H18 O4,10,18,4,-9999,-9999,-9999,-9999,-9999,-9999
249,201.124546,201.124454314,201.124465995,1419917.1,-9999,597608,9.48,-1,-0.058078474,0.999388141,0,0.599632885,2,0.333333333,2,N2 O3,de-protonated,0,-9999,C9 H18 O3 N2,9,18,3,2,-9999,-9999,-9999,-9999,-9999
250,201.149752,201.149660313,201.149618115,1264528.1,-9999,579098.6,8.16,-1,0.209782923,0.992046446,0,0.595227867,1,0.272727273,2,O3,de-protonated,0,-9999,C11 H22 O3,11,22,3,-9999,-9999,-9999,-9999,-9999,-9999
255,202.970482,202.970390228,202.970291282,1527768.8,-9999,461309.5,10.4,-1,0.487487527,0.957796249,0,0.574677749,5,0.5,1,N4 S2 O2,de-protonated,0,-9999,C4 H4 O2 N4 S2,4,4,2,4,-9999,2,-9999,-9999,-9999
256,203.092594,203.092502222,203.092497161,2311397.3,-9999,622211.7,17.05,-1,0.024918713,0.999887337,0,0.599932402,2,0.555555556,1.777777778,O5,de-protonated,0,-9999,C9 H16 O5,9,16,5,-9999,-9999,-9999,-9999,-9999,-9999
263,207.066413,207.066321035,207.066282413,1230538.3,-9999,631247.3,7.85,-1,0.186523728,0.993707084,0,0.596224251,6,0.363636364,1.090909091,O4,de-protonated,0,-9999,C11 H12 O4,11,12,4,-9999,-9999,-9999,-9999,-9999,-9999
276,211.097661,211.097568846,211.097582542,1427550.5,-9999,661305.3,9.46,-1,-0.064876913,0.999236572,0,0.599541943,4,0.363636364,1.454545455,O4,de-protonated,0,-9999,C11 H16 O4,11,16,4,-9999,-9999,-9999,-9999,-9999,-9999
277,211.134068,211.133975845,211.133968051,2177632.8,-9999,507150,15.79,-1,0.036912969,0.999752795,0,0.599851677,3,0.25,1.666666667,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,-9999
280,213.076939,213.076846753,213.076847097,2379215,-9999,580854.1,17.48,-1,-0.001611488,0.999999529,0,0.599999717,4,0.5,1.4,O5,de-protonated,0,-9999,C10 H14 O5,10,14,5,-9999,-9999,-9999,-9999,-9999,-9999
281,213.113311,213.113218752,213.113232606,3809233,-9999,526735.6,29.53,-1,-0.065009703,0.999233444,0,0.599540067,3,0.363636364,1.636363636,O4,de-protonated,0,-9999,C11 H18 O4,11,18,4,-9999,-9999,-9999,-9999,-9999,-9999
282,213.149725,213.14963275,213.149618115,2614226.8,-9999,566127.8,19.46,-1,0.068658405,0.999145021,0,0.599487013,2,0.25,1.833333333,O3,de-protonated,0,-9999,C12 H22 O3,12,22,3,-9999,-9999,-9999,-9999,-9999,-9999
284,214.144975,214.144882703,214.144867088,2464519,-9999,456259.7,18.2,-1,0.072920725,0.999035624,0,0.599421375,2,0.272727273,1.909090909,N1 O3,de-protonated,0,-9999,C11 H21 O3 N1,11,21,3,1,-9999,-9999,-9999,-9999,-9999
287,214.988213,214.988120664,214.988049347,1591601.3,-9999,595551,10.84,-1,0.33172388,0.980231269,0,0.588138761,6,0.8,0.8,N4 S1 O4,de-protonated,0,-9999,C5 H4 O4 N4 S1,5,4,4,4,-9999,1,-9999,-9999,-9999
288,215.092581,215.092488659,215.092497161,4511798.5,-9999,457428.3,35.45,-1,-0.039529221,0.999716516,0,0.59982991,3,0.5,1.6,O5,de-protonated,0,-9999,C10 H16 O5,10,16,5,-9999,-9999,-9999,-9999,-9999,-9999
289,215.128953,215.128860657,215.128882671,10127928,-9999,454139,82.78,-1,-0.102327013,0.995287308,0.997612737,0.996217479,2,0.363636364,1.818181818,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,-9999,-9999
290,215.165373,215.165280655,215.16526818,1453626,-9999,600180.1,9.68,-1,0.057980754,0.999390198,0,0.599634119,1,0.25,2,O3,de-protonated,0,-9999,C12 H24 O3,12,24,3,-9999,-9999,-9999,-9999,-9999,-9999
291,216.132374,216.13228161,216.132237506,1235304.5,-9999,570856.3,7.82,-1,0.204061814,0.992472727,0.997612737,0.994528731,2,0.363636364,1.818181818,13C1 O4,de-protonated,1,289,C10 H20 O4 13C1,10,20,4,-9999,-9999,-9999,1,-9999,-9999
292,217.071689,217.071596566,217.071761716,1543380.5,-9999,357011.3,10.41,-1,-0.760810346,0.900298976,0,0.540179386,3,0.666666667,1.555555556,O6,de-protonated,0,-9999,C9 H14 O6,9,14,6,-9999,-9999,-9999,-9999,-9999,-9999
293,217.10822,217.108127564,217.108147226,2345622.3,-9999,506674,17.15,-1,-0.090560889,0.998512996,0,0.599107798,2,0.5,1.8,O5,de-protonated,0,-9999,C10 H18 O5,10,18,5,-9999,-9999,-9999,-9999,-9999,-9999
294,218.103478,218.103385517,218.103396198,3363523.8,-9999,485666,25.7,-1,-0.048969531,0.999564978,0,0.599738987,2,0.555555556,1.888888889,N1 O5,de-protonated,0,-9999,C9 H17 O5 N1,9,17,5,1,-9999,-9999,-9999,-9999,-9999
299,221.081993,221.081900378,221.081932477,15245130,-9999,433922.6,125.18,-1,-0.145192929,0.998074337,0.981372256,0.991393505,6,0.333333333,1.166666667,O4,de-protonated,0,-9999,C12 H14 O4,12,14,4,-9999,-9999,-9999,-9999,-9999,-9999
300,221.154802,221.154709374,221.154703496,5669709.5,-9999,439620.2,44.95,-1,0.026580258,0.999871813,0,0.599923088,4,0.142857143,1.571428571,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,-9999,-9999
302,222.085383,222.085290331,222.085287312,2348920.3,-9999,471124,17.12,-1,0.013590727,0.999966486,0.981372256,0.992528794,6,0.333333333,1.166666667,13C1 O4,de-protonated,1,299,C11 H14 O4 13C1,11,14,4,-9999,-9999,-9999,1,-9999,-9999
303,222.090177,222.09008433,222.090068609,1462264.4,-9999,411072.8,9.7,-1,0.070788287,0.999091177,0,0.599454706,1,0.5,2.25,N1 P1 O4,de-protonated,0,-9999,C8 H18 O4 N1 P1,8,18,4,1,1,-9999,-9999,-9999,-9999
305,223.097638,223.097545283,223.097582542,1490087.8,-9999,556309.4,9.93,-1,-0.167005851,0.994952007,0,0.596971204,5,0.333333333,1.333333333,O4,de-protonated,0,-9999,C12 H16 O4,12,16,4,-9999,-9999,-9999,-9999,-9999,-9999
306,225.076956,225.07686319,225.076847097,1575689.6,-9999,603986.3,10.61,-1,0.071501736,0.999072774,0,0.599443664,5,0.454545455,1.272727273,O5,de-protonated,0,-9999,C11 H14 O5,11,14,5,-9999,-9999,-9999,-9999,-9999,-9999
307,225.113351,225.113258188,225.113232606,2100235.5,-9999,404877.4,14.99,-1,0.11364204,0.997659422,0,0.598595653,4,0.333333333,1.5,O4,de-protonated,0,-9999,C12 H18 O4,12,18,4,-9999,-9999,-9999,-9999,-9999,-9999
308,225.149762,225.149669187,225.149618115,1703693.5,-9999,418713.7,11.68,-1,0.226832576,0.990707363,0,0.594424418,3,0.230769231,1.692307692,O3,de-protonated,0,-9999,C13 H22 O3,13,22,3,-9999,-9999,-9999,-9999,-9999,-9999
312,227.056174,227.056081097,227.056111652,1242741,-9999,509741.7,7.83,-1,-0.134568601,0.996719591,0,0.598031755,5,0.6,1.2,O6,de-protonated,0,-9999,C10 H12 O6,10,12,6,-9999,-9999,-9999,-9999,-9999,-9999
313,227.092557,227.092464096,227.092497161,3608183,-9999,443397.2,27.59,-1,-0.145604462,0.996160558,0,0.597696335,4,0.454545455,1.454545455,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,-9999,-9999
314,227.128944,227.128851094,227.128882671,5701753,-9999,402551.2,45.08,-1,-0.139025642,0.996499079,0,0.597899447,3,0.333333333,1.666666667,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,-9999
315,227.140196,227.140103093,227.14011606,2633593.8,-9999,414207.6,19.45,-1,-0.05708616,0.999408864,0,0.599645319,3,0.272727273,1.818181818,N2 O3,de-protonated,0,-9999,C11 H20 O3 N2,11,20,3,2,-9999,-9999,-9999,-9999,-9999
316,228.160591,228.160498045,228.160517152,4402358,-9999,458566.4,34.22,-1,-0.083742408,0.998728348,0,0.599237009,2,0.25,1.916666667,N1 O3,de-protonated,0,-9999,C12 H23 O3 N1,12,23,3,1,-9999,-9999,-9999,-9999,-9999
320,229.071814,229.071721003,229.071761716,1867247.3,-9999,477632.6,12.99,-1,-0.177733348,0.994284587,0,0.596570752,4,0.6,1.4,O6,de-protonated,0,-9999,C10 H14 O6,10,14,6,-9999,-9999,-9999,-9999,-9999,-9999
321,229.108224,229.108131001,229.108147226,2531825.5,-9999,412851.5,18.52,-1,-0.070816993,0.99909044,0,0.599454264,3,0.454545455,1.636363636,O5,de-protonated,0,-9999,C11 H18 O5,11,18,5,-9999,-9999,-9999,-9999,-9999,-9999
322,229.144627,229.144533999,229.144532735,7860468,-9999,437093.8,62.84,-1,0.005517004,0.999994477,0,0.599996686,2,0.333333333,1.833333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,-9999,-9999
323,229.155849,229.155755999,229.155766124,3600116.8,-9999,463509.2,27.41,-1,-0.044186649,0.999645791,0,0.599787475,2,0.272727273,2,N2 O3,de-protonated,0,-9999,C11 H22 O3 N2,11,22,3,2,-9999,-9999,-9999,-9999,-9999
324,229.180887,229.180793998,229.180918244,1268598.3,-9999,460032.5,8.01,-1,-0.542134405,0.948067543,0,0.568840526,1,0.230769231,2,O3,de-protonated,0,-9999,C13 H26 O3,13,26,3,-9999,-9999,-9999,-9999,-9999,-9999
325,231.087514,231.087420908,231.087411781,2452346,-9999,409086.8,17.86,-1,0.039496907,0.999716979,0,0.599830187,3,0.6,1.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,-9999,-9999
326,231.123894,231.123800906,231.12379729,2397820.8,-9999,434860.6,17.4,-1,0.015646076,0.999955582,0,0.599973349,2,0.454545455,1.818181818,O5,de-protonated,0,-9999,C11 H20 O5,11,20,5,-9999,-9999,-9999,-9999,-9999,-9999
327,231.135139,231.135045906,231.135030679,1510013.6,-9999,490540.9,10.02,-1,0.065876482,0.999212875,0,0.599527725,2,0.4,2,N2 O4,de-protonated,0,-9999,C10 H20 O4 N2,10,20,4,2,-9999,-9999,-9999,-9999,-9999
329,233.154778,233.154684811,233.154703496,10091037,-9999,414861.5,81.4,-1,-0.080139464,0.997571592,0.98477483,0.992452887,5,0.133333333,1.466666667,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,-9999
330,234.158185,234.158091764,234.158058331,1433204.5,-9999,480319.8,9.34,-1,0.142779371,0.996307829,0.98477483,0.99169463,5,0.133333333,1.466666667,13C1 O2,de-protonated,1,329,C14 H22 O2 13C1,14,22,2,-9999,-9999,-9999,1,-9999,-9999
332,235.024896,235.024802723,235.024811523,1174979.9,-9999,397975,7.2,-1,-0.037441709,0.999745663,0,0.599847398,8,0.545454545,0.727272727,O6,de-protonated,0,-9999,C11 H8 O6,11,8,6,-9999,-9999,-9999,-9999,-9999,-9999
333,235.061323,235.061229721,235.061197032,2332615.3,-9999,452017.2,16.78,-1,0.139066805,0.996497009,0,0.597898205,7,0.416666667,1,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,-9999,-9999
334,235.072508,235.072414721,235.072430422,1262664.4,-9999,430105.8,7.92,-1,-0.066790501,0.99919089,0,0.599514534,7,0.363636364,1.090909091,N2 O4,de-protonated,0,-9999,C11 H12 O4 N2,11,12,4,2,-9999,-9999,-9999,-9999,-9999
338,237.076886,237.076792627,237.076847097,1336462.9,-9999,421302.4,8.53,-1,-0.229756112,0.990467436,0,0.594280462,6,0.416666667,1.166666667,O5,de-protonated,0,-9999,C12 H14 O5,12,14,5,-9999,-9999,-9999,-9999,-9999,-9999
340,238.085265,238.08517158,238.084983229,1234682.1,-9999,401644,7.69,-1,0.791108463,0.892650518,0,0.535590311,1,0.625,2.25,N1 P1 O5,de-protonated,0,-9999,C8 H18 O5 N1 P1,8,18,5,1,1,-9999,-9999,-9999,-9999
341,238.963017,238.962923538,238.963080645,1961307.3,-9999,466795.3,13.64,-1,-0.657451366,0.924566965,0,0.55474017900000006,12,0.076923077,0.307692308,S2 O1,de-protonated,0,-9999,C13 H4 O1 S2,13,4,1,-9999,-9999,2,-9999,-9999,-9999
342,239.092534,239.092440532,239.092497161,1808746,-9999,401418.1,12.38,-1,-0.236849435,0.989872783,0,0.59392367,5,0.416666667,1.333333333,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,-9999,-9999
343,239.128966,239.128872531,239.128882671,17499246,-9999,423514.9,141.69,-1,-0.04240384,0.999142072,0.964464661,0.985271108,4,0.307692308,1.538461538,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999
344,239.165338,239.165244529,239.16526818,1846898.3,-9999,417321.2,12.7,-1,-0.098889945,0.998227147,0,0.598936288,3,0.214285714,1.714285714,O3,de-protonated,0,-9999,C14 H24 O3,14,24,3,-9999,-9999,-9999,-9999,-9999,-9999
346,240.13231,240.132216483,240.132237506,3303650.3,-9999,453220.6,24.7,-1,-0.087544043,0.998610351,0.964464661,0.984952075,4,0.307692308,1.538461538,13C1 O4,de-protonated,1,343,C12 H20 O4 13C1,12,20,4,-9999,-9999,-9999,1,-9999,-9999
347,241.04675,241.046656441,241.046609596,1526352.3,-9999,457889.8,10.05,-1,0.194337113,0.99317067,0,0.595902402,6,0.666666667,1.111111111,N2 O6,de-protonated,0,-9999,C9 H10 O6 N2,9,10,6,2,-9999,-9999,-9999,-9999,-9999
348,241.071836,241.071742439,241.071761716,1618259.4,-9999,532716.6,10.81,-1,-0.079963473,0.998840461,0,0.599304277,5,0.545454545,1.272727273,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,-9999,-9999
349,241.108221,241.108127438,241.108147226,3604311.8,-9999,439903.5,27.18,-1,-0.082071027,0.998778571,0,0.599267143,4,0.416666667,1.5,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,-9999,-9999
350,241.136563,241.136469436,241.136290527,20319580,-9999,421122.3,164.93,-1,0.741944799,0.910160456,0.978208653,0.937379735,3,0.153846154,1.769230769,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999
351,241.144596,241.144502436,241.144532735,4955484.5,-9999,450598,38.31,-1,-0.125646848,0.997139545,0,0.598283727,3,0.307692308,1.692307692,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,-9999,-9999
352,241.181014,241.180920434,241.180918244,3212128.8,-9999,424803.7,23.94,-1,0.009079865,0.999985041,0,0.599991024,2,0.214285714,1.857142857,O3,de-protonated,0,-9999,C14 H26 O3,14,26,3,-9999,-9999,-9999,-9999,-9999,-9999
355,242.139908,242.139814389,242.139645362,3447768.5,-9999,406188.9,25.89,-1,0.698058562,0.915378754,0.978208653,0.940510714,3,0.153846154,1.769230769,13C1 P1 O2,de-protonated,1,350,C12 H23 O2 P1 13C1,12,23,2,-9999,1,-9999,1,-9999,-9999
355,242.139908,242.139814389,242.139781707,3447768.5,-9999,406188.9,25.89,-1,0.134971761,0.996699938,0,0.598019963,3,0.333333333,1.75,N1 O4,de-protonated,0,-9999,C12 H21 O4 N1,12,21,4,1,-9999,-9999,-9999,-9999,-9999
356,242.176257,242.176163388,242.176167217,106147296,-9999,421296.5,872.22,-1,-0.015810901,0.999745694,0.998840259,0.99938352,2,0.230769231,1.923076923,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999
358,243.087493,243.087399345,243.087411781,2649939,-9999,380522,19.31,-1,-0.051158569,0.999525225,0,0.599715135,4,0.545454545,1.454545455,O6,de-protonated,0,-9999,C11 H16 O6,11,16,6,-9999,-9999,-9999,-9999,-9999,-9999
359,243.123892,243.123798343,243.12379729,5858903.5,-9999,442397.1,45.75,-1,0.00433087,0.999996597,0,0.599997958,3,0.416666667,1.666666667,O5,de-protonated,0,-9999,C12 H20 O5,12,20,5,-9999,-9999,-9999,-9999,-9999,-9999
361,243.160281,243.160187341,243.160182799,19947100,-9999,424141.7,161.85,-1,0.018678549,0.999965615,0.997519048,0.998986988,2,0.307692308,1.846153846,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,-9999,-9999
362,243.171522,243.171428341,243.171416189,3299422,-9999,448423.6,24.66,-1,0.049973233,0.999546966,0,0.59972818,2,0.25,2,N2 O3,de-protonated,0,-9999,C12 H24 O3 N2,12,24,3,2,-9999,-9999,-9999,-9999,-9999
363,243.179628,243.17953434,243.179522052,15085151,-9999,432281.8,121.79,-1,0.050533907,0.999536746,0.998840259,0.999258151,2,0.230769231,1.923076923,13C1 N1 O3,de-protonated,1,356,C12 H25 O3 N1 13C1,12,25,3,1,-9999,-9999,1,-9999,-9999
364,243.196676,243.19658234,243.196568309,1739873.3,-9999,499950.1,11.81,-1,0.057693335,0.999396227,0,0.599637736,1,0.214285714,2,O3,de-protonated,0,-9999,C14 H28 O3,14,28,3,-9999,-9999,-9999,-9999,-9999,-9999
367,244.130312,244.130218296,244.130279652,1190238,-9999,323736.6,7.24,-1,-0.251323969,0.98860445,0,0.59316267,3,0.4,1.9,N3 O4,de-protonated,0,-9999,C10 H19 O4 N3,10,19,4,3,-9999,-9999,-9999,-9999,-9999
369,244.16363,244.163536294,244.163537635,2740450.5,-9999,448263.3,19.96,-1,-0.005489291,0.999994533,0.997519048,0.999004339,2,0.307692308,1.846153846,13C1 O4,de-protonated,1,361,C12 H24 O4 13C1,12,24,4,-9999,-9999,-9999,1,-9999,-9999
373,245.048988,245.048894253,245.048918271,1690204.3,-9999,461435.2,11.34,-1,-0.098014881,0.998258356,0,0.598955014,4,0.5,1.4,S1 O5,de-protonated,0,-9999,C10 H14 O5 S1,10,14,5,-9999,-9999,1,-9999,-9999,-9999
374,245.066789,245.066695252,245.066676336,1209310.6,-9999,418096.5,7.4,-1,0.077187091,0.998919541,0,0.599351724,4,0.7,1.4,O7,de-protonated,0,-9999,C10 H14 O7,10,14,7,-9999,-9999,-9999,-9999,-9999,-9999
375,245.103168,245.10307425,245.103061845,5703523.5,-9999,435453.3,44.25,-1,0.050611062,0.999535331,0,0.599721199,3,0.545454545,1.636363636,O6,de-protonated,0,-9999,C11 H18 O6,11,18,6,-9999,-9999,-9999,-9999,-9999,-9999
376,245.114374,245.11428025,245.114295235,1705317.4,-9999,513874,11.47,-1,-0.061134295,0.999322083,0,0.59959325,3,0.5,1.8,N2 O5,de-protonated,0,-9999,C10 H18 O5 N2,10,18,5,2,-9999,-9999,-9999,-9999,-9999
377,245.139536,245.139442248,245.139447355,2810728.8,-9999,460121.4,20.53,-1,-0.020829494,0.999921278,0,0.599952767,2,0.416666667,1.833333333,O5,de-protonated,0,-9999,C12 H22 O5,12,22,5,-9999,-9999,-9999,-9999,-9999,-9999
381,247.082455,247.082361157,247.0823264,1471103.8,-9999,517477.6,9.54,-1,0.140669368,0.996415955,0,0.597849573,3,0.7,1.6,O7,de-protonated,0,-9999,C10 H16 O7,10,16,7,-9999,-9999,-9999,-9999,-9999,-9999
